GMfas			Ext		
3.481432361	10.42404963	13.87999623	3.481432361	-4.717847841	23.83368954
3.536693192	10.407896	13.87985673	3.536693192	-4.717856508	23.83392552
3.591954023	10.39921535	13.87988411	3.591954023	-4.719992929	23.83378628
3.647214854	10.41745058	13.88025639	3.647214854	-4.717526004	23.83421303
3.702475685	10.43113226	13.87929996	3.702475685	-4.717032311	23.83425769
3.757736516	10.42852443	13.8785534	3.757736516	-4.716634707	23.83428079
3.812997347	10.41934671	13.87688443	3.812997347	-4.718440471	23.83425972
3.868258179	10.42142103	13.8769714	3.868258179	-4.717300954	23.83461125
3.92351901	10.43264958	13.87648222	3.92351901	-4.7173035	23.83432099
3.978779841	10.45002157	13.87318937	3.978779841	-4.717309334	23.83414116
4.034040672	10.42606316	13.86914956	4.034040672	-4.716960877	23.83452138
4.089301503	10.41697027	13.86996336	4.089301503	-4.718407259	23.83408661
4.144562334	10.4208814	13.87279597	4.144562334	-4.719588306	23.83446474
4.199823165	10.41369271	13.87174657	4.199823165	-4.718871922	23.83426061
4.255083996	10.42438011	13.86915062	4.255083996	-4.719386698	23.83444822
4.310344828	10.41634275	13.86692396	4.310344828	-4.720049731	23.83447808
4.365605659	10.41611609	13.8738216	4.365605659	-4.717970746	23.83464147
4.42086649	10.3955804	13.87313035	4.42086649	-4.718275354	23.83445002
4.476127321	10.3559772	13.86161526	4.476127321	-4.722785662	23.83453655
4.531388152	10.32559252	13.87049654	4.531388152	-4.721370405	23.83411238
4.586648983	10.32658201	13.87003163	4.586648983	-4.721421497	23.83428201
4.641909814	10.31909884	13.87338063	4.641909814	-4.722121433	23.83441678
4.697170645	10.31607597	13.87302463	4.697170645	-4.720923418	23.83435953
4.752431477	10.31115572	13.86895532	4.752431477	-4.71954034	23.83432998
4.807692308	10.27916076	13.86201487	4.807692308	-4.718162082	23.83428511
4.862953139	10.27195736	13.86625634	4.862953139	-4.722635403	23.83387292
4.91821397	10.23977828	13.86589477	4.91821397	-4.726487531	23.83362403
4.973474801	10.22513853	13.87186404	4.973474801	-4.725238997	23.83356572
5.028735632	10.20521743	13.8742067	5.028735632	-4.725179135	23.83400547
5.083996463	10.20605187	13.87604296	5.083996463	-4.723950945	23.83427117
5.139257294	10.2098662	13.87742254	5.139257294	-4.720487139	23.83384174
5.194518126	10.20200062	13.87576076	5.194518126	-4.721918073	23.83440729
5.249778957	10.20829692	13.87676866	5.249778957	-4.71973352	23.83446431
5.305039788	10.18950806	13.87599724	5.305039788	-4.719062018	23.83441766
5.360300619	10.16935215	13.86826291	5.360300619	-4.717600283	23.83473937
5.41556145	10.16909522	13.87059495	5.41556145	-4.717814906	23.83490649
5.470822281	10.20976143	13.87202791	5.470822281	-4.717893645	23.83512268
5.526083112	10.22686263	13.87544849	5.526083112	-4.715506763	23.83499975
5.581343943	10.22070093	13.87570142	5.581343943	-4.71635831	23.8352067
5.636604775	10.19350866	13.87072873	5.636604775	-4.717383845	23.83485183
5.691865606	10.17760265	13.86370207	5.691865606	-4.715506148	23.83507706
5.747126437	10.14940385	13.86389658	5.747126437	-4.716317374	23.83539806
5.802387268	10.15689997	13.86255993	5.802387268	-4.723647665	23.8354554
5.857648099	10.15967622	13.86423878	5.857648099	-4.723224092	23.83520709
5.91290893	10.19033099	13.87168421	5.91290893	-4.721469604	23.83530207
5.968169761	10.1950694	13.87578016	5.968169761	-4.721481698	23.83563373
6.023430592	10.1906228	13.87698109	6.023430592	-4.721564279	23.83520328
6.078691424	10.18256815	13.88394119	6.078691424	-4.721971706	23.83546398
6.133952255	10.12526617	13.88833022	6.133952255	-4.723553604	23.83562092
6.189213086	10.08155343	13.88635663	6.189213086	-4.722518363	23.83555178
6.244473917	10.02533076	13.87929088	6.244473917	-4.723639328	23.83558854
6.299734748	10.00669259	13.88216168	6.299734748	-4.721818404	23.83556187
6.354995579	9.990748449	13.8817548	6.354995579	-4.723437102	23.8358867
6.41025641	9.954730059	13.87958067	6.41025641	-4.723266241	23.83553861
6.465517241	9.943761305	13.88093926	6.465517241	-4.725522245	23.83537208
6.520778073	9.940993203	13.88145701	6.520778073	-4.72535113	23.83518813
6.576038904	9.948721494	13.88331864	6.576038904	-4.726239339	23.8350502
6.631299735	9.953288006	13.88548992	6.631299735	-4.727845887	23.83531112
6.686560566	9.942728561	13.88370357	6.686560566	-4.728682454	23.83480935
6.741821397	9.960670138	13.88219976	6.741821397	-4.725727585	23.83488508
6.797082228	9.9833212	13.88356994	6.797082228	-4.723921872	23.83462748
6.852343059	9.980280323	13.88112991	6.852343059	-4.721327943	23.83505081
6.90760389	9.989111617	13.87988976	6.90760389	-4.719359125	23.83498634
6.962864721	10.01186236	13.88085906	6.962864721	-4.719045533	23.83487287
7.018125553	10.05352742	13.88423517	7.018125553	-4.719356864	23.83511328
7.073386384	10.06360222	13.88605207	7.073386384	-4.718224106	23.83490039
7.128647215	10.06740303	13.8861214	7.128647215	-4.71822931	23.83504636
7.183908046	10.08477784	13.88622319	7.183908046	-4.719338419	23.83505518
7.239168877	10.07937695	13.88555089	7.239168877	-4.719253574	23.83490631
7.294429708	10.07410941	13.88545621	7.294429708	-4.719686898	23.83501201
7.349690539	10.07499738	13.88299818	7.349690539	-4.71888443	23.83488335
7.40495137	10.06447213	13.88343334	7.40495137	-4.719427573	23.8348179
7.460212202	10.06871183	13.88349373	7.460212202	-4.719762543	23.83487392
7.515473033	10.05686915	13.88058542	7.515473033	-4.719500447	23.83472833
7.570733864	10.06310005	13.87791813	7.570733864	-4.721624851	23.83479181
7.625994695	10.06852701	13.87694362	7.625994695	-4.720862658	23.83477668
7.681255526	10.06976216	13.87489289	7.681255526	-4.718532363	23.83475612
7.736516357	10.06256565	13.87613761	7.736516357	-4.718577445	23.83490408
7.791777188	10.07200194	13.87188528	7.791777188	-4.72004111	23.83484936
7.847038019	10.07951273	13.87115843	7.847038019	-4.718860534	23.83472268
7.902298851	10.07685274	13.87566993	7.902298851	-4.719559816	23.83450808
7.957559682	10.08825581	13.87777244	7.957559682	-4.718739363	23.83464246
8.012820513	10.08090172	13.88258981	8.012820513	-4.720372897	23.83461733
8.068081344	10.0955946	13.88387866	8.068081344	-4.717677712	23.83463045
8.123342175	10.09144436	13.88262639	8.123342175	-4.7171355	23.83445863
8.178603006	10.09087733	13.88074009	8.178603006	-4.718445658	23.83490759
8.233863837	10.08219484	13.87570704	8.233863837	-4.719735999	23.83441641
8.289124668	10.09191433	13.87474819	8.289124668	-4.718986012	23.83461068
8.3443855	10.07730792	13.87214471	8.3443855	-4.718012084	23.83441326
8.399646331	10.09012826	13.87184606	8.399646331	-4.720415726	23.83433427
8.454907162	10.09023464	13.86871936	8.454907162	-4.721105144	23.83417128
8.510167993	10.08960439	13.86736637	8.510167993	-4.720685826	23.83410529
8.565428824	10.0957285	13.87153033	8.565428824	-4.721539341	23.83430228
8.620689655	10.10157041	13.87309264	8.620689655	-4.723506311	23.83427733
8.675950486	10.09317585	13.87595887	8.675950486	-4.722325675	23.83463488
8.731211317	10.08748397	13.87742288	8.731211317	-4.722757	23.83453066
8.786472149	10.07846168	13.87570346	8.786472149	-4.721028242	23.83419154
8.84173298	10.07918414	13.87861747	8.84173298	-4.722402165	23.83406531
8.896993811	10.06658695	13.87718567	8.896993811	-4.722933149	23.83424142
8.952254642	10.04742552	13.87252831	8.952254642	-4.722635054	23.83414145
9.007515473	10.06360428	13.876994	9.007515473	-4.723205332	23.83407935
9.062776304	10.06059457	13.87432689	9.062776304	-4.723356995	23.83425666
9.118037135	10.04507471	13.87011817	9.118037135	-4.723704356	23.83413223
9.173297966	10.03194252	13.86550247	9.173297966	-4.724075482	23.83380182
9.228558798	10.04032534	13.86826338	9.228558798	-4.724329706	23.83411834
9.283819629	10.02805361	13.87485443	9.283819629	-4.725946832	23.83434392
9.33908046	9.969382612	13.87555158	9.33908046	-4.728805584	23.83443168
9.394341291	9.95011684	13.86841472	9.394341291	-4.726944527	23.83411881
9.449602122	9.971926465	13.87426612	9.449602122	-4.725218172	23.83416195
9.504862953	9.958763382	13.87449635	9.504862953	-4.726334536	23.83427827
9.560123784	9.953282547	13.87260805	9.560123784	-4.725836866	23.83426599
9.615384615	9.951951301	13.87212247	9.615384615	-4.725847894	23.83442794
9.670645447	9.947464508	13.86843796	9.670645447	-4.724162796	23.83459431
9.725906278	9.949554472	13.86957334	9.725906278	-4.726532728	23.83435313
9.781167109	9.915840989	13.87418272	9.781167109	-4.726653366	23.8344768
9.83642794	9.891229453	13.87571705	9.83642794	-4.728118843	23.83464585
9.891688771	9.89089154	13.87965272	9.891688771	-4.727471931	23.83460103
9.946949602	9.862506508	13.87507552	9.946949602	-4.72715005	23.83469405
10.00221043	9.875411705	13.87712048	10.00221043	-4.725655341	23.83469475
10.05747126	9.870666959	13.875246	10.05747126	-4.725212943	23.83479458
10.1127321	9.880681945	13.87752885	10.1127321	-4.722490517	23.83468858
10.16799293	9.898245321	13.87802451	10.16799293	-4.722863511	23.83441908
10.22325376	9.88031766	13.88172012	10.22325376	-4.721302861	23.83473835
10.27851459	9.876849753	13.87931765	10.27851459	-4.722114835	23.83451014
10.33377542	9.875982068	13.87497719	10.33377542	-4.720407432	23.83461199
10.38903625	9.897367755	13.8795188	10.38903625	-4.720811412	23.83452773
10.44429708	9.882310399	13.87588161	10.44429708	-4.720008757	23.83466397
10.49955791	9.83331124	13.86127328	10.49955791	-4.722676124	23.83441766
10.55481874	9.762083314	13.86968333	10.55481874	-4.723261632	23.83432477
10.61007958	9.752321757	13.87539519	10.61007958	-4.725349937	23.83440442
10.66534041	9.725968564	13.87618684	10.66534041	-4.72622907	23.83420322
10.72060124	9.764113783	13.88005979	10.72060124	-4.723253298	23.83429456
10.77586207	9.769436174	13.88120898	10.77586207	-4.724311167	23.8342812
10.8311229	9.768174368	13.87550708	10.8311229	-4.723957648	23.83402205
10.88638373	9.777319628	13.87400734	10.88638373	-4.722555562	23.83389992
10.94164456	9.857511015	13.87396002	10.94164456	-4.721133771	23.8340608
10.99690539	9.859689409	13.8709752	10.99690539	-4.720702225	23.83430939
11.05216622	9.849950232	13.87419119	11.05216622	-4.719433275	23.83426358
11.10742706	9.844977193	13.87761018	11.10742706	-4.720800381	23.83426913
11.16268789	9.804757493	13.87424943	11.16268789	-4.721247667	23.83418743
11.21794872	9.752982206	13.86647996	11.21794872	-4.721209529	23.83409079
11.27320955	9.754201575	13.87023603	11.27320955	-4.721738407	23.83407283
11.32847038	9.75493673	13.86968062	11.32847038	-4.722723738	23.83387011
11.38373121	9.735011508	13.86715169	11.38373121	-4.72449384	23.83393521
11.43899204	9.755074347	13.86877679	11.43899204	-4.723089216	23.83394742
11.49425287	9.762237763	13.86861445	11.49425287	-4.723193605	23.83403337
11.5495137	9.742409427	13.86172498	11.5495137	-4.725084114	23.83394073
11.60477454	9.716002822	13.85309439	11.60477454	-4.72545348	23.8340568
11.66003537	9.744119555	13.86054108	11.66003537	-4.723720452	23.83395909
11.7152962	9.780331092	13.86386589	11.7152962	-4.722436709	23.83381651
11.77055703	9.768163139	13.86254984	11.77055703	-4.722926845	23.83401743
11.82581786	9.75731276	13.85798763	11.82581786	-4.722630514	23.8339789
11.88107869	9.741422647	13.85674868	11.88107869	-4.722390208	23.83406623
11.93633952	9.716047511	13.84966186	11.93633952	-4.724671323	23.83393754
11.99160035	9.700621928	13.85497291	11.99160035	-4.729501655	23.83387574
12.04686118	9.70665774	13.85701949	12.04686118	-4.732686093	23.83352863
12.10212202	9.78118262	13.87347402	12.10212202	-4.731930387	23.83369001
12.15738285	9.773251974	13.88182883	12.15738285	-4.73365505	23.83365203
12.21264368	9.771470067	13.88315103	12.21264368	-4.731949629	23.83366755
12.26790451	9.761524202	13.88330864	12.26790451	-4.729215954	23.83390451
12.32316534	9.74072715	13.87766798	12.32316534	-4.728174884	23.83361202
12.37842617	9.731347789	13.87452337	12.37842617	-4.728148935	23.83360165
12.433687	9.671268306	13.87685156	12.433687	-4.733181097	23.83345061
12.48894783	9.589749653	13.87136524	12.48894783	-4.730021676	23.8340365
12.54420866	9.617275897	13.8769841	12.54420866	-4.729765386	23.83393719
12.5994695	9.637784459	13.87816975	12.5994695	-4.727016844	23.83418025
12.65473033	9.629733424	13.87592315	12.65473033	-4.72573628	23.83404829
12.70999116	9.634902487	13.87750933	12.70999116	-4.727124352	23.83402346
12.76525199	9.631124833	13.87530408	12.76525199	-4.724109677	23.83365481
12.82051282	9.625490842	13.87647803	12.82051282	-4.724138965	23.83375129
12.87577365	9.611681692	13.8744431	12.87577365	-4.726097273	23.8341456
12.93103448	9.59950636	13.87691332	12.93103448	-4.724744435	23.8338158
12.98629531	9.575694736	13.8818665	12.98629531	-4.726770344	23.8334895
13.04155615	9.545972517	13.88425074	13.04155615	-4.727866354	23.8338994
13.09681698	9.542404196	13.88592254	13.09681698	-4.72753074	23.83376618
13.15207781	9.516391496	13.88683313	13.15207781	-4.726630163	23.83399818
13.20733864	9.540206868	13.88661856	13.20733864	-4.726781061	23.83404007
13.26259947	9.620921409	13.87835222	13.26259947	-4.723975804	23.83412704
13.3178603	9.647993374	13.87823857	13.3178603	-4.72260827	23.83415426
13.37312113	9.64115823	13.87856904	13.37312113	-4.721058874	23.83431569
13.42838196	9.621289697	13.8754145	13.42838196	-4.721684632	23.83403146
13.48364279	9.642688545	13.87935409	13.48364279	-4.721459274	23.83413434
13.53890363	9.639299621	13.87713023	13.53890363	-4.721084881	23.83414018
13.59416446	9.640932438	13.87311139	13.59416446	-4.720616256	23.83412103
13.64942529	9.628151004	13.87256395	13.64942529	-4.719787958	23.83434969
13.70468612	9.610474095	13.87137846	13.70468612	-4.722427797	23.83437278
13.75994695	9.569358346	13.87648721	13.75994695	-4.722957349	23.83414846
13.81520778	9.529437837	13.87801523	13.81520778	-4.725131709	23.83442621
13.87046861	9.52456727	13.87726366	13.87046861	-4.727399575	23.83415855
13.92572944	9.525989468	13.87804355	13.92572944	-4.726782802	23.83430742
13.98099027	9.54601757	13.88207148	13.98099027	-4.725792002	23.83420013
14.03625111	9.552186043	13.8828949	14.03625111	-4.723159699	23.83424872
14.09151194	9.544815329	13.88465138	14.09151194	-4.723530391	23.83442246
14.14677277	9.53377058	13.88214449	14.14677277	-4.721675123	23.83419889
14.2020336	9.546258202	13.88425938	14.2020336	-4.722045259	23.8344531
14.25729443	9.528177826	13.88326841	14.25729443	-4.722106096	23.83439246
14.31255526	9.520879834	13.88121153	14.31255526	-4.720881594	23.83444997
14.36781609	9.525562952	13.88307889	14.36781609	-4.721515518	23.8346857
14.42307692	9.526346423	13.88309275	14.42307692	-4.721592236	23.83451612
14.47833775	9.518947536	13.88346176	14.47833775	-4.722343443	23.83449102
14.53359859	9.514909453	13.88406889	14.53359859	-4.723119668	23.83423869
14.58885942	9.513246425	13.88359826	14.58885942	-4.725768843	23.83435649
14.64412025	9.506170397	13.88216994	14.64412025	-4.725267381	23.83427976
14.69938108	9.483775933	13.88082105	14.69938108	-4.724416897	23.83427446
14.75464191	9.507550953	13.88300044	14.75464191	-4.725253601	23.83430918
14.80990274	9.514213847	13.88120915	14.80990274	-4.727614845	23.83429577
14.86516357	9.514906976	13.88404832	14.86516357	-4.724949052	23.83433823
14.9204244	9.498419998	13.88082668	14.9204244	-4.724660862	23.83422505
14.97568523	9.506174257	13.88230733	14.97568523	-4.72631893	23.83411381
15.03094607	9.502568901	13.88319938	15.03094607	-4.724812766	23.83377826
15.0862069	9.501156034	13.88091141	15.0862069	-4.724910512	23.83400923
15.14146773	9.498783465	13.88176872	15.14146773	-4.726623645	23.83407112
15.19672856	9.511833601	13.88211085	15.19672856	-4.725359729	23.8343803
15.25198939	9.511385262	13.88141688	15.25198939	-4.726166071	23.83414721
15.30725022	9.52864954	13.8830148	15.30725022	-4.726255414	23.83450349
15.36251105	9.521751632	13.8792309	15.36251105	-4.729044629	23.8341967
15.41777188	9.525306244	13.8684038	15.41777188	-4.731700268	23.83451348
15.47303271	9.520306539	13.87459143	15.47303271	-4.73344577	23.83440115
15.52829355	9.513251863	13.87419806	15.52829355	-4.733582204	23.83451241
15.58355438	9.514731837	13.88113174	15.58355438	-4.735842406	23.83435907
15.63881521	9.508575971	13.8805171	15.63881521	-4.740887792	23.83418655
15.69407604	9.51735207	13.88202249	15.69407604	-4.741405932	23.83393144
15.74933687	9.52409954	13.878523	15.74933687	-4.739327365	23.83387194
15.8045977	9.538663363	13.88620189	15.8045977	-4.735947453	23.83438697
15.85985853	9.540516426	13.88466171	15.85985853	-4.730501459	23.83423745
15.91511936	9.531859259	13.88779853	15.91511936	-4.727517116	23.83445397
15.97038019	9.523277865	13.88634022	15.97038019	-4.72451384	23.83426726
16.02564103	9.514948995	13.88120761	16.02564103	-4.726432729	23.83424758
16.08090186	9.507679491	13.88101101	16.08090186	-4.728195912	23.83415603
16.13616269	9.513159501	13.87755493	16.13616269	-4.728486696	23.83397469
16.19142352	9.541362902	13.88470678	16.19142352	-4.729350388	23.83390392
16.24668435	9.549908029	13.88471438	16.24668435	-4.727856641	23.834261
16.30194518	9.531883972	13.88424895	16.30194518	-4.72573654	23.83391828
16.35720601	9.533176405	13.88458961	16.35720601	-4.726684641	23.83415866
16.41246684	9.525322361	13.88606473	16.41246684	-4.722423496	23.83428447
16.46772767	9.503366372	13.88347895	16.46772767	-4.72342029	23.83392435
16.52298851	9.494423917	13.8842846	16.52298851	-4.722634807	23.83385955
16.57824934	9.512489092	13.881618	16.57824934	-4.726452225	23.83342778
16.63351017	9.517093193	13.883528	16.63351017	-4.729045871	23.83356907
16.688771	9.504573854	13.88304672	16.688771	-4.727084331	23.83365621
16.74403183	9.523545939	13.88557233	16.74403183	-4.727418231	23.83321236
16.79929266	9.529435403	13.88676562	16.79929266	-4.725348469	23.8334805
16.85455349	9.515727215	13.88572614	16.85455349	-4.724351243	23.83351531
16.90981432	9.478422896	13.88409912	16.90981432	-4.724039339	23.83326489
16.96507515	9.398517774	13.88595852	16.96507515	-4.726714449	23.83297894
17.02033599	9.431262993	13.88843607	17.02033599	-4.729697601	23.83307534
17.07559682	9.448573969	13.88912166	17.07559682	-4.727894334	23.83352032
17.13085765	9.438181725	13.88852139	17.13085765	-4.729083055	23.83342628
17.18611848	9.431791496	13.88812168	17.18611848	-4.727090041	23.83370295
17.24137931	9.4309252	13.88794687	17.24137931	-4.728966377	23.83371834
17.29664014	9.426088905	13.88703064	17.29664014	-4.728880911	23.83350489
17.35190097	9.422240494	13.88713136	17.35190097	-4.72741656	23.83379709
17.4071618	9.40566411	13.88497109	17.4071618	-4.729097898	23.83375034
17.46242263	9.421819706	13.88725848	17.46242263	-4.729152467	23.83365415
17.51768347	9.43516711	13.88710073	17.51768347	-4.726172564	23.83386262
17.5729443	9.444625828	13.88867003	17.5729443	-4.724662632	23.83385032
17.62820513	9.441491758	13.88813195	17.62820513	-4.723358469	23.83388515
17.68346596	9.428933942	13.88897716	17.68346596	-4.722278902	23.83405132
17.73872679	9.421268678	13.88789223	17.73872679	-4.722719311	23.83429445
17.79398762	9.430685529	13.88799217	17.79398762	-4.723490551	23.83393686
17.84924845	9.409885171	13.88585785	17.84924845	-4.727609983	23.8341563
17.90450928	9.385990542	13.8844933	17.90450928	-4.726272816	23.83397517
17.95977011	9.393654551	13.88548547	17.95977011	-4.727799225	23.8346678
18.01503095	9.391016611	13.88463335	18.01503095	-4.729151847	23.83410799
18.07029178	9.405264912	13.88495379	18.07029178	-4.729673172	23.83432201
18.12555261	9.401264442	13.88457022	18.12555261	-4.726918153	23.8344635
18.18081344	9.409626808	13.88449199	18.18081344	-4.725842019	23.83440802
18.23607427	9.417238283	13.88714756	18.23607427	-4.725844494	23.83438751
18.2913351	9.370724186	13.88592159	18.2913351	-4.726704584	23.83424113
18.34659593	9.304105497	13.88865348	18.34659593	-4.72817268	23.83394613
18.40185676	9.231220588	13.8918359	18.40185676	-4.730875357	23.83410008
18.4571176	9.183889706	13.89121365	18.4571176	-4.738134162	23.83347795
18.51237843	9.198041234	13.88881135	18.51237843	-4.740852377	23.83414069
18.56763926	9.220115405	13.89192027	18.56763926	-4.73663432	23.83413242
18.62290009	9.197136016	13.8875913	18.62290009	-4.734829338	23.83380683
18.67816092	9.185731366	13.88937858	18.67816092	-4.732797532	23.83368845
18.73342175	9.092455689	13.88995609	18.73342175	-4.741143037	23.83346035
18.78868258	8.989949828	13.88915992	18.78868258	-4.760206597	23.83297089
18.84394341	8.974758703	13.88845181	18.84394341	-4.767399283	23.83317499
18.89920424	8.983717276	13.88786055	18.89920424	-4.767580285	23.83317726
18.95446508	8.984537332	13.88801191	18.95446508	-4.755831248	23.83406144
19.00972591	8.962421997	13.88109405	19.00972591	-4.777921396	23.83418925
19.06498674	8.893214289	13.88572246	19.06498674	-4.825108362	23.8344323
19.12024757	8.831285624	13.8829747	19.12024757	-4.848738492	23.83388155
19.1755084	8.754847022	13.88892196	19.1755084	-4.872515125	23.83309772
19.23076923	8.707700036	13.88627328	19.23076923	-4.892210436	23.8330271
19.28603006	8.710554358	13.88646791	19.28603006	-4.935170041	23.8338897
19.34129089	8.725752108	13.88697669	19.34129089	-4.951381261	23.83378236
19.39655172	8.763149838	13.89143907	19.39655172	-4.953637698	23.83392139
19.45181256	8.778672174	13.8955542	19.45181256	-4.950704592	23.83410638
19.50707339	8.836286847	13.89783211	19.50707339	-4.945440787	23.83432653
19.56233422	8.868215677	13.90204072	19.56233422	-4.944166521	23.83429215
19.61759505	8.834087114	13.89579694	19.61759505	-4.948128901	23.83398336
19.67285588	8.816243745	13.89336673	19.67285588	-4.951307854	23.83393325
19.72811671	8.842144923	13.89274582	19.72811671	-4.948445277	23.83406089
19.78337754	8.88220142	13.89646738	19.78337754	-4.946355971	23.83401819
19.83863837	8.91597312	13.89877956	19.83863837	-4.945931111	23.83395948
19.8938992	8.889598049	13.89390745	19.8938992	-4.944655012	23.83425798
19.94916004	8.868229651	13.8909617	19.94916004	-4.943670272	23.83423858
20.00442087	8.875716469	13.89142614	20.00442087	-4.941932971	23.83434173
20.0596817	8.886094922	13.89375851	20.0596817	-4.942835308	23.83411862
20.11494253	8.865134934	13.89133739	20.11494253	-4.945446055	23.83388935
20.17020336	8.84955924	13.8886568	20.17020336	-4.946678057	23.83417296
20.22546419	8.84703731	13.88911899	20.22546419	-4.946020008	23.83411113
20.28072502	8.830815982	13.88738402	20.28072502	-4.951391287	23.83383314
20.33598585	8.739680776	13.88816455	20.33598585	-4.960838372	23.83409821
20.39124668	8.761858819	13.89368465	20.39124668	-4.962703559	23.83388841
20.44650752	8.769328409	13.89392517	20.44650752	-4.959631219	23.8337263
20.50176835	8.779012263	13.89881962	20.50176835	-4.9569457	23.83399331
20.55702918	8.76050938	13.89962432	20.55702918	-4.961079011	23.83451122
20.61229001	8.721775036	13.89059233	20.61229001	-4.962134944	23.83414275
20.66755084	8.739325969	13.8926396	20.66755084	-4.96456319	23.83431077
20.72281167	8.753199205	13.8950007	20.72281167	-4.962966304	23.83413299
20.7780725	8.688476565	13.89358908	20.7780725	-4.963273671	23.83374261
20.83333333	8.620292606	13.88984013	20.83333333	-4.96621639	23.83329842
