Bump_1			mass_A		
t	x	y	t	x	y
0.00000000000000	39.71358700000000	-0.74905123920000	0.00000000000000	34.55345624000000	5.09077416300000
0.05961251863000	39.69832093000000	-0.74996514460000	0.05961251863000	34.55187694000000	5.09078058000000
0.11922503730000	39.59069653000000	-0.75645004650000	0.11922503730000	34.55754029000000	5.09163907700000
0.17883755590000	39.48564128000000	-0.77637093870000	0.17883755590000	34.55903219000000	5.09200319000000
0.23845007450000	39.28119872000000	-0.81966543370000	0.23845007450000	34.55372801000000	5.08988328700000
0.29806259310000	38.99892954000000	-0.87280068440000	0.29806259310000	34.57554452000000	5.08945660400000
0.35767511180000	38.65911620000000	-0.96797930150000	0.35767511180000	34.56479840000000	5.08454669600000
0.41728763040000	38.46841614000000	-1.04045111100000	0.41728763040000	34.60042204000000	5.09033854100000
0.47690014900000	38.47334422000000	-1.04511440500000	0.47690014900000	34.61132096000000	5.09249004400000
0.53651266770000	38.49622280000000	-1.05031343500000	0.53651266770000	34.60262016000000	5.09208381100000
0.59612518630000	38.49361757000000	-1.04665285500000	0.59612518630000	34.61052542000000	5.09245292600000
0.65573770490000	38.48809738000000	-1.05196463000000	0.65573770490000	34.61386498000000	5.09142121400000
0.71535022350000	38.55266970000000	-1.03937461900000	0.71535022350000	34.61865419000000	5.09167976900000
0.77496274220000	38.55394296000000	-1.04103183900000	0.77496274220000	34.62578188000000	5.09209650600000
0.83457526080000	38.55471265000000	-1.04819309700000	0.83457526080000	34.62818111000000	5.09220434300000
0.89418777940000	38.54986695000000	-1.05615079100000	0.89418777940000	34.62569728000000	5.09216705300000
0.95380029810000	38.53871674000000	-1.05668546300000	0.95380029810000	34.62344585000000	5.09248369900000
1.01341281700000	38.52704279000000	-1.06337406500000	1.01341281700000	34.62724425000000	5.09302288600000
1.07302533500000	38.52298836000000	-1.06966576900000	1.07302533500000	34.62968466000000	5.09332202900000
1.13263785400000	38.52544760000000	-1.07291705000000	1.13263785400000	34.62944298000000	5.09295108400000
1.19225037300000	38.52982190000000	-1.07611175900000	1.19225037300000	34.62915385000000	5.09289969100000
1.25186289100000	38.53169960000000	-1.07736024800000	1.25186289100000	34.62528656000000	5.09263910100000
1.31147541000000	38.53233232000000	-1.08083070000000	1.31147541000000	34.62505201000000	5.09207807400000
1.37108792800000	38.53126944000000	-1.08796303300000	1.37108792800000	34.62333375000000	5.09190446200000
1.43070044700000	38.53743455000000	-1.09509696400000	1.43070044700000	34.62149431000000	5.09115048500000
1.49031296600000	38.54298948000000	-1.10053033800000	1.49031296600000	34.61823176000000	5.09102319900000
1.54992548400000	38.54833947000000	-1.09903600900000	1.54992548400000	34.61988737000000	5.09085522500000
1.60953800300000	38.56087869000000	-1.10024256700000	1.60953800300000	34.61929959000000	5.09122556100000
1.66915052200000	38.57542471000000	-1.10202599700000	1.66915052200000	34.61949505000000	5.09101437000000
1.72876304000000	38.61884280000000	-1.09410647600000	1.72876304000000	34.62179339000000	5.09150251800000
1.78837555900000	38.63810233000000	-1.09087180500000	1.78837555900000	34.62672215000000	5.09146064000000
1.84798807700000	38.66020187000000	-1.09260314200000	1.84798807700000	34.62902029000000	5.09157991000000
1.90760059600000	38.71527788000000	-1.08485474400000	1.90760059600000	34.63515504000000	5.09134468600000
1.96721311500000	38.75981315000000	-1.07972061700000	1.96721311500000	34.63556080000000	5.09069402800000
2.02682563300000	38.82842905000000	-1.07438492500000	2.02682563300000	34.62742819000000	5.09038363800000
2.08643815200000	38.89847528000000	-1.06893822000000	2.08643815200000	34.63028183000000	5.09024947700000
2.14605067100000	38.95219737000000	-1.05998935000000	2.14605067100000	34.62860846000000	5.09164810700000
2.20566318900000	38.99642484000000	-1.05419072300000	2.20566318900000	34.63369445000000	5.09222765400000
2.26527570800000	39.02784240000000	-1.05180189300000	2.26527570800000	34.63304969000000	5.09298211100000
2.32488822700000	39.09168489000000	-1.05182347300000	2.32488822700000	34.62726408000000	5.09246676100000
2.38450074500000	39.12908372000000	-1.05100265400000	2.38450074500000	34.62547024000000	5.09264601200000
2.44411326400000	39.14112177000000	-1.05414725600000	2.44411326400000	34.62749765000000	5.09239427000000
2.50372578200000	39.15320179000000	-1.05489577400000	2.50372578200000	34.62826011000000	5.09272070400000
2.56333830100000	39.15200785000000	-1.05587928000000	2.56333830100000	34.62786070000000	5.09263135400000
2.62295082000000	39.15027632000000	-1.06061069600000	2.62295082000000	34.62583058000000	5.09203024000000
2.68256333800000	39.14637916000000	-1.06412253400000	2.68256333800000	34.62102369000000	5.09228277400000
2.74217585700000	39.13919541000000	-1.06135307200000	2.74217585700000	34.62509504000000	5.09283188100000
