Best track			Ext Marker		
4.46804708	13.59534778	0	4.46804708	42.58927876	0
4.493578778	13.45749577	0	4.493578778	42.58862782	0
4.519110476	13.39954371	0	4.519110476	42.58884978	0
4.544642173	13.27664265	0	4.544642173	42.59101223	0
4.570173871	13.18938969	0	4.570173871	42.59043719	0
4.595705568	13.12286011	0	4.595705568	42.59099686	0
4.621237266	13.05960781	0	4.621237266	42.5908545	0
4.646768964	12.94865787	0	4.646768964	42.5911389	0
4.672300661	12.91105437	0	4.672300661	42.59017173	0
4.697832359	12.86183974	0	4.697832359	42.59088003	0
4.723364056	12.81052939	0	4.723364056	42.59101439	0
4.748895754	12.76906975	0	4.748895754	42.59055404	0
4.774427452	12.70330987	0	4.774427452	42.5899174	0
4.799959149	12.66357696	0	4.799959149	42.58995462	0
4.825490847	12.6400724	0	4.825490847	42.59009677	0
4.851022544	12.60474521	0	4.851022544	42.58921753	0
4.876554242	12.5197279	0	4.876554242	42.58951068	0
4.90208594	12.45242736	0	4.90208594	42.5894412	0
4.927617637	12.37941349	0	4.927617637	42.58995317	0
4.953149335	12.22307631	0	4.953149335	42.59101602	0
4.978681033	12.0826444	0	4.978681033	42.59037414	0
5.00421273	12.04186053	0	5.00421273	42.59299315	0
5.029744428	11.96887596	0	5.029744428	42.59165046	0
5.055276125	11.90457821	0	5.055276125	42.59144068	0
5.080807823	11.88523631	0	5.080807823	42.58875457	0
5.106339521	11.8072958	0	5.106339521	42.58889681	0
5.131871218	11.72802698	0	5.131871218	42.58898321	0
5.157402916	11.67937101	0	5.157402916	42.58929446	0
5.182934613	11.66589383	0	5.182934613	42.59017751	0
5.208466311	11.62371889	0	5.208466311	42.58898292	0
5.233998009	11.60832389	0	5.233998009	42.58933631	0
5.259529706	11.60519091	0	5.259529706	42.58918018	0
5.285061404	11.55959614	0	5.285061404	42.58985778	0
5.310593101	11.51212384	0	5.310593101	42.58933392	0
5.336124799	11.45748178	0	5.336124799	42.59004043	0
5.361656497	11.40170914	0	5.361656497	42.58976036	0
5.387188194	11.3215006	0	5.387188194	42.59045115	0
5.412719892	11.26109777	0	5.412719892	42.59034641	0
5.438251589	11.15578311	0	5.438251589	42.59061642	0
5.463783287	11.15465875	0	5.463783287	42.59072809	0
5.489314985	11.14396918	0	5.489314985	42.59062646	0
5.514846682	11.14578527	0	5.514846682	42.58916905	0
5.54037838	11.08115895	0	5.54037838	42.58835935	0
5.565910077	11.07393022	0	5.565910077	42.58816375	0
5.591441775	11.05656214	0	5.591441775	42.58764164	0
5.616973473	11.05951327	0	5.616973473	42.58557467	0
5.64250517	11.04963832	0	5.64250517	42.58687039	0
5.668036868	11.0342766	0	5.668036868	42.58513751	0
5.693568565	11.01296218	0	5.693568565	42.58726757	0
5.719100263	10.89549564	0	5.719100263	42.58614338	0
5.744631961	10.8779658	0	5.744631961	42.58883965	0
5.770163658	10.80654873	0	5.770163658	42.58779367	0
5.795695356	10.71969444	0	5.795695356	42.58736454	0
5.821227053	10.65690781	0	5.821227053	42.58644371	0
5.846758751	10.63211809	0	5.846758751	42.58707249	0
5.872290449	10.54230409	0	5.872290449	42.58754111	0
5.897822146	10.51086153	0	5.897822146	42.58780436	0
5.923353844	10.44666546	0	5.923353844	42.58801474	0
5.948885541	10.37448415	0	5.948885541	42.58646354	0
5.974417239	10.32402363	0	5.974417239	42.58759253	0
5.999948937	10.29887061	0	5.999948937	42.58772819	0
6.025480634	10.24080772	0	6.025480634	42.58896485	0
6.051012332	10.18696576	0	6.051012332	42.5871912	0
6.076544029	10.14972649	0	6.076544029	42.58686913	0
6.102075727	10.07879594	0	6.102075727	42.58478766	0
6.127607425	10.03236215	0	6.127607425	42.5861612	0
6.153139122	10.02962191	0	6.153139122	42.58511458	0
6.17867082	10.02526913	0	6.17867082	42.58547254	0
6.204202517	10.02252365	0	6.204202517	42.58478535	0
6.229734215	10.0116618	0	6.229734215	42.58589077	0
6.255265913	10.00829281	0	6.255265913	42.58541037	0
6.28079761	9.945275603	0	6.28079761	42.58213093	0
6.306329308	9.949454887	0	6.306329308	42.58517175	0
6.331861005	9.921761286	0	6.331861005	42.58547429	0
6.357392703	9.844335002	0	6.357392703	42.58486846	0
6.382924401	9.802603001	0	6.382924401	42.58597875	0
6.408456098	9.798881773	0	6.408456098	42.58501231	0
6.433987796	9.822456651	0	6.433987796	42.58436573	0
6.459519493	9.828705924	0	6.459519493	42.58598244	0
6.485051191	9.837119569	0	6.485051191	42.58507068	0
6.510582889	9.83493196	0	6.510582889	42.58672042	0
6.536114586	9.834046581	0	6.536114586	42.58679056	0
6.561646284	9.828752617	0	6.561646284	42.58723804	0
6.587177981	9.822930842	0	6.587177981	42.58699682	0
6.612709679	9.823072747	0	6.612709679	42.58695411	0
6.638241377	9.8226816	0	6.638241377	42.58722479	0
6.663773074	9.826034054	0	6.663773074	42.58705766	0
6.689304772	9.823697235	0	6.689304772	42.586319	0
6.714836469	9.824970598	0	6.714836469	42.58745937	0
6.740368167	9.83111611	0	6.740368167	42.58754014	0
6.765899865	9.835013554	0	6.765899865	42.58781752	0
6.791431562	9.828370579	0	6.791431562	42.58800484	0
6.81696326	9.826940284	0	6.81696326	42.5872257	0
6.842494957	9.83024967	0	6.842494957	42.5890886	0
6.868026655	9.829631144	0	6.868026655	42.58760775	0
6.893558353	9.828249031	0	6.893558353	42.58861744	0
6.91909005	9.82401622	0	6.91909005	42.58725507	0
6.944621748	9.824272316	0	6.944621748	42.58820708	0
6.970153446	9.824140903	0	6.970153446	42.58849543	0
