MTJ			mass_A		
t	x	y	t	x	y
0.00000000000000	20.66110788000000	1.97470233100000	0.00000000000000	5.45661018300000	7.28898173200000
0.05961251863000	20.73253155000000	1.96462713400000	0.05961251863000	5.45747788100000	7.28896451700000
0.11922503730000	20.79721828000000	1.95430095000000	0.11922503730000	5.45841171400000	7.28918583800000
0.17883755590000	20.82554313000000	1.95165045900000	0.17883755590000	5.45728665200000	7.28940785600000
0.23845007450000	20.93377563000000	1.93750184700000	0.23845007450000	5.45678048200000	7.28956610000000
0.29806259310000	20.97819308000000	1.93711645700000	0.29806259310000	5.45802030100000	7.28960918900000
0.35767511180000	21.08123281000000	1.92152864400000	0.35767511180000	5.45835853800000	7.28973344700000
0.41728763040000	21.11618296000000	1.91847386400000	0.41728763040000	5.45718802100000	7.29023843100000
0.47690014900000	21.23330476000000	1.90321883600000	0.47690014900000	5.46010496900000	7.28976159400000
0.53651266770000	21.27656264000000	1.90145617800000	0.53651266770000	5.45643324200000	7.29046031200000
0.59612518630000	21.31723537000000	1.89389260700000	0.59612518630000	5.45803660000000	7.29005782600000
0.65573770490000	21.36923669000000	1.88591523400000	0.65573770490000	5.45715179600000	7.29016240500000
0.71535022350000	21.45295326000000	1.87433874500000	0.71535022350000	5.45925357600000	7.28997020400000
0.77496274220000	21.53213989000000	1.85879188800000	0.77496274220000	5.45903580800000	7.29043637000000
0.83457526080000	21.58341340000000	1.85672469800000	0.83457526080000	5.45746097700000	7.29054167600000
0.89418777940000	21.63660637000000	1.85194958000000	0.89418777940000	5.45736749400000	7.29033946400000
0.95380029810000	21.70551492000000	1.84418923100000	0.95380029810000	5.45682617500000	7.29019658700000
1.01341281700000	21.79919652000000	1.82866433700000	1.01341281700000	5.45883509200000	7.29007710300000
1.07302533500000	21.87511854000000	1.82192325500000	1.07302533500000	5.45801858600000	7.29041805300000
1.13263785400000	21.92907021000000	1.81406420000000	1.13263785400000	5.45900663300000	7.29079767900000
1.19225037300000	21.97535184000000	1.80851743400000	1.19225037300000	5.45891913100000	7.29076922700000
1.25186289100000	22.07547434000000	1.79473309200000	1.25186289100000	5.45747387400000	7.29097855300000
1.31147541000000	22.12335106000000	1.78737678800000	1.31147541000000	5.45917116600000	7.29055378500000
1.37108792800000	22.19570646000000	1.77753223000000	1.37108792800000	5.45771096000000	7.29096606300000
1.43070044700000	22.32252949000000	1.76418369200000	1.43070044700000	5.45946130200000	7.29101209100000
1.49031296600000	22.38070257000000	1.75356983600000	1.49031296600000	5.45833244300000	7.29128545300000
1.54992548400000	22.48975371000000	1.72976682800000	1.54992548400000	5.45823072500000	7.29136016500000
1.60953800300000	22.58776095000000	1.72056027700000	1.60953800300000	5.45426888300000	7.29211874700000
1.66915052200000	22.68127136000000	1.71047967000000	1.66915052200000	5.45723020700000	7.29180864200000
1.72876304000000	22.78389477000000	1.69411123600000	1.72876304000000	5.45725938200000	7.29211103300000
1.78837555900000	22.90036081000000	1.67961135600000	1.78837555900000	5.45990788700000	7.29143322200000
1.84798807700000	23.01718651000000	1.66508537000000	1.84798807700000	5.46197040800000	7.29193793400000
1.90760059600000	23.07705104000000	1.66328788700000	1.90760059600000	5.45981074900000	7.29193644300000
1.96721311500000	23.13322935000000	1.65574100400000	1.96721311500000	5.46026993000000	7.29142583100000
2.02682563300000	23.18804904000000	1.64785081400000	2.02682563300000	5.45904319000000	7.29118439400000
2.08643815200000	23.27169260000000	1.63589765600000	2.08643815200000	5.45841022500000	7.29204565500000
2.14605067100000	23.31289072000000	1.63270086700000	2.14605067100000	5.45780750500000	7.29115372300000
2.20566318900000	23.35487679000000	1.62937524300000	2.20566318900000	5.45828704100000	7.29098268100000
2.26527570800000	23.47495422000000	1.61199196600000	2.26527570800000	5.45724084400000	7.29139964300000
2.32488822700000	23.51244894000000	1.60913544600000	2.32488822700000	5.45880625100000	7.29090743300000
2.38450074500000	23.59111170000000	1.59798990200000	2.38450074500000	5.45764837600000	7.29082923300000
2.44411326400000	23.62823543000000	1.59346272300000	2.44411326400000	5.45753792100000	7.29099110500000
2.50372578200000	23.66998120000000	1.58954669200000	2.50372578200000	5.45832521400000	7.29065823000000
2.56333830100000	23.69256043000000	1.58630324200000	2.56333830100000	5.45732136400000	7.29058223600000
2.62295082000000	23.78184504000000	1.57455016400000	2.62295082000000	5.45624807400000	7.29060246700000
2.68256333800000	23.85431474000000	1.56567304200000	2.68256333800000	5.45720011600000	7.29058196200000
2.74217585700000	23.91004893000000	1.55853775100000	2.74217585700000	5.45820449800000	7.29104926700000
2.80178837600000	23.95498746000000	1.55396659100000	2.80178837600000	5.45919547000000	7.29044347900000
2.86140089400000	24.03868744000000	1.54343619000000	2.86140089400000	5.46000235100000	7.29074916800000
2.92101341300000	24.09314142000000	1.53529158700000	2.92101341300000	5.45894931500000	7.29054078100000
2.98062593100000	24.13654799000000	1.53043356500000	2.98062593100000	5.45811947200000	7.29068223100000
3.04023845000000	24.24944875000000	1.51649312000000	3.04023845000000	5.45692541700000	7.29103938600000
3.09985096900000	24.31301020000000	1.50906835400000	3.09985096900000	5.45897846300000	7.29071077900000
3.15946348700000	24.36020132000000	1.50233792600000	3.15946348700000	5.45738560000000	7.29084198900000
3.21907600600000	24.42800734000000	1.49285830600000	3.21907600600000	5.45765448600000	7.29074413300000
3.27868852500000	24.50872724000000	1.48226073200000	3.27868852500000	5.45652160700000	7.29102902600000
3.33830104300000	24.56654716000000	1.47597269500000	3.33830104300000	5.45652044300000	7.29096324800000
3.39791356200000	24.62135152000000	1.46941296700000	3.39791356200000	5.45756853500000	7.29104871000000
3.45752608000000	24.67667128000000	1.46290666700000	3.45752608000000	5.45742308000000	7.29086259900000
3.51713859900000	24.76534689000000	1.45061977300000	3.51713859900000	5.45749379500000	7.29127689300000
3.57675111800000	24.84692101000000	1.43788198500000	3.57675111800000	5.45865855700000	7.29069866100000
3.63636363600000	24.94538155000000	1.42314976300000	3.63636363600000	5.45833108200000	7.29077711300000
3.69597615500000	25.01277926000000	1.41319962900000	3.69597615500000	5.45840670300000	7.29133893100000
3.75558867400000	25.09310369000000	1.40453737400000	3.75558867400000	5.45831446400000	7.29087859400000
3.81520119200000	25.13224901000000	1.40078495100000	3.81520119200000	5.45976497800000	7.29093360300000
3.87481371100000	25.17636336000000	1.39702230700000	3.87481371100000	5.45900661900000	7.29056174000000
3.93442623000000	25.27661752000000	1.38091074300000	3.93442623000000	5.45962326100000	7.29067911700000
3.99403874800000	25.33441732000000	1.37596735500000	3.99403874800000	5.45993158600000	7.29067208300000
4.05365126700000	25.37924289000000	1.37191142400000	4.05365126700000	5.45777848800000	7.29069534400000
4.11326378500000	25.44248886000000	1.36235477500000	4.11326378500000	5.45771194700000	7.29093546800000
4.17287630400000	25.48547163000000	1.35785986700000	4.17287630400000	5.45691909700000	7.29080313900000
4.23248882300000	25.52469817000000	1.35498250400000	4.23248882300000	5.45651408900000	7.29052819200000
4.29210134100000	25.57550792000000	1.34887426600000	4.29210134100000	5.45779987400000	7.29010179400000
4.35171386000000	25.64961564000000	1.34006203400000	4.35171386000000	5.45879379400000	7.29039121100000
4.41132637900000	25.66829094000000	1.33860057700000	4.41132637900000	5.45818240000000	7.29050910600000
4.47093889700000	25.69264977000000	1.33603836000000	4.47093889700000	5.45796940200000	7.29006422000000
4.53055141600000	25.72951299000000	1.33084957800000	4.53055141600000	5.45673712300000	7.29026415200000
4.59016393400000	25.79378304000000	1.31989762200000	4.59016393400000	5.45706387300000	7.29029458300000
4.64977645300000	25.85550452000000	1.31085330600000	4.64977645300000	5.45773793100000	7.29067738800000
4.70938897200000	25.91194218000000	1.30461508800000	4.70938897200000	5.45884953200000	7.29042501500000
4.76900149000000	25.94723090000000	1.30023605300000	4.76900149000000	5.45817032300000	7.29045425800000
4.82861400900000	26.04986802000000	1.28570535500000	4.82861400900000	5.45919594400000	7.29048905700000
4.88822652800000	26.08040821000000	1.27987635000000	4.88822652800000	5.45854729700000	7.29022249500000
4.94783904600000	26.12816564000000	1.27449039900000	4.94783904600000	5.45984779200000	7.29026251600000
5.00745156500000	26.16768729000000	1.26817241400000	5.00745156500000	5.46002641600000	7.29021895400000
5.06706408300000	26.22818882000000	1.25764408900000	5.06706408300000	5.45951815000000	7.29088440400000
5.12667660200000	26.32234466000000	1.23871368700000	5.12667660200000	5.46102070000000	7.29151154000000
5.18628912100000	26.36569336000000	1.23263616300000	5.18628912100000	5.45896701700000	7.29069489800000
5.24590163900000	26.42992566000000	1.22877559600000	5.24590163900000	5.45869026500000	7.29070908700000
5.30551415800000	26.46270095000000	1.22577022100000	5.30551415800000	5.45832103200000	7.29062569900000
5.36512667700000	26.51999426000000	1.21844628300000	5.36512667700000	5.46001675100000	7.29140824400000
5.42473919500000	26.59138147000000	1.20980942300000	5.42473919500000	5.46004035400000	7.29061020800000
5.48435171400000	26.67517312000000	1.19985359100000	5.48435171400000	5.46251812600000	7.29074404300000
5.54396423200000	26.70989457000000	1.19823278600000	5.54396423200000	5.46100197200000	7.29105142300000
5.60357675100000	26.78613085000000	1.18749432800000	5.60357675100000	5.46230098300000	7.29100235000000
5.66318927000000	26.84689488000000	1.17976839300000	5.66318927000000	5.46357054400000	7.29093730900000
5.72280178800000	26.88116482000000	1.17579729400000	5.72280178800000	5.46362729600000	7.29116284900000
5.78241430700000	26.91760360000000	1.17122105600000	5.78241430700000	5.46190723800000	7.29080879900000
5.84202682600000	26.95101660000000	1.17109898200000	5.84202682600000	5.45995135900000	7.29117809200000
5.90163934400000	26.97818375000000	1.16586365800000	5.90163934400000	5.46093359400000	7.29054777500000
5.96125186300000	27.03950935000000	1.15407797800000	5.96125186300000	5.46178141200000	7.29084422300000
6.02086438200000	27.11368105000000	1.14448959300000	6.02086438200000	5.46005089400000	7.29088207200000
6.08047690000000	27.16727092000000	1.13895199300000	6.08047690000000	5.46424970900000	7.29070250400000
6.14008941900000	27.20288527000000	1.13592382800000	6.14008941900000	5.46054243400000	7.29066463100000
6.19970193700000	27.23263592000000	1.13421550100000	6.19970193700000	5.45740310300000	7.29090351700000
6.25931445600000	27.24485645000000	1.13393277200000	6.25931445600000	5.45884417000000	7.29041245800000
6.31892697500000	27.24902196000000	1.13427849200000	6.31892697500000	5.45633524600000	7.29073855200000
6.37853949300000	27.33854473000000	1.12157780600000	6.37853949300000	5.45860682000000	7.29037151500000
6.43815201200000	27.38329542000000	1.11491331800000	6.43815201200000	5.45818184000000	7.29060275900000
6.49776453100000	27.40363604000000	1.11257362600000	6.49776453100000	5.46026233000000	7.29038783900000
