GM fasc dist			ExtMarker		
t	x	y	t	x	y
0.00000000000000	25.03174860757190	1.70213019036063	0.00000000000000	46.87254792319800	9.71206412728592
0.01860568961989	25.03330210903090	1.70201352480293	0.01860568961989	46.87301426561900	9.71205773645474
0.03721137923977	25.03126119332930	1.70190811690189	0.03721137923977	46.87268788584130	9.71203733220703
0.05581706885966	25.02790197903570	1.70151637791672	0.05581706885966	46.87242398877860	9.71221204335240
0.07442275847954	25.02199475781380	1.70095308608854	0.07442275847954	46.87212133736900	9.71241626941589
0.09302844809943	25.01831547604130	1.70048416107901	0.09302844809943	46.87183305758080	9.71225545564924
0.11163413771931	25.01702394588650	1.70018348791747	0.11163413771931	46.87218615245420	9.71254195799929
0.13023982733920	25.02252204744100	1.70049520549554	0.13023982733920	46.87188358348060	9.71231680130601
0.14884551695909	25.02673045762320	1.70030827050234	0.14884551695909	46.87221168012430	9.71225692635573
0.16745120657897	25.02876756038480	1.70047215170345	0.16745120657897	46.87266683554420	9.71224573726879
0.18605689619886	25.03040454523520	1.70023120428878	0.18605689619886	46.87248619291420	9.71221703833068
0.20466258581874	25.03060312631170	1.70057898329388	0.20466258581874	46.87244318855730	9.71222291261307
0.22326827543863	25.03063869220230	1.70049581065417	0.22326827543863	46.87200588430690	9.71220319803121
0.24187396505851	25.03080930114280	1.70002233827669	0.24187396505851	46.87234615185320	9.71234734286927
0.26047965467840	25.03274365386030	1.69955428008213	0.26047965467840	46.87241909787100	9.71226947255100
0.27908534429829	25.03438787987180	1.69980518576414	0.27908534429829	46.87229402714180	9.71226188160336
0.29769103391817	25.03523000641560	1.70013168686694	0.29769103391817	46.87251147339740	9.71222173306558
0.31629672353806	25.03576787025570	1.70093842010457	0.31629672353806	46.87248370039100	9.71206214730854
0.33490241315794	25.03509653298510	1.70098537788204	0.33490241315794	46.87209906735240	9.71205704210723
0.35350810277783	25.03408961244360	1.70152142416635	0.35350810277783	46.87264444662250	9.71212473069309
0.37211379239772	25.03472387213030	1.70165884093928	0.37211379239772	46.87233215493280	9.71193084034479
0.39071948201760	25.03361423239530	1.70209312942922	0.39071948201760	46.87244390106730	9.71213417705954
0.40932517163749	25.03275589974920	1.70228868301442	0.40932517163749	46.87243799072380	9.71223651550178
0.42793086125737	25.03210689964480	1.70219575579994	0.42793086125737	46.87220032356780	9.71218735993402
0.44653655087726	25.03223648993580	1.70240158843036	0.44653655087726	46.87195018383890	9.71231602363411
