mass_D			mass_A		
t	x	y	t	x	y
0.00000000000000	28.74830357000000	-0.06289856320000	0.00000000000000	6.31533270300000	2.28917973900000
0.05961251863000	28.73526365000000	-0.06535324019000	0.05961251863000	6.31417150600000	2.28933818000000
0.11922503730000	28.73454905000000	-0.07015213365000	0.11922503730000	6.31430384600000	2.28949292600000
0.17883755590000	28.75391545000000	-0.06165348960000	0.17883755590000	6.31455358700000	2.28937004400000
0.23845007450000	28.75647470000000	-0.05769044654000	0.23845007450000	6.31322442300000	2.28962892500000
0.29806259310000	28.75759787000000	-0.06123360808000	0.29806259310000	6.31390575700000	2.28955683800000
0.35767511180000	28.75064479000000	-0.06383699960000	0.35767511180000	6.31362512400000	2.29016375900000
0.41728763040000	28.75445963000000	-0.06377145045000	0.41728763040000	6.31489596100000	2.29008141100000
0.47690014900000	28.76891816000000	-0.06399298160000	0.47690014900000	6.31483640200000	2.29002149600000
0.53651266770000	28.76400335000000	-0.06568780260000	0.53651266770000	6.31511838700000	2.29011589500000
0.59612518630000	28.76866900000000	-0.06605447190000	0.59612518630000	6.31646898300000	2.28971946000000
0.65573770490000	28.80852006000000	-0.06190250916000	0.65573770490000	6.31357757700000	2.29068200900000
0.71535022350000	28.85253023000000	-0.06472532731000	0.71535022350000	6.31235204300000	2.28969343100000
0.77496274220000	28.84900256000000	-0.06627270656000	0.77496274220000	6.31404089000000	2.28989883100000
0.83457526080000	28.84111570000000	-0.06710606911000	0.83457526080000	6.31122906400000	2.29135391700000
0.89418777940000	28.84301161000000	-0.06608489882000	0.89418777940000	6.31144318600000	2.29139882600000
0.95380029810000	28.87503325000000	-0.06674378801000	0.95380029810000	6.31360760700000	2.29118710000000
1.01341281700000	28.92973522000000	-0.07186773937000	1.01341281700000	6.31383355900000	2.29047075100000
1.07302533500000	28.93628314000000	-0.06544058057000	1.07302533500000	6.31464188800000	2.29008990500000
1.13263785400000	28.98877735000000	-0.06325535026000	1.13263785400000	6.31279651200000	2.28986549700000
1.19225037300000	28.97170155000000	-0.06375037581000	1.19225037300000	6.31197098700000	2.28928064400000
1.25186289100000	28.95141539000000	-0.05921784595000	1.25186289100000	6.31112535300000	2.28927738600000
1.31147541000000	28.97575205000000	-0.05958460864000	1.31147541000000	6.31061266300000	2.28889738800000
1.37108792800000	28.99830999000000	-0.06081594567000	1.37108792800000	6.30987504500000	2.28948296700000
1.43070044700000	29.02917398000000	-0.06255104420000	1.43070044700000	6.31160696400000	2.28931472600000
1.49031296600000	29.05870648000000	-0.06432532600000	1.49031296600000	6.31331544300000	2.28948925300000
1.54992548400000	29.09410046000000	-0.06639210636000	1.54992548400000	6.31347230000000	2.28957564200000
1.60953800300000	29.12556448000000	-0.06761080655000	1.60953800300000	6.31696575400000	2.28985735600000
1.66915052200000	29.15454084000000	-0.06773424471000	1.66915052200000	6.31574338400000	2.29010642500000
1.72876304000000	29.20413947000000	-0.07394213314000	1.72876304000000	6.31658683600000	2.28972593300000
1.78837555900000	29.22538692000000	-0.07232241864000	1.78837555900000	6.31579191700000	2.28939276400000
1.84798807700000	29.26210742000000	-0.07405803113000	1.84798807700000	6.31440497000000	2.28966774500000
1.90760059600000	29.31872071000000	-0.06879168457000	1.90760059600000	6.31504507700000	2.28994988900000
1.96721311500000	29.38159488000000	-0.06286859571000	1.96721311500000	6.31480853800000	2.28991064500000
2.02682563300000	29.43299705000000	-0.06225362444000	2.02682563300000	6.31366193100000	2.28972143400000
2.08643815200000	29.47642961000000	-0.06449415140000	2.08643815200000	6.31402697300000	2.28935862300000
2.14605067100000	29.51970297000000	-0.07300202514000	2.14605067100000	6.31472330400000	2.28956826400000
2.20566318900000	29.55315634000000	-0.07116145436000	2.20566318900000	6.31452627500000	2.28995494400000
2.26527570800000	29.62534975000000	-0.06946308754000	2.26527570800000	6.31392060700000	2.28988237000000
2.32488822700000	29.63433549000000	-0.07074226654000	2.32488822700000	6.31517937900000	2.28969272800000
2.38450074500000	29.63012524000000	-0.07060186083000	2.38450074500000	6.31586404000000	2.28958133300000
2.44411326400000	29.67032234000000	-0.06797437295000	2.44411326400000	6.31503175000000	2.28922376200000
2.50372578200000	29.70838300000000	-0.06906164542000	2.50372578200000	6.31540350200000	2.28933177300000
2.56333830100000	29.76478106000000	-0.06894001163000	2.56333830100000	6.31459830600000	2.28971829900000
2.62295082000000	29.82687304000000	-0.06653145773000	2.62295082000000	6.31553157700000	2.29001662400000
2.68256333800000	29.86859011000000	-0.07085331047000	2.68256333800000	6.31637537200000	2.29057262800000
2.74217585700000	29.91952559000000	-0.07115679456000	2.74217585700000	6.31674806700000	2.29075609300000
2.80178837600000	29.95621041000000	-0.07584825344000	2.80178837600000	6.31549208200000	2.29062721000000
2.86140089400000	29.96960711000000	-0.07722178702000	2.86140089400000	6.31666700600000	2.28959071500000
2.92101341300000	29.99301224000000	-0.08088203474000	2.92101341300000	6.31443562500000	2.28959177100000
2.98062593100000	30.02309605000000	-0.08006536936000	2.98062593100000	6.31416611500000	2.28981575000000
3.04023845000000	30.06181502000000	-0.08010188371000	3.04023845000000	6.31440789600000	2.28971635500000
3.09985096900000	30.10086664000000	-0.07872168444000	3.09985096900000	6.31623747300000	2.28976193400000
3.15946348700000	30.11470843000000	-0.07540941059000	3.15946348700000	6.31588988500000	2.29041120500000
3.21907600600000	30.14954014000000	-0.07316476581000	3.21907600600000	6.31402082000000	2.29040738600000
3.27868852500000	30.17184623000000	-0.07787327452000	3.27868852500000	6.31577352800000	2.29016490400000
3.33830104300000	30.21901094000000	-0.07780780931000	3.33830104300000	6.31590381300000	2.29146614500000
3.39791356200000	30.26962863000000	-0.07741319948000	3.39791356200000	6.31643722700000	2.29165646200000
