mass_B			extMMM							
t	x	y	t	x	y					
0.000000000000	-8.609666459000	-1.420151168000	0.000000000000	7.676654132000	2.795891469000					
0.025074596930	-8.609749140000	-1.420221948000	0.025074596930	7.676273744000	2.794729363000					
0.050149193850	-8.609611890000	-1.420574166000	0.050149193850	7.676413762000	2.794652256000					
0.075223790780	-8.609527115000	-1.420309433000	0.075223790780	7.676059775000	2.794589977000					
0.100298387700	-8.609962808000	-1.420393245000	0.100298387700	7.676878614000	2.794765399000					
0.125372984600	-8.610584984000	-1.420370065000	0.125372984600	7.676763931000	2.794786893000					
0.150447581600	-8.609326397000	-1.420471064000	0.150447581600	7.676771232000	2.794662873000					
0.175522178500	-8.609873187000	-1.420316203000	0.175522178500	7.676470295000	2.794641177000					
0.200596775400	-8.609545450000	-1.420385272000	0.200596775400	7.676553049000	2.794621810000					
0.225671372300	-8.609578887000	-1.420654771000	0.225671372300	7.676345557000	2.794713139000					
0.250745969300	-8.609604726000	-1.420343363000	0.250745969300	7.676452442000	2.794891686000					
0.275820566200	-8.608930276000	-1.420195518000	0.275820566200	7.676942355000	2.794776154000					
0.300895163100	-8.609391093000	-1.420550760000	0.300895163100	7.676432085000	2.794706789000					
0.325969760000	-8.609927903000	-1.420433566000	0.325969760000	7.676366716000	2.794814459000					
0.351044357000	-8.609514869000	-1.420389340000	0.351044357000	7.676293173000	2.794709291000					
0.376118953900	-8.609157389000	-1.420345562000	0.376118953900	7.676643880000	2.794841472000					
0.401193550800	-8.609751149000	-1.420508841000	0.401193550800	7.676325434000	2.794684056000					
0.426268147700	-8.609003051000	-1.420471274000	0.426268147700	7.676185973000	2.794676704000					
0.451342744700	-8.609520580000	-1.420640911000	0.451342744700	7.676524563000	2.794693824000					
0.476417341600	-8.609366095000	-1.420278684000	0.476417341600	7.676569852000	2.794624474000					
0.501491938500	-8.609736581000	-1.420403711000	0.501491938500	7.676134999000	2.794840247000					
0.526566535400	-8.608867304000	-1.420337715000	0.526566535400	7.676338864000	2.794681286000					
0.551641132400	-8.609436751000	-1.420687054000	0.551641132400	7.676228986000	2.794702430000					
0.576715729300	-8.609528712000	-1.420567670000	0.576715729300	7.676410395000	2.794639897000					
0.601790326200	-8.609275287000	-1.420366544000	0.601790326200	7.676279587000	2.794519489000					
0.626864923100	-8.609665576000	-1.420547747000	0.626864923100	7.676465376000	2.794756246000					
0.651939520100	-8.609164457000	-1.420613342000	0.651939520100	7.676197056000	2.794511364000					
0.677014117000	-8.608936309000	-1.420330660000	0.677014117000	7.675977050000	2.794533587000					
0.702088713900	-8.609056073000	-1.420932949000	0.702088713900	7.676496710000	2.794559706000					
0.727163310800	-8.608851370000	-1.420505259000	0.727163310800	7.676014382000	2.794494770000					
0.752237907800	-8.609003461000	-1.420373289000	0.752237907800	7.676054264000	2.794564185000					
0.777312504700	-8.609933040000	-1.420550631000	0.777312504700	7.676296995000	2.794539343000					
0.802387101600	-8.609258505000	-1.420439787000	0.802387101600	7.676501137000	2.794614235000					
0.827461698600	-8.609253605000	-1.420426904000	0.827461698600	7.676688640000	2.794572088000					
0.852536295500	-8.608527227000	-1.420437344000	0.852536295500	7.676112963000	2.794586115000					
0.877610892400	-8.609583941000	-1.420561308000	0.877610892400	7.676203359000	2.794374961000					
0.902685489300	-8.608489130000	-1.420507725000	0.902685489300	7.676122168000	2.794514153000					
0.927760086300	-8.609906507000	-1.420470654000	0.927760086300	7.676694668000	2.794628847000					
0.952834683200	-8.609271460000	-1.420461496000	0.952834683200	7.676725622000	2.794529766000					
0.977909280100	-8.609181399000	-1.420351667000	0.977909280100	7.676979494000	2.794792361000					
1.002983877000	-8.608785559000	-1.420709429000	1.002983877000	7.675748471000	2.794418317000					
1.028058474000	-8.609077175000	-1.420412858000	1.028058474000	7.676322764000	2.794436979000					
1.053133071000	-8.609210780000	-1.420655694000	1.053133071000	7.676331272000	2.794372335000					
1.078207668000	-8.609344325000	-1.420763430000	1.078207668000	7.676348752000	2.794415819000					
1.103282265000	-8.609239174000	-1.420418069000	1.103282265000	7.676030515000	2.794545806000					
1.128356862000	-8.609396615000	-1.420733954000	1.128356862000	7.676374757000	2.794628910000					
1.153431459000	-8.609574780000	-1.420680388000	1.153431459000	7.677139475000	2.794625019000					
1.178506056000	-8.609594573000	-1.420695814000	1.178506056000	7.676427398000	2.794523722000					
1.203580652000	-8.609619939000	-1.420736830000	1.203580652000	7.676566303000	2.794586217000					
1.228655249000	-8.609392739000	-1.420470891000	1.228655249000	7.676741021000	2.794540659000					
1.253729846000	-8.609300749000	-1.420405691000	1.253729846000	7.676722113000	2.794411594000					
1.278804443000	-8.612702701000	-1.419534766000	1.278804443000	7.676974354000	2.794641684000					
1.303879040000	-8.613032121000	-1.419374020000	1.303879040000	7.676179739000	2.794440363000					
1.328953637000	-8.613905350000	-1.419201050000	1.328953637000	7.676760559000	2.794555879000					
1.354028234000	-8.614069116000	-1.418922656000	1.354028234000	7.676913019000	2.794219342000					
1.379102831000	-8.613912618000	-1.419456173000	1.379102831000	7.676554352000	2.794598163000					
1.404177428000	-8.614446139000	-1.419578622000	1.404177428000	7.676042540000	2.794346009000					
1.429252025000	-8.615261624000	-1.419965047000	1.429252025000	7.677156657000	2.794650152000					
1.454326622000	-8.613766932000	-1.419900651000	1.454326622000	7.676439827000	2.794480872000					
1.479401219000	-8.613627838000	-1.419951767000	1.479401219000	7.676722932000	2.794586175000					
1.504475816000	-8.622121450000	-1.419178166000	1.504475816000	7.677076361000	2.794513668000					
1.529550412000	-8.624768952000	-1.419290278000	1.529550412000	7.676680005000	2.794291249000					
1.554625009000	-8.627580814000	-1.419028230000	1.554625009000	7.676955923000	2.794427898000					
1.579699606000	-8.627519696000	-1.420186450000	1.579699606000	7.676610387000	2.794456492000					
1.604774203000	-8.621926917000	-1.420344868000	1.604774203000	7.676458085000	2.794255029000					
1.629848800000	-8.625540669000	-1.418992490000	1.629848800000	7.676273338000	2.794149373000					
1.654923397000	-8.627199667000	-1.418046107000	1.654923397000	7.676736632000	2.794471977000					
1.679997994000	-8.638045638000	-1.415118261000	1.679997994000	7.676727021000	2.794242504000					
1.705072591000	-8.647494491000	-1.412829800000	1.705072591000	7.676479082000	2.794475960000					
1.730147188000	-8.683035326000	-1.412252829000	1.730147188000	7.677001950000	2.794539187000					
1.755221785000	-8.706765043000	-1.411401159000	1.755221785000	7.676782249000	2.794439337000					
1.780296382000	-8.781620691000	-1.388092921000	1.780296382000	7.677422763000	2.794937694000					
1.805370979000	-8.918918523000	-1.346300326000	1.805370979000	7.680036517000	2.795323596000					
1.830445576000	-8.952877451000	-1.339914050000	1.830445576000	7.678793776000	2.795239840000					
1.855520173000	-9.083889098000	-1.321405953000	1.855520173000	7.678743415000	2.795555327000					
1.880594769000	-9.176923834000	-1.297240661000	1.880594769000	7.679292582000	2.795602632000					
1.905669366000	-9.406538369000	-1.230148981000	1.905669366000	7.676892397000	2.796648939000					
1.930743963000	-9.477619542000	-1.206350800000	1.930743963000	7.677364789000	2.796281998000					
1.955818560000	-9.796720276000	-1.166796689000	1.955818560000	7.679182454000	2.796831493000					
1.980893157000	-9.906215445000	-1.145102664000	1.980893157000	7.676916650000	2.797217065000					
2.005967754000	-10.044053010000	-1.121794014000	2.005967754000	7.682145435000	2.797884906000					
2.031042351000	-10.120724350000	-1.113326127000	2.031042351000	7.682549516000	2.798112068000					
2.056116948000	-10.274983090000	-1.107152727000	2.056116948000	7.686179241000	2.798378972000					
2.081191545000	-10.637083550000	-1.095341172000	2.081191545000	7.689189043000	2.799377638000					
2.106266142000	-10.723370150000	-1.099612407000	2.106266142000	7.687026146000	2.799467779000					
2.131340739000	-10.977638680000	-1.067574066000	2.131340739000	7.685464542000	2.799955108000					
2.156415336000	-11.291418690000	-1.037173278000	2.156415336000	7.688145261000	2.801270465000					
2.181489933000	-11.388602240000	-1.028603711000	2.181489933000	7.683949923000	2.801582578000					
2.206564529000	-11.543458250000	-1.025533849000	2.206564529000	7.685280530000	2.801056018000					
2.231639126000	-11.671502300000	-1.017939819000	2.231639126000	7.684359722000	2.801773969000					
2.256713723000	-11.807663330000	-1.022669666000	2.256713723000	7.684308543000	2.801805772000					
2.281788320000	-11.949462890000	-1.021740896000	2.281788320000	7.686869705000	2.801874808000					
2.306862917000	-12.115552140000	-1.010488492000	2.306862917000	7.686820644000	2.802670419000					
2.331937514000	-12.260029280000	-1.016500238000	2.331937514000	7.683883850000	2.802668849000					
2.357012111000	-12.420999520000	-1.000600292000	2.357012111000	7.680366070000	2.802357545000					
2.382086708000	-12.540488270000	-0.984018069200	2.382086708000	7.679904043000	2.802211457000					
2.407161305000	-12.732592900000	-0.967420965700	2.407161305000	7.669774834000	2.802438736000					
