GmfasSUPMMM2			GMfasEXTMMM		
t	x	y	t	x	y
0.00000000000	31.88850018	22.01336555	0.00000000000	18.15859596000	26.59149102000
0.05526083112	31.88798273	22.01346378	0.05526083112	18.15936270000	26.58839078000
0.1105216622	31.88663209	22.01378776	0.11052166220	18.15950215000	26.58863955000
0.1657824934	31.89609687	22.01372989	0.16578249340	18.15984669000	26.58868018000
0.2210433245	31.89936331	22.0147913	0.22104332450	18.16083735000	26.58825483000
0.2763041556	31.90132903	22.01444952	0.27630415560	18.15998285000	26.58859218000
0.3315649867	31.90699499	22.01472364	0.33156498670	18.16123512000	26.58828647000
0.3868258179	31.90008427	22.01458084	0.38682581790	18.16070729000	26.58812625000
0.442086649	31.89177983	22.01465813	0.44208664900	18.16048698000	26.58821271000
0.4973474801	31.88850524	22.01456277	0.49734748010	18.16026349000	26.58767844000
0.5526083112	31.90085477	22.01561081	0.55260831120	18.16074539000	26.58813499000
0.6078691424	31.89563326	22.01643567	0.60786914240	18.16071345000	26.58796855000
0.6631299735	31.88997173	22.01567751	0.66312997350	18.16130015000	26.58773861000
0.7183908046	31.8870088	22.01602256	0.71839080460	18.16336487000	26.58753392000
0.7736516357	31.87827244	22.01708895	0.77365163570	18.16127538000	26.58771215000
0.8289124668	31.88234359	22.01751044	0.82891246680	18.16255590000	26.58791782000
0.884173298	31.88496855	22.01730497	0.88417329800	18.16363765000	26.58765498000
0.9394341291	31.89097134	22.01774634	0.93943412910	18.16282879000	26.58782866000
0.9946949602	31.89904149	22.01781371	0.99469496020	18.16365649000	26.58782194000
1.049955791	31.8908712	22.01731754	1.04995579100	18.16287374000	26.58785107000
1.105216622	31.89550057	22.01725054	1.10521662200	18.16454064000	26.58775573000
1.160477454	31.88765819	22.01627115	1.16047745400	18.16427347000	26.58770159000
1.215738285	31.88664847	22.01575167	1.21573828500	18.16378951000	26.58771238000
1.270999116	31.872047	22.01534066	1.27099911600	18.16399237000	26.58802285000
1.326259947	31.87997393	22.01525261	1.32625994700	18.16394969000	26.58716961000
1.381520778	31.8816808	22.01490296	1.38152077800	18.16424056000	26.58731025000
1.436781609	31.88338747	22.01457944	1.43678160900	18.16342502000	26.58719540000
1.49204244	31.88462894	22.01432224	1.49204244000	18.16301332000	26.58701831000
1.547303271	31.88380587	22.01455937	1.54730327100	18.16224157000	26.58689596000
1.602564103	31.88192388	22.01395576	1.60256410300	18.16346068000	26.58714312000
1.657824934	31.88063296	22.01409422	1.65782493400	18.16343879000	26.58650589000
1.713085765	31.88458534	22.01493682	1.71308576500	18.16406254000	26.58737460000
1.768346596	31.89231558	22.01475098	1.76834659600	18.16247321000	26.58685769000
1.823607427	31.91249857	22.01621438	1.82360742700	18.16221673000	26.58688940000
1.878868258	31.91512949	22.01627175	1.87886825800	18.16365257000	26.58694628000
1.934129089	31.92351053	22.01712763	1.93412908900	18.16274795000	26.58690676000
1.98938992	31.91969822	22.01694695	1.98938992000	18.16309871000	26.58660190000
