MTJ	Best track		ExtMarker		
2.347030456	26.73702359	0	2.347030456	44.79702111	0
2.365366632	26.58266036	0	2.365366632	44.7960844	0
2.383702807	26.43782539	0	2.383702807	44.80143089	0
2.402038983	26.30889568	0	2.402038983	44.80063757	0
2.420375158	26.25075368	0	2.420375158	44.80961218	0
2.438711334	26.12697651	0	2.438711334	44.8030503	0
2.457047509	26.01703445	0	2.457047509	44.81141739	0
2.475383684	25.92742665	0	2.475383684	44.81448301	0
2.49371986	25.83559957	0	2.49371986	44.81648863	0
2.512056035	25.80026536	0	2.512056035	44.81827521	0
2.530392211	25.68838112	0	2.530392211	44.81094424	0
2.548728386	25.57875037	0	2.548728386	44.80266719	0
2.567064562	25.45780837	0	2.567064562	44.79536476	0
2.585400737	25.40820829	0	2.585400737	44.79815368	0
2.603736913	25.28695672	0	2.603736913	44.77415459	0
2.622073088	25.17594224	0	2.622073088	44.74727788	0
2.640409263	25.06926376	0	2.640409263	44.71866044	0
2.658745439	24.9453718	0	2.658745439	44.71296454	0
2.677081614	24.87601323	0	2.677081614	44.72612561	0
2.69541779	24.73727503	0	2.69541779	44.69793537	0
2.713753965	24.5923446	0	2.713753965	44.64822509	0
2.732090141	24.43407704	0	2.732090141	44.64550012	0
2.750426316	24.2699164	0	2.750426316	44.63881433	0
2.768762492	24.19280242	0	2.768762492	44.64711938	0
2.787098667	24.02672005	0	2.787098667	44.64119813	0
2.805434842	23.87669527	0	2.805434842	44.64257244	0
2.823771018	23.72799578	0	2.823771018	44.66377499	0
2.842107193	23.58787474	0	2.842107193	44.67648621	0
2.860443369	23.52024862	0	2.860443369	44.67306845	0
2.878779544	23.37854805	0	2.878779544	44.67682364	0
2.89711572	23.25179985	0	2.89711572	44.67777198	0
2.915451895	23.13470234	0	2.915451895	44.66656311	0
2.93378807	23.02793204	0	2.93378807	44.66925349	0
2.952124246	22.9363435	0	2.952124246	44.66171455	0
2.970460421	22.90821235	0	2.970460421	44.65770409	0
2.988796597	22.83730162	0	2.988796597	44.64911773	0
3.007132772	22.77822979	0	3.007132772	44.5779358	0
3.025468948	22.70739876	0	3.025468948	44.55598531	0
3.043805123	22.69306698	0	3.043805123	44.56660444	0
3.062141299	22.62751367	0	3.062141299	44.53974426	0
3.080477474	22.56070317	0	3.080477474	44.49670353	0
3.098813649	22.49462449	0	3.098813649	44.48788621	0
3.117149825	22.42243394	0	3.117149825	44.45452402	0
3.135486	22.394698	0	3.135486	44.43457237	0
3.153822176	22.30029	0	3.153822176	44.41543744	0
3.172158351	22.22104767	0	3.172158351	44.39894311	0
3.190494527	22.14540789	0	3.190494527	44.34706127	0
3.208830702	22.11276178	0	3.208830702	44.33979685	0
3.227166878	22.04527041	0	3.227166878	44.32612283	0
3.245503053	21.98100037	0	3.245503053	44.32115846	0
3.263839228	21.92627484	0	3.263839228	44.27774314	0
3.282175404	21.87107965	0	3.282175404	44.25532315	0
3.300511579	21.85174044	0	3.300511579	44.25183589	0
3.318847755	21.78439639	0	3.318847755	44.23452517	0
3.33718393	21.7155785	0	3.33718393	44.19992147	0
3.355520106	21.65679594	0	3.355520106	44.17629744	0
3.373856281	21.63023259	0	3.373856281	44.17565225	0
3.392192456	21.55222636	0	3.392192456	44.17051048	0
3.410528632	21.41137645	0	3.410528632	44.09387866	0
3.428864807	21.38988361	0	3.428864807	44.06682625	0
3.447200983	21.31625777	0	3.447200983	44.04118021	0
3.465537158	21.23796637	0	3.465537158	44.02467499	0
3.483873334	21.15536157	0	3.483873334	44.00377022	0
3.502209509	21.0749552	0	3.502209509	43.96242005	0
3.520545685	21.03811528	0	3.520545685	43.96054396	0
3.53888186	20.96606585	0	3.53888186	43.94651698	0
3.557218035	20.90721635	0	3.557218035	43.9465912	0
3.575554211	20.84600753	0	3.575554211	43.93902665	0
3.593890386	20.81177418	0	3.593890386	43.9064323	0
3.612226562	20.74687503	0	3.612226562	43.88834499	0
3.630562737	20.7008673	0	3.630562737	43.88179822	0
3.648898913	20.65657238	0	3.648898913	43.87991086	0
3.667235088	20.63912711	0	3.667235088	43.87681487	0
3.685571264	20.55721397	0	3.685571264	43.84558319	0
3.703907439	20.50185162	0	3.703907439	43.81158673	0
3.722243614	20.4381711	0	3.722243614	43.79106243	0
3.74057979	20.36622448	0	3.74057979	43.76126441	0
3.758915965	20.33862126	0	3.758915965	43.75370976	0
3.777252141	20.27483836	0	3.777252141	43.73276733	0
3.795588316	20.21584405	0	3.795588316	43.72440925	0
3.813924492	20.1396988	0	3.813924492	43.72181184	0
3.832260667	20.0245579	0	3.832260667	43.66135806	0
3.850596843	19.95391415	0	3.850596843	43.63806163	0
3.868933018	19.86527423	0	3.868933018	43.58602326	0
3.887269193	19.79765553	0	3.887269193	43.54709646	0
3.905605369	19.71547138	0	3.905605369	43.49439665	0
3.923941544	19.68492557	0	3.923941544	43.48759721	0
3.94227772	19.62051675	0	3.94227772	43.48237479	0
3.960613895	19.54977861	0	3.960613895	43.44951804	0
3.978950071	19.47662513	0	3.978950071	43.41813269	0
3.997286246	19.44604196	0	3.997286246	43.40293531	0
4.015622421	19.39551082	0	4.015622421	43.34924224	0
4.033958597	19.33554449	0	4.033958597	43.32730399	0
4.052294772	19.2854842	0	4.052294772	43.28659898	0
4.070630948	19.27641043	0	4.070630948	43.27683626	0
4.088967123	19.22519228	0	4.088967123	43.25213551	0
4.107303299	19.1861999	0	4.107303299	43.20128221	0
4.125639474	19.14151069	0	4.125639474	43.16874791	0
4.14397565	19.13963148	0	4.14397565	43.14347794	0
4.162311825	19.12178352	0	4.162311825	43.11835319	0
4.180648	19.10548431	0	4.180648	43.11158503	0
4.198984176	19.06813882	0	4.198984176	43.10611658	0
4.217320351	19.05097406	0	4.217320351	43.08979388	0
4.235656527	19.05513639	0	4.235656527	43.0703013	0
4.253992702	19.05215175	0	4.253992702	43.0517534	0
4.272328878	19.05094153	0	4.272328878	43.0426043	0
4.290665053	19.05363059	0	4.290665053	43.04390102	0
4.309001229	19.04837785	0	4.309001229	43.03792427	0
4.327337404	19.0388448	0	4.327337404	43.03571928	0
4.345673579	19.00624307	0	4.345673579	43.03055783	0
4.364009755	18.99833547	0	4.364009755	43.03311455	0
4.38234593	18.99880577	0	4.38234593	43.03802597	0
4.400682106	18.99107114	0	4.400682106	43.03725915	0
4.419018281	18.9841618	0	4.419018281	43.03943138	0
4.437354457	18.97846272	0	4.437354457	43.03697525	0
4.455690632	18.98580527	0	4.455690632	43.0445658	0
4.474026807	18.98278825	0	4.474026807	43.04478093	0
4.492362983	18.98123385	0	4.492362983	43.04315516	0
4.510699158	18.97348067	0	4.510699158	43.04018032	0
4.529035334	18.9638406	0	4.529035334	43.04049897	0
4.547371509	18.94069407	0	4.547371509	43.04548664	0
4.565707685	18.92369907	0	4.565707685	43.04174267	0
4.58404386	18.92031482	0	4.58404386	43.04452163	0
4.602380036	18.91924147	0	4.602380036	43.04687486	0
4.620716211	18.91626043	0	4.620716211	43.04966915	0
4.639052386	18.91708028	0	4.639052386	43.05354692	0
4.657388562	18.91259211	0	4.657388562	43.05295821	0
4.675724737	18.90907846	0	4.675724737	43.05543044	0
4.694060913	18.91355495	0	4.694060913	43.05466696	0
4.712397088	18.91640493	0	4.712397088	43.05675438	0
4.730733264	18.91986751	0	4.730733264	43.05687856	0
4.749069439	18.91971286	0	4.749069439	43.05874755	0
4.767405615	18.92088861	0	4.767405615	43.05940756	0
4.78574179	18.92330795	0	4.78574179	43.05617011	0
4.804077965	18.92191459	0	4.804077965	43.056717	0
4.822414141	18.92354527	0	4.822414141	43.05857695	0
4.840750316	18.92265498	0	4.840750316	43.05859644	0
4.859086492	18.92580782	0	4.859086492	43.05923128	0
4.877422667	18.92658532	0	4.877422667	43.05816934	0
4.895758843	18.92686526	0	4.895758843	43.0616874	0
4.914095018	18.92920846	0	4.914095018	43.06073259	0
4.932431194	18.93105752	0	4.932431194	43.06082083	0
4.950767369	18.93162943	0	4.950767369	43.05983558	0
4.969103544	18.93144861	0	4.969103544	43.06049012	0
4.98743972	18.93094584	0	4.98743972	43.0620793	0
5.005775895	18.92997115	0	5.005775895	43.06064583	0
5.024112071	18.93033562	0	5.024112071	43.06132819	0
5.042448246	18.9303546	0	5.042448246	43.0614041	0
5.060784422	18.93072039	0	5.060784422	43.06061067	0
5.079120597	18.93098207	0	5.079120597	43.06147687	0
5.097456772	18.93167934	0	5.097456772	43.06224267	0
5.115792948	18.93124714	0	5.115792948	43.06236602	0
5.134129123	18.93174353	0	5.134129123	43.06243644	0
5.152465299	18.93191184	0	5.152465299	43.06342774	0
5.170801474	18.93166695	0	5.170801474	43.06398536	y
5.18913765	18.93090012	0	5.18913765	43.06337591	0
5.207473825	18.9308405	0	5.207473825	43.06145253	0
5.225810001	18.9313894	0	5.225810001	43.06195027	0
5.244146176	18.93079172	0	5.244146176	43.06414145	0
5.262482351	18.93014466	0	5.262482351	43.0628085	0
5.280818527	18.92876835	0	5.280818527	43.06283623	0
5.299154702	18.92750638	0	5.299154702	43.06245767	0
5.317490878	18.92837586	0	5.317490878	43.06414617	0
5.335827053	18.92787961	0	5.335827053	43.06458564	0
5.354163229	18.92846008	0	5.354163229	43.06441898	0
5.372499404	18.92682956	0	5.372499404	43.06347118	0
5.39083558	18.92728227	0	5.39083558	43.0641599	0
5.409171755	18.92805408	0	5.409171755	43.06385311	0
5.42750793	18.92778189	0	5.42750793	43.0631874	0
5.445844106	18.92741389	0	5.445844106	43.0630387	0
5.464180281	18.92817756	0	5.464180281	43.06477515	0
5.482516457	18.92841865	0	5.482516457	43.06255766	0
5.500852632	18.92681608	0	5.500852632	43.06317875	0
5.519188808	18.9274011	0	5.519188808	43.06211686	0
5.537524983	18.92669712	0	5.537524983	43.06271908	0
5.555861158	18.92740483	0	5.555861158	43.06213514	0
5.574197334	18.92715378	0	5.574197334	43.06317	0
5.592533509	18.92876576	0	5.592533509	43.06277593	0
5.610869685	18.93061553	0	5.610869685	43.06241836	0
5.62920586	18.93068932	0	5.62920586	43.06337945	0
5.647542036	18.93085033	0	5.647542036	43.0639319	0
5.665878211	18.93174953	0	5.665878211	43.06428518	0
5.684214387	18.93386144	0	5.684214387	43.06347861	0
5.702550562	18.93466776	0	5.702550562	43.06394022	0
5.720886737	18.93670107	0	5.720886737	43.06463631	0
5.739222913	18.93635594	0	5.739222913	43.06485905	0
5.757559088	18.93459719	0	5.757559088	43.06372218	0
5.775895264	18.93280672	0	5.775895264	43.06528225	0
5.794231439	18.93218423	0	5.794231439	43.06459294	0
5.812567615	18.93114483	0	5.812567615	43.06423649	0
5.83090379	18.93577129	0	5.83090379	43.06321021	0
5.849239966	18.93600765	0	5.849239966	43.06405456	0
5.867576141	18.93555451	0	5.867576141	43.06514589	0
5.885912316	18.93382238	0	5.885912316	43.06336745	0
5.904248492	18.93486858	0	5.904248492	43.06470109	0
5.922584667	18.9379663	0	5.922584667	43.06581791	0
5.940920843	18.93933792	0	5.940920843	43.06587153	0
5.959257018	18.93883161	0	5.959257018	43.06595584	0
5.977593194	18.93663207	0	5.977593194	43.06503265	0
5.995929369	18.93623323	0	5.995929369	43.06520263	0
6.014265544	18.93807074	0	6.014265544	43.06494911	0
6.03260172	18.93602439	0	6.03260172	43.06668761	0
6.050937895	18.93825138	0	6.050937895	43.06583163	0
6.069274071	18.93806731	0	6.069274071	43.06475603	0
6.087610246	18.94018707	0	6.087610246	43.06676766	0
6.105946422	18.93876152	0	6.105946422	43.06844738	0
6.124282597	18.94320164	0	6.124282597	43.0678481	0
6.142618773	18.95421906	0	6.142618773	43.07036498	0
6.160954948	18.9675456	0	6.160954948	43.0719735	0
6.179291123	18.96553328	0	6.179291123	43.07060873	0
6.197627299	19.0227482	0	6.197627299	43.07354835	0
6.215963474	19.08615139	0	6.215963474	43.07369419	0
6.23429965	19.17774459	0	6.23429965	43.0808999	0
6.252635825	19.27081827	0	6.252635825	43.08872033	0
6.270972001	19.31926708	0	6.270972001	43.09740739	0
6.289308176	19.43013	0	6.289308176	43.08233155	0
6.307644352	19.55839117	0	6.307644352	43.08104991	0
6.325980527	19.68623108	0	6.325980527	43.10542594	0
6.344316702	19.73550223	0	6.344316702	43.14501838	0
6.362652878	19.88426545	0	6.362652878	43.17217139	0
6.380989053	20.07481756	0	6.380989053	43.20448165	0
6.399325229	20.25066185	0	6.399325229	43.20537935	0
6.417661404	20.34003628	0	6.417661404	43.19890546	0
6.43599758	20.53763444	0	6.43599758	43.19714777	0
6.454333755	20.82152765	0	6.454333755	43.21413076	0
6.472669931	21.14654956	0	6.472669931	43.28335974	0
6.491006106	21.47226549	0	6.491006106	43.31998183	0
6.509342281	21.60359878	0	6.509342281	43.33002133	0
6.527678457	21.8940862	0	6.527678457	43.35352994	0
6.546014632	22.19849728	0	6.546014632	43.36799699	0
6.564350808	22.58780544	0	6.564350808	43.41217986	0
6.582686983	22.94737174	0	6.582686983	43.42975551	0
6.601023159	23.09213819	0	6.601023159	43.43266616	0
6.619359334	23.31421534	0	6.619359334	43.44881791	0
6.637695509	23.52766724	0	6.637695509	43.46099001	0
6.656031685	23.75329217	0	6.656031685	43.49366586	0
6.67436786	23.8551503	0	6.67436786	43.50531097	0
6.692704036	24.09456279	0	6.692704036	43.50381262	0
6.711040211	24.30816546	0	6.711040211	43.51424605	0
6.729376387	24.60195696	0	6.729376387	43.52425207	0
6.747712562	24.67549928	0	6.747712562	43.52783596	0
6.766048738	24.85343179	0	6.766048738	43.5316121	0
6.784384913	25.09552292	0	6.784384913	43.51233715	0
6.802721088	25.32744302	0	6.802721088	43.50790876	0
6.821057264	25.52187744	0	6.821057264	43.50714705	0
6.839393439	25.62582444	0	6.839393439	43.50499993	0
6.857729615	25.88624049	0	6.857729615	43.51400454	0
6.87606579	26.1706477	0	6.87606579	43.5224353	0
