MTJ			mass_A		
t	x	y	t	x	y
0.00000000	28.69296202	0.00000000	0.00000000	51.27758341	0.00000000
0.02532864	28.69067327	0.00000000	0.02532864	51.27755850	0.00000000
0.05065728	28.67810404	0.00000000	0.05065728	51.27624421	0.00000000
0.07598592	28.67896834	0.00000000	0.07598592	51.27734348	0.00000000
0.10131456	28.67326867	0.00000000	0.10131456	51.27710130	0.00000000
0.12664320	28.63633691	0.00000000	0.12664320	51.27542628	0.00000000
0.15197183	28.61699109	0.00000000	0.15197183	51.27756616	0.00000000
0.17730047	28.61759373	0.00000000	0.17730047	51.27595461	0.00000000
0.20262911	28.61613601	0.00000000	0.20262911	51.27669100	0.00000000
0.22795775	28.59928300	0.00000000	0.22795775	51.27507976	0.00000000
0.25328639	28.60267348	0.00000000	0.25328639	51.27576212	0.00000000
0.27861503	28.60673512	0.00000000	0.27861503	51.27550161	0.00000000
0.30394367	28.60648395	0.00000000	0.30394367	51.27591307	0.00000000
0.32927231	28.59715403	0.00000000	0.32927231	51.27187105	0.00000000
0.35460095	28.59691077	0.00000000	0.35460095	51.27334589	0.00000000
0.37992959	28.60251678	0.00000000	0.37992959	51.27376686	0.00000000
0.40525823	28.62452738	0.00000000	0.40525823	51.27401631	0.00000000
0.43058686	28.62592486	0.00000000	0.43058686	51.27345292	0.00000000
0.45591550	28.62596542	0.00000000	0.45591550	51.27492636	0.00000000
0.48124414	28.63126324	0.00000000	0.48124414	51.27657337	0.00000000
0.50657278	28.62824486	0.00000000	0.50657278	51.27557453	0.00000000
0.53190142	28.62106876	0.00000000	0.53190142	51.27619246	0.00000000
0.55723006	28.61833690	0.00000000	0.55723006	51.27740614	0.00000000
0.58255870	28.61331726	0.00000000	0.58255870	51.27689234	0.00000000
0.60788734	28.60642958	0.00000000	0.60788734	51.27750327	0.00000000
0.63321598	28.59456013	0.00000000	0.63321598	51.27681940	0.00000000
0.65854462	28.58770072	0.00000000	0.65854462	51.27713489	0.00000000
0.68387326	28.57640716	0.00000000	0.68387326	51.27649219	0.00000000
0.70920189	28.53721280	0.00000000	0.70920189	51.27662473	0.00000000
0.73453053	28.53148264	0.00000000	0.73453053	51.27657688	0.00000000
0.75985917	28.53358009	0.00000000	0.75985917	51.27644064	0.00000000
0.78518781	28.53214614	0.00000000	0.78518781	51.27761732	0.00000000
0.81051645	28.53994106	0.00000000	0.81051645	51.27713666	0.00000000
0.83584509	28.53681239	0.00000000	0.83584509	51.27792015	0.00000000
0.86117373	28.50343050	0.00000000	0.86117373	51.27656084	0.00000000
0.88650237	28.47670918	0.00000000	0.88650237	51.27626166	0.00000000
0.91183101	28.46322887	0.00000000	0.91183101	51.27663217	0.00000000
0.93715965	28.46857834	0.00000000	0.93715965	51.27792103	0.00000000
0.96248829	28.48907968	0.00000000	0.96248829	51.27798772	0.00000000
0.98781692	28.49329862	0.00000000	0.98781692	51.27833825	0.00000000
1.01314556	28.46791714	0.00000000	1.01314556	51.27798751	0.00000000
1.03847420	28.47129058	0.00000000	1.03847420	51.27849233	0.00000000
1.06380284	28.47094191	0.00000000	1.06380284	51.27734652	0.00000000
1.08913148	28.46816921	0.00000000	1.08913148	51.27834651	0.00000000
1.11446012	28.46585027	0.00000000	1.11446012	51.27795990	0.00000000
1.13978876	28.46931178	0.00000000	1.13978876	51.27801856	0.00000000
1.16511740	28.47286070	0.00000000	1.16511740	51.27778777	0.00000000
1.19044604	28.46331070	0.00000000	1.19044604	51.27751090	0.00000000
1.21577468	28.44949656	0.00000000	1.21577468	51.27665598	0.00000000
1.24110332	28.40736545	0.00000000	1.24110332	51.27734161	0.00000000
1.26643196	28.40508206	0.00000000	1.26643196	51.27768873	0.00000000
1.29176059	28.42390140	0.00000000	1.29176059	51.27671656	0.00000000
1.31708923	28.44690486	0.00000000	1.31708923	51.27785185	0.00000000
1.34241787	28.46446094	0.00000000	1.34241787	51.27850810	0.00000000
1.36774651	28.46995409	0.00000000	1.36774651	51.27878886	0.00000000
1.39307515	28.47175160	0.00000000	1.39307515	51.27758615	0.00000000
1.41840379	28.48041311	0.00000000	1.41840379	51.27812214	0.00000000
1.44373243	28.48829046	0.00000000	1.44373243	51.27814590	0.00000000
1.46906107	28.48863350	0.00000000	1.46906107	51.27848264	0.00000000
1.49438971	28.48104364	0.00000000	1.49438971	51.27793075	0.00000000
1.51971835	28.47763265	0.00000000	1.51971835	51.27792346	0.00000000
1.54504699	28.48995790	0.00000000	1.54504699	51.27906532	0.00000000
1.57037562	28.49545059	0.00000000	1.57037562	51.27855012	0.00000000
1.59570426	28.49203579	0.00000000	1.59570426	51.27815322	0.00000000
1.62103290	28.50544904	0.00000000	1.62103290	51.27888656	0.00000000
1.64636154	28.53064969	0.00000000	1.64636154	51.27920628	0.00000000
1.67169018	28.52837917	0.00000000	1.67169018	51.27932172	0.00000000
1.69701882	28.53347969	0.00000000	1.69701882	51.27850584	0.00000000
1.72234746	28.47416784	0.00000000	1.72234746	51.27777443	0.00000000
1.74767610	28.44467274	0.00000000	1.74767610	51.27775316	0.00000000
1.77300474	28.33763945	0.00000000	1.77300474	51.27657773	0.00000000
1.79833338	28.20143480	0.00000000	1.79833338	51.27776482	0.00000000
1.82366202	28.04567254	0.00000000	1.82366202	51.27714638	0.00000000
1.84899065	27.92226269	0.00000000	1.84899065	51.27683347	0.00000000
1.87431929	27.87936271	0.00000000	1.87431929	51.27645054	0.00000000
1.89964793	27.77752430	0.00000000	1.89964793	51.27786376	0.00000000
1.92497657	27.76688600	0.00000000	1.92497657	51.27851028	0.00000000
1.95030521	27.61896365	0.00000000	1.95030521	51.28128796	0.00000000
1.97563385	27.59055241	0.00000000	1.97563385	51.28099996	0.00000000
2.00096249	27.53247076	0.00000000	2.00096249	51.28468404	0.00000000
2.02629113	27.35281755	0.00000000	2.02629113	51.28327870	0.00000000
2.05161977	27.26188649	0.00000000	2.05161977	51.28405748	0.00000000
2.07694841	27.13203007	0.00000000	2.07694841	51.28312028	0.00000000
2.10227705	26.88594608	0.00000000	2.10227705	51.28282782	0.00000000
2.12760568	26.53564085	0.00000000	2.12760568	51.28420289	0.00000000
2.15293432	26.33300962	0.00000000	2.15293432	51.28351452	0.00000000
2.17826296	25.80386198	0.00000000	2.17826296	51.28655915	0.00000000
2.20359160	25.44001213	0.00000000	2.20359160	51.28380198	0.00000000
2.22892024	25.14171853	0.00000000	2.22892024	51.28151487	0.00000000
2.25424888	24.98175770	0.00000000	2.25424888	51.28281180	0.00000000
2.27957752	24.33940110	0.00000000	2.27957752	51.28232869	0.00000000
2.30490616	24.05511227	0.00000000	2.30490616	51.28064705	0.00000000
2.33023480	23.78839344	0.00000000	2.33023480	51.27993220	0.00000000
2.35556344	23.37667782	0.00000000	2.35556344	51.27944404	0.00000000
2.38089208	22.91679295	0.00000000	2.38089208	51.27617309	0.00000000
2.40622071	22.79465757	0.00000000	2.40622071	51.27662840	0.00000000
2.43154935	22.56527895	0.00000000	2.43154935	51.27739503	0.00000000
2.45687799	22.32478138	0.00000000	2.45687799	51.27768790	0.00000000
2.48220663	21.85758811	0.00000000	2.48220663	51.27674244	0.00000000
2.50753527	21.52062959	0.00000000	2.50753527	51.27517300	0.00000000
2.53286391	21.31931593	0.00000000	2.53286391	51.27651256	0.00000000
