"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
7.0487	47.273	-0.0307164	-0.750298	0.00406901	-35.132	-0.131421	-4.38715	0.0598235	-2.56379	-12.97	-12.0545	-13.1224	-12.97	-0.0527874	-84.0747		
7.0493	38.0959	-0.0307164	-0.750298	0.00406901	-23.8289	-0.131421	-2.55917	0.0598235	-2.56379	-12.665	-11.7493	-13.2752	-13.1225	-0.0525302	-51.8814		
7.05	32.9204	-0.0307164	-1.05511	0.00406901	-8.57926	0.173752	-0.426529	0.0598235	-2.56379	-12.3595	-11.4441	-12.9701	-12.97	-0.0526588	-60.5788		
7.0507	30.466	-0.0307164	-4.43145	0.00406901	-0.0214481	0.173752	0.182798	0.0598235	-2.56379	-12.8175	-11.9019	-12.8173	-12.665	-0.0529803	-63.3265		
7.0513	26.5177	-0.335904	-7.47953	-0.301107	-1.24399	-0.131421	0.487461	-0.245368	-2.56379	-12.97	-12.0545	-12.9701	-12.512	-0.0533018	-59.8216		
7.052	23.1563	-0.0307164	-5.04106	0.00406901	-9.48008	-0.131421	1.70612	0.0598235	-2.56379	-12.665	-11.9019	-13.1224	-13.1225	-0.0533018	-60.5788		
7.0527	20.115	0.274452	-1.99298	0.309245	-18.6384	0.173752	2.31544	0.364995	-2.56379	-12.512	-11.9019	-13.1224	-13.1225	-0.0534304	-60.7302		
7.0533	14.8862	0.274452	-2.29779	0.309245	-20.483	-0.131421	3.83876	0.364995	-2.56379	-12.8175	-11.7493	-13.2752	-12.97	-0.0545234	-61.1846		
7.054	6.02918	-0.0307164	-3.21221	0.00406901	-13.448	-0.131421	5.68197	0.0598235	-2.56379	-13.1225	-11.9019	-13.5803	-13.1225	-0.0547806	-61.7904		
7.0547	-8.91038	-0.0307164	-3.82183	0.00406901	-6.43444	-0.131421	5.07265	0.0598235	-2.56379	-12.8175	-12.3596	-13.5803	-13.2751	-0.054652	-61.4875		
7.0553	-24.757	-0.0307164	-5.34587	0.00406901	-1.86599	-0.131421	3.83876	0.0598235	-2.56379	-12.665	-12.0545	-13.4275	-12.8175	-0.0549735	-61.4875		
7.056	-40.3368	-0.0307164	-7.47953	-0.301107	3.32446	-0.131421	4.76798	-0.245368	-2.55765	-13.1225	-12.0545	-13.5803	-12.8175	-0.054652	-61.4875		
7.0567	-52.822	-0.0307164	-8.08915	-0.301107	10.0377	-0.131421	4.44809	-0.245368	-2.56379	-13.1225	-12.3596	-13.5803	-13.2751	-0.0542019	-60.7302		
7.0573	-61.9991	-0.0307164	-6.86992	-0.301107	17.373	-0.131421	3.22943	0.0598235	-2.56379	-13.5805	-12.6648	-13.2752	-12.97	-0.0547806	-61.336		
7.058	-72.0833	-0.0307164	-5.04106	0.00406901	22.2417	-0.131421	2.31544	0.0598235	-2.55765	-13.733	-12.5122	-13.2752	-12.8175	-0.0555522	-62.0933		
7.0587	-74.2176	0.274452	-3.82183	0.309245	29.2767	0.173752	2.31544	0.364995	-2.56379	-13.1225	-12.3596	-13.5803	-13.2751	-0.0555522	-61.336		
7.0593	-59.5448	0.274452	-1.05511	0.309245	40.2582	0.173752	2.92477	0.364995	-2.56379	-12.97	-12.2071	-13.5803	-13.1225	-0.0554236	-61.0331		
7.06	-44.0183	-0.0307164	3.82183	0.00406901	43.3038	0.173752	3.5341	0.0598235	-2.55765	-13.1225	-12.0545	-13.4275	-12.97	-0.0555522	-61.4875		
7.0607	-48.8737	-0.0307164	8.39396	0.00406901	32.9229	0.173752	3.22943	0.0598235	-2.55765	-12.8175	-12.0545	-13.4275	-13.1225	-0.0558736	-61.4875		
7.0613	-65.0404	-0.0307164	11.442	0.00406901	18.5955	0.173752	2.01078	0.0598235	-2.55765	-12.665	-12.2071	-13.2752	-12.97	-0.0558736	-61.1846		
7.062	-58.6377	-0.0307164	16.319	0.00406901	11.8823	0.173752	-1.03586	0.0598235	-2.55765	-12.8175	-12.0545	-13.1224	-12.97	-0.0560022	-61.336		
7.0627	-31.4798	-0.0307164	22.1338	0.00406901	15.2282	-0.131421	-2.86384	0.0598235	-2.55765	-12.665	-12.0545	-13.1224	-12.512	-0.0563237	-61.4875		
7.0633	-26.3043	-0.0307164	21.829	0.00406901	10.96	-0.131421	-2.55917	0.0598235	-2.55765	-12.3595	-11.7493	-13.2752	-12.512	-0.0564523	-61.336		
7.064	-27.2113	-0.0307164	17.843	0.00406901	-6.73471	0.173752	-1.64518	0.0598235	-2.55765	-12.665	-11.7493	-13.4275	-12.97	-0.0570953	-61.336		
7.0647	-13.7657	-0.0307164	15.0997	0.00406901	-18.3382	0.173752	1.40145	0.0598235	-2.55152	-12.97	-12.0545	-13.2752	-13.1225	-0.0572239	-61.4875		
7.0653	-33.614	0.274452	10.5276	0.309245	-16.1933	0.173752	5.68197	0.364995	-2.55152	-12.665	-11.7493	-13.1224	-12.665	-0.0567738	-61.4875		
7.066	-80.3001	-0.0307164	3.82183	0.00406901	-11.9252	-0.131421	6.59596	0.0598235	-2.55765	-12.512	-11.7493	-13.4275	-12.8175	-0.0574168	-61.4875		
7.0667	-112.047	-0.335904	0.468936	-0.301107	-12.2254	-0.131421	6.2913	-0.245368	-2.56379	-12.8175	-11.9019	-13.5803	-12.97	-0.0579954	-61.4875		
7.0673	-120.904	-0.335904	-5.95549	0.00406901	-7.05644	-0.131421	6.90063	-0.245368	-2.55765	-12.8175	-11.9019	-13.4275	-12.8175	-0.0579954	-61.4875		
7.068	-111.727	-0.0307164	-15.4046	0.00406901	3.94646	-0.131421	6.59596	-0.245368	-2.55152	-12.512	-11.9019	-13.2752	-12.8175	-0.0584455	-61.4875		
7.0687	-109.005	-0.0307164	-15.4046	-0.301107	11.5605	-0.131421	3.83876	-0.245368	-2.55152	-12.3595	-11.7493	-13.2752	-12.8175	-0.058767	-61.4875		
7.0693	-92.8386	-0.0307164	-9.61319	0.00406901	10.96	-0.131421	-0.426529	0.0598235	-2.55152	-12.3595	-11.7493	-13.4275	-12.665	-0.0586384	-61.4875		
7.07	-32.12	-0.0307164	-6.86992	0.00406901	7.91436	-0.131421	-5.9257	0.0598235	-2.55765	-12.8175	-11.9019	-13.4275	-12.665	-0.0588956	-61.6389		
7.0707	49.4072	-0.0307164	-5.65068	0.00406901	9.13691	-0.131421	-9.58166	0.0598235	-2.55152	-13.1225	-11.9019	-13.2752	-12.8175	-0.0592171	-61.4875		
7.0713	93.3188	0.274452	-6.56511	0.309245	5.76955	0.173752	-9.58166	0.364995	-2.55765	-12.8175	-11.9019	-13.5803	-12.97	-0.05941	-61.4875		
7.072	92.0917	0.274452	-9.00358	0.309245	-7.65698	0.173752	-7.44902	0.0598235	-2.55765	-12.512	-11.9019	-13.4275	-12.97	-0.0596671	-61.6389		
7.0727	133.336	-0.0307164	-7.78434	0.00406901	-18.0379	-0.131421	-4.38715	0.0598235	-2.55152	-12.512	-11.5967	-12.8173	-12.665	-0.0599886	-61.336		
7.0733	203.178	-0.0307164	-4.43145	0.00406901	-19.861	-0.131421	-1.03586	0.0598235	-2.55152	-12.665	-11.7493	-12.9701	-13.1225	-0.0603101	-61.4875		
7.074	206.539	-0.0307164	-3.21221	0.00406901	-18.3382	0.173752	0.792125	0.0598235	-2.55152	-13.4276	-12.8174	-13.7331	-13.733	-0.0607602	-62.0933		
7.0747	169.617	-0.0307164	-2.6026	0.00406901	-16.5151	-0.131421	0.792125	0.0598235	-2.55152	-13.5805	-12.5122	-13.4275	-12.665	-0.0612103	-62.2663		
7.0753	140.325	-0.335904	-2.29779	-0.301107	-18.6384	-0.436594	-0.426529	0.0598235	-2.55152	-12.512	-11.7493	-13.1224	-12.512	-0.0613388	-61.6389		
7.076	117.115	-0.0307164	-1.38336	-0.301107	-21.0835	-0.131421	-0.426529	-0.245368	-2.55152	-12.3595	-12.3596	-14.0382	-13.733	-0.0617889	-61.4875		
7.0767	101.856	-0.0307164	0.164128	-0.301107	-21.0835	-0.131421	0.182798	-0.245368	-2.55152	-13.1225	-12.5122	-13.8854	-13.5805	-0.0619818	-61.9418		
7.0773	92.4118	-0.0307164	1.38336	0.00406901	-23.2283	-0.131421	1.40145	-0.245368	-2.55152	-12.512	-11.5967	-12.665	-12.665	-0.0615317	-61.336		
7.078	79.2863	0.274452	2.6026	0.309245	-26.5742	0.173752	3.5341	0.0598235	-2.55152	-12.207	-11.7493	-12.8173	-12.97	-0.0613388	-61.0331		
7.0787	57.9441	-0.0307164	1.99298	0.00406901	-28.0971	0.173752	5.68197	0.0598235	-2.55152	-13.5805	-12.97	-14.0382	-13.2751	-0.0617889	-61.7904		
7.0793	28.9187	-0.335904	0.468936	-0.301107	-25.3517	-0.436594	5.98664	-0.245368	-2.55152	-13.1225	-12.5122	-13.8854	-13.4276	-0.0617889	-61.336		
7.08	2.72113	-0.0307164	-1.38336	-0.301107	-18.9602	-0.436594	4.14342	-0.245368	-2.55765	-12.512	-12.0545	-13.5803	-13.4276	-0.0617889	-61.0331		
7.0807	-14.9929	-0.0307164	-2.6026	0.00406901	-13.448	0.173752	3.22943	0.0598235	-2.55765	-13.4276	-12.8174	-14.0382	-13.4276	-0.0624319	-61.6389		
7.0813	-31.1596	-0.0307164	-2.6026	0.00406901	-8.57926	0.173752	2.01078	0.0598235	-2.55765	-12.97	-12.2071	-13.5803	-13.1225	-0.0632034	-61.6389		
7.082	-35.4281	-0.0307164	-2.29779	0.00406901	-3.98935	0.173752	-0.121865	0.0598235	-2.55152	-12.3595	-11.9019	-12.9701	-12.8175	-0.062882	-61.6389		
7.0827	-24.757	-0.0307164	-0.445489	0.00406901	-2.16626	0.173752	-0.426529	0.0598235	-2.55765	-12.8175	-12.3596	-13.5803	-12.97	-0.0625605	-61.6389		
7.0833	-20.1684	-0.335904	0.773745	0.00406901	-2.46654	-0.131421	-0.731192	-0.245368	-2.55765	-12.97	-12.2071	-13.5803	-12.97	-0.0632034	-61.4875		
7.084	-22.9429	-0.0307164	-0.445489	0.00406901	-1.86599	-0.131421	-4.08249	0.0598235	-2.55765	-12.97	-12.2071	-13.4275	-12.8175	-0.063975	-61.9418		
7.0847	-18.3543	0.57964	-1.38336	0.309245	1.2011	0.478925	-4.38715	0.364995	-2.55765	-12.8175	-12.0545	-13.2752	-12.8175	-0.0641036	-61.7904		
7.0853	15.2063	0.274452	-0.445489	0.309245	4.84728	0.173752	-1.64518	0.0598235	-2.55152	-12.3595	-11.4441	-12.9701	-12.665	-0.0645537	-61.7904		
7.086	67.3881	-0.0307164	0.773745	0.00406901	3.32446	-0.131421	0.487461	0.0598235	-2.55765	-12.512	-11.9019	-12.9701	-12.3595	-0.0647466	-61.7904		
7.0867	82.6477	-0.335904	1.38336	0.00406901	-0.943718	-0.131421	2.31544	0.0598235	-2.55152	-12.8175	-12.3596	-13.2752	-12.8175	-0.0647466	-61.4875		
7.0873	57.9441	-0.335904	1.68817	0.00406901	0.879374	-0.131421	1.70612	-0.245368	-2.55152	-12.512	-11.9019	-13.2752	-12.97	-0.0651966	-61.6389		
7.088	48.4468	-0.0307164	4.73626	-0.301107	4.84728	-0.131421	-1.34052	-0.245368	-2.55765	-12.3595	-11.4441	-12.665	-12.665	-0.0653252	-61.7904		
7.0887	61.5723	-0.0307164	9.30838	0.00406901	10.338	-0.131421	-4.08249	-0.245368	-2.55765	-12.665	-11.7493	-12.8173	-12.665	-0.0654538	-61.336		
7.0893	57.9441	-0.0307164	6.86992	0.00406901	17.6733	-0.131421	-4.38715	0.0598235	-2.55152	-12.8175	-12.0545	-13.2752	-12.8175	-0.0657753	-61.336		
7.09	29.2388	-0.0307164	0.773745	0.00406901	22.2417	0.173752	-5.9257	0.0598235	-2.54567	-12.512	-12.0545	-13.4275	-12.8175	-0.0662254	-61.4875		
7.0907	1.49396	-0.0307164	-1.05511	0.00406901	24.0863	0.173752	-6.53503	0.0598235	-2.55152	-12.665	-11.9019	-13.2752	-12.8175	-0.0666755	-61.4875		
7.0913	-6.13589	-0.0307164	-1.99298	0.00406901	24.6868	-0.131421	-1.03586	0.0598235	-2.55765	-12.8175	-11.9019	-13.2752	-12.8175	-0.0668683	-61.7904		
7.092	-3.41475	-0.0307164	-3.82183	0.00406901	21.6412	-0.131421	3.5341	-0.245368	-2.55152	-12.665	-11.7493	-12.8173	-12.8175	-0.0668683	-61.6389		
7.0927	-14.406	-0.0307164	-2.9074	0.00406901	17.6733	0.173752	0.792125	0.0598235	-2.55152	-12.665	-11.7493	-12.665	-12.8175	-0.067447	-61.4875		
7.0933	-32.3868	0.274452	1.07855	0.309245	10.96	0.173752	-4.70705	0.364995	-2.55152	-12.97	-12.2071	-13.1224	-13.4276	-0.0678971	-61.6389		
7.094	-32.3868	-0.0307164	3.51702	0.00406901	-3.98935	0.173752	-5.9257	-0.245368	-2.54567	-13.1225	-12.2071	-13.2752	-13.2751	-0.0686686	-62.2663		
7.0947	-21.1288	-0.335904	4.73626	0.00406901	-18.3382	0.173752	-4.08249	-0.245368	-2.54567	-12.8175	-12.2071	-13.2752	-13.1225	-0.0696331	-62.4178		
7.0953	-9.81742	0.274452	4.43145	0.00406901	-20.7832	0.173752	-3.77783	0.0598235	-2.55765	-12.665	-12.3596	-13.2752	-13.4276	-0.0693116	-62.2663		
7.096	4.85535	0.274452	1.68817	0.00406901	-14.3703	-0.131421	-2.25451	0.0598235	-2.55152	-13.1225	-12.3596	-13.1224	-12.97	-0.0686686	-62.4178		
7.0967	14.8862	-0.335904	-0.445489	0.00406901	-11.3246	-0.131421	1.09679	0.0598235	-2.54567	-13.2751	-12.2071	-12.9701	-12.8175	-0.0689901	-62.2663		
