Sol end			extMMM		
t	x	y	t	x	y
0.000000000000	25.964912280702	2.291666666667	0.000000000000	31.941732850000	10.122653170000
0.018709423937	25.964906587956	2.291479468191	0.018709423940	31.942470820000	10.120407020000
0.037418847874	25.964551204808	2.291699124729	0.037418847870	31.942182050000	10.120643480000
0.056128271811	25.964642875666	2.291768918976	0.056128271810	31.942302730000	10.120367940000
0.074837695747	25.964489286185	2.291655324742	0.074837695750	31.941923170000	10.120431190000
0.093547119684	25.963596100811	2.291657619735	0.093547119680	31.942514710000	10.120438220000
0.112256543621	25.964294012135	2.292096511754	0.112256543600	31.941892990000	10.120500600000
0.130965967558	25.964364224008	2.291931715870	0.130965967600	31.941845310000	10.120517060000
0.149675391495	25.964470282224	2.292059880020	0.149675391500	31.941860430000	10.120534970000
0.168384815432	25.964871135196	2.292185964143	0.168384815400	31.942354530000	10.120655270000
0.187094239368	25.964980196588	2.292438436765	0.187094239400	31.942320160000	10.120636580000
0.205803663305	25.965285959914	2.292317580112	0.205803663300	31.942299870000	10.120540470000
0.224513087242	25.965249239561	2.292095159025	0.224513087200	31.942518050000	10.120637420000
0.243222511179	25.964784931705	2.292132217511	0.243222511200	31.942452590000	10.120497190000
0.261931935116	25.964389189614	2.292235858338	0.261931935100	31.942517030000	10.120664110000
0.280641359053	25.964228884529	2.292659801271	0.280641359100	31.942544290000	10.120379250000
0.299350782989	25.964170870003	2.292342057506	0.299350783000	31.942231360000	10.120368520000
0.318060206926	25.964309378570	2.292294974739	0.318060206900	31.941907090000	10.120415440000
0.336769630863	25.964222671125	2.292201342581	0.336769630900	31.942376410000	10.120569010000
0.355479054800	25.964324139510	2.291968216114	0.355479054800	31.942495210000	10.120329730000
0.374188478737	25.964114376500	2.291993263733	0.374188478700	31.942066660000	10.120580650000
0.392897902674	25.963657173739	2.292106447440	0.392897902700	31.942788490000	10.120484130000
0.411607326610	25.964122185955	2.292217241199	0.411607326600	31.942157440000	10.120627180000
0.430316750547	25.963649627737	2.292483143418	0.430316750500	31.941933420000	10.120684710000
0.449026174484	25.962958824848	2.293625642944	0.449026174500	31.942457200000	10.120882900000
0.467735598421	25.961311740492	2.294914312126	0.467735598400	31.941755140000	10.120778450000
0.486445022358	25.959306702005	2.295388782462	0.486445022400	31.941896560000	10.120532220000
0.505154446295	25.956105912118	2.297180620636	0.505154446300	31.941934020000	10.120904400000
0.523863870231	25.952974543588	2.298038657344	0.523863870200	31.941886850000	10.120929450000
0.542573294168	25.950668539184	2.299202978680	0.542573294200	31.941956970000	10.120861230000
0.561282718105	25.953280692182	2.298127016739	0.561282718100	31.942183220000	10.121060330000
0.579992142042	25.952823515855	2.298517450397	0.579992142000	31.942039250000	10.120956940000
0.598701565979	25.953685686505	2.298631505201	0.598701566000	31.942617510000	10.121234840000
0.617410989916	25.951200184604	2.299465165530	0.617410989900	31.941658470000	10.121183210000
0.636120413852	25.949235400071	2.299589288176	0.636120413900	31.941734720000	10.121404350000
0.654829837789	25.948874491571	2.299891664501	0.654829837800	31.941449770000	10.121527080000
0.673539261726	25.946503081125	2.299165193161	0.673539261700	31.941571950000	10.121575580000
0.692248685663	25.943839332216	2.298937939378	0.692248685700	31.940581410000	10.121689430000
0.710958109600	25.947232703225	2.297797705980	0.710958109600	31.940653670000	10.121904650000
0.729667533537	25.940235919909	2.299042433408	0.729667533500	31.941808270000	10.121922670000
0.748376957473	25.929526278935	2.300695926979	0.748376957500	31.939546520000	10.121933290000
0.767086381410	25.894210772935	2.302684198092	0.767086381400	31.938413820000	10.122245280000
0.785795805347	25.870761726407	2.301886930424	0.785795805300	31.939065970000	10.122357920000
0.804505229284	25.829123320514	2.308543249261	0.804505229300	31.936272180000	10.123370040000
0.823214653221	25.769403785555	2.319070516782	0.823214653200	31.932947450000	10.123649360000
0.841924077158	25.739591918319	2.339204849058	0.841924077200	31.933499110000	10.124702940000
0.860633501095	25.690497219758	2.358837618653	0.860633501100	31.930794110000	10.125065770000
0.879342925031	25.660098971195	2.366255093513	0.879342925000	31.929062910000	10.124414990000
0.898052348968	25.608623336543	2.374668595731	0.898052349000	31.930279480000	10.124916000000
0.916761772905	25.549691620787	2.376676015212	0.916761772900	31.930152840000	10.124248740000
0.935471196842	25.484725619340	2.411913602120	0.935471196800	31.932315400000	10.124879140000
0.954180620779	25.468113845350	2.432577173163	0.954180620800	31.934569050000	10.124953790000
0.972890044716	25.374916346262	2.442976609179	0.972890044700	31.946419050000	10.127015710000
