GM fasc			ExtMarker		
t	x	y	t	x	y
0.0000000000000	27.5460721046932	1.5569727466712	0.0000000000000	47.0248119792647	9.9583129871128
0.0186056896199	27.5428885214233	1.5578139594621	0.0186056896199	47.0250323204618	9.9586595246676
0.0372113792398	27.5266649321338	1.5606418504939	0.0372113792398	47.0249993438612	9.9589457602626
0.0558170688597	27.5182156049132	1.5628502904610	0.0558170688597	47.0233381331730	9.9592854354166
0.0744227584795	27.5195375782051	1.5631353974517	0.0744227584795	47.0244342747623	9.9591836204839
0.0930284480994	27.5262886896619	1.5622260929206	0.0930284480994	47.0239223954203	9.9591344283756
0.1116341377193	27.5318519189630	1.5620513998496	0.1116341377193	47.0250860337159	9.9588487995210
0.1302398273392	27.5352541348716	1.5617987222342	0.1302398273392	47.0247009863080	9.9585394145404
0.1488455169591	27.5435084805392	1.5621657915735	0.1488455169591	47.0241559932244	9.9585025618630
0.1674512065790	27.5523270685443	1.5629056677786	0.1674512065790	47.0254485365519	9.9582210957473
0.1860568961989	27.5548740415356	1.5621656576560	0.1860568961989	47.0251050789082	9.9583526643129
0.2046625858187	27.5591935324972	1.5617288986069	0.2046625858187	47.0252812642401	9.9581903327453
0.2232682754386	27.5562070740041	1.5610338233426	0.2232682754386	47.0248346641354	9.9585016080851
0.2418739650585	27.5547433083965	1.5606393816309	0.2418739650585	47.0247934671086	9.9583344061347
0.2604796546784	27.5562476768397	1.5596340924847	0.2604796546784	47.0242769077594	9.9585766024749
0.2790853442983	27.5562953270655	1.5591827131185	0.2790853442983	47.0246656851935	9.9581564356982
0.2976910339182	27.5571624999267	1.5585594436382	0.2976910339182	47.0239557934109	9.9585767628696
0.3162967235381	27.5551832769948	1.5584490626012	0.3162967235381	47.0238443860336	9.9585940786764
0.3349024131579	27.5546015524208	1.5594971561124	0.3349024131579	47.0248613649808	9.9582419523654
0.3535081027778	27.5586584566176	1.5609746593572	0.3535081027778	47.0240713950862	9.9582351181255
0.3721137923977	27.5577812212434	1.5605762896853	0.3721137923977	47.0251140522292	9.9585125582516
0.3907194820176	27.5602199985975	1.5612313274864	0.3907194820176	47.0245177980559	9.9581612462865
