Calc			ExtMarker		
t	x	y	t	x	y
0.357675112	78.34954789	-7.036557591	0	59.57387917	16.34489862
0.41728763	77.98584061	-7.012730482	0.059612519	59.55952431	16.34515966
0.476900149	78.04658059	-6.820804883	0.119225037	59.54175333	16.34644561
0.536512668	77.64924737	-6.818252854	0.178837556	59.42642331	16.3455356
0.596125186	77.63124385	-6.603514887	0.238450075	59.20500597	16.34085723
0.655737705	76.77426345	-6.551681964	0.298062593	59.09908415	16.34391975
0.715350224	76.82066152	-6.356299343	0.357675112	59.04088355	16.34520652
0.774962742	76.43290374	-6.346521416	0.41728763	58.99227811	16.34426699
0.834575261	76.19460081	-6.126354591	0.476900149	58.96452859	16.34245371
0.894187779	75.51141236	-6.109568803	0.536512668	58.97466979	16.34517518
0.953800298	74.99659387	-5.893173065	0.596125186	58.80707787	16.34374129
1.013412817	74.76724808	-5.680639954	0.655737705	58.51798506	16.33174317
1.073025335	74.09083376	-5.62614774	0.715350224	58.25486411	16.33365933
1.132637854	74.22826367	-5.63812878	0.774962742	58.0842709	16.33806787
1.192250373	74.3918158	-5.635617348	0.834575261	57.78098061	16.33494074
1.251862891	74.3373792	-5.624139136	0.894187779	57.38851893	16.33070019
1.31147541	74.1855126	-5.62099165	0.953800298	57.04408769	16.32924786
1.371087928	74.32937855	-5.616026174	1.013412817	56.89818037	16.31844635
1.430700447	74.63198358	-5.636130863	1.073025335	56.88320699	16.3282688
1.490312966	74.86965159	-5.638778551	1.132637854	56.82136638	16.31857484
1.549925484	75.11079014	-5.633920444	1.192250373	56.7788916	16.31194858
1.609538003	75.58947181	-5.630444068	1.251862891	56.78753977	16.31113967
1.669150522	76.02351982	-5.629901795	1.31147541	56.80527975	16.30830297
1.72876304	75.7036082	-5.614549849	1.371087928	56.83706333	16.30352897
1.788375559	75.82952101	-5.608992936	1.430700447	56.83580898	16.30079235
1.847988077	75.95937192	-5.624665941	1.490312966	56.85570314	16.29769267
1.907600596	76.09890462	-5.620888149	1.549925484	56.88500054	16.29639641
1.967213115	76.2118404	-5.631071271	1.609538003	56.94979021	16.29451354
2.026825633	76.34419533	-5.6201746	1.669150522	56.98455662	16.28729661
2.086438152	76.57110171	-5.621951636	1.72876304	56.96552758	16.29029426
2.146050671	76.59677642	-5.610437347	1.788375559	56.96376315	16.2907581
2.205663189	76.62254502	-5.609549152	1.847988077	56.96065087	16.2931426
2.265275708	76.83706115	-5.623604617	1.907600596	56.95171658	16.2928363
2.324888227	77.07949857	-5.620921848	1.967213115	56.95824181	16.29447889
2.384500745	77.08568045	-5.599434595	2.026825633	56.96494526	16.3000666
2.444113264	77.12385358	-5.604460049	2.086438152	56.95558005	16.29497011
2.503725782	77.21894116	-5.631548651	2.146050671	56.96782761	16.29531638
2.563338301	77.45429527	-5.614896342	2.205663189	56.95625841	16.29491594
2.62295082	77.56027626	-5.600400427	2.265275708	56.93812113	16.29640626
2.682563338	77.41782837	-5.810326391	2.324888227	56.93764174	16.29583
2.742175857	77.55916582	-5.815428169	2.384500745	56.92465225	16.29469358
2.801788376	77.79114652	-5.826803355	2.444113264	56.93093459	16.29535767
2.861400894	78.08095946	-5.845403112	2.503725782	56.94806809	16.29983179
2.921013413	78.42501072	-5.87019233	2.563338301	56.96652737	16.29428477
2.980625931	78.5077297	-5.827529974	2.62295082	56.95872335	16.29328678
3.04023845	78.6382903	-5.846292044	2.682563338	56.98431059	16.29262086
3.099850969	79.05810909	-5.839865579	2.742175857	56.98550983	16.29325438
3.159463487	79.10503851	-5.831583438	2.801788376	56.98300997	16.29471046
3.219076006	79.02693291	-5.784411685	2.861400894	56.97639028	16.29442102
3.278688525	78.99177655	-5.752288791	2.921013413	56.98079516	16.29389508
3.338301043	79.39157687	-5.595364643	2.980625931	57.02642975	16.30016483
3.397913562	79.59267746	-5.594243584	3.04023845	57.16454635	16.29994753
3.45752608	79.90848466	-5.605399099	3.099850969	57.22727666	16.30148222
3.517138599	80.0170681	-5.581418672	3.159463487	57.24670663	16.30148454
3.576751118	80.20773724	-5.569081317	3.219076006	57.19115764	16.29837793
3.636363636	79.90525798	-5.7856485	3.278688525	57.12908952	16.30101396
3.695976155	79.90811856	-5.798035349	3.338301043	57.13415923	16.302852
3.755588674	80.14746645	-5.595846178	3.397913562	57.15276249	16.30268328
3.815201192	79.82282938	-5.560392391	3.45752608	57.16746016	16.30206726
3.874813711	79.78063145	-5.55497753	3.517138599	57.18050482	16.30256533
3.93442623	79.97296152	-5.564601226	3.576751118	57.18683958	16.30254901
3.994038748	79.96056891	-5.555207208	3.636363636	57.18521093	16.30320392
4.053651267	79.89795134	-5.799607443	3.695976155	57.19533672	16.30386714
4.113263785	80.00352974	-6.025108611	3.755588674	57.15305664	16.30407362
4.172876304	80.11822589	-6.053343432	3.815201192	57.14190798	16.3042899
4.232488823	80.27908947	-6.044653985	3.874813711	57.13931992	16.30522079
4.292101341	80.24210811	-6.033309599	3.93442623	57.14988288	16.30550814
4.35171386	80.35107851	-6.054847714	3.994038748	57.14640725	16.30606299
4.411326379	80.60324151	-6.06559319	4.053651267	57.16155766	16.3057286
4.470938897	80.23324418	-6.247052022	4.113263785	57.21867586	16.30658706
4.530551416	80.4464366	-6.262176708	4.172876304	57.20789223	16.30655578
4.590163934	80.38433956	-6.282661357	4.232488823	57.2151724	16.30636115
4.649776453	80.53580759	-6.279227857	4.292101341	57.18691511	16.3059405
4.709388972	80.57855806	-6.290157004	4.35171386	57.20088641	16.30578278
4.76900149	80.29067773	-6.276962091	4.411326379	57.22084807	16.30221259
4.828614009	80.27530172	-6.277718305	4.470938897	57.21898873	16.30082059
4.888226528	80.45664173	-6.279303352	4.530551416	57.21971971	16.30019442
4.947839046	80.32205345	-6.515887562	4.590163934	57.20384072	16.3021041
5.007451565	80.6869372	-6.512181032	4.649776453	57.20904264	16.3020938
5.067064083	80.36477954	-6.771478508	4.709388972	57.1856345	16.30573714
5.126676602	80.30945309	-7.002709206	4.76900149	57.13571643	16.30477435
5.186289121	80.32977971	-7.027607944	4.828614009	57.12871721	16.3062416
5.245901639	80.33846018	-7.03903963	4.888226528	57.13849175	16.30828472
5.305514158	80.29056131	-7.021386414	4.947839046	57.1308546	16.31027968
5.365126677	80.18857076	-6.983838447	5.007451565	57.14313588	16.31217156
5.424739195	80.0720819	-7.017209459	5.067064083	57.14463826	16.31122903
5.484351714	79.71741254	-6.97892834	5.126676602	57.17964474	16.30937737
5.543964232	79.41798812	-7.034215154	5.186289121	57.16220043	16.30719388
5.603576751	79.27195817	-6.996827848	5.245901639	57.15471943	16.30466799
5.66318927	79.01733363	-7.005332852	5.305514158	57.14985823	16.30320402
5.722801788	78.88251321	-7.027168056	5.365126677	57.13052715	16.30302696
5.782414307	78.60681683	-7.013827549	5.424739195	57.09656435	16.30281513
5.842026826	78.6941337	-6.824288004	5.484351714	57.09026872	16.30531376
5.901639344	78.23574893	-6.776463177	5.543964232	57.12009052	16.30578888
5.961251863	78.1621576	-6.80280734	5.603576751	57.1274587	16.30594749
6.020864382	77.93716007	-6.80471207	5.66318927	57.09479639	16.30608849
6.0804769	77.72726305	-6.803274895	5.722801788	57.0857849	16.30907237
6.140089419	77.84994746	-6.578566104	5.782414307	57.06280644	16.30817786
6.199701937	77.45075806	-6.576584132	5.842026826	57.07402737	16.30864486
6.259314456	76.99883744	-6.576797417	5.901639344	57.04480175	16.30690661
6.318926975	77.09245067	-6.347494516	5.961251863	57.0609217	16.30477169
6.378539493	76.75736012	-6.320191874	6.020864382	57.02747063	16.3050595
6.438152012	76.41298582	-6.333553533	6.0804769	56.94917452	16.30451548
6.497764531	76.19487204	-6.329884926	6.140089419	56.81946811	16.30445087
6.557377049	76.4065113	-6.131146455	6.199701937	56.77940437	16.30538661
6.616989568	76.03613674	-6.094043943	6.259314456	56.71244417	16.30243386
6.676602086	75.68114222	-6.093384955	6.318926975	56.55106082	16.30006142
6.736214605	75.70732809	-5.901498101	6.378539493	56.43282849	16.29807341
6.795827124	75.37946364	-5.869199312	6.438152012	56.28241358	16.29728984
6.855439642	75.28312165	-5.860236954	6.497764531	56.25639983	16.293305
6.915052161	75.12859258	-5.867291127	6.557377049	56.11991262	16.29261273
6.97466468	75.04557401	-5.639710158	6.616989568	56.03247339	16.29476175
7.034277198	74.42327861	-5.625390092	6.676602086	55.84319952	16.29805368
7.093889717	73.95050599	-5.614545923	6.736214605	55.67357874	16.29817976
7.153502235	74.04504872	-5.457441559	6.795827124	55.44696062	16.29805256
7.213114754	73.65378517	-5.410535384	6.855439642	55.26345909	16.29898574
7.272727273	73.15983935	-5.384659383	6.915052161	54.99687488	16.29354706
7.332339791	73.27656699	-5.212225178	6.97466468	54.77435121	16.2888283
7.39195231	72.90542143	-5.175485792	7.034277198	54.59428916	16.29380902
7.451564829	72.38688652	-5.151772126	7.093889717	54.41522445	16.2865397
7.511177347	72.45932154	-4.962567856	7.153502235	54.2721018	16.28357931
7.570789866	72.08567848	-4.957857644	7.213114754	54.11606588	16.28567593
7.630402385	72.21718861	-4.94600979	7.272727273	53.98385048	16.29023225
7.690014903	72.17994891	-4.929881285	7.332339791	53.83241663	16.29208278
7.749627422	72.18481247	-4.928368454	7.39195231	53.69149758	16.28736625
7.80923994	72.18020769	-4.927620213	7.451564829	53.52700737	16.28688911
7.868852459	72.14175037	-4.92034244	7.511177347	53.40387792	16.28174603
7.928464978	72.07495472	-4.943817938	7.570789866	53.36077226	16.27710458
7.988077496	71.83820741	-4.941762959	7.630402385	53.39169613	16.26775815
8.047690015	71.70923412	-4.926295462	7.690014903	53.41501937	16.26004529
8.107302534	71.56154933	-4.923637495	7.749627422	53.43228577	16.25672943
8.166915052	71.38874765	-4.901254411	7.80923994	53.44797972	16.25467457
8.226527571	71.4023258	-4.915452207	7.868852459	53.44332441	16.25357126
8.286140089	71.40865549	-4.923147681	7.928464978	53.45092589	16.25369206
8.345752608	71.39285103	-4.921896529	7.988077496	53.44634861	16.25353422
8.405365127	71.37581585	-4.925932059	8.047690015	53.4373343	16.25272427
8.464977645	71.31677201	-4.94451528	8.107302534	53.44287507	16.25133378
8.524590164	71.21542374	-4.937509197	8.166915052	53.43939124	16.25089276
8.584202683	71.23901233	-4.951799149	8.226527571	53.44045743	16.24862507
8.643815201	71.65850792	-4.955624964	8.286140089	53.44301658	16.24786835
8.70342772	71.9635348	-4.968366461	8.345752608	53.44391957	16.24786384
8.763040238	72.1954493	-4.962838067	8.405365127	53.44781138	16.24796323
8.822652757	72.2451237	-4.95566556	8.464977645	53.45473507	16.24868655
8.882265276	72.24365972	-4.938420798	8.524590164	53.45709339	16.2485703
8.941877794	72.43810207	-4.940343257	8.584202683	53.46310494	16.24876546
9.001490313	72.71829118	-4.957379762	8.643815201	53.47663644	16.24669033
9.061102832	73.00174534	-4.968842108	8.70342772	53.48246665	16.24158827
9.12071535	73.21977382	-4.967244586	8.763040238	53.48256247	16.23345869
9.180327869	73.09833747	-5.09231389	8.822652757	53.45527192	16.23115338
9.239940387	73.290197	-5.170385616	8.882265276	53.46738262	16.23031367
9.299552906	73.50089411	-5.171586533	8.941877794	53.51183205	16.22486153
9.359165425	73.68916743	-5.17469302	9.001490313	53.52870789	16.22479841
9.418777943	73.81953577	-5.168698702	9.061102832	53.49741539	16.22898759
9.478390462	73.96943871	-5.183807988	9.12071535	53.47997424	16.22768068
9.538002981	74.14798511	-5.170980279	9.180327869	53.47701603	16.22689465
9.597615499	74.26183428	-5.163923707	9.239940387	53.48073192	16.2305335
9.657228018	74.58602259	-5.173915493	9.299552906	53.50104227	16.23187109
9.716840537	74.62379942	-5.370280913	9.359165425	53.5282953	16.23300277
9.776453055	74.85922469	-5.396648291	9.418777943	53.54363889	16.23438323
9.836065574	75.20235179	-5.439580406	9.478390462	53.57712365	16.23547073
9.895678092	75.0475293	-5.567931051	9.538002981	53.58938845	16.23339935
9.955290611	75.16873763	-5.607060036	9.597615499	53.58147548	16.23198739
10.01490313	75.25272806	-5.622838741	9.657228018	53.5868735	16.23637608
10.07451565	75.25976147	-5.623269105	9.716840537	53.60387241	16.23430712
10.13412817	75.38650219	-5.620351532	9.776453055	53.7255589	16.23711131
10.19374069	75.54150353	-5.611990721	9.836065574	53.75434722	16.23525198
10.2533532	75.7556234	-5.647585703	9.895678092	53.76575261	16.23590432
10.31296572	75.92213683	-5.625584176	9.955290611	53.77492351	16.23415747
10.37257824	76.09667533	-5.620831	10.01490313	53.81496817	16.234468
10.43219076	76.2867848	-5.626277934	10.07451565	53.84024898	16.23488205
10.49180328	76.48656525	-5.653110278	10.13412817	53.82986646	16.23837789
10.5514158	76.65687689	-5.635565595	10.19374069	53.79450738	16.23656311
10.61102832	76.95231875	-5.666578022	10.2533532	53.87738781	16.23994896
10.67064083	77.14975466	-5.654270309	10.31296572	53.95972474	16.24358684
10.73025335	77.02791263	-5.800028431	10.37257824	53.98122659	16.24677297
10.78986587	77.02939897	-5.782864698	10.43219076	53.98733812	16.2494955
10.84947839	77.16386355	-5.827308238	10.49180328	54.01079007	16.24863848
10.90909091	77.60352435	-5.854269383	10.5514158	54.01740246	16.25068277
10.96870343	77.60534202	-6.049079558	10.61102832	54.08200025	16.25236377
11.02831595	77.74458482	-6.05159019	10.67064083	54.0644372	16.25435927
11.08792846	77.97826233	-6.050918057	10.73025335	54.04382633	16.24742736
11.14754098	78.06297288	-6.059213231	10.78986587	54.06031791	16.2484688
11.2071535	78.15984043	-6.075103999	10.84947839	54.07194076	16.25026819
11.26676602	78.36785478	-6.084587219	10.90909091	54.13947685	16.24915469
11.32637854	78.56055305	-6.07900769	10.96870343	54.26714362	16.24966244
11.38599106	78.86286447	-6.106366566	11.02831595	54.31578214	16.24918914
11.44560358	79.02756929	-6.073558504	11.08792846	54.38759132	16.24553436
11.5052161	78.87199527	-6.057167363	11.14754098	54.45975902	16.25013682
11.56482861	78.78474563	-6.03743986	11.2071535	54.47249784	16.24962323
11.62444113	78.73189438	-6.021834004	11.26676602	54.50214373	16.25312824
11.68405365	78.78530344	-6.040041113	11.32637854	54.51963085	16.25520767
11.74366617	78.86834112	-6.066708187	11.38599106	54.63261392	16.25958818
11.80327869	79.26352059	-6.084247095	11.44560358	54.75182029	16.26135882
11.86289121	79.12287575	-6.28774337	11.5052161	54.7353506	16.26277553
11.92250373	79.26428416	-6.292091899	11.56482861	54.73032298	16.26426538
11.98211624	79.33483306	-6.308767345	11.62444113	54.73135638	16.26453223
12.04172876	79.49031527	-6.317258482	11.68405365	54.72846126	16.26621518
12.10134128	79.61307688	-6.334350477	11.74366617	54.73900079	16.26642129
12.1609538	79.63502348	-6.336780895	11.80327869	54.79834342	16.2671712
12.22056632	79.74469887	-6.322198351	11.86289121	54.90452168	16.26686083
12.28017884	79.49430873	-6.475276246	11.92250373	54.99110194	16.2678659
12.33979136	79.60385915	-6.526946653	11.98211624	55.01865679	16.26761019
12.39940387	79.61143433	-6.535871505	12.04172876	55.08161029	16.27169386
12.45901639	79.67952705	-6.550634266	12.10134128	55.15773623	16.2714337
12.51862891	79.58941958	-6.541543234	12.1609538	55.1889735	16.27191492
12.57824143	79.57678098	-6.541254164	12.22056632	55.21071838	16.27257865
12.63785395	79.6319602	-6.564810468	12.28017884	55.23268387	16.27442638
12.69746647	79.52911205	-6.729209818	12.33979136	55.2551458	16.27331069
12.75707899	79.55934859	-6.973396182	12.39940387	55.23958082	16.27228504
12.81669151	79.60739556	-7.017476726	12.45901639	55.23630442	16.27182714
12.87630402	80.00670196	-7.033570973	12.51862891	55.22778377	16.27379768
12.93591654	79.98528704	-7.235931376	12.57824143	55.21863768	16.27454403
12.99552906	80.12261899	-7.295752632	12.63785395	55.23023006	16.27608245
13.05514158	80.06663393	-7.490003508	12.69746647	55.24655548	16.2795002
13.1147541	80.03557566	-7.494120267	12.75707899	55.29485487	16.27853041
13.17436662	79.94347051	-7.471820697	12.81669151	55.27838163	16.27836049
13.23397914	79.66017042	-7.504883552	12.87630402	55.30634888	16.28463804
13.29359165	79.54388119	-7.491504518	12.93591654	55.49490809	16.28579595
13.35320417	79.49562614	-7.488367135	12.99552906	55.49465405	16.2843244
13.41281669	79.12771357	-7.49531859	13.05514158	55.49347607	16.28022005
13.47242921	79.00915703	-7.451784804	13.1147541	55.44756125	16.28112092
13.53204173	79.0968001	-7.303254763	13.17436662	55.40544694	16.28090245
13.59165425	78.90740667	-7.280313786	13.23397914	55.3694238	16.28053729
13.65126677	78.63320743	-7.276111299	13.29359165	55.35551824	16.28113677
13.71087928	78.35446728	-7.262381217	13.35320417	55.32775954	16.28173378
13.7704918	78.38757387	-7.104155641	13.41281669	55.27431563	16.27754567
13.83010432	78.14720591	-7.064007157	13.47242921	55.16905334	16.27770625
13.88971684	78.00157728	-7.043100533	13.53204173	55.10338353	16.27371734
13.94932936	77.8070028	-7.041143014	13.59165425	55.09023034	16.27328704
14.00894188	77.60099442	-7.032095774	13.65126677	54.99292435	16.27236548
14.0685544	77.38097111	-7.025478058	13.71087928	54.89847398	16.27022068
14.12816692	77.44583469	-6.864516956	13.7704918	54.81837785	16.27143374
14.18777943	77.09427272	-6.816121476	13.83010432	54.78542512	16.26987708
14.24739195	76.74008933	-6.806251745	13.88971684	54.73226192	16.27163963
14.30700447	76.51562048	-6.804763836	13.94932936	54.6789157	16.2705116
14.36661699	76.12970673	-6.764996503	14.00894188	54.63692869	16.26741464
14.42622951	76.29932747	-6.619670205	14.0685544	54.63285708	16.26740463
