Calc			ExtMarker		
14.48584203	76.02485787	-6.568649936	14.12816692	54.59243829	16.26413833
14.54545455	76.89929506	-6.850382302	14.18777943	54.55430892	16.26700766
14.60506706	82.60230344	-8.238002774	14.24739195	54.44745224	16.26412656
14.66467958	87.54135462	-10.13316959	14.30700447	54.37607538	16.26063554
14.7242921	103.2916358	-5.946270722	14.36661699	54.25510618	16.2617887
14.78390462	103.2134157	-6.145085516	14.42622951	54.1034895	16.26109212
					
					
					
					
