FASC			ExtMarker		
4.463783338	4.19556626	0	4.463783338	45.01590467	0
4.48253873	4.165340003	0	4.48253873	45.01601911	0
4.501294122	4.067884753	0	4.501294122	45.01616168	0
4.520049514	3.95429226	0	4.520049514	45.01360889	0
4.538804906	3.891843724	0	4.538804906	45.0153493	0
4.557560299	3.745029952	0	4.557560299	45.01574556	0
4.576315691	3.541029599	0	4.576315691	45.01632964	0
4.595071083	3.372792286	0	4.595071083	45.0155533	0
4.613826475	3.18464317	0	4.613826475	45.01544927	0
4.632581867	3.089536938	0	4.632581867	45.01677232	0
4.651337259	2.87465886	0	4.651337259	45.01675232	0
4.670092652	2.694747974	0	4.670092652	45.01775662	0
4.688848044	2.519509539	0	4.688848044	45.01831845	0
4.707603436	2.326013288	0	4.707603436	45.01780253	0
4.726358828	2.178262257	0	4.726358828	45.01788865	0
4.74511422	2.089059126	0	4.74511422	45.01797126	0
4.763869613	1.900896911	0	4.763869613	45.01805446	0
4.782625005	1.760255453	0	4.782625005	45.01921691	0
4.801380397	1.5924984	0	4.801380397	45.01826531	0
4.820135789	1.490949692	0	4.820135789	45.01778165	0
4.838891181	1.455941431	0	4.838891181	45.01835648	0
4.857646573	1.370556427	0	4.857646573	45.0186339	0
4.876401966	1.410188897	0	4.876401966	45.01843671	0
4.895157358	1.349977704	0	4.895157358	45.01881813	0
4.91391275	1.26958674	0	4.91391275	45.01856017	0
4.932668142	1.208433574	0	4.932668142	45.01791865	0
4.951423534	1.20680669	0	4.951423534	45.01763518	0
4.970178926	1.143819187	0	4.970178926	45.01764088	0
4.988934319	1.081235095	0	4.988934319	45.01679732	0
5.007689711	1.03751239	0	5.007689711	45.01640155	0
5.026445103	0.96858242	0	5.026445103	45.01471416	0
5.045200495	0.92924367	0	5.045200495	45.01559765	0
5.063955887	0.919489795	0	5.063955887	45.01798452	0
5.082711279	0.920188808	0	5.082711279	45.01693371	0
5.101466672	0.928033223	0	5.101466672	45.01289165	0
5.120222064	0.930539521	0	5.120222064	45.00953365	0
5.138977456	0.92839741	0	5.138977456	45.01029052	0
5.157732848	0.929288363	0	5.157732848	45.00915584	0
5.17648824	0.933128631	0	5.17648824	45.0084228	0
5.195243633	0.93444271	0	5.195243633	45.00570439	0
5.213999025	0.933518896	0	5.213999025	45.0060209	0
5.232754417	0.933437438	0	5.232754417	45.00286202	0
5.251509809	0.93500081	0	5.251509809	45.00620897	0
5.270265201	0.932721106	0	5.270265201	45.00417315	0
5.289020593	0.930079231	0	5.289020593	45.00182268	0
5.307775986	0.934312178	0	5.307775986	44.99980576	0
5.326531378	0.934829673	0	5.326531378	45.00205211	0
5.34528677	0.932010865	0	5.34528677	45.0033687	0
5.364042162	0.932706839	0	5.364042162	45.00707524	0
5.382797554	0.931957209	0	5.382797554	45.00472636	0
5.401552946	0.930575544	0	5.401552946	45.00214513	0
5.420308339	0.927853741	0	5.420308339	45.00198919	0
5.439063731	0.928250352	0	5.439063731	45.00310105	0
5.457819123	0.929040536	0	5.457819123	45.00477224	0
5.476574515	0.928369935	0	5.476574515	45.00249626	0
5.495329907	0.927250727	0	5.495329907	45.00250748	0
5.5140853	0.926291809	0	5.5140853	45.0033547	0
5.532840692	0.924753192	0	5.532840692	45.00572618	0
5.551596084	0.925222772	0	5.551596084	45.00989131	0
5.570351476	0.929075279	0	5.570351476	45.00850463	0
5.589106868	0.933146164	0	5.589106868	45.00785576	0
5.60786226	0.933648198	0	5.60786226	45.00939277	0
5.626617653	0.934471347	0	5.626617653	45.01220619	0
5.645373045	0.932434148	0	5.645373045	45.01326524	0
5.664128437	0.932921517	0	5.664128437	45.01467697	0
5.682883829	0.933608906	0	5.682883829	45.01527893	0
5.701639221	0.931627501	0	5.701639221	45.01435722	0
5.720394613	0.933841635	0	5.720394613	45.01045841	0
5.739150006	0.935200111	0	5.739150006	45.01446757	0
5.757905398	0.932481807	0	5.757905398	45.01065123	0
5.77666079	0.930083602	0	5.77666079	45.00631022	0
5.795416182	0.930963155	0	5.795416182	45.00525578	0
5.814171574	0.931878721	0	5.814171574	45.00800191	0
5.832926967	0.929134318	0	5.832926967	45.00996395	0
5.851682359	0.931038583	0	5.851682359	45.00807943	0
5.870437751	0.933316196	0	5.870437751	45.00903638	0
5.889193143	0.932831152	0	5.889193143	45.00697488	0
5.907948535	0.933456872	0	5.907948535	45.00988621	0
5.926703927	0.933885559	0	5.926703927	45.00824302	0
5.94545932	0.933388504	0	5.94545932	45.00879316	0
5.964214712	0.934168213	0	5.964214712	45.00840686	0
5.982970104	0.935851904	0	5.982970104	45.00474861	0
6.001725496	0.937774858	0	6.001725496	45.0070548	0
6.020480888	0.936127017	0	6.020480888	45.00591075	0
6.03923628	0.936760264	0	6.03923628	45.00306639	0
6.057991673	0.94286388	0	6.057991673	45.00606083	0
6.076747065	0.943129185	0	6.076747065	45.00586282	0
6.095502457	0.941908434	0	6.095502457	45.00642272	0
6.114257849	0.938177206	0	6.114257849	45.00605832	0
6.133013241	0.936894275	0	6.133013241	45.00658166	0
6.151768633	0.935144538	0	6.151768633	45.00832589	0
6.170524026	0.935006171	0	6.170524026	45.00935868	0
6.189279418	0.935696128	0	6.189279418	45.00833922	0
6.20803481	0.93639403	0	6.20803481	45.01084271	0
6.226790202	0.938374642	0	6.226790202	45.01103649	0
6.245545594	0.936354863	0	6.245545594	45.01365035	0
6.264300987	0.934346962	0	6.264300987	45.01458546	0
6.283056379	0.933031509	0	6.283056379	45.01390317	0
6.301811771	0.933350115	0	6.301811771	45.0146878	0
6.320567163	0.932346027	0	6.320567163	45.01670432	0
6.339322555	0.932851055	0	6.339322555	45.01487345	0
6.358077947	0.931354336	0	6.358077947	45.01634999	0
6.37683334	0.929959174	0	6.37683334	45.01420852	0
6.395588732	0.935013627	0	6.395588732	45.01432951	0
6.414344124	0.938456228	0	6.414344124	45.01733706	0
6.433099516	0.938989775	0	6.433099516	45.01498938	0
6.451854908	0.939409732	0	6.451854908	45.01476079	0
6.4706103	0.941335528	0	6.4706103	45.01417601	0
6.489365693	0.956609033	0	6.489365693	45.01551243	0
6.508121085	0.967123707	0	6.508121085	45.01623035	0
6.526876477	0.998213084	0	6.526876477	45.01455723	0
6.545631869	1.051686226	0	6.545631869	45.01625584	0
6.564387261	1.090325769	0	6.564387261	45.01614829	0
6.583142654	1.211366449	0	6.583142654	45.01705916	0
6.601898046	1.327927344	0	6.601898046	45.01645374	0
6.620653438	1.483573943	0	6.620653438	45.01463908	0
6.63940883	1.668952891	0	6.63940883	45.01637408	0
6.658164222	1.720979024	0	6.658164222	45.01694427	0
6.676919614	1.912017396	0	6.676919614	45.01629318	0
6.695675007	2.146991614	0	6.695675007	45.01715007	0
6.714430399	2.386006773	0	6.714430399	45.01828354	0
6.733185791	2.824455911	0	6.733185791	45.01849818	0
6.751941183	3.28214653	0	6.751941183	45.01937865	0
6.770696575	3.852783644	0	6.770696575	45.0211819	0
6.789451967	4.068493071	0	6.789451967	45.02076621	0
6.80820736	4.576805274	0	6.80820736	45.02312814	0
6.826962752	5.165146188	0	6.826962752	45.02112713	0
6.845718144	5.604710592	0	6.845718144	45.01722003	0
6.864473536	5.776381956	0	6.864473536	45.01309119	0
6.883228928	6.063330388	0	6.883228928	45.01158673	0
6.90198432	6.498955531	0	6.90198432	45.01139232	0
6.920739713	7.098194447	0	6.920739713	45.01241404	0
6.939495105	7.804125532	0	6.939495105	44.99786752	0
6.958250497	8.298261615	0	6.958250497	45.00122038	0
6.977005889	9.527233248	0	6.977005889	44.9749059	0
