mass_B			ExtMarker		
t	x	y	t	x	y
0	32.91867438	0	0	3.120638706	0
0.025074597	32.92335426	0	0.025074597	3.120642945	0
0.050149194	32.92722326	0	0.050149194	3.121521849	0
0.075223791	32.93289778	0	0.075223791	3.127257681	0
0.100298388	32.9424436	0	0.100298388	3.129735774	0
0.125372985	32.94134864	0	0.125372985	3.131198196	0
0.150447582	32.93158641	0	0.150447582	3.127647952	0
0.175522179	32.92960174	0	0.175522179	3.130595045	0
0.200596775	32.93049422	0	0.200596775	3.128596186	0
0.225671372	32.92850496	0	0.225671372	3.127229927	0
0.250745969	32.93035726	0	0.250745969	3.136042067	0
0.275820566	32.92321216	0	0.275820566	3.130672499	0
0.300895163	32.92200785	0	0.300895163	3.132662255	0
0.32596976	32.92479009	0	0.32596976	3.133602745	0
0.351044357	32.9226371	0	0.351044357	3.132354413	0
0.376118954	32.92128191	0	0.376118954	3.13079131	0
0.401193551	32.92043365	0	0.401193551	3.128973217	0
0.426268148	32.91998214	0	0.426268148	3.127762155	0
0.451342745	32.92204324	0	0.451342745	3.129523506	0
0.476417342	32.92120337	0	0.476417342	3.133642233	0
0.501491939	32.92154941	0	0.501491939	3.135028357	0
0.526566535	32.92251547	0	0.526566535	3.138147668	0
0.551641132	32.92150462	0	0.551641132	3.133095965	0
0.576715729	32.92222395	0	0.576715729	3.132382891	0
0.601790326	32.92506897	0	0.601790326	3.136780347	0
0.626864923	32.92543738	0	0.626864923	3.134485555	0
0.65193952	32.92361407	0	0.65193952	3.128065601	0
0.677014117	32.92433683	0	0.677014117	3.127634113	0
0.702088714	32.92567744	0	0.702088714	3.124325569	0
0.727163311	32.92831056	0	0.727163311	3.128324594	0
0.752237908	32.93598902	0	0.752237908	3.118483692	0
0.777312505	32.94431073	0	0.777312505	3.117554042	0
0.802387102	32.93496195	0	0.802387102	3.117201706	0
0.827461699	32.93676635	0	0.827461699	3.118390303	0
0.852536296	32.92968994	0	0.852536296	3.122223055	0
0.877610892	32.92710252	0	0.877610892	3.122326334	0
0.902685489	32.92466475	0	0.902685489	3.122633693	0
0.927760086	32.92456943	0	0.927760086	3.121828764	0
0.952834683	32.92395781	0	0.952834683	3.12057226	0
0.97790928	32.92229057	0	0.97790928	3.11991206	0
1.002983877	32.92186676	0	1.002983877	3.11874986	0
1.028058474	32.91911263	0	1.028058474	3.117924165	0
1.053133071	32.91858317	0	1.053133071	3.117131196	0
1.078207668	32.91999277	0	1.078207668	3.11643386	0
1.103282265	32.91890932	0	1.103282265	3.115931781	0
1.128356862	32.91639664	0	1.128356862	3.116969075	0
1.153431459	32.91393815	0	1.153431459	3.117119837	0
1.178506056	32.9178468	0	1.178506056	3.120869065	0
1.203580652	32.91656463	0	1.203580652	3.123659014	0
1.228655249	32.91181627	0	1.228655249	3.1238003	0
1.253729846	32.91126115	0	1.253729846	3.127899341	0
1.278804443	32.91007214	0	1.278804443	3.125780539	0
1.30387904	32.90149579	0	1.30387904	3.118588351	0
1.328953637	32.8935846	0	1.328953637	3.112134152	0
1.354028234	32.89725195	0	1.354028234	3.111482589	0
1.379102831	32.89700332	0	1.379102831	3.110506861	0
1.404177428	32.90543437	0	1.404177428	3.110308591	0
1.429252025	32.91265067	0	1.429252025	3.110098692	0
1.454326622	32.91896469	0	1.454326622	3.099686031	0
1.479401219	32.92199004	0	1.479401219	3.098799248	0
1.504475816	32.92301631	0	1.504475816	3.104101163	0
1.529550412	32.93228888	0	1.529550412	3.105311646	0
1.554625009	32.93597094	0	1.554625009	3.105167336	0
1.579699606	32.94883115	0	1.579699606	3.114993704	0
1.604774203	32.95778535	0	1.604774203	3.115639036	0
1.6298488	32.98484514	0	1.6298488	3.119109177	0
1.654923397	32.99347793	0	1.654923397	3.120493784	0
1.679997994	32.99794644	0	1.679997994	3.122082398	0
1.705072591	33.01029084	0	1.705072591	3.125129889	0
1.730147188	33.00655713	0	1.730147188	3.126306507	0
1.755221785	33.00587128	0	1.755221785	3.137906711	0
1.780296382	32.99919029	0	1.780296382	3.149761288	0
1.805370979	32.99657457	0	1.805370979	3.144404594	0
1.830445576	33.00613287	0	1.830445576	3.15508048	0
1.855520173	33.00641725	0	1.855520173	3.157021551	0
1.880594769	33.00879624	0	1.880594769	3.153394067	0
1.905669366	33.01154981	0	1.905669366	3.148963658	0
1.930743963	33.0098178	0	1.930743963	3.142583461	0
1.95581856	33.00421849	0	1.95581856	3.144507602	0
1.980893157	32.99140104	0	1.980893157	3.148631285	0
2.005967754	32.96846535	0	2.005967754	3.129250157	0
2.031042351	32.96300966	0	2.031042351	3.119196719	0
2.056116948	32.90349923	0	2.056116948	3.118132972	0
2.081191545	32.88552314	0	2.081191545	3.122790179	0
2.106266142	32.88019823	0	2.106266142	3.122642095	0
2.131340739	32.86308738	0	2.131340739	3.126851759	0
2.156415336	32.86128902	0	2.156415336	3.134220509	0
2.181489933	32.8582569	0	2.181489933	3.138304987	0
2.206564529	32.86242117	0	2.206564529	3.140510221	0
2.231639126	32.86074693	0	2.231639126	3.134883366	0
2.256713723	32.85942228	0	2.256713723	3.148144885	0
2.28178832	32.85926739	0	2.28178832	3.151391405	0
2.306862917	32.86833242	0	2.306862917	3.146554483	0
2.331937514	32.86129789	0	2.331937514	3.140062303	0
