Fasc_dist			mass_A		
t	x	y	t	x	y
0	6.415301138	2.732063332	0	10.77563951	8.825179749
0.059612519	6.463706104	2.726137085	0.059612519	10.77613397	8.825283574
0.119225037	6.543423226	2.717768368	0.119225037	10.77477237	8.825083239
0.178837556	6.631319624	2.708317767	0.178837556	10.77595207	8.825101892
0.238450075	6.741565783	2.696411852	0.238450075	10.77712476	8.825006905
0.298062593	6.843069476	2.686043032	0.298062593	10.77934883	8.824796774
0.357675112	6.892288187	2.680832756	0.357675112	10.78003975	8.824459545
0.41728763	6.949320671	2.67654322	0.41728763	10.77894734	8.82479358
0.476900149	7.00853581	2.670519228	0.476900149	10.77913732	8.824835253
0.536512668	7.057246729	2.667166052	0.536512668	10.77911879	8.824871008
0.596125186	7.109276905	2.664827585	0.596125186	10.7770922	8.82508513
0.655737705	7.139303838	2.663637752	0.655737705	10.77611816	8.825226165
0.715350224	7.218653159	2.655566935	0.715350224	10.77628791	8.825313657
0.774962742	7.336190749	2.641231265	0.774962742	10.78039744	8.824679118
0.834575261	7.429194917	2.629966438	0.834575261	10.78436048	8.823895928
0.894187779	7.483651813	2.624574288	0.894187779	10.78264389	8.824202281
0.953800298	7.511533134	2.616361897	0.953800298	10.77962706	8.824094441
1.013412817	7.627218362	2.597912113	1.013412817	10.77987316	8.824087935
1.073025335	7.721824851	2.582482617	1.073025335	10.78186584	8.824285724
1.132637854	7.767752908	2.589258494	1.132637854	10.78536702	8.824365282
1.192250373	7.836587402	2.589994913	1.192250373	10.78784617	8.825031735
1.251862891	7.90800623	2.596171317	1.251862891	10.78327053	8.827282287
1.31147541	7.976580287	2.598672314	1.31147541	10.77251792	8.829078431
1.371087928	8.008638943	2.592696895	1.371087928	10.7672525	8.828613458
1.430700447	8.069472016	2.578350991	1.430700447	10.76866152	8.827634688
1.490312966	8.114161778	2.569165593	1.490312966	10.76497838	8.827403824
1.549925484	8.171709697	2.557898681	1.549925484	10.76623338	8.827124244
1.609538003	8.269812737	2.538399762	1.609538003	10.77040246	8.826901297
1.669150522	8.344829347	2.525308575	1.669150522	10.7709251	8.826968867
1.72876304	8.429768967	2.520475432	1.72876304	10.77067777	8.827168914
1.788375559	8.470663458	2.521675342	1.788375559	10.7691398	8.827087185
1.847988077	8.547954737	2.514900023	1.847988077	10.77248455	8.826952805
1.907600596	8.637908051	2.504595165	1.907600596	10.77131195	8.827090001
1.967213115	8.718502446	2.496625434	1.967213115	10.76963579	8.826719602
2.026825633	8.80132966	2.48764205	2.026825633	10.77243707	8.826148455
2.086438152	8.817375936	2.488054269	2.086438152	10.77280684	8.826467772
2.146050671	8.823265199	2.488034382	2.146050671	10.77060872	8.826558704
2.205663189	8.819098582	2.483915952	2.205663189	10.77058875	8.826227084
2.265275708	8.809150485	2.484544091	2.265275708	10.7702757	8.826082084
2.324888227	8.847940744	2.484204861	2.324888227	10.77250585	8.825933202
2.384500745	8.915839191	2.481272597	2.384500745	10.77248211	8.825791827
2.444113264	8.961669941	2.476392207	2.444113264	10.77152429	8.826024501
2.503725782	9.014869424	2.473494299	2.503725782	10.77330702	8.826186633
2.563338301	9.075315249	2.470282717	2.563338301	10.77304909	8.82615509
