mass_C			mass_A		
6.378539493	29.82326943	0	6.378539493	18.54869062	0
6.438152012	29.82347198	0	6.438152012	18.54805717	0
6.497764531	29.8195938	0	6.497764531	18.5536304	0
6.557377049	29.8074591	0	6.557377049	18.55441165	0
6.616989568	29.748167	0	6.616989568	18.54089055	0
6.676602086	29.64321867	0	6.676602086	18.52769333	0
6.736214605	29.52550784	0	6.736214605	18.51268261	0
6.795827124	29.56103866	0	6.795827124	18.48788185	0
6.855439642	29.55841681	0	6.855439642	18.47735336	0
6.915052161	29.57375171	0	6.915052161	18.4786107	0
6.97466468	29.58374929	0	6.97466468	18.47056652	0
7.034277198	29.55624662	0	7.034277198	18.47027964	0
7.093889717	29.54260628	0	7.093889717	18.46674255	0
7.153502235	29.53433736	0	7.153502235	18.47228918	0
7.213114754	29.52352624	0	7.213114754	18.47361782	0
7.272727273	29.51960605	0	7.272727273	18.4760263	0
7.332339791	29.47187423	0	7.332339791	18.47532414	0
7.39195231	29.41314317	0	7.39195231	18.46527078	0
7.451564829	29.34380636	0	7.451564829	18.45522821	0
7.511177347	29.24574997	0	7.511177347	18.44727415	0
7.570789866	29.16895191	0	7.570789866	18.4119381	0
7.630402385	29.11887387	0	7.630402385	18.39360675	0
7.690014903	29.15133554	0	7.690014903	18.39916087	0
7.749627422	29.17089991	0	7.749627422	18.40270477	0
7.80923994	29.17708785	0	7.80923994	18.40671645	0
7.868852459	29.1768457	0	7.868852459	18.40747485	0
7.928464978	29.16944107	0	7.928464978	18.40836959	0
7.988077496	29.16032315	0	7.988077496	18.40993001	0
8.047690015	29.147657	0	8.047690015	18.40866921	0
8.107302534	29.10220485	0	8.107302534	18.40666029	0
8.166915052	29.03607975	0	8.166915052	18.40435251	0
8.226527571	28.9812417	0	8.226527571	18.4034421	0
8.286140089	28.91135647	0	8.286140089	18.40015957	0
8.345752608	28.87494241	0	8.345752608	18.39870832	0
8.405365127	28.84338972	0	8.405365127	18.40064195	0
8.464977645	28.84911592	0	8.464977645	18.4038136	0
8.524590164	28.83969185	0	8.524590164	18.40870338	0
8.584202683	28.80994699	0	8.584202683	18.40759638	0
8.643815201	28.81414252	0	8.643815201	18.41225288	0
8.70342772	28.85972938	0	8.70342772	18.41670278	0
8.763040238	28.90842851	0	8.763040238	18.4206068	0
8.822652757	28.96960979	0	8.822652757	18.42248289	0
8.882265276	29.0101511	0	8.882265276	18.42339564	0
8.941877794	29.02091696	0	8.941877794	18.42346284	0
9.001490313	29.04591177	0	9.001490313	18.42724445	0
9.061102832	29.04829264	0	9.061102832	18.4248045	0
9.12071535	29.06734395	0	9.12071535	18.42893342	0
9.180327869	29.10436472	0	9.180327869	18.42942839	0
9.239940387	29.14258724	0	9.239940387	18.42916546	0
9.299552906	29.17027809	0	9.299552906	18.43209635	0
9.359165425	29.19956561	0	9.359165425	18.42854253	0
9.418777943	29.23903863	0	9.418777943	18.4275367	0
9.478390462	29.30550584	0	9.478390462	18.42866931	0
9.538002981	29.36684668	0	9.538002981	18.42702954	0
9.597615499	29.45427148	0	9.597615499	18.42629462	0
9.657228018	29.4716026	0	9.657228018	18.42765672	0
9.716840537	29.58201401	0	9.716840537	18.42702994	0
9.776453055	29.67124086	0	9.776453055	18.42669843	0
9.836065574	29.75675639	0	9.836065574	18.42131124	0
9.895678092	29.82181127	0	9.895678092	18.42097895	0
9.955290611	29.91975595	0	9.955290611	18.42330103	0
10.01490313	30.01556325	0	10.01490313	18.42369863	0
10.07451565	30.1014934	0	10.07451565	18.43307839	0
10.13412817	30.05823547	0	10.13412817	18.43984664	0
10.19374069	30.10092727	0	10.19374069	18.43790074	0
10.2533532	30.08865309	0	10.2533532	18.44469467	0
10.31296572	30.06837759	0	10.31296572	18.43566807	0
10.37257824	30.04755179	0	10.37257824	18.42194205	0
10.43219076	30.03991281	0	10.43219076	18.41366261	0
10.49180328	30.0501523	0	10.49180328	18.40962174	0
10.5514158	30.08513375	0	10.5514158	18.41610324	0
10.61102832	30.10637914	0	10.61102832	18.41779135	0
10.67064083	30.10098758	0	10.67064083	18.41642504	0
10.73025335	30.08724212	0	10.73025335	18.41352468	0
10.78986587	30.12574529	0	10.78986587	18.41540336	0
10.84947839	30.20682251	0	10.84947839	18.4120594	0
10.90909091	30.26738956	0	10.90909091	18.41430978	0
10.96870343	30.31775821	0	10.96870343	18.41807897	0
11.02831595	30.36541529	0	11.02831595	18.41830838	0
11.08792846	30.30690138	0	11.08792846	18.42150082	0
11.14754098	30.3215493	0	11.14754098	18.42848359	0
11.2071535	30.31288204	0	11.2071535	18.42571683	0
11.26676602	30.34894598	0	11.26676602	18.42434015	0
11.32637854	30.37288122	0	11.32637854	18.42267649	0
11.38599106	30.41637535	0	11.38599106	18.42181305	0
11.44560358	30.47068845	0	11.44560358	18.42633996	0
11.5052161	30.45901478	0	11.5052161	18.42732097	0
11.56482861	30.43629389	0	11.56482861	18.42011519	0
11.62444113	30.39835595	0	11.62444113	18.4141112	0
11.68405365	30.39152535	0	11.68405365	18.41181749	0
11.74366617	30.36947741	0	11.74366617	18.41043348	0
11.80327869	30.37818292	0	11.80327869	18.41151552	0
11.86289121	30.37510139	0	11.86289121	18.41284348	0
11.92250373	30.38383231	0	11.92250373	18.41365537	0
11.98211624	30.39115255	0	11.98211624	18.41348294	0
12.04172876	30.37689343	0	12.04172876	18.40997822	0
12.10134128	30.36755766	0	12.10134128	18.40708302	0
12.1609538	30.35629914	0	12.1609538	18.40519681	0
12.22056632	30.34848802	0	12.22056632	18.40814084	0
12.28017884	30.36137876	0	12.28017884	18.40837173	0
12.33979136	30.36932717	0	12.33979136	18.40778412	0
12.39940387	30.36958268	0	12.39940387	18.40799055	0
12.45901639	30.36629686	0	12.45901639	18.40960669	0
12.51862891	30.33457514	0	12.51862891	18.40927048	0
12.57824143	30.24014358	0	12.57824143	18.40761184	0
12.63785395	30.16300188	0	12.63785395	18.40111813	0
12.69746647	30.07001158	0	12.69746647	18.39331855	0
12.75707899	30.02447227	0	12.75707899	18.39211722	0
12.81669151	30.02021812	0	12.81669151	18.39683997	0
12.87630402	30.03354239	0	12.87630402	18.4056641	0
12.93591654	30.07784814	0	12.93591654	18.41096441	0
12.99552906	30.14347466	0	12.99552906	18.41043204	0
13.05514158	30.15949927	0	13.05514158	18.41059566	0
13.1147541	30.14783077	0	13.1147541	18.40717343	0
13.17436662	30.09791607	0	13.17436662	18.40644635	0
13.23397914	30.05340939	0	13.23397914	18.40289668	0
13.29359165	30.08349893	0	13.29359165	18.40511265	0
13.35320417	30.09984539	0	13.35320417	18.41113944	0
13.41281669	30.09070389	0	13.41281669	18.40948725	0
13.47242921	30.07048384	0	13.47242921	18.41405198	0
13.53204173	30.04981745	0	13.53204173	18.41027878	0
13.59165425	30.05708146	0	13.59165425	18.41180371	0
13.65126677	30.0511621	0	13.65126677	18.40402449	0
13.71087928	30.0448288	0	13.71087928	18.39882799	0
13.7704918	29.99979744	0	13.7704918	18.3910718	0
13.83010432	29.96288167	0	13.83010432	18.39505976	0
13.88971684	29.96450218	0	13.88971684	18.39232127	0
13.94932936	29.9398574	0	13.94932936	18.4016884	0
14.00894188	29.93854663	0	14.00894188	18.40727321	0
14.0685544	29.93204337	0	14.0685544	18.40568741	0
14.12816692	29.91815541	0	14.12816692	18.40419118	0
14.18777943	29.8509728	0	14.18777943	18.3992325	0
14.24739195	29.7859808	0	14.24739195	18.39580546	0
14.30700447	29.7512537	0	14.30700447	18.39527535	0
14.36661699	29.69867639	0	14.36661699	18.3941611	0
14.42622951	29.65341794	0	14.42622951	18.38252786	0
14.48584203	29.61016853	0	14.48584203	18.37987395	0
14.54545455	29.60117845	0	14.54545455	18.36892563	0
14.60506706	29.6088959	0	14.60506706	18.33814966	0
14.66467958	30.11186796	0	14.66467958	18.4402882	0
14.7242921	31.06029174	0	14.7242921	18.51618691	0
14.78390462	32.37924839	0	14.78390462	18.84527477	0
14.84351714	32.91475194	0	14.84351714	19.17454337	0
14.90312966	33.69023042	0	14.90312966	19.61449145	0
14.96274218	34.61145442	0	14.96274218	20.05486513	0
15.02235469	35.37358747	0	15.02235469	20.4616601	0
15.08196721	36.66519312	0	15.08196721	21.36361224	0
15.14157973	36.54862383	0	15.14157973	21.5578777	0
15.20119225	36.04321216	0	15.20119225	22.06820014	0
15.26080477	36.4861101	0	15.26080477	22.03176947	0
15.32041729	37.49895409	0	15.32041729	22.15766924	0
15.38002981	38.06245345	0	15.38002981	22.45481001	0
15.43964232	37.80261397	0	15.43964232	22.79908653	0
15.49925484	37.89290243	0	15.49925484	22.85464321	0
15.55886736	38.35454341	0	15.55886736	23.16660063	0
15.61847988	38.55970856	0	15.61847988	23.31516303	0
15.6780924	38.36462359	0	15.6780924	23.73949687	0
15.73770492	38.54056834	0	15.73770492	23.95713804	0
15.79731744	39.32002269	0	15.79731744	24.41352418	0
15.85692996	39.91872257	0	15.85692996	25.58175674	0
