Calc_1			ExtMarker		
1.061691882	35.08623972	0	1.061691882	13.75621673	0
1.080650665	35.08566209	0	1.080650665	13.7555406	0
1.099609449	35.08611212	0	1.099609449	13.75587417	0
1.118568233	35.08596215	0	1.118568233	13.75520279	0
1.137527016	35.08613428	0	1.137527016	13.75573584	0
1.1564858	35.08653935	0	1.1564858	13.75740411	0
1.175444583	35.08413467	0	1.175444583	13.75465827	0
1.194403367	35.084109	0	1.194403367	13.7529087	0
1.213362151	35.08390535	0	1.213362151	13.75324348	0
1.232320934	35.0852361	0	1.232320934	13.75451554	0
1.251279718	35.08502302	0	1.251279718	13.75401378	0
1.270238501	35.08490281	0	1.270238501	13.75260943	0
1.289197285	35.08374949	0	1.289197285	13.75317993	0
1.308156069	35.08541527	0	1.308156069	13.75049152	0
1.327114852	35.08715179	0	1.327114852	13.75314457	0
1.346073636	35.08810443	0	1.346073636	13.75413464	0
1.36503242	35.08660129	0	1.36503242	13.75256142	0
1.383991203	35.08361787	0	1.383991203	13.75029337	0
1.402949987	35.08970107	0	1.402949987	13.7510828	0
1.42190877	35.09315864	0	1.42190877	13.75023017	0
1.440867554	35.09370293	0	1.440867554	13.73625941	0
1.459826338	35.09390467	0	1.459826338	13.7370831	0
1.478785121	35.09623919	0	1.478785121	13.72931296	0
1.497743905	35.09674122	0	1.497743905	13.73347952	0
1.516702688	35.09496341	0	1.516702688	13.74133613	0
1.535661472	35.09076031	0	1.535661472	13.74227545	0
1.554620256	35.08724208	0	1.554620256	13.7493596	0
1.573579039	35.08507432	0	1.573579039	13.74609841	0
1.592537823	35.08170216	0	1.592537823	13.75090183	0
1.611496606	35.08241439	0	1.611496606	13.7508422	0
1.63045539	35.08172781	0	1.63045539	13.74982329	0
1.649414174	35.08122063	0	1.649414174	13.7498639	0
1.668372957	35.0801127	0	1.668372957	13.75063956	0
1.687331741	35.0784574	0	1.687331741	13.75080257	0
1.706290524	35.07920024	0	1.706290524	13.75210775	0
1.725249308	35.07831983	0	1.725249308	13.7521792	0
1.744208092	35.07736766	0	1.744208092	13.75019578	0
1.763166875	35.07863765	0	1.763166875	13.75038569	0
1.782125659	35.07370765	0	1.782125659	13.74867794	0
1.801084442	35.06952254	0	1.801084442	13.74833715	0
1.820043226	35.06754629	0	1.820043226	13.74600735	0
1.83900201	35.06889329	0	1.83900201	13.7478761	0
1.857960793	35.07180744	0	1.857960793	13.74967404	0
1.876919577	35.06840598	0	1.876919577	13.75091119	0
1.89587836	35.06756818	0	1.89587836	13.75331774	0
1.914837144	35.05905316	0	1.914837144	13.75183138	0
1.933795928	35.05435659	0	1.933795928	13.74961499	0
1.952754711	35.06136216	0	1.952754711	13.75014971	0
1.971713495	35.065445	0	1.971713495	13.75169109	0
1.990672278	35.06140844	0	1.990672278	13.75389711	0
2.009631062	35.05448887	0	2.009631062	13.75407032	0
2.028589846	35.05680154	0	2.028589846	13.75479791	0
2.047548629	35.06447391	0	2.047548629	13.75642245	0
2.066507413	35.06666153	0	2.066507413	13.75443339	0
2.085466196	35.05400648	0	2.085466196	13.75001958	0
2.10442498	35.05529287	0	2.10442498	13.74797991	0
2.123383764	35.06227162	0	2.123383764	13.75210482	0
2.142342547	35.0697173	0	2.142342547	13.75601934	0
2.161301331	35.06092111	0	2.161301331	13.7514563	0
2.180260115	35.01232486	0	2.180260115	13.72448296	0
2.199218898	34.9750096	0	2.199218898	13.71044257	0
2.218177682	34.93900209	0	2.218177682	13.6795558	0
2.237136465	34.9258894	0	2.237136465	13.67821114	0
2.256095249	34.92767585	0	2.256095249	13.68014013	0
2.275054033	34.92190899	0	2.275054033	13.67950214	0
2.294012816	34.90358761	0	2.294012816	13.6811054	0
2.3129716	34.82934394	0	2.3129716	13.66568088	0
2.331930383	34.79779483	0	2.331930383	13.66237286	0
2.350889167	34.79000348	0	2.350889167	13.66577456	0
2.369847951	34.78327188	0	2.369847951	13.66886299	0
2.388806734	34.77276779	0	2.388806734	13.67260182	0
2.407765518	34.76431356	0	2.407765518	13.67241815	0
2.426724301	34.77186788	0	2.426724301	13.67126585	0
2.445683085	34.76162381	0	2.445683085	13.66780331	0
2.464641869	34.72581281	0	2.464641869	13.66672989	0
2.483600652	34.68868958	0	2.483600652	13.66606713	0
2.502559436	34.67693622	0	2.502559436	13.67351854	0
2.521518219	34.66018085	0	2.521518219	13.67262148	0
2.540477003	34.64576511	0	2.540477003	13.67348606	0
2.559435787	34.62143324	0	2.559435787	13.67112252	0
2.57839457	34.62050102	0	2.57839457	13.66845849	0
2.597353354	34.63268641	0	2.597353354	13.67465103	0
2.616312137	34.64405107	0	2.616312137	13.67647885	0
2.635270921	34.640913	0	2.635270921	13.67735028	0
2.654229705	34.63649076	0	2.654229705	13.67799972	0
2.673188488	34.63869998	0	2.673188488	13.67634728	0
2.692147272	34.64712028	0	2.692147272	13.67770285	0
2.711106055	34.64866292	0	2.711106055	13.67804612	0
2.730064839	34.64334872	0	2.730064839	13.67515239	0
2.749023623	34.63892145	0	2.749023623	13.67181851	0
2.767982406	34.63927533	0	2.767982406	13.67368793	0
2.78694119	34.63655023	0	2.78694119	13.66647333	0
2.805899973	34.62192952	0	2.805899973	13.66644957	0
2.824858757	34.61671531	0	2.824858757	13.66583737	0
2.843817541	34.62506927	0	2.843817541	13.67023541	0
2.862776324	34.62790419	0	2.862776324	13.6701136	0
2.881735108	34.58298182	0	2.881735108	13.64926612	0
2.900693891	34.57313549	0	2.900693891	13.65893535	0
2.919652675	34.56686999	0	2.919652675	13.66507058	0
2.938611459	34.56290596	0	2.938611459	13.66588016	0
2.957570242	34.5416046	0	2.957570242	13.65784186	0
2.976529026	34.51539134	0	2.976529026	13.65278619	0
2.99548781	34.49563527	0	2.99548781	13.65619472	0
3.014446593	34.47133253	0	3.014446593	13.65145639	0
3.033405377	34.45967038	0	3.033405377	13.65531752	0
3.05236416	34.42669111	0	3.05236416	13.6560373	0
3.071322944	34.42447897	0	3.071322944	13.66299818	0
3.090281728	34.41945647	0	3.090281728	13.66353343	0
3.109240511	34.41708383	0	3.109240511	13.6632433	0
3.128199295	34.41024743	0	3.128199295	13.666566	0
3.147158078	34.41431831	0	3.147158078	13.67037985	0
3.166116862	34.40348064	0	3.166116862	13.66425111	0
3.185075646	34.40285911	0	3.185075646	13.66938926	0
3.204034429	34.40176151	0	3.204034429	13.66924837	0
3.222993213	34.39199491	0	3.222993213	13.66160469	0
3.241951996	34.36573804	0	3.241951996	13.66657751	0
3.26091078	34.35091021	0	3.26091078	13.66642891	0
3.279869564	34.36133021	0	3.279869564	13.66837337	0
3.298828347	34.36754368	0	3.298828347	13.67233146	0
3.317787131	34.39055496	0	3.317787131	13.67607747	0
3.336745914	34.41121606	0	3.336745914	13.68179942	0
3.355704698	34.44435793	0	3.355704698	13.68198481	0
3.374663482	34.45990069	0	3.374663482	13.68261039	0
3.393622265	34.45008266	0	3.393622265	13.68148776	0
3.412581049	34.45859428	0	3.412581049	13.68306083	0
3.431539832	34.44987101	0	3.431539832	13.67908626	0
3.450498616	34.42993664	0	3.450498616	13.66911985	0
3.4694574	34.42123213	0	3.4694574	13.66296045	0
3.488416183	34.40923049	0	3.488416183	13.65508245	0
3.507374967	34.40605422	0	3.507374967	13.65837193	0
3.52633375	34.37341131	0	3.52633375	13.65555091	0
3.545292534	34.35379558	0	3.545292534	13.65530821	0
3.564251318	34.35600117	0	3.564251318	13.66558221	0
3.583210101	34.35201921	0	3.583210101	13.66854336	0
3.602168885	34.3346853	0	3.602168885	13.66074449	0
3.621127668	34.27435233	0	3.621127668	13.614086	0
3.640086452	34.17842047	0	3.640086452	13.55487734	0
3.659045236	34.13652239	0	3.659045236	13.53486898	0
3.678004019	34.05093423	0	3.678004019	13.49737092	0
3.696962803	33.99837247	0	3.696962803	13.46091019	0
3.715921586	33.94187076	0	3.715921586	13.44358036	0
3.73488037	33.91539277	0	3.73488037	13.44923556	0
3.753839154	33.88696951	0	3.753839154	13.43605772	0
3.772797937	33.86147045	0	3.772797937	13.42882006	0
3.791756721	33.83614215	0	3.791756721	13.41968059	0
3.810715504	33.83852652	0	3.810715504	13.39914208	0
3.829674288	33.83964914	0	3.829674288	13.38814682	0
3.848633072	33.83578063	0	3.848633072	13.38378654	0
3.867591855	33.82924453	0	3.867591855	13.38177403	0
3.886550639	33.82644457	0	3.886550639	13.37889088	0
3.905509423	33.81847243	0	3.905509423	13.37678903	0
3.924468206	33.77878549	0	3.924468206	13.37242522	0
3.94342699	33.72316249	0	3.94342699	13.33547692	0
3.962385773	33.7105257	0	3.962385773	13.31797808	0
3.981344557	33.69227287	0	3.981344557	13.29456094	0
4.000303341	33.61127928	0	4.000303341	13.26710714	0
4.019262124	33.59817515	0	4.019262124	13.25013993	0
4.038220908	33.62590357	0	4.038220908	13.24558941	0
4.057179691	33.62679941	0	4.057179691	13.2403892	0
4.076138475	33.61262116	0	4.076138475	13.23432528	0
4.095097259	33.59183033	0	4.095097259	13.22660992	0
4.114056042	33.50386648	0	4.114056042	13.19935923	0
4.133014826	33.44490305	0	4.133014826	13.16612738	0
4.151973609	33.38798672	0	4.151973609	13.15657369	0
4.170932393	33.35052847	0	4.170932393	13.15484375	0
4.189891177	33.32830369	0	4.189891177	13.15010915	0
4.20884996	33.32636447	0	4.20884996	13.1497777	0
4.227808744	33.33166041	0	4.227808744	13.15685921	0
4.246767527	33.34160343	0	4.246767527	13.1603433	0
4.265726311	33.34306338	0	4.265726311	13.16436293	0
4.284685095	33.34615197	0	4.284685095	13.16678395	0
4.303643878	33.35133789	0	4.303643878	13.16773872	0
4.322602662	33.35012193	0	4.322602662	13.16891048	0
4.341561445	33.34499895	0	4.341561445	13.16684848	0
4.360520229	33.34062792	0	4.360520229	13.1623543	0
4.379479013	33.32847225	0	4.379479013	13.15143207	0
4.398437796	33.30310497	0	4.398437796	13.14752789	0
4.41739658	33.22780351	0	4.41739658	13.14106515	0
4.436355363	33.19797661	0	4.436355363	13.1399315	0
4.455314147	33.18825408	0	4.455314147	13.14330807	0
4.474272931	33.18076013	0	4.474272931	13.15098853	0
4.493231714	33.17680533	0	4.493231714	13.15330357	0
4.512190498	33.19268396	0	4.512190498	13.15557662	0
4.531149281	33.2024478	0	4.531149281	13.16340424	0
4.550108065	33.20832726	0	4.550108065	13.16662389	0
4.569066849	33.23939828	0	4.569066849	13.17317347	0
4.588025632	33.32043972	0	4.588025632	13.18194079	0
4.606984416	33.34700402	0	4.606984416	13.19125342	0
4.625943199	33.34619939	0	4.625943199	13.17962792	0
4.644901983	33.32267763	0	4.644901983	13.1663237	0
4.663860767	33.30353675	0	4.663860767	13.15892614	0
4.68281955	33.26178087	0	4.68281955	13.15339473	0
4.701778334	33.2537078	0	4.701778334	13.15545518	0
4.720737118	33.25322367	0	4.720737118	13.15644268	0
4.739695901	33.24039967	0	4.739695901	13.15681419	0
4.758654685	33.20719939	0	4.758654685	13.14853981	0
4.777613468	33.1651838	0	4.777613468	13.14546072	0
4.796572252	33.16784588	0	4.796572252	13.14899619	0
4.815531036	33.17998934	0	4.815531036	13.15532514	0
4.834489819	33.19749907	0	4.834489819	13.1664734	0
4.853448603	33.21041903	0	4.853448603	13.16973372	0
4.872407386	33.21297411	0	4.872407386	13.1719036	0
4.89136617	33.20825443	0	4.89136617	13.17084651	0
4.910324954	33.2040558	0	4.910324954	13.17393907	0
4.929283737	33.20399768	0	4.929283737	13.17384231	0
4.948242521	33.20083078	0	4.948242521	13.17256109	0
4.967201304	33.20517221	0	4.967201304	13.17152448	0
4.986160088	33.20609701	0	4.986160088	13.17324672	0
5.005118872	33.20336202	0	5.005118872	13.1715284	0
5.024077655	33.18354311	0	5.024077655	13.16503899	0
5.043036439	33.18224811	0	5.043036439	13.16337216	0
5.061995222	33.15455321	0	5.061995222	13.15705871	0
5.080954006	33.07341578	0	5.080954006	13.1455093	0
5.09991279	33.05509752	0	5.09991279	13.14123995	0
5.118871573	33.03477433	0	5.118871573	13.13800245	0
5.137830357	33.02110549	0	5.137830357	13.13472756	0
5.15678914	32.97670911	0	5.15678914	13.09754308	0
5.175747924	32.93349614	0	5.175747924	13.08677495	0
5.194706708	32.91841075	0	5.194706708	13.088121	0
5.213665491	32.9107052	0	5.213665491	13.08642884	0
5.232624275	32.8943972	0	5.232624275	13.07659298	0
5.251583058	32.86063281	0	5.251583058	13.05781055	0
5.270541842	32.81253076	0	5.270541842	13.03439909	0
5.289500626	32.80547821	0	5.289500626	13.02528019	0
5.308459409	32.7696096	0	5.308459409	13.00743818	0
5.327418193	32.72853715	0	5.327418193	12.99359852	0
5.346376976	32.7061026	0	5.346376976	12.98514813	0
5.36533576	32.67697215	0	5.36533576	12.96054526	0
5.384294544	32.67281566	0	5.384294544	12.95286386	0
5.403253327	32.65142478	0	5.403253327	12.94172123	0
5.422212111	32.62162717	0	5.422212111	12.94006178	0
5.441170894	32.59804044	0	5.441170894	12.93345426	0
5.460129678	32.58674137	0	5.460129678	12.935315	0
5.479088462	32.53772322	0	5.479088462	12.92645259	0
5.498047245	32.49086506	0	5.498047245	12.90651578	0
5.517006029	32.43122793	0	5.517006029	12.85636929	0
5.535964812	32.39000177	0	5.535964812	12.84680022	0
5.554923596	32.33022265	0	5.554923596	12.80354815	0
5.57388238	32.28595886	0	5.57388238	12.79862455	0
5.592841163	32.24798859	0	5.592841163	12.79515898	0
5.611799947	32.2377593	0	5.611799947	12.80003224	0
5.630758731	32.21582399	0	5.630758731	12.79383425	0
5.649717514	32.1788517	0	5.649717514	12.79735519	0
5.668676298	32.15815366	0	5.668676298	12.79442081	0
5.687635081	32.15432708	0	5.687635081	12.79643492	0
5.706593865	32.15299736	0	5.706593865	12.79449247	0
5.725552649	32.17152501	0	5.725552649	12.80068144	0
5.744511432	32.18464871	0	5.744511432	12.79767855	0
5.763470216	32.18458634	0	5.763470216	12.80510335	0
5.782428999	32.18167599	0	5.782428999	12.80014137	0
5.801387783	32.15998379	0	5.801387783	12.79139226	0
5.820346567	32.15326473	0	5.820346567	12.7955755	0
5.83930535	32.11895685	0	5.83930535	12.79171387	0
5.858264134	32.06214568	0	5.858264134	12.78427643	0
5.877222917	32.02586254	0	5.877222917	12.77869533	0
5.896181701	32.00114322	0	5.896181701	12.77028122	0
5.915140485	31.95781115	0	5.915140485	12.74438181	0
5.934099268	31.90829016	0	5.934099268	12.71600207	0
5.953058052	31.85571969	0	5.953058052	12.70177876	0
5.972016835	31.81662286	0	5.972016835	12.67273422	0
5.990975619	31.80608471	0	5.990975619	12.66293726	0
6.009934403	31.78974182	0	6.009934403	12.6526777	0
6.028893186	31.73478118	0	6.028893186	12.63054797	0
6.04785197	31.69075321	0	6.04785197	12.63073143	0
6.066810753	31.67187023	0	6.066810753	12.62893496	0
6.085769537	31.6679725	0	6.085769537	12.6073778	0
6.104728321	31.64889358	0	6.104728321	12.59192255	0
6.123687104	31.64611292	0	6.123687104	12.58841924	0
6.142645888	31.6464142	0	6.142645888	12.58734926	0
6.161604671	31.64535137	0	6.161604671	12.58845653	0
6.180563455	31.65583678	0	6.180563455	12.58650627	0
6.199522239	31.65763668	0	6.199522239	12.58699641	0
6.218481022	31.65106622	0	6.218481022	12.58765861	0
6.237439806	31.65615265	0	6.237439806	12.58805431	0
6.256398589	31.66071779	0	6.256398589	12.59080778	0
6.275357373	31.66427661	0	6.275357373	12.59143939	0
6.294316157	31.66494505	0	6.294316157	12.58965421	0
6.31327494	31.67035037	0	6.31327494	12.58922549	0
6.332233724	31.67356673	0	6.332233724	12.58993979	0
6.351192507	31.67475573	0	6.351192507	12.58941037	0
6.370151291	31.67188871	0	6.370151291	12.58888854	0
6.389110075	31.67407994	0	6.389110075	12.59150906	0
6.408068858	31.6806578	0	6.408068858	12.5931556	0
6.427027642	31.68231144	0	6.427027642	12.59371122	0
6.445986426	31.67858076	0	6.445986426	12.59439424	0
6.464945209	31.67756779	0	6.464945209	12.59197167	0
6.483903993	31.67604474	0	6.483903993	12.5918757	0
6.502862776	31.67878509	0	6.502862776	12.5924249	0
6.52182156	31.68224053	0	6.52182156	12.59332122	0
6.540780344	31.67740653	0	6.540780344	12.59221796	0
6.559739127	31.67275258	0	6.559739127	12.58863319	0
6.578697911	31.67678195	0	6.578697911	12.58925946	0
6.597656694	31.6800606	0	6.597656694	12.59169553	0
6.616615478	31.68176287	0	6.616615478	12.59276442	0
6.635574262	31.68245647	0	6.635574262	12.59309364	0
6.654533045	31.68636463	0	6.654533045	12.59519004	0
6.673491829	31.68821666	0	6.673491829	12.59402417	0
6.692450612	31.68048171	0	6.692450612	12.59301281	0
6.711409396	31.67846512	0	6.711409396	12.59284992	0
6.73036818	31.67792	0	6.73036818	12.59246104	0
6.749326963	31.68653436	0	6.749326963	12.59651728	0
6.768285747	31.68799377	0	6.768285747	12.59583986	0
6.78724453	31.68598798	0	6.78724453	12.5949493	0
6.806203314	31.68555935	0	6.806203314	12.59514457	0
6.825162098	31.68194341	0	6.825162098	12.5942938	0
6.844120881	31.68837689	0	6.844120881	12.59477904	0
6.863079665	31.69124281	0	6.863079665	12.59636428	0
6.882038448	31.68644876	0	6.882038448	12.59410799	0
6.900997232	31.68784276	0	6.900997232	12.59592963	0
6.919956016	31.69171207	0	6.919956016	12.59908155	0
6.938914799	31.70627557	0	6.938914799	12.60142068	0
6.957873583	31.7226453	0	6.957873583	12.60477967	0
6.976832366	31.74118222	0	6.976832366	12.6032336	0
