"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
7.6427	-0.425777	-0.342811	-0.230766	-0.0223803	0.255744	-0.375165	-0.136509	-0.538742	0.453723	-12.5121	-11.902	-12.97	-12.6646	0.00253408	-61.645		
7.6433	-0.425777	-0.342811	-0.530762	-0.327556	0.255744	-0.375165	-0.744592	-0.233572	0.453723	-12.5121	-11.902	-13.2751	-12.5121	0.00265769	-69.8759		
7.644	0.182476	-0.0376331	-0.230766	-0.0223803	0.548024	-0.0699918	-0.446755	0.0716245	0.459811	-12.6646	-11.7492	-12.97	-12.8172	0.00284311	-60.2732		
7.6447	0.486602	-0.0376331	-0.530762	-0.0223803	-0.0730698	-0.0699918	-0.446755	-0.233572	0.459811	-12.5121	-11.4441	-12.665	-12.6646	0.00253408	-65.1508		
7.6453	-0.425777	-0.0376331	0.369226	-0.0223803	-0.0730698	-0.0699918	-0.744592	0.0716245	0.459811	-12.5121	-11.5969	-12.512	-12.6646	0.00222505	-64.3886		
7.646	-0.425777	-0.0376331	0.992294	0.282795	0.548024	0.235182	-0.136509	0.376795	0.459811	-12.6646	-11.902	-12.665	-12.8172	0.00253408	-63.9314		
7.6467	-0.729903	-0.0376331	0.692298	-0.0223803	0.255744	-0.0699918	-0.136509	0.0716245	0.459811	-12.5121	-11.7492	-12.97	-12.5121	0.00265769	-63.7789		
7.6473	-0.425777	-0.0376331	0.0692298	-0.0223803	-0.0730698	-0.0699918	-0.744592	-0.233572	0.465899	-12.6646	-11.5969	-13.1225	-12.6646	0.00284311	-63.7789		
7.648	-0.121651	-0.0376331	0.369226	-0.0223803	0.840303	-0.0699918	-0.446755	0.0716245	0.471986	-12.8172	-12.0544	-12.97	-12.8172	0.00284311	-64.2362		
7.6487	-0.425777	-0.0376331	0.0692298	-0.0223803	1.16912	-0.0699918	0.471575	0.0716245	0.465899	-12.6646	-12.0544	-12.8175	-12.8172	0.00234866	-63.9314		
7.6493	-0.425777	-0.0376331	-0.230766	-0.0223803	0.255744	-0.0699918	0.161328	-0.233572	0.465899	-12.6646	-12.2072	-12.8175	-12.6646	0.00284311	-63.7789		
7.65	-0.121651	-0.0376331	0.0692298	-0.0223803	-0.0730698	0.235182	-0.136509	0.0716245	0.465899	-13.1227	-12.5124	-13.1225	-12.207	0.0035848	-64.0838		
7.6507	0.182476	0.267545	0.0692298	-0.0223803	0.548024	-0.0699918	-0.136509	0.0716245	0.465899	-13.2753	-12.3596	-13.2751	-12.8172	0.00315215	-63.9314		
7.6513	0.182476	-0.0376331	-0.230766	-0.0223803	0.255744	-0.0699918	0.161328	0.0716245	0.459811	-12.9702	-12.0544	-13.4276	-13.1227	0.00253408	-63.9314		
7.652	-0.121651	-0.342811	-0.530762	-0.0223803	-0.0730698	-0.0699918	0.161328	-0.233572	0.459811	-13.1227	-12.2072	-13.5805	-12.8172	0.00234866	-64.2362		
7.6527	-0.121651	-0.0376331	-0.230766	-0.0223803	0.840303	-0.0699918	0.471575	0.0716245	0.465899	-12.9702	-12.3596	-13.2751	-12.8172	0.00234866	-64.2362		
7.6533	-0.121651	0.267545	0.0692298	0.282795	0.840303	0.235182	0.161328	0.0716245	0.465899	-12.8172	-11.902	-13.1225	-12.6646	0.00296673	-64.0838		
7.654	-0.121651	-0.0376331	0.0692298	-0.0223803	0.255744	-0.0699918	-0.136509	0.0716245	0.459811	-12.5121	-11.902	-13.5805	-12.9702	0.00327576	-63.4741		
7.6547	-0.425777	-0.0376331	0.692298	-0.0223803	-0.0730698	-0.0699918	-0.136509	-0.233572	0.459811	-12.0544	-11.902	-13.733	-13.4278	0.00284311	-63.1692		
7.6553	-0.425777	-0.0376331	0.992294	0.282795	-0.0730698	0.235182	-0.136509	0.0716245	0.465899	-12.3595	-12.0544	-13.5805	-13.4278	0.00265769	-63.6265		
7.656	-0.121651	-0.0376331	0.0692298	-0.0223803	-0.0730698	0.235182	-0.136509	0.0716245	0.459811	-12.8172	-12.2072	-13.4276	-12.9702	0.00296673	-63.9314		
7.6567	-0.121651	-0.0376331	-0.530762	-0.0223803	-0.0730698	-0.0699918	0.161328	0.0716245	0.459811	-12.6646	-12.2072	-13.1225	-12.6646	0.00296673	-64.0838		
