MTJ_BEST			mass_A		
t	x	y	t	x	y
0.00000000000000	23.49439030000000	1.87369660300000	0.00000000000000	9.41315537100000	6.04275326200000
0.05961251863000	23.60711639000000	1.86132045000000	0.05961251863000	9.41728722600000	6.04420704900000
0.11922503730000	23.66866223000000	1.85437095700000	0.11922503730000	9.42595658800000	6.04482113500000
0.17883755590000	23.79500037000000	1.83916622100000	0.17883755590000	9.44261547700000	6.04251896600000
0.23845007450000	23.84503767000000	1.83504819600000	0.23845007450000	9.43303877500000	6.04276043400000
0.29806259310000	23.93424039000000	1.82503171200000	0.29806259310000	9.43526348200000	6.04411379700000
0.35767511180000	23.97727064000000	1.82052241200000	0.35767511180000	9.43149031300000	6.04785998900000
0.41728763040000	24.08386425000000	1.80842354000000	0.41728763040000	9.43103866300000	6.04870451900000
0.47690014900000	24.17036791000000	1.79835929600000	0.47690014900000	9.42950763100000	6.04759206800000
0.53651266770000	24.21850122000000	1.79337244800000	0.53651266770000	9.42482398800000	6.04717301800000
0.59612518630000	24.31310781000000	1.78185131000000	0.59612518630000	9.43000245000000	6.04880833600000
0.65573770490000	24.38285023000000	1.77566304600000	0.65573770490000	9.43282967600000	6.04961753900000
0.71535022350000	24.44898548000000	1.76987762700000	0.71535022350000	9.42833583000000	6.04871928300000
0.77496274220000	24.51451628000000	1.76276402300000	0.77496274220000	9.42311646000000	6.04855752000000
0.83457526080000	24.60663323000000	1.75014954300000	0.83457526080000	9.42863742500000	6.04941866000000
0.89418777940000	24.67726544000000	1.74349004100000	0.89418777940000	9.43326402100000	6.04991952700000
0.95380029810000	24.75585597000000	1.73469245300000	0.95380029810000	9.43457924900000	6.05008202000000
1.01341281700000	24.76223977000000	1.73814379000000	1.01341281700000	9.42656774100000	6.04885653000000
1.07302533500000	24.81835963000000	1.73469576300000	1.07302533500000	9.42762773400000	6.04940432800000
1.13263785400000	24.88817144000000	1.72773249200000	1.13263785400000	9.42774996200000	6.04995170500000
1.19225037300000	24.98330119000000	1.71533241900000	1.19225037300000	9.43133436100000	6.05029291200000
