Concave			mass_A		
t	x	y	t	x	y
0.00000000000000	33.86851596000000	-0.39935665080000	0.00000000000000	25.37613006000000	4.38487550700000
0.05961251863000	33.86806606000000	-0.39886518740000	0.05961251863000	25.37448308000000	4.38491701900000
0.11922503730000	33.86819863000000	-0.39839194090000	0.11922503730000	25.37530693000000	4.38498864000000
0.17883755590000	33.86816602000000	-0.39861966050000	0.17883755590000	25.37521933000000	4.38507272200000
0.23845007450000	33.86768976000000	-0.39880191000000	0.23845007450000	25.37508004000000	4.38533881600000
0.29806259310000	33.86861503000000	-0.39842661840000	0.29806259310000	25.37520646000000	4.38534566200000
0.35767511180000	33.86879898000000	-0.39875286070000	0.35767511180000	25.37540572000000	4.38523105000000
0.41728763040000	33.87014526000000	-0.39926356930000	0.41728763040000	25.37636018000000	4.38484801100000
0.47690014900000	33.86965103000000	-0.39937672480000	0.47690014900000	25.37615603000000	4.38476390900000
0.53651266770000	33.87012842000000	-0.39924206620000	0.53651266770000	25.37636713000000	4.38494605800000
0.59612518630000	33.86947439000000	-0.39979039580000	0.59612518630000	25.37678027000000	4.38441369100000
0.65573770490000	33.86657051000000	-0.40075151930000	0.65573770490000	25.37459494000000	4.38505887200000
0.71535022350000	33.86143571000000	-0.40452414460000	0.71535022350000	25.37477216000000	4.38569853100000
0.77496274220000	33.85227457000000	-0.40712509620000	0.77496274220000	25.37134637000000	4.38768625400000
0.83457526080000	33.85118478000000	-0.41115954070000	0.83457526080000	25.37049715000000	4.38860126600000
0.89418777940000	33.85669576000000	-0.40860727880000	0.89418777940000	25.37342206000000	4.38900752500000
0.95380029810000	33.86708178000000	-0.40355454100000	0.95380029810000	25.37729011000000	4.38861541700000
1.01341281700000	33.87007990000000	-0.39936794710000	1.01341281700000	25.37918670000000	4.39064437900000
1.07302533500000	33.87242677000000	-0.39562111690000	1.07302533500000	25.37980483000000	4.39048254700000
1.13263785400000	33.87823478000000	-0.39490492550000	1.13263785400000	25.37803760000000	4.38812896800000
1.19225037300000	33.88203371000000	-0.39215956950000	1.19225037300000	25.37892476000000	4.38709924300000
1.25186289100000	33.89945166000000	-0.37827629310000	1.25186289100000	25.38276352000000	4.38531862000000
1.31147541000000	33.92301672000000	-0.37289385500000	1.31147541000000	25.38397401000000	4.38308948000000
1.37108792800000	33.95377892000000	-0.37444295240000	1.37108792800000	25.38628497000000	4.38121746600000
1.43070044700000	33.93448655000000	-0.38974378140000	1.43070044700000	25.38383125000000	4.38140399900000
1.49031296600000	33.93125398000000	-0.39531031420000	1.49031296600000	25.38370461000000	4.38229980900000
1.54992548400000	33.93715662000000	-0.39730296090000	1.54992548400000	25.38290673000000	4.38193559400000
1.60953800300000	33.94503267000000	-0.39660802090000	1.60953800300000	25.38441587000000	4.38043261000000
1.66915052200000	33.94670967000000	-0.39677154060000	1.66915052200000	25.38534898000000	4.37952890100000
1.72876304000000	33.94876218000000	-0.39655311080000	1.72876304000000	25.38898995000000	4.37813035000000
1.78837555900000	33.96665294000000	-0.39702943770000	1.78837555900000	25.39101986000000	4.37649574100000
1.84798807700000	33.94827004000000	-0.39843334110000	1.84798807700000	25.38912694000000	4.37784101500000
1.90760059600000	33.94197420000000	-0.39728972020000	1.90760059600000	25.38885459000000	4.37961722300000
1.96721311500000	33.93929897000000	-0.39791201970000	1.96721311500000	25.38337305000000	4.38014057300000
2.02682563300000	33.94240285000000	-0.39644435340000	2.02682563300000	25.38339291000000	4.38025911200000
2.08643815200000	33.94331129000000	-0.39658402860000	2.08643815200000	25.38880697000000	4.37965204600000
2.14605067100000	33.94594855000000	-0.39732379160000	2.14605067100000	25.39028711000000	4.37917405100000
2.20566318900000	33.95083365000000	-0.39792543290000	2.20566318900000	25.38937756000000	4.37938239100000
2.26527570800000	33.96190178000000	-0.39794195830000	2.26527570800000	25.39283791000000	4.37910756800000
2.32488822700000	34.05335634000000	-0.40281565400000	2.32488822700000	25.40310001000000	4.37533997600000
2.38450074500000	34.11362469000000	-0.39455820000000	2.38450074500000	25.40133812000000	4.37199434500000
2.44411326400000	34.13893738000000	-0.39534380990000	2.44411326400000	25.40419279000000	4.37408946100000
2.50372578200000	34.18620426000000	-0.39539628480000	2.50372578200000	25.40218203000000	4.37452666000000
2.56333830100000	34.19759940000000	-0.39563621490000	2.56333830100000	25.39841477000000	4.37594052700000
2.62295082000000	34.20629602000000	-0.39778997490000	2.62295082000000	25.39661634000000	4.37800433300000
2.68256333800000	34.24128081000000	-0.39685802080000	2.68256333800000	25.39597824000000	4.37976721700000
2.74217585700000	34.27263883000000	-0.39631097220000	2.74217585700000	25.40879661000000	4.37791059000000
2.80178837600000	34.29780076000000	-0.40078401240000	2.80178837600000	25.43220446000000	4.37791091700000
2.86140089400000	34.32919359000000	-0.39988915230000	2.86140089400000	25.46276164000000	4.37821632800000
2.92101341300000	34.34304462000000	-0.39935510840000	2.92101341300000	25.46392344000000	4.37858518500000
2.98062593100000	34.35426596000000	-0.40222739500000	2.98062593100000	25.46794897000000	4.37772691600000
3.04023845000000	34.38412084000000	-0.40153038430000	3.04023845000000	25.47082309000000	4.37817968400000
3.09985096900000	34.39686315000000	-0.40100004720000	3.09985096900000	25.47564132000000	4.37747556600000
3.15946348700000	34.40376276000000	-0.39781445320000	3.15946348700000	25.47191506000000	4.37837876900000
3.21907600600000	34.41083460000000	-0.39911871660000	3.21907600600000	25.46737476000000	4.37835817300000
3.27868852500000	34.41054171000000	-0.40278076710000	3.27868852500000	25.46764526000000	4.37928069000000
3.33830104300000	34.42854447000000	-0.40400009180000	3.33830104300000	25.47586488000000	4.37808876300000
3.39791356200000	34.47129252000000	-0.40170277400000	3.39791356200000	25.48060587000000	4.37869842200000
3.45752608000000	34.50790641000000	-0.40765862870000	3.45752608000000	25.48909101000000	4.37644777600000
3.51713859900000	34.55161248000000	-0.41266497300000	3.51713859900000	25.52498315000000	4.37545208300000
3.57675111800000	34.56363968000000	-0.41592952320000	3.57675111800000	25.53121042000000	4.37544371400000
3.63636363600000	34.54834394000000	-0.40734615380000	3.63636363600000	25.53120578000000	4.37845717200000
3.69597615500000	34.54004741000000	-0.40342212680000	3.69597615500000	25.52851486000000	4.37962445900000
3.75558867400000	34.53739899000000	-0.40152453610000	3.75558867400000	25.52503683000000	4.38142083900000
3.81520119200000	34.53901979000000	-0.40109285970000	3.81520119200000	25.52597303000000	4.38099028300000
3.87481371100000	34.53629870000000	-0.39937805230000	3.87481371100000	25.52375479000000	4.38150395600000
3.93442623000000	34.53796105000000	-0.39927392310000	3.93442623000000	25.52411102000000	4.38156936500000
3.99403874800000	34.53878650000000	-0.40044749670000	3.99403874800000	25.52446528000000	4.38228583600000
4.05365126700000	34.54043438000000	-0.40141879200000	4.05365126700000	25.52312263000000	4.38239750300000
4.11326378500000	34.53707015000000	-0.39879864800000	4.11326378500000	25.52297818000000	4.38276801000000
4.17287630400000	34.53579045000000	-0.39723625430000	4.17287630400000	25.52214495000000	4.38308380200000
4.23248882300000	34.53643046000000	-0.39613795790000	4.23248882300000	25.52290279000000	4.38309890800000
4.29210134100000	34.53611829000000	-0.39561890790000	4.29210134100000	25.52252346000000	4.38309923900000
4.35171386000000	34.53416709000000	-0.39511797810000	4.35171386000000	25.52298344000000	4.38357042200000
4.41132637900000	34.53752329000000	-0.39447922610000	4.41132637900000	25.52425626000000	4.38360190400000
4.47093889700000	34.54081359000000	-0.39421879290000	4.47093889700000	25.52406722000000	4.38327075600000
4.53055141600000	34.54584272000000	-0.39630379170000	4.53055141600000	25.52469229000000	4.38373265500000
4.59016393400000	34.53961904000000	-0.39479824140000	4.59016393400000	25.52424265000000	4.38375609400000
4.64977645300000	34.52363746000000	-0.39253477430000	4.64977645300000	25.51890375000000	4.38466786600000
4.70938897200000	34.51008020000000	-0.38709084690000	4.70938897200000	25.50665418000000	4.38550185600000
4.76900149000000	34.50433370000000	-0.37588989880000	4.76900149000000	25.50607155000000	4.38706468500000
4.82861400900000	34.42022186000000	-0.34881286030000	4.82861400900000	25.50031538000000	4.38743433600000
4.88822652800000	34.39592352000000	-0.33124861460000	4.88822652800000	25.49395777000000	4.38765961900000
4.94783904600000	34.38132438000000	-0.32323936650000	4.94783904600000	25.48723385000000	4.38798462200000
5.00745156500000	34.37078021000000	-0.31691142960000	5.00745156500000	25.48402624000000	4.38961196600000
5.06706408300000	34.36066084000000	-0.31326567160000	5.06706408300000	25.45776385000000	4.39054698300000
5.12667660200000	34.34712866000000	-0.31075470480000	5.12667660200000	25.43996657000000	4.38954048800000
5.18628912100000	34.31744482000000	-0.30345563560000	5.18628912100000	25.43393725000000	4.38972808400000
5.24590163900000	34.29691957000000	-0.30460212060000	5.24590163900000	25.42774177000000	4.39075682300000
5.30551415800000	34.28323003000000	-0.30755714490000	5.30551415800000	25.42596906000000	4.39101185200000
5.36512667700000	34.27745611000000	-0.31172078440000	5.36512667700000	25.42745596000000	4.39026929200000
5.42473919500000	34.28430089000000	-0.31492028140000	5.42473919500000	25.43668908000000	4.38967141400000
5.48435171400000	34.28477861000000	-0.31798283050000	5.48435171400000	25.43940050000000	4.38913243600000
5.54396423200000	34.29175071000000	-0.31869567780000	5.54396423200000	25.43978730000000	4.38881225900000
5.60357675100000	34.29505344000000	-0.32096269580000	5.60357675100000	25.44246318000000	4.38876258000000
5.66318927000000	34.29581911000000	-0.32072793680000	5.66318927000000	25.44586271000000	4.38807503700000
5.72280178800000	34.30128235000000	-0.32059837090000	5.72280178800000	25.44456173000000	4.38766876500000
5.78241430700000	34.30516254000000	-0.32275011050000	5.78241430700000	25.44703343000000	4.38709643600000
5.84202682600000	34.30748313000000	-0.32265560150000	5.84202682600000	25.44695134000000	4.38685365100000
5.90163934400000	34.30665097000000	-0.32335613650000	5.90163934400000	25.44637864000000	4.38716526300000
5.96125186300000	34.30780897000000	-0.32330033790000	5.96125186300000	25.44876537000000	4.38718661200000
6.02086438200000	34.30566844000000	-0.32257021490000	6.02086438200000	25.44674417000000	4.38796426800000
6.08047690000000	34.30343060000000	-0.32311261680000	6.08047690000000	25.44558138000000	4.38730672400000
6.14008941900000	34.30436533000000	-0.32322909020000	6.14008941900000	25.44486118000000	4.38672505400000
