GMfasSUPMMM3			GMfasEXTMMM		
t	x	y	t	x	y
9.173297966	14.02315632	20.26117136	9.17329796600	22.17295898000	26.06127015000
9.228558798	14.00774391	20.26390293	9.22855879800	22.18545959000	26.06188239000
9.283819629	13.97911682	20.26260646	9.28381962900	22.18521985000	26.06184692000
9.33908046	13.96025822	20.26049013	9.33908046000	22.18056687000	26.06186089000
9.394341291	13.99448971	20.26452082	9.39434129100	22.18651573000	26.06200270000
9.449602122	14.11319359	20.2572184	9.44960212200	22.19049448000	26.06148888000
9.504862953	14.08709518	20.25771423	9.50486295300	22.19869885000	26.06196450000
9.560123784	14.08317389	20.25564008	9.56012378400	22.19777551000	26.06195408000
9.615384615	14.08488759	20.25433753	9.61538461500	22.19955613000	26.06175286000
9.670645447	14.06240558	20.25508814	9.67064544700	22.20327729000	26.06258095000
9.725906278	14.04456992	20.25704728	9.72590627800	22.20170295000	26.06209242000
9.781167109	14.06741155	20.25976076	9.78116710900	22.20271633000	26.06118641000
9.83642794	14.08886966	20.25954047	9.83642794000	22.20381682000	26.06182254000
9.891688771	14.10757225	20.26278966	9.89168877100	22.20485738000	26.06204988000
9.946949602	14.08674666	20.26207547	9.94694960200	22.20634419000	26.06157330000
10.00221043	14.08209294	20.26235968	10.00221043000	22.20085978000	26.06110705000
10.05747126	14.0352875	20.2589018	10.05747126000	22.20565549000	26.06070905000
10.1127321	14.04159055	20.25676819	10.11273210000	22.20009961000	26.06081807000
10.16799293	14.06064863	20.25239273	10.16799293000	22.20007314000	26.06086825000
10.22325376	14.04089298	20.2489333	10.22325376000	22.20489682000	26.06074092000
10.27851459	14.06651256	20.24790558	10.27851459000	22.20474246000	26.06110940000
10.33377542	14.06813564	20.24747875	10.33377542000	22.20218443000	26.06069813000
10.38903625	14.06148545	20.24525675	10.38903625000	22.20635699000	26.06134789000
10.44429708	14.06956479	20.24618967	10.44429708000	22.20342075000	26.06060126000
10.49955791	14.046575	20.24270132	10.49955791000	22.20468212000	26.06203370000
10.55481874	14.02579489	20.2426831	10.55481874000	22.20154474000	26.06177645000
10.61007958	14.06589901	20.2409768	10.61007958000	22.20782635000	26.06096002000
10.66534041	13.99330751	20.24371981	10.66534041000	22.20342760000	26.06173198000
10.72060124	14.06819837	20.2426813	10.72060124000	22.20522447000	26.06135273000
10.77586207	14.06193608	20.24432494	10.77586207000	22.20774896000	26.06152227000
10.8311229	14.05350032	20.24528085	10.83112290000	22.20930467000	26.06142691000
10.88638373	14.02539323	20.24379123	10.88638373000	22.20871749000	26.06213966000
10.94164456	14.02967471	20.24259444	10.94164456000	22.20480172000	26.06151537000
10.99690539	13.99974105	20.24795798	10.99690539000	22.20939479000	26.06157861000
11.05216622	14.00942771	20.24992654	11.05216622000	22.20625559000	26.06146674000
11.10742706	13.99227876	20.24932762	11.10742706000	22.20801304000	26.06192219000
11.16268789	14.05294418	20.249942	11.16268789000	22.21387509000	26.06167987000
11.21794872	14.10879671	20.25130578	11.21794872000	22.21519189000	26.06218014000
11.27320955	14.10471161	20.2505884	11.27320955000	22.21620020000	26.06312816000
11.32847038	14.17349111	20.25263493	11.32847038000	22.22154456000	26.06282563000
11.38373121	14.18328859	20.25003448	11.38373121000	22.21934583000	26.06243200000
11.43899204	14.1729509	20.24906175	11.43899204000	22.21790108000	26.06222893000
11.49425287	14.16211859	20.24761768	11.49425287000	22.22046426000	26.06275056000
11.5495137	14.17749327	20.24998596	11.54951370000	22.22033094000	26.06281546000
11.60477454	14.18564256	20.25208869	11.60477454000	22.22545677000	26.06255580000
11.66003537	14.20428638	20.25487009	11.66003537000	22.22719888000	26.06296054000
11.7152962	14.23323581	20.25818731	11.71529620000	22.23428603000	26.06321148000
11.77055703	14.2314516	20.26093521	11.77055703000	22.23736385000	26.06346064000
11.82581786	14.21974172	20.25991091	11.82581786000	22.24807121000	26.06327276000
11.88107869	14.22477498	20.26089262	11.88107869000	22.24514212000	26.06220733000
11.93633952	14.22323211	20.25722833	11.93633952000	22.25107333000	26.06164434000
11.99160035	14.21881004	20.25234768	11.99160035000	22.24431327000	26.06138456000
12.04686118	14.21313802	20.25168543	12.04686118000	22.25008068000	26.06121366000
12.10212202	14.20368236	20.24847595	12.10212202000	22.25398095000	26.06134105000
12.15738285	14.20909883	20.24632381	12.15738285000	22.26450642000	26.06088795000
12.21264368	14.20979976	20.25256662	12.21264368000	22.27628100000	26.06046777000
12.26790451	14.19442654	20.24778821	12.26790451000	22.26828736000	26.06010849000
12.32316534	14.17867613	20.24671965	12.32316534000	22.26727522000	26.05862140000
12.37842617	14.13974611	20.24686129	12.37842617000	22.26843533000	26.05859653000
12.433687	14.11302054	20.24877751	12.43368700000	22.26535236000	26.05934887000
12.48894783	14.09308469	20.24943709	12.48894783000	22.26162283000	26.05868664000
12.54420866	14.01906797	20.24950172	12.54420866000	22.25698125000	26.05827467000
12.5994695	13.98486602	20.24688686	12.59946950000	22.25740203000	26.05786006000
12.65473033	13.97163189	20.24636288	12.65473033000	22.25732622000	26.05783990000
12.70999116	13.96078065	20.24627799	12.70999116000	22.25842277000	26.05666648000
12.76525199	13.92000471	20.2420518	12.76525199000	22.26584347000	26.05611174000
12.82051282	13.95009728	20.24741457	12.82051282000	22.26521849000	26.05492648000
12.87577365	13.93775979	20.24716443	12.87577365000	22.26931899000	26.05652069000
12.93103448	13.96621462	20.25156866	12.93103448000	22.25973310000	26.05637125000
12.98629531	13.96215659	20.25072237	12.98629531000	22.26270672000	26.05553303000
13.04155615	13.96130186	20.25058862	13.04155615000	22.25563824000	26.05570568000
13.09681698	13.93696841	20.24903014	13.09681698000	22.25593315000	26.05600268000
13.15207781	13.84217523	20.2513652	13.15207781000	22.25465516000	26.05621658000
13.20733864	13.79117829	20.25536816	13.20733864000	22.25150009000	26.05582854000
13.26259947	13.74935455	20.25528706	13.26259947000	22.24985196000	26.05596685000
13.3178603	13.74091776	20.2555147	13.31786030000	22.24858763000	26.05620586000
13.37312113	13.74175815	20.25493266	13.37312113000	22.25002062000	26.05559345000
13.42838196	13.74001358	20.25335454	13.42838196000	22.24809954000	26.05619295000
13.48364279	13.74327911	20.25263828	13.48364279000	22.24539671000	26.05590028000
13.53890363	13.75840434	20.25321956	13.53890363000	22.24324978000	26.05575775000
13.59416446	13.74225732	20.25376181	13.59416446000	22.24206510000	26.05652416000
13.64942529	13.73702818	20.2527564	13.64942529000	22.24457405000	26.05629774000
13.70468612	13.71013198	20.25292367	13.70468612000	22.24274407000	26.05720599000
13.75994695	13.72082544	20.25689766	13.75994695000	22.24005193000	26.05667727000
13.81520778	13.73873858	20.25674541	13.81520778000	22.24452408000	26.05806677000
13.87046861	13.7112952	20.2552581	13.87046861000	22.24787365000	26.05806914000
13.92572944	13.7261793	20.25625028	13.92572944000	22.24786960000	26.05825062000
13.98099027	13.72774624	20.25593187	13.98099027000	22.24430440000	26.05830134000
14.03625111	13.70871116	20.25130503	14.03625111000	22.24812501000	26.05665459000
14.09151194	13.71913848	20.24756084	14.09151194000	22.24384645000	26.05672464000
14.14677277	13.72437668	20.24774188	14.14677277000	22.25079688000	26.05649415000
14.2020336	13.74145695	20.24790131	14.20203360000	22.24624277000	26.05578793000
14.25729443	13.73937122	20.24795613	14.25729443000	22.24900526000	26.05598287000
14.31255526	13.74674961	20.24950924	14.31255526000	22.25406101000	26.05699260000
14.36781609	13.74796276	20.24919593	14.36781609000	22.25416187000	26.05690464000
14.42307692	13.75805717	20.24908552	14.42307692000	22.25944697000	26.05782503000
14.47833775	13.75584302	20.24721431	14.47833775000	22.26433171000	26.05676297000
14.53359859	13.73878847	20.24427203	14.53359859000	22.26367651000	26.05822267000
14.58885942	13.74941988	20.24800028	14.58885942000	22.26716989000	26.05595575000
14.64412025	13.752957	20.24788088	14.64412025000	22.27985948000	26.05519326000
14.69938108	13.74103427	20.24545202	14.69938108000	22.29993477000	26.05556399000
14.75464191	13.73127868	20.24351087	14.75464191000	22.30653156000	26.05676383000
14.80990274	13.71817909	20.24193554	14.80990274000	22.30846746000	26.05667767000
14.86516357	13.67876678	20.24234392	14.86516357000	22.31810616000	26.05692187000
14.9204244	13.63015999	20.2423207	14.92042440000	22.31758255000	26.05642612000
14.97568523	13.62185506	20.24371658	14.97568523000	22.32077527000	26.05710665000
15.03094607	13.64193382	20.24669779	15.03094607000	22.32000189000	26.05738598000
15.0862069	13.64129692	20.24651622	15.08620690000	22.33404024000	26.05791506000
15.14146773	13.62357895	20.24566453	15.14146773000	22.33773128000	26.05717547000
15.19672856	13.62350597	20.24517954	15.19672856000	22.33667790000	26.05738904000
15.25198939	13.60155154	20.24483863	15.25198939000	22.33831565000	26.05907061000
15.30725022	13.60883624	20.24435109	15.30725022000	22.34754629000	26.05800162000
15.36251105	13.59455719	20.24307593	15.36251105000	22.34416003000	26.05786992000
15.41777188	13.58843121	20.24329216	15.41777188000	22.34176317000	26.05854592000
15.47303271	13.60747027	20.24600798	15.47303271000	22.34643119000	26.05909501000
15.52829355	13.59086469	20.24521955	15.52829355000	22.34614140000	26.05799897000
15.58355438	13.6013742	20.24678053	15.58355438000	22.35289338000	26.05723713000
15.63881521	13.56722627	20.24636641	15.63881521000	22.35334031000	26.05890072000
15.69407604	13.55911562	20.24757892	15.69407604000	22.35785634000	26.05934765000
15.74933687	13.54586988	20.24670162	15.74933687000	22.36025843000	26.05857271000
15.8045977	13.5445762	20.24876621	15.80459770000	22.35349839000	26.06083439000
15.85985853	13.54593286	20.24930027	15.85985853000	22.36309584000	26.05925364000
15.91511936	13.53342618	20.24856017	15.91511936000	22.35971810000	26.05968871000
15.97038019	13.52197332	20.24867685	15.97038019000	22.36601705000	26.05970052000
16.02564103	13.51842173	20.24849793	16.02564103000	22.35898919000	26.06047720000
16.08090186	13.50327101	20.24791545	16.08090186000	22.36921006000	26.06011665000
16.13616269	13.50782764	20.24833073	16.13616269000	22.37224748000	26.05936265000
16.19142352	13.51422989	20.25044925	16.19142352000	22.37848421000	26.06024047000
16.24668435	13.54986404	20.25359252	16.24668435000	22.39649476000	26.06133832000
16.30194518	13.586187	20.25333985	16.30194518000	22.43364358000	26.06233911000
16.35720601	13.61270427	20.252541	16.35720601000	22.46045270000	26.06283910000
16.41246684	13.61592845	20.25285856	16.41246684000	22.47023899000	26.06306204000
16.46772767	13.60489729	20.25009836	16.46772767000	22.48284472000	26.06285489000
16.52298851	13.57140702	20.25107688	16.52298851000	22.49169516000	26.06301102000
16.57824934	13.54399103	20.25004454	16.57824934000	22.49171791000	26.06286774000
16.63351017	13.53738252	20.24966131	16.63351017000	22.49576083000	26.06271535000
16.688771	13.55419932	20.25204767	16.68877100000	22.49193752000	26.06292494000
16.74403183	13.54512376	20.24728691	16.74403183000	22.51167470000	26.05981494000
16.79929266	13.55985451	20.24837556	16.79929266000	22.52593594000	26.06000866000
16.85455349	13.52875452	20.2481409	16.85455349000	22.55045670000	26.06112856000
16.90981432	13.52629389	20.24792251	16.90981432000	22.56074013000	26.06083322000
16.96507515	13.52676259	20.24683232	16.96507515000	22.56440144000	26.06085955000
17.02033599	13.52926148	20.24467253	17.02033599000	22.57642425000	26.05871812000
17.07559682	13.5391609	20.24555606	17.07559682000	22.59953130000	26.05986087000
17.13085765	13.53010791	20.24037782	17.13085765000	22.62480563000	26.05749280000
17.18611848	13.4935843	20.23291878	17.18611848000	22.64029778000	26.05819603000
17.24137931	13.49222664	20.2369711	17.24137931000	22.64143725000	26.05682504000
17.29664014	13.48828771	20.2327367	17.29664014000	22.65562852000	26.05792368000
17.35190097	13.4738315	20.2304669	17.35190097000	22.66206674000	26.05880637000
17.4071618	13.35877636	20.24152723	17.40716180000	22.66788242000	26.05797246000
17.46242263	13.34603757	20.24397122	17.46242263000	22.67466811000	26.05873367000
17.51768347	13.33024405	20.24467804	17.51768347000	22.68014918000	26.05854732000
17.5729443	13.32306104	20.24552567	17.57294430000	22.68614391000	26.05884065000
17.62820513	13.32074716	20.24635756	17.62820513000	22.67982955000	26.05987486000
17.68346596	13.31693888	20.24697163	17.68346596000	22.68537822000	26.05833861000
17.73872679	13.30757098	20.24501933	17.73872679000	22.68876281000	26.06051773000
17.79398762	13.30126853	20.24370943	17.79398762000	22.69444382000	26.05805001000
17.84924845	13.28443798	20.24119493	17.84924845000	22.68011943000	26.05650043000
17.90450928	13.29313717	20.2444057	17.90450928000	22.69159386000	26.05810875000
17.95977011	13.27717531	20.24284469	17.95977011000	22.68649212000	26.05887061000
18.01503095	13.26926186	20.23960486	18.01503095000	22.68172520000	26.06014818000
18.07029178	13.16890383	20.24415748	18.07029178000	22.68693470000	26.06063680000
18.12555261	13.10555815	20.25541512	18.12555261000	22.69628229000	26.05953290000
18.18081344	13.11739436	20.25653048	18.18081344000	22.67748156000	26.06145262000
18.23607427	13.152839	20.2544773	18.23607427000	22.67826397000	26.06092799000
18.2913351	13.14505738	20.25091653	18.29133510000	22.68632686000	26.06093585000
18.34659593	13.14800684	20.23151774	18.34659593000	22.68561092000	26.06286713000
18.40185676	13.14062668	20.23265252	18.40185676000	22.68970720000	26.06095770000
18.4571176	13.14940815	20.2082438	18.45711760000	22.69051733000	26.06178152000
18.51237843	13.1367205	20.20865114	18.51237843000	22.69388956000	26.06073220000
18.56763926	13.13687952	20.21126152	18.56763926000	22.68908235000	26.05934157000
18.62290009	13.14773129	20.20698443	18.62290009000	22.69067584000	26.06077804000
18.67816092	13.15055588	20.20362934	18.67816092000	22.69270932000	26.06087006000
18.73342175	12.96278758	20.15805533	18.73342175000	22.70678549000	26.05913053000
18.78868258	12.93057476	20.15310011	18.78868258000	22.70404671000	26.05832486000
18.84394341	12.94599746	20.14337061	18.84394341000	22.70423489000	26.05838662000
18.89920424	12.95425039	20.13704619	18.89920424000	22.71065157000	26.05781224000
18.95446508	12.9457318	20.13562109	18.95446508000	22.70707635000	26.05685327000
19.00972591	12.9455309	20.13490412	19.00972591000	22.71050777000	26.05609210000
19.06498674	12.95190304	20.1334506	19.06498674000	22.71709223000	26.05600002000
19.12024757	12.96067221	20.12901577	19.12024757000	22.73150342000	26.05353790000
19.1755084	12.96523322	20.11968338	19.17550840000	22.74776895000	26.05431720000
19.23076923	12.96759858	20.11552734	19.23076923000	22.74367007000	26.05377369000
19.28603006	12.94562988	20.11909696	19.28603006000	22.75827162000	26.05344104000
19.34129089	12.94300965	20.12087488	19.34129089000	22.76096624000	26.05334470000
19.39655172	12.94689384	20.12365794	19.39655172000	22.76784694000	26.05276017000
19.45181256	12.96020669	20.12472648	19.45181256000	22.77315123000	26.05291972000
19.50707339	12.96153542	20.12828668	19.50707339000	22.77299012000	26.05210662000
19.56233422	12.97267768	20.12918422	19.56233422000	22.78559648000	26.05111680000
19.61759505	12.97794453	20.13071276	19.61759505000	22.78187735000	26.05212637000
