"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
0	-0.147707	-0.0252354	0.101306	-0.0223803	-0.0748467	-0.0636861	-0.537489	0.079353	0.0497908	-13.2751	-12.0545	-13.2752	-12.8172	-0.0146826	-7.16269		
0.0007	-0.147707	-0.0252354	0.101306	-0.0223803	0.249489	0.241497	0.0726337	0.079353	0.0497908	-13.1225	-12.2071	-13.2752	-12.8172	-0.0146826	-80.7214		
0.0013	0.443122	-0.0252354	-0.202612	-0.0223803	-0.0748467	-0.0636861	0.0726337	-0.22583	0.0558181	-12.97	-11.9019	-13.1224	-13.1227	-0.0146826	-58.1264		
0.002	0.443122	-0.0252354	-0.506531	-0.0223803	0.249489	-0.0636861	0.682757	0.079353	0.0497908	-12.97	-11.7493	-13.2752	-12.9702	-0.0146826	-62.5542		
0.0027	0.443122	0.279956	-0.506531	0.282795	0.249489	0.241497	0.987818	0.079353	0.0558181	-12.665	-11.9019	-13.4275	-12.8172	-0.0145013	-65.6146		
0.0033	-0.147707	0.279956	0.101306	-0.0223803	-0.67362	0.241497	0.377695	0.079353	0.0497908	-12.512	-12.0545	-13.2752	-12.6646	-0.0149847	-63.3139		
0.004	-0.738537	-0.0252354	0.101306	-0.0223803	-0.67362	0.241497	0.0726337	0.079353	0.0497908	-12.665	-11.7493	-13.1224	-12.6646	-0.0152868	-64.0953		
0.0047	-0.738537	-0.0252354	0.101306	-0.0223803	-0.67362	-0.0636861	0.377695	0.079353	0.0497908	-12.665	-11.5967	-13.1224	-12.8172	-0.0152868	-64.3991		
0.0053	-0.147707	-0.0252354	-0.202612	-0.0223803	-0.374233	-0.0636861	0.377695	-0.22583	0.0497908	-12.207	-11.7493	-12.8173	-12.6646	-0.0149847	-64.2472		
0.006	0.443122	-0.330407	-0.506531	-0.327556	0.249489	-0.368849	0.0726337	-0.22583	0.0497908	-11.902	-11.7493	-12.665	-12.5121	-0.0145013	-63.6395		
0.0067	0.787773	-0.330407	-0.506531	-0.0223803	-0.0748467	-0.0636861	0.0726337	0.079353	0.0497908	-12.207	-11.7493	-12.665	-12.9702	-0.0145013	-63.7914		
0.0073	1.08319	-0.0252354	-0.202612	-0.0223803	0.249489	-0.0636861	0.682757	0.079353	0.0558181	-12.97	-12.0545	-13.2752	-13.1227	-0.0148034	-63.9433		
0.008	0.443122	-0.0252354	-0.202612	-0.0223803	0.548876	-0.0636861	0.682757	0.079353	0.0497908	-12.665	-12.0545	-13.2752	-12.8172	-0.0149847	-63.6395		
0.0087	0.147707	-0.0252354	0.101306	-0.0223803	-0.0748467	-0.0636861	0.682757	0.079353	0.0497908	-12.3595	-11.9019	-12.8173	-12.6646	-0.0148034	-63.6395		
0.0093	0.147707	0.279956	0.101306	0.282795	-0.374233	0.241497	0.682757	0.079353	0.0497908	-12.8175	-12.0545	-13.2752	-12.8172	-0.0143805	-63.7914		
0.01	0.443122	-0.0252354	0.101306	-0.0223803	-0.374233	-0.0636861	0.682757	-0.22583	0.0497908	-12.8175	-12.0545	-13.5803	-12.6646	-0.0145013	-63.9433		
0.0107	0.147707	-0.0252354	0.101306	-0.0223803	-0.0748467	-0.0636861	0.682757	-0.22583	0.0497908	-12.665	-11.9019	-13.5803	-12.8172	-0.0152868	-63.9433		
