03_SOLfas_lenger			mass_A		
t	x	y	t	x	y
0.000000000000	-6.929647430000	-0.902550887000	0.000000000000	5.230079959000	3.648696366000
0.018388099220	-6.930857718000	-0.902783521900	0.018388099220	5.229557125000	3.648580909000
0.036776198440	-6.930971554000	-0.902714071700	0.036776198440	5.230004188000	3.648474326000
0.055164297670	-6.931036392000	-0.902718652400	0.055164297670	5.230273094000	3.648525629000
0.073552396890	-6.930517539000	-0.902835392100	0.073552396890	5.230016499000	3.648564195000
0.091940496110	-6.929926415000	-0.902997885600	0.091940496110	5.230889803000	3.648556746000
0.110328595300	-6.930436278000	-0.902829847100	0.110328595300	5.229935113000	3.648600289000
0.128716694600	-6.930488847000	-0.903139990800	0.128716694600	5.230478413000	3.648708952000
0.147104793800	-6.931597498000	-0.903075904400	0.147104793800	5.230386191000	3.648815409000
0.165492893000	-6.931409065000	-0.903643940600	0.165492893000	5.230106368000	3.648788216000
0.183880992200	-6.930831759000	-0.903654989800	0.183880992200	5.231007624000	3.648787558000
0.202269091400	-6.931820968000	-0.903008391700	0.202269091400	5.230701716000	3.648694235000
0.220657190700	-6.930884148000	-0.902943526800	0.220657190700	5.230578133000	3.648541206000
0.239045289900	-6.932323350000	-0.902820178200	0.239045289900	5.230885016000	3.648332632000
0.257433389100	-6.931029062000	-0.902836782000	0.257433389100	5.230353574000	3.648508561000
0.275821488300	-6.931151233000	-0.902735684600	0.275821488300	5.230430417000	3.648626376000
0.294209587600	-6.931631844000	-0.902882062600	0.294209587600	5.230230500000	3.648752162000
0.312597686800	-6.930370148000	-0.902875489200	0.312597686800	5.230053923000	3.648764966000
0.330985786000	-6.930210822000	-0.902703203200	0.330985786000	5.230248351000	3.648866858000
0.349373885200	-6.929907507000	-0.902676168700	0.349373885200	5.230249621000	3.648829595000
0.367761984400	-6.930444692000	-0.902750380600	0.367761984400	5.230218969000	3.648882881000
0.386150083700	-6.930797850000	-0.902901960900	0.386150083700	5.230794475000	3.648713864000
0.404538182900	-6.931094482000	-0.902813234800	0.404538182900	5.230367879000	3.648680072000
0.422926282100	-6.929780604000	-0.902908492700	0.422926282100	5.230545109000	3.648683019000
0.441314381300	-6.931500279000	-0.902895969100	0.441314381300	5.230114597000	3.648789173000
0.459702480600	-6.930964482000	-0.903204230400	0.459702480600	5.230595527000	3.648724537000
0.478090579800	-6.930418643000	-0.903097572300	0.478090579800	5.229997414000	3.648727536000
0.496478679000	-6.930259635000	-0.903510590400	0.496478679000	5.230095910000	3.648718607000
0.514866778200	-6.929925245000	-0.903838889900	0.514866778200	5.229712560000	3.648687772000
0.533254877400	-6.929596053000	-0.903670270700	0.533254877400	5.230180583000	3.648763332000
0.551642976700	-6.928924125000	-0.903786695100	0.551642976700	5.230534347000	3.648714794000
0.570031075900	-6.925562167000	-0.903936922600	0.570031075900	5.230275663000	3.648478335000
0.588419175100	-6.930189482000	-0.903262064300	0.588419175100	5.230207595000	3.648507148000
0.606807274300	-6.930213013000	-0.903022912000	0.606807274300	5.230178517000	3.648541996000
0.625195373600	-6.929997311000	-0.903273500300	0.625195373600	5.229967158000	3.648554943000
0.643583472800	-6.930549735000	-0.903243267000	0.643583472800	5.230157157000	3.648601948000
0.661971572000	-6.931133285000	-0.902970001100	0.661971572000	5.230154947000	3.648737542000
0.680359671200	-6.930295714000	-0.903049572300	0.680359671200	5.230180376000	3.648673446000
0.698747770400	-6.929711114000	-0.902880344600	0.698747770400	5.230199777000	3.648795009000
0.717135869700	-6.931028429000	-0.902678227000	0.717135869700	5.230289986000	3.648753473000
0.735523968900	-6.929958758000	-0.902752415900	0.735523968900	5.230149044000	3.648815628000
0.753912068100	-6.931589154000	-0.902835423200	0.753912068100	5.230507683000	3.648620390000
0.772300167300	-6.931522324000	-0.902836203700	0.772300167300	5.229939965000	3.648627200000
0.790688266600	-6.931476406000	-0.903307177200	0.790688266600	5.230503892000	3.648462209000
0.809076365800	-6.931777175000	-0.903179301100	0.809076365800	5.230212984000	3.648465393000
