"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
17.8233	0.15919	-0.108844	0.629451	-0.0232018	-0.146605	-0.194709	-0.0938641	-0.00183092	-1.02166	-12.512	-11.9019	-13.2752	-12.6646	-0.0107307	-82.5537		
17.824	0.15919	0.196332	0.915566	-0.0232018	0.17104	0.110477	-0.0938641	-0.00183092	-1.02166	-12.512	-12.0545	-13.1224	-12.6646	-0.0105435	-55.8458		
17.8247	-0.127352	0.196332	0.915566	0.281979	-0.757461	0.110477	-0.0938641	-0.00183092	-1.02166	-12.3595	-11.7493	-12.9701	-12.3595	-0.010294	-58.8949		
17.8253	-0.127352	0.196332	0.629451	0.281979	-0.757461	0.110477	-0.0938641	0.303336	-1.02166	-12.3595	-11.7493	-12.8173	-12.3595	-0.0101068	-63.4799		
17.826	0.15919	-0.108844	0.314726	-0.0232018	-1.05067	-0.194709	-0.0938641	-0.00183092	-1.02166	-12.665	-11.9019	-12.9701	-12.6646	-0.0101068	-60.5684		
17.8267	0.477569	-0.108844	0.915566	-0.0232018	-1.05067	0.110477	-0.3911	-0.00183092	-1.02776	-12.8175	-11.7493	-13.2752	-12.6646	-0.0105435	-61.3479		
17.8273	0.76411	0.196332	0.629451	0.281979	-0.146605	0.110477	0.516252	-0.00183092	-1.02776	-12.665	-11.4441	-13.2752	-12.6646	-0.0104188	-61.0269		
17.828	0.15919	-0.108844	0.629451	-0.0232018	-0.146605	-0.194709	0.516252	-0.00183092	-1.02776	-12.665	-11.5967	-12.8173	-11.9019	-0.00967011	-61.0269		
17.8287	-0.127352	-0.108844	1.23029	-0.0232018	-1.05067	-0.194709	-0.3911	-0.00183092	-1.02776	-13.1225	-12.2071	-12.8173	-12.0544	-0.0101068	-61.6459		
17.8293	0.15919	-0.108844	1.23029	-0.0232018	-1.97917	-0.194709	-0.0938641	-0.00183092	-1.02776	-13.2751	-12.3596	-13.2752	-13.1227	-0.0108555	-62.1044		
17.83	0.477569	-0.108844	0.314726	-0.0232018	-1.66153	-0.194709	0.219016	-0.00183092	-1.02776	-12.8175	-11.9019	-13.2752	-13.2753	-0.0107307	-61.6459		
17.8307	0.76411	-0.108844	0	-0.0232018	-1.05067	-0.194709	-0.3911	-0.00183092	-1.03386	-12.665	-11.9019	-12.9701	-12.8172	-0.0105435	-61.0269		
17.8313	0.15919	-0.108844	0.629451	-0.0232018	-0.757461	-0.194709	-0.0938641	-0.00183092	-1.02776	-12.8175	-12.2071	-13.2752	-12.9702	-0.0105435	-61.0269		
17.832	-0.127352	0.196332	0.915566	0.281979	-0.439816	0.110477	0.516252	0.303336	-1.02776	-12.97	-12.2071	-13.4275	-13.1227	-0.0107307	-61.4854		
17.8327	-0.127352	-0.108844	0.314726	-0.0232018	-0.146605	0.110477	0.516252	0.303336	-1.02776	-12.97	-12.5122	-13.1224	-12.8172	-0.0108555	-61.4854		
17.8333	0.15919	-0.108844	-0.286114	-0.0232018	-0.757461	-0.194709	0.516252	-0.00183092	-1.02776	-12.8175	-12.2071	-13.1224	-12.6646	-0.0105435	-60.8893		
17.834	0.76411	0.196332	0.629451	0.281979	-0.757461	0.110477	0.219016	0.303336	-1.02776	-13.1225	-11.9019	-13.1224	-12.8172	-0.0105435	-61.0269		
17.8347	-0.127352	-0.108844	0.629451	0.281979	-0.757461	0.110477	-0.3911	-0.00183092	-1.02776	-13.2751	-12.3596	-13.4275	-13.2753	-0.0108555	-61.4854		
17.8353	-1.05065	-0.414021	-0.60084	-0.328364	-0.439816	-0.194709	-0.703981	-0.307016	-1.03386	-12.97	-12.3596	-13.4275	-12.9702	-0.0105435	-61.1874		
17.836	-0.445731	-0.108844	-0.60084	-0.328364	-0.146605	-0.194709	-0.0938641	-0.00183092	-1.03386	-12.97	-12.3596	-13.4275	-12.6646	-0.0105435	-60.7289		
17.8367	0.15919	-0.108844	0.314726	-0.328364	-0.439816	-0.194709	-0.0938641	-0.307016	-1.02776	-12.97	-12.3596	-13.5803	-12.8172	-0.0105435	-60.7289		
17.8373	0.15919	-0.414021	0	-0.328364	-0.439816	-0.499872	-0.3911	-0.307016	-1.02776	-12.665	-11.7493	-12.9701	-12.9702	-0.00979488	-60.5684		
17.838	-0.127352	-0.108844	-0.286114	-0.0232018	-0.146605	-0.194709	-0.0938641	-0.307016	-1.02776	-12.665	-12.0545	-12.9701	-13.1227	-0.00998205	-60.7289		
17.8387	-0.445731	-0.108844	-0.286114	-0.0232018	0.17104	0.110477	-0.3911	-0.00183092	-1.02166	-13.1225	-12.5122	-13.2752	-13.2753	-0.0104188	-61.1874		
17.8393	0.15919	-0.108844	-0.60084	-0.0232018	0.17104	-0.194709	-0.3911	-0.00183092	-1.02776	-12.97	-11.9019	-13.1224	-12.8172	-0.00979488	-61.1874		
17.84	0.76411	0.196332	-0.286114	0.281979	0.17104	0.110477	0.219016	0.303336	-1.02776	-12.665	-11.5967	-13.1224	-12.5121	-0.0101068	-61.1874		
17.8407	-0.445731	-0.108844	0	-0.0232018	-0.439816	0.110477	0.219016	-0.00183092	-1.02776	-12.8175	-11.9019	-13.1224	-12.8172	-0.0105435	-61.0269		
