Calc			ExtMarker		
4.64977645	34.24257897	0.00000000	4.64977645	23.97424029	0.00000000
4.70938897	34.22910326	0.00000000	4.70938897	23.96543209	0.00000000
4.76900149	34.22339916	0.00000000	4.76900149	23.96867904	0.00000000
4.82861401	34.13978737	0.00000000	4.82861401	23.96300262	0.00000000
4.88822653	34.11564205	0.00000000	4.88822653	23.95643328	0.00000000
4.94783905	34.10113262	0.00000000	4.94783905	23.95923693	0.00000000
5.00745157	34.09065373	0.00000000	5.00745157	23.95985611	0.00000000
5.06706408	34.08059486	0.00000000	5.06706408	23.95993673	0.00000000
5.12667660	34.06714150	0.00000000	5.12667660	23.95840353	0.00000000
5.18628912	34.03763215	0.00000000	5.18628912	23.95780800	0.00000000
5.24590164	34.01722210	0.00000000	5.24590164	23.95631880	0.00000000
5.30551416	34.00360746	0.00000000	5.30551416	23.95705683	0.00000000
5.36512668	33.99786256	0.00000000	5.36512668	23.95532073	0.00000000
5.42473920	34.00466577	0.00000000	5.42473920	23.96204925	0.00000000
5.48435171	34.00513810	0.00000000	5.48435171	23.96383003	0.00000000
5.54396423	34.01207009	0.00000000	5.54396423	23.96487548	0.00000000
5.60357675	34.01535213	0.00000000	5.60357675	23.96780017	0.00000000
5.66318927	34.01611367	0.00000000	5.66318927	23.97241825	0.00000000
5.72280179	34.02154609	0.00000000	5.72280179	23.97067373	0.00000000
5.78241431	34.02540242	0.00000000	5.78241431	23.97280579	0.00000000
5.84202683	34.02770995	0.00000000	5.84202683	23.97323061	0.00000000
5.90163934	34.02688188	0.00000000	5.90163934	23.97380080	0.00000000
5.96125186	34.02803338	0.00000000	5.96125186	23.97685884	0.00000000
6.02086438	34.02590561	0.00000000	6.02086438	23.97222821	0.00000000
6.08047690	34.02367997	0.00000000	6.08047690	23.97289648	0.00000000
6.14008942	34.02460930	0.00000000	6.14008942	23.97189661	0.00000000
6.19970194	34.02457516	0.00000000	6.19970194	23.96942449	0.00000000
6.25931446	34.02162090	0.00000000	6.25931446	23.96885131	0.00000000
6.31892698	34.01913437	0.00000000	6.31892698	23.97437553	0.00000000
6.37853949	34.01799380	0.00000000	6.37853949	23.97074788	0.00000000
6.43815201	34.00443786	0.00000000	6.43815201	23.97079481	0.00000000
6.49776453	33.99686266	0.00000000	6.49776453	23.96981438	0.00000000
6.55737705	33.98437670	0.00000000	6.55737705	23.96952013	0.00000000
6.61698957	33.95241074	0.00000000	6.61698957	23.96940387	0.00000000
6.67660209	33.94426932	0.00000000	6.67660209	23.96932433	0.00000000
6.73621461	33.93643906	0.00000000	6.73621461	23.97035449	0.00000000
6.79582712	33.94261887	0.00000000	6.79582712	23.96608539	0.00000000
6.85543964	33.92784365	0.00000000	6.85543964	23.96574493	0.00000000
6.91505216	33.92154612	0.00000000	6.91505216	23.96479656	0.00000000
6.97466468	33.91909828	0.00000000	6.97466468	23.96395649	0.00000000
7.03427720	33.89215924	0.00000000	7.03427720	23.96799311	0.00000000
7.09388972	33.87227789	0.00000000	7.09388972	23.96544601	0.00000000
7.15350224	33.86307621	0.00000000	7.15350224	23.96462492	0.00000000
7.21311475	33.86242448	0.00000000	7.21311475	23.96644287	0.00000000
7.27272727	33.85746850	0.00000000	7.27272727	23.97024738	0.00000000
7.33233979	33.85365402	0.00000000	7.33233979	23.96707663	0.00000000
7.39195231	33.83776943	0.00000000	7.39195231	23.96701375	0.00000000
7.45156483	33.78183719	0.00000000	7.45156483	23.96660318	0.00000000
7.51117735	33.79436236	0.00000000	7.51117735	23.96914696	0.00000000
7.57078987	33.80327781	0.00000000	7.57078987	23.97024938	0.00000000
7.63040239	33.80612626	0.00000000	7.63040239	23.97128517	0.00000000
7.69001490	33.80462855	0.00000000	7.69001490	23.97335618	0.00000000
7.74962742	33.80310995	0.00000000	7.74962742	23.97444080	0.00000000
7.80923994	33.80133872	0.00000000	7.80923994	23.97560082	0.00000000
7.86885246	33.80461774	0.00000000	7.86885246	23.97592380	0.00000000
7.92846498	33.80601558	0.00000000	7.92846498	23.97633223	0.00000000
7.98807750	33.80579568	0.00000000	7.98807750	23.97789463	0.00000000
8.04769002	33.80687763	0.00000000	8.04769002	23.97736297	0.00000000
8.10730253	33.80649250	0.00000000	8.10730253	23.97812803	0.00000000
8.16691505	33.80608458	0.00000000	8.16691505	23.97657999	0.00000000
8.22652757	33.80559912	0.00000000	8.22652757	23.97718738	0.00000000
8.28614009	33.80590157	0.00000000	8.28614009	23.97869514	0.00000000
8.34575261	33.80478231	0.00000000	8.34575261	23.97684370	0.00000000
8.40536513	33.79774610	0.00000000	8.40536513	23.97565004	0.00000000
8.46497765	33.79097722	0.00000000	8.46497765	23.97589975	0.00000000
8.52459016	33.80549924	0.00000000	8.52459016	23.97822342	0.00000000
8.58420268	33.80973115	0.00000000	8.58420268	23.97868884	0.00000000
8.64381520	33.81309502	0.00000000	8.64381520	23.98183540	0.00000000
8.70342772	33.81439608	0.00000000	8.70342772	23.98011820	0.00000000
8.76304024	33.82111360	0.00000000	8.76304024	23.99019425	0.00000000
8.82265276	33.82120986	0.00000000	8.82265276	23.99984784	0.00000000
8.88226528	33.82362601	0.00000000	8.88226528	23.98965191	0.00000000
8.94187779	33.82533849	0.00000000	8.94187779	23.98929438	0.00000000
9.00149031	33.82508514	0.00000000	9.00149031	23.98622473	0.00000000
9.06110283	33.82190087	0.00000000	9.06110283	23.98357500	0.00000000
9.12071535	33.82309337	0.00000000	9.12071535	23.98214105	0.00000000
9.18032787	33.82635168	0.00000000	9.18032787	23.98356909	0.00000000
9.23994039	33.82717331	0.00000000	9.23994039	23.98533343	0.00000000
9.29955291	33.82755564	0.00000000	9.29955291	23.99201873	0.00000000
9.35916543	33.83021042	0.00000000	9.35916543	24.00646936	0.00000000
9.41877794	33.82918439	0.00000000	9.41877794	24.00756433	0.00000000
9.47839046	33.83323356	0.00000000	9.47839046	24.00206400	0.00000000
9.53800298	33.82538447	0.00000000	9.53800298	23.99226441	0.00000000
9.59761550	33.82384730	0.00000000	9.59761550	23.99195613	0.00000000
9.65722802	33.82781777	0.00000000	9.65722802	23.99013030	0.00000000
9.71684054	33.83285836	0.00000000	9.71684054	23.99691195	0.00000000
9.77645306	33.84628717	0.00000000	9.77645306	23.99646301	0.00000000
9.83606557	33.84699180	0.00000000	9.83606557	23.99113931	0.00000000
9.89567809	33.83684838	0.00000000	9.89567809	23.98688917	0.00000000
9.95529061	33.82874394	0.00000000	9.95529061	23.98845023	0.00000000
10.01490313	33.83010229	0.00000000	10.01490313	23.98977889	0.00000000
10.07451565	33.84051139	0.00000000	10.07451565	23.98839564	0.00000000
10.13412817	33.85766270	0.00000000	10.13412817	23.98978988	0.00000000
10.19374069	33.90236303	0.00000000	10.19374069	23.99227513	0.00000000
10.25335320	33.92702698	0.00000000	10.25335320	23.99330743	0.00000000
10.31296572	33.95529189	0.00000000	10.31296572	23.99604561	0.00000000
10.37257824	33.97647619	0.00000000	10.37257824	24.00118778	0.00000000
10.43219076	33.99313769	0.00000000	10.43219076	23.99639066	0.00000000
10.49180328	34.04621270	0.00000000	10.49180328	23.99925064	0.00000000
10.55141580	34.09480096	0.00000000	10.55141580	24.00565328	0.00000000
10.61102832	34.11945738	0.00000000	10.61102832	24.00566890	0.00000000
10.67064083	34.14204994	0.00000000	10.67064083	24.01159365	0.00000000
10.73025335	34.17707568	0.00000000	10.73025335	24.00404814	0.00000000
10.78986587	34.18869555	0.00000000	10.78986587	24.00406819	0.00000000
10.84947839	34.20561307	0.00000000	10.84947839	23.99810666	0.00000000
10.90909091	34.20409850	0.00000000	10.90909091	23.99662310	0.00000000
10.96870343	34.21690680	0.00000000	10.96870343	23.99563202	0.00000000
11.02831595	34.24855843	0.00000000	11.02831595	23.99407540	0.00000000
11.08792846	34.25680015	0.00000000	11.08792846	23.99478092	0.00000000
11.14754098	34.26842890	0.00000000	11.14754098	23.99429083	0.00000000
11.20715350	34.29311035	0.00000000	11.20715350	23.99650016	0.00000000
11.26676602	34.33974894	0.00000000	11.26676602	23.99842310	0.00000000
11.32637854	34.37742196	0.00000000	11.32637854	23.99759174	0.00000000
11.38599106	34.33284441	0.00000000	11.38599106	23.98813152	0.00000000
11.44560358	34.30340916	0.00000000	11.44560358	23.98781137	0.00000000
11.50521610	34.29199195	0.00000000	11.50521610	23.98454834	0.00000000
11.56482861	34.30221349	0.00000000	11.56482861	23.98394016	0.00000000
11.62444113	34.30826118	0.00000000	11.62444113	23.98309277	0.00000000
11.68405365	34.31382006	0.00000000	11.68405365	23.98201025	0.00000000
11.74366617	34.32095804	0.00000000	11.74366617	23.98034329	0.00000000
11.80327869	34.32205372	0.00000000	11.80327869	23.98122604	0.00000000
11.86289121	34.32322847	0.00000000	11.86289121	23.98138294	0.00000000
11.92250373	34.32165444	0.00000000	11.92250373	23.98146133	0.00000000
11.98211624	34.32604007	0.00000000	11.98211624	23.98167719	0.00000000
12.04172876	34.33078585	0.00000000	12.04172876	23.98112309	0.00000000
12.10134128	34.32893275	0.00000000	12.10134128	23.98038841	0.00000000
12.16095380	34.32991786	0.00000000	12.16095380	23.98146130	0.00000000
12.22056632	34.33070736	0.00000000	12.22056632	23.98297039	0.00000000
12.28017884	34.33022506	0.00000000	12.28017884	23.98286897	0.00000000
12.33979136	34.32472832	0.00000000	12.33979136	23.98072998	0.00000000
12.39940387	34.30630823	0.00000000	12.39940387	23.98196106	0.00000000
12.45901639	34.26003479	0.00000000	12.45901639	23.97836318	0.00000000
12.51862891	34.22205137	0.00000000	12.51862891	23.97689290	0.00000000
12.57824143	34.22221297	0.00000000	12.57824143	23.97069876	0.00000000
12.63785395	34.21564216	0.00000000	12.63785395	23.96799117	0.00000000
12.69746647	34.21085894	0.00000000	12.69746647	23.96898017	0.00000000
12.75707899	34.18789997	0.00000000	12.75707899	23.96981363	0.00000000
12.81669151	34.17761061	0.00000000	12.81669151	23.97043288	0.00000000
12.87630402	34.18127751	0.00000000	12.87630402	23.97017165	0.00000000
12.93591654	34.17285815	0.00000000	12.93591654	23.97076671	0.00000000
12.99552906	34.17438626	0.00000000	12.99552906	23.97196877	0.00000000
13.05514158	34.17288072	0.00000000	13.05514158	23.97297690	0.00000000
13.11475410	34.17096893	0.00000000	13.11475410	23.97291425	0.00000000
13.17436662	34.16551537	0.00000000	13.17436662	23.97530346	0.00000000
13.23397914	34.17914093	0.00000000	13.23397914	23.97690349	0.00000000
13.29359165	34.18654604	0.00000000	13.29359165	23.97514363	0.00000000
13.35320417	34.18117676	0.00000000	13.35320417	23.97336161	0.00000000
13.41281669	34.17203941	0.00000000	13.41281669	23.97301277	0.00000000
13.47242921	34.17152065	0.00000000	13.47242921	23.97201597	0.00000000
13.53204173	34.17113736	0.00000000	13.53204173	23.97392935	0.00000000
13.59165425	34.17510757	0.00000000	13.59165425	23.97423378	0.00000000
13.65126677	34.17645579	0.00000000	13.65126677	23.97526459	0.00000000
13.71087928	34.17604795	0.00000000	13.71087928	23.97936228	0.00000000
13.77049180	34.17003479	0.00000000	13.77049180	23.97359860	0.00000000
13.83010432	34.16419643	0.00000000	13.83010432	23.97242713	0.00000000
13.88971684	34.16392692	0.00000000	13.88971684	23.97215702	0.00000000
13.94932936	34.15955065	0.00000000	13.94932936	23.97310742	0.00000000
14.00894188	34.15437816	0.00000000	14.00894188	23.97036852	0.00000000
14.06855440	34.14226112	0.00000000	14.06855440	23.97113758	0.00000000
14.12816692	34.14516731	0.00000000	14.12816692	23.96731329	0.00000000
14.18777943	34.14394810	0.00000000	14.18777943	23.96643056	0.00000000
14.24739195	34.14808885	0.00000000	14.24739195	23.96746662	0.00000000
14.30700447	34.15086606	0.00000000	14.30700447	23.96702874	0.00000000
14.36661699	34.16240559	0.00000000	14.36661699	23.97522555	0.00000000
14.42622951	34.38862126	0.00000000	14.42622951	24.07606129	0.00000000
14.48584203	34.88407532	0.00000000	14.48584203	24.27397457	0.00000000
14.54545455	35.36252913	0.00000000	14.54545455	24.32984968	0.00000000
14.60506706	35.32449902	0.00000000	14.60506706	24.38076847	0.00000000
14.66467958	35.28544661	0.00000000	14.66467958	24.33012667	0.00000000
14.72429210	35.26481122	0.00000000	14.72429210	24.34774499	0.00000000
14.78390462	35.32928337	0.00000000	14.78390462	24.36582442	0.00000000
14.84351714	35.36023915	0.00000000	14.84351714	24.38142202	0.00000000
14.90312966	35.37786578	0.00000000	14.90312966	24.38629514	0.00000000
14.96274218	35.36993007	0.00000000	14.96274218	24.43214981	0.00000000
15.02235469	35.36438046	0.00000000	15.02235469	24.43923430	0.00000000
15.08196721	35.36195466	0.00000000	15.08196721	24.44115877	0.00000000
15.14157973	35.37116903	0.00000000	15.14157973	24.44277851	0.00000000
15.20119225	35.42709688	0.00000000	15.20119225	24.45514004	0.00000000
15.26080477	35.50047935	0.00000000	15.26080477	24.55678857	0.00000000
15.32041729	35.57263278	0.00000000	15.32041729	24.62184401	0.00000000
15.38002981	35.61330728	0.00000000	15.38002981	24.66851526	0.00000000
15.43964232	35.63537306	0.00000000	15.43964232	24.72412379	0.00000000
15.49925484	35.72280124	0.00000000	15.49925484	24.82169830	0.00000000
15.55886736	35.76356244	0.00000000	15.55886736	24.96695703	0.00000000
15.61847988	35.84060655	0.00000000	15.61847988	25.21012273	0.00000000
15.67809240	35.84631522	0.00000000			
