SOLfas			Ext		
5.901639344	13.54547927	-1.003300222	5.901639344	8.852320821	4.247640525
5.961251863	13.54470144	-1.003664178	5.961251863	8.837724955	4.247930995
6.020864382	13.54968899	-1.004414566	6.020864382	8.832883101	4.247848134
6.0804769	13.54974719	-1.004390962	6.0804769	8.823474049	4.247873933
6.140089419	13.54777237	-1.003909232	6.140089419	8.802876922	4.246977288
6.199701937	13.54549455	-1.004201741	6.199701937	8.773867497	4.246717627
6.259314456	13.54447754	-1.004011492	6.259314456	8.75999968	4.247340514
6.318926975	13.53972149	-1.003649466	6.318926975	8.740900803	4.246780774
6.378539493	13.54652274	-1.004704658	6.378539493	8.730141752	4.246230503
6.438152012	13.542836	-1.004988158	6.438152012	8.698429402	4.246321591
6.497764531	13.54124738	-1.004766869	6.497764531	8.681842521	4.246672609
6.557377049	13.55330911	-1.005407132	6.557377049	8.670605742	4.245707477
6.616989568	13.5593663	-1.006242304	6.616989568	8.676712226	4.245104026
6.676602086	13.55059508	-1.005061701	6.676602086	8.662772619	4.24549868
6.736214605	13.55620322	-1.004976994	6.736214605	8.66290756	4.24571835
6.795827124	13.56432843	-1.003544758	6.795827124	8.669871313	4.245873851
6.855439642	13.56374259	-1.005375963	6.855439642	8.671062031	4.245710454
6.915052161	13.5629456	-1.005873014	6.915052161	8.668621909	4.246048295
6.97466468	13.55861511	-1.005936294	6.97466468	8.662531157	4.245671535
7.034277198	13.5557838	-1.005928905	7.034277198	8.651025786	4.245958529
7.093889717	13.55851039	-1.005514245	7.093889717	8.620256051	4.245720983
7.153502235	13.55627608	-1.004559143	7.153502235	8.607740904	4.246569431
7.213114754	13.56651618	-1.003397606	7.213114754	8.604273935	4.246716104
7.272727273	13.55205424	-1.003123201	7.272727273	8.599652189	4.247266684
7.332339791	13.55759964	-1.004001087	7.332339791	8.59365542	4.247271081
7.39195231	13.55901974	-1.004781049	7.39195231	8.592432509	4.24800557
7.451564829	13.55259789	-1.00560967	7.451564829	8.595988906	4.248233526
7.511177347	13.54150258	-1.006793164	7.511177347	8.586449406	4.248446519
7.570789866	13.54295787	-1.006693861	7.570789866	8.571609274	4.247345326
7.630402385	13.55287305	-1.007057816	7.630402385	8.555910802	4.246795004
7.690014903	13.54432169	-1.006933231	7.690014903	8.542664347	4.2477262
7.749627422	13.53995945	-1.00586632	7.749627422	8.528424949	4.249345868
7.80923994	13.53955085	-1.005331648	7.80923994	8.522945313	4.24828376
7.868852459	13.54771189	-1.005839688	7.868852459	8.51646794	4.248555982
7.928464978	13.54452551	-1.006062731	7.928464978	8.518925022	4.24760883
7.988077496	13.54846764	-1.006452033	7.988077496	8.515203316	4.247664973
8.047690015	13.55977313	-1.007389462	8.047690015	8.518630111	4.2471499
8.107302534	13.55152191	-1.006276082	8.107302534	8.505565235	4.246252442
8.166915052	13.554031	-1.006078879	8.166915052	8.482437575	4.246463945
8.226527571	13.55280774	-1.005557518	8.226527571	8.467351517	4.24667243
8.286140089	13.55449744	-1.006148217	8.286140089	8.461034692	4.246301985
8.345752608	13.55162397	-1.005719083	8.345752608	8.452597518	4.246673884
8.405365127	13.55285035	-1.006181046	8.405365127	8.450549923	4.246698164
8.464977645	13.55520765	-1.00640054	8.464977645	8.449171483	4.246879444
8.524590164	13.55012219	-1.005803945	8.524590164	8.451508654	4.246630039
8.584202683	13.54909848	-1.005926448	8.584202683	8.441881613	4.246231701
8.643815201	13.55244525	-1.006158286	8.643815201	8.440946361	4.246281123
8.70342772	13.55052524	-1.005580966	8.70342772	8.437596283	4.24648376
8.763040238	13.54926039	-1.005784874	8.763040238	8.432114421	4.246287875
8.822652757	13.54464174	-1.004944269	8.822652757	8.388708597	4.245821317
8.882265276	13.54033876	-1.00384928	8.882265276	8.370550648	4.246015064
8.941877794	13.54259635	-1.003582146	8.941877794	8.354131103	4.245434016
9.001490313	13.54288062	-1.002855249	9.001490313	8.323765207	4.245245248
9.061102832	13.54153257	-1.003005404	9.061102832	8.306993497	4.245167038
9.12071535	13.53559384	-1.002481659	9.12071535	8.292394292	4.246589912
9.180327869	13.54566729	-1.004420836	9.180327869	8.283583765	4.246044416
9.239940387	13.55468384	-1.005316733	9.239940387	8.259277043	4.246105534
9.299552906	13.55354854	-1.005842218	9.299552906	8.248749045	4.246747604
9.359165425	13.54910565	-1.005269292	9.359165425	8.234650625	4.247223673
9.418777943	13.55198627	-1.005744598	9.418777943	8.229646524	4.247028584
9.478390462	13.54997807	-1.005597381	9.478390462	8.224886653	4.247128565
9.538002981	13.5486326	-1.005515529	9.538002981	8.222592553	4.24718798
9.597615499	13.54826516	-1.005537053	9.597615499	8.203483751	4.246487675
9.657228018	13.55017663	-1.005321837	9.657228018	8.177845196	4.246817604
9.716840537	13.54417762	-1.004853459	9.716840537	8.164760971	4.246766955
9.776453055	13.54253284	-1.003751686	9.776453055	8.157881789	4.247262644
9.836065574	13.53769709	-1.002688338	9.836065574	8.136126417	4.247915999
9.895678092	13.53766649	-1.002660332	9.895678092	8.125701413	4.246600186
9.955290611	13.54191751	-1.003380702	9.955290611	8.09767219	4.247154558
10.01490313	13.53926055	-1.003393999	10.01490313	8.081593482	4.248795755
10.07451565	13.53281031	-1.001816021	10.07451565	8.076972842	4.248457037
10.13412817	13.5254302	-0.997085166	10.13412817	8.062481319	4.247348876
10.19374069	13.52624446	-0.995482432	10.19374069	8.044795516	4.246742958
10.2533532	13.52327842	-0.996619548	10.2533532	8.014539878	4.246192011
10.31296572	13.5219109	-0.995517364	10.31296572	7.98271406	4.245238582
10.37257824	13.50926145	-1.001407725	10.37257824	7.953293644	4.243843905
10.43219076	13.47391674	-1.000090733	10.43219076	7.944218292	4.242768603
10.49180328	13.46830623	-0.999999537	10.49180328	7.93751869	4.242450954
10.5514158	13.4566222	-0.998226447	10.5514158	7.925562818	4.243375021
10.61102832	13.45218511	-0.998326241	10.61102832	7.913670605	4.244390177
10.67064083	13.4521828	-0.997973339	10.67064083	7.89926955	4.245463071
10.73025335	13.46105167	-1.000061653	10.73025335	7.871408894	4.24697082
10.78986587	13.46033673	-0.999790783	10.78986587	7.847577717	4.247632466
10.84947839	13.46642728	-1.001320488	10.84947839	7.851692318	4.247790939
10.90909091	13.46614403	-1.002087638	10.90909091	7.84124472	4.248250027
10.96870343	13.46026281	-1.002120941	10.96870343	7.827163657	4.248047789
11.02831595	13.46454827	-1.002673762	11.02831595	7.793550497	4.24797632
11.08792846	13.46165355	-1.002463396	11.08792846	7.778901772	4.248728645
11.14754098	13.46810748	-1.003629241	11.14754098	7.772473349	4.248852376
11.2071535	13.46474877	-1.004031705	11.2071535	7.763423002	4.248448566
11.26676602	13.46786643	-1.004267885	11.26676602	7.77118176	4.248580971
11.32637854	13.46798183	-1.004376569	11.32637854	7.774294131	4.248371116
11.38599106	13.4699826	-1.005547868	11.38599106	7.770643007	4.247856269
11.44560358	13.47315858	-1.006335499	11.44560358	7.772219462	4.248056314
11.5052161	13.47324381	-1.005754701	11.5052161	7.77094778	4.248479465
11.56482861	13.47800217	-1.006342819	11.56482861	7.775388891	4.248383004
11.62444113	13.47747201	-1.005823174	11.62444113	7.7740929	4.247900349
11.68405365	13.47676083	-1.006389441	11.68405365	7.762381717	4.249422183
11.74366617	13.46513595	-1.00575507	11.74366617	7.734592572	4.25112811
11.80327869	13.46611603	-1.003778348	11.80327869	7.714940628	4.249511214
11.86289121	13.45648601	-1.000489431	11.86289121	7.700148973	4.250730249
11.92250373	13.44515619	-0.998172535	11.92250373	7.690051498	4.250169099
11.98211624	13.45242336	-0.999559247	11.98211624	7.685106958	4.248976569
12.04172876	13.44765694	-0.999392433	12.04172876	7.667931868	4.248903552
12.10134128	13.44531738	-0.999716894	12.10134128	7.638770314	4.248256494
12.1609538	13.44360912	-0.99958976	12.1609538	7.62854063	4.248156616
12.22056632	13.45509901	-1.000616722	12.22056632	7.626681693	4.248277767
12.28017884	13.4632727	-1.001664078	12.28017884	7.622046251	4.248590873
12.33979136	13.46883946	-1.003151699	12.33979136	7.620461396	4.248434842
12.39940387	13.47434492	-1.003469446	12.39940387	7.621827312	4.248949333
12.45901639	13.47639903	-1.003936942	12.45901639	7.627784279	4.248825631
12.51862891	13.48063356	-1.004866156	12.51862891	7.62947546	4.248432763
12.57824143	13.47800414	-1.004858062	12.57824143	7.629815507	4.248438817
12.63785395	13.47769643	-1.004829228	12.63785395	7.625513971	4.248334316
12.69746647	13.47554602	-1.002955143	12.69746647	7.630945957	4.247970122
12.75707899	13.47923493	-1.003927425	12.75707899	7.629848986	4.247901513
12.81669151	13.47740384	-1.002556541	12.81669151	7.629322834	4.24742678
12.87630402	13.47362659	-1.002874208	12.87630402	7.633309855	4.247444178
12.93591654	13.47007405	-1.001672731	12.93591654	7.629187427	4.247023284
12.99552906	13.47720311	-1.003756757	12.99552906	7.632069499	4.247700842
13.05514158	13.47134525	-1.003528249	13.05514158	7.62940001	4.247897616
13.1147541	13.47493157	-1.003509413	13.1147541	7.63649558	4.247833365
13.17436662	13.47386095	-1.002640294	13.17436662	7.636991834	4.246924401
13.23397914	13.47447772	-1.003639804	13.23397914	7.638171006	4.247129177
13.29359165	13.47189862	-1.003249462	13.29359165	7.634429933	4.246398554
13.35320417	13.47077692	-1.002865509	13.35320417	7.63480008	4.246736947
13.41281669	13.46898422	-1.0014185	13.41281669	7.637221488	4.245477975
13.47242921	13.46689885	-1.001261541	13.47242921	7.637085682	4.245136181
13.53204173	13.46313	-1.001460199	13.53204173	7.634935324	4.245473056
13.59165425	13.46680976	-1.003110177	13.59165425	7.630645762	4.246666673
13.65126677	13.46414686	-1.002697463	13.65126677	7.633332248	4.246327181
13.71087928	13.46964258	-1.003531274	13.71087928	7.632163035	4.246769415
13.7704918	13.46707826	-1.003678784	13.7704918	7.630952142	4.246987894
13.83010432	13.47176653	-1.003579928	13.83010432	7.632224227	4.246942787
13.88971684	13.47518713	-1.004168822	13.88971684	7.635814967	4.247082306
13.94932936	13.47093283	-1.003695019	13.94932936	7.637686103	4.247679243
14.00894188	13.47474649	-1.003915097	14.00894188	7.640501805	4.247933008
14.0685544	13.4787099	-1.004580371	14.0685544	7.639346512	4.248497185
14.12816692	13.47422621	-1.003024522	14.12816692	7.633817067	4.248905414
14.18777943	13.47704252	-1.002861446	14.18777943	7.631725298	4.24917294
14.24739195	13.47580728	-1.002564303	14.24739195	7.637407149	4.248591312
14.30700447	13.4787125	-1.002533042	14.30700447	7.640090747	4.248515919
14.36661699	13.47548425	-1.001162521	14.36661699	7.636244408	4.248575988
14.42622951	13.47478857	-0.99978928	14.42622951	7.636783105	4.248934249
14.48584203	13.47230589	-0.997459283	14.48584203	7.633785309	4.24887889
14.54545455	13.46701062	-0.995465446	14.54545455	7.635387113	4.249044833
14.60506706	13.47581586	-0.996868985	14.60506706	7.63275774	4.248734033
14.66467958	13.46951185	-0.993947297	14.66467958	7.627539864	4.249114217
14.7242921	13.46029811	-0.992385732	14.7242921	7.622745906	4.249363145
14.78390462	13.45303276	-0.990841331	14.78390462	7.598978452	4.250790214
14.84351714	13.45143859	-0.991110306	14.84351714	7.574111138	4.250070042
14.90312966	13.45372354	-0.991747074	14.90312966	7.561898895	4.249817238
14.96274218	13.44895342	-0.994249796	14.96274218	7.547664926	4.249123322
15.02235469	13.45377261	-0.997379435	15.02235469	7.548009764	4.248629957
15.08196721	13.46003534	-0.998634374	15.08196721	7.550010019	4.24837885
15.14157973	13.46634551	-1.000978308	15.14157973	7.552569751	4.248802883
15.20119225	13.46497723	-1.001204786	15.20119225	7.553406698	4.248741203
15.26080477	13.46287938	-1.000952589	15.26080477	7.553199817	4.247949349
15.32041729	13.46538142	-1.001824924	15.32041729	7.558049987	4.247910039
15.38002981	13.47347193	-1.00377371	15.38002981	7.558676737	4.247903622
15.43964232	13.47509049	-1.003840019	15.43964232	7.564927276	4.248095507
15.49925484	13.47576996	-1.003788265	15.49925484	7.565234134	4.248035373
15.55886736	13.47575643	-1.00296371	15.55886736	7.568971525	4.248139545
15.61847988	13.47673808	-1.0027975	15.61847988	7.567785501	4.248429834
15.6780924	13.4772321	-1.001129237	15.6780924	7.567323164	4.248345217
15.73770492	13.48077089	-1.001272641	15.73770492	7.571793747	4.248773108
15.79731744	13.47926188	-0.998927072	15.79731744	7.57414882	4.248392806
15.85692996	13.47852382	-0.999433472	15.85692996	7.574783795	4.248668993
15.91654247	13.47755003	-0.999122362	15.91654247	7.571818316	4.248555399
15.97615499	13.48119176	-0.997886593	15.97615499	7.57040208	4.249004937
16.03576751	13.47887448	-0.997400976	16.03576751	7.570285209	4.248956707
16.09538003	13.47520788	-0.995752826	16.09538003	7.570572726	4.248518052
16.15499255	13.47601581	-0.996769867	16.15499255	7.579597508	4.248668563
16.21460507	13.47972493	-0.998006648	16.21460507	7.575711464	4.248404514
16.27421759	13.47545934	-0.996523938	16.27421759	7.571397696	4.248360403
16.3338301	13.46623851	-0.995687015	16.3338301	7.573198579	4.248518547
16.39344262	13.46065459	-0.993721389	16.39344262	7.576466275	4.248384119
16.45305514	13.47144132	-0.996890823	16.45305514	7.576395749	4.247444542
16.51266766	13.46341407	-0.995075774	16.51266766	7.571520463	4.246893192
16.57228018	13.45768656	-0.993202476	16.57228018	7.570610071	4.247366138
16.6318927	13.46175547	-0.993639663	16.6318927	7.570617676	4.24775213
16.69150522	13.46195842	-0.993085813	16.69150522	7.56917502	4.247138811
16.75111773	13.46758483	-0.993814431	16.75111773	7.570247366	4.247419344
16.81073025	13.47275454	-0.99293784	16.81073025	7.568214848	4.248473091
16.87034277	13.47437716	-0.994092644	16.87034277	7.568013368	4.248756666
16.92995529	13.47272256	-0.992655833	16.92995529	7.570626662	4.248482267
16.98956781	13.47821343	-0.995981587	16.98956781	7.571760604	4.248442267
17.04918033	13.48276664	-0.995450205	17.04918033	7.571771052	4.24874012
17.10879285	13.47785635	-0.995169884	17.10879285	7.569145041	4.248797996
17.16840537	13.46652573	-0.992008105	17.16840537	7.565266763	4.249324595
17.22801788	13.46892831	-0.993063028	17.22801788	7.564611203	4.249550617
17.2876304	13.46204177	-0.992871413	17.2876304	7.563755643	4.250058955
17.34724292	13.46314343	-0.99392559	17.34724292	7.566608137	4.249633961
17.40685544	13.46693155	-0.995407021	17.40685544	7.569010356	4.249313744
17.46646796	13.47131128	-0.995804248	17.46646796	7.569429792	4.249177263
17.52608048	13.46859854	-0.995208571	17.52608048	7.569879615	4.24903774
17.585693	13.47381317	-0.994410208	17.585693	7.57125858	4.248739517
17.64530551	13.47166414	-0.994641565	17.64530551	7.570142824	4.248993822
17.70491803	13.48171124	-0.996510673	17.70491803	7.572334226	4.248633999
17.76453055	13.48650544	-0.997382175	17.76453055	7.57251817	4.248518642
17.82414307	13.49016393	-0.996891508	17.82414307	7.574662141	4.248164523
17.88375559	13.48882877	-0.997745028	17.88375559	7.571164393	4.24869209
17.94336811	13.47830763	-0.996970739	17.94336811	7.570474718	4.249227783
18.00298063	13.46825642	-0.997021712	18.00298063	7.567551458	4.249291979
18.06259314	13.46985334	-0.997779611	18.06259314	7.568591874	4.24937568
18.12220566	13.46939459	-0.998839919	18.12220566	7.569453319	4.249501031
18.18181818	13.47013946	-1.00020527	18.18181818	7.568519206	4.24910904
18.2414307	13.47423088	-1.001604839	18.2414307	7.568111268	4.248936265
18.30104322	13.46808719	-1.001278466	18.30104322	7.568504736	4.249213194
18.36065574	13.46569973	-0.99903936	18.36065574	7.562563659	4.24940608
18.42026826	13.46059994	-0.997156262	18.42026826	7.564271639	4.249431312
18.47988077	13.46373055	-0.997051357	18.47988077	7.559116827	4.249383879
18.53949329	13.4631587	-0.99645278	18.53949329	7.559860511	4.249407512
18.59910581	13.46701694	-0.9969373	18.59910581	7.560815809	4.249196415
18.65871833	13.46915695	-0.997680964	18.65871833	7.560912127	4.249330292
18.71833085	13.46491386	-0.997213366	18.71833085	7.558867782	4.249753072
18.77794337	13.4704063	-0.997710385	18.77794337	7.563545431	4.249841643
18.83755589	13.47153505	-0.997209103	18.83755589	7.5654544	4.249752604
18.89716841	13.47022593	-0.997300926	18.89716841	7.564623823	4.250440879
18.95678092	13.46270473	-0.996010458	18.95678092	7.564770937	4.250186334
19.01639344	13.46173448	-0.995113068	19.01639344	7.567304276	4.250169488
19.07600596	13.46142582	-0.995845235	19.07600596	7.568411493	4.249629002
19.13561848	13.45728505	-0.994351174	19.13561848	7.568413097	4.249721662
19.195231	13.44871698	-0.991589041	19.195231	7.56899402	4.249760334
19.25484352	13.44716232	-0.992227596	19.25484352	7.568813643	4.250245219
19.31445604	13.41479182	-0.998406243	19.31445604	7.567201753	4.250931059
19.37406855	13.38923101	-0.996463465	19.37406855	7.568867841	4.250656211
19.43368107	13.3793672	-0.993951674	19.43368107	7.569629883	4.251526449
19.49329359	13.38103628	-0.996488469	19.49329359	7.570146103	4.251927964
19.55290611	13.37772843	-0.996243704	19.55290611	7.569452012	4.252032439
19.61251863	13.37406303	-0.994749985	19.61251863	7.572122302	4.251608411
19.67213115	13.38822384	-0.996276461	19.67213115	7.572251723	4.250460253
19.73174367	13.39347257	-0.998731967	19.73174367	7.573208009	4.249674425
19.79135618	13.40418465	-1.001113053	19.79135618	7.572225285	4.248279469
19.8509687	13.40064849	-1.000818936	19.8509687	7.572005598	4.248549539
19.91058122	13.40518462	-1.00015124	19.91058122	7.572491318	4.248529168
19.97019374	13.40881056	-1.000190749	19.97019374	7.573263481	4.248035296
20.02980626	13.39946331	-0.998093238	20.02980626	7.572904651	4.248609312
20.08941878	13.40058262	-0.998366772	20.08941878	7.571524199	4.24847814
20.1490313	13.40406579	-0.998709917	20.1490313	7.571355941	4.248499579
20.20864382	13.4088368	-0.99723213	20.20864382	7.573790484	4.248589547
20.26825633	13.40295468	-0.994934857	20.26825633	7.573399491	4.248764207
20.32786885	13.39582139	-0.99252412	20.32786885	7.575168778	4.248999972
20.38748137	13.39306818	-0.992891752	20.38748137	7.574076893	4.248645368
20.44709389	13.39471297	-0.993048161	20.44709389	7.572791973	4.24869417
20.50670641	13.39053025	-0.992867596	20.50670641	7.573276196	4.249095241
20.56631893	13.39031487	-0.994676239	20.56631893	7.574578737	4.248613488
20.62593145	13.3973321	-0.997801348	20.62593145	7.57442709	4.248493624
20.68554396	13.39873714	-1.000079542	20.68554396	7.57368445	4.24855366
20.74515648	13.4008431	-1.001620054	20.74515648	7.573899058	4.24840882
20.804769	13.39391254	-1.001401954	20.804769	7.574119265	4.248732834
20.86438152	13.39702771	-1.002065258	20.86438152	7.570821002	4.248605191
20.92399404	13.40046702	-1.002716602	20.92399404	7.572506647	4.248620165
20.98360656	13.40482376	-1.003610737	20.98360656	7.57077276	4.248362613
21.04321908	13.40343419	-1.003814277	21.04321908	7.57308377	4.248150939
21.10283159	13.39708245	-1.002552905	21.10283159	7.568315136	4.247897219
21.16244411	13.39294641	-1.003017547	21.16244411	7.569449595	4.24835023
21.22205663	13.38581154	-1.003727596	21.22205663	7.570692352	4.247562783
21.28166915	13.38724177	-1.003172847	21.28166915	7.569361601	4.247391661
21.34128167	13.39022977	-1.004322152	21.34128167	7.569421582	4.247194778
21.40089419	13.39073384	-1.004699233	21.40089419	7.567767355	4.247691632
21.46050671	13.38945167	-1.004988198	21.46050671	7.571783165	4.247344867
21.52011923	13.38913552	-1.004128385	21.52011923	7.570730697	4.247062187
21.57973174	13.39390826	-1.005432547	21.57973174	7.569479696	4.24694215
21.63934426	13.39421478	-1.006335581	21.63934426	7.570036597	4.246679089
21.69895678	13.39725045	-1.007878409	21.69895678	7.570421397	4.246147537
21.7585693	13.40232204	-1.008651365	21.7585693	7.570050766	4.246628505
21.81818182	13.39928327	-1.008550491	21.81818182	7.572375207	4.246195066
21.87779434	13.3985766	-1.008883895	21.87779434	7.569306296	4.245407507
21.93740686	13.39533177	-1.008619784	21.93740686	7.573314736	4.245693218
21.99701937	13.39356279	-1.00842212	21.99701937	7.572065503	4.245930746
22.05663189	13.39816414	-1.008546652	22.05663189	7.5730828	4.246132474
22.11624441	13.39584227	-1.008872188	22.11624441	7.569857124	4.246826548
22.17585693	13.39887029	-1.009746653	22.17585693	7.570025183	4.246847602
22.23546945	13.39826451	-1.010032868	22.23546945	7.570767968	4.247072576
22.29508197	13.39299091	-1.010718334	22.29508197	7.571493461	4.246932521
22.35469449	13.37040678	-1.013311608	22.35469449	7.569395166	4.246076422
22.414307	13.37059471	-1.01310401	22.414307	7.569186525	4.246019432
22.47391952	13.3651149	-1.01413063	22.47391952	7.569284687	4.245675496
