Fasc_sup			mass_A		
t	x	y	t	x	y
0.00000000000000	3.46825495800000	17.17288589000000	0.00000000000000	25.64166436000000	21.68847865000000
0.05526083112000	3.46874773800000	17.17139593000000	0.05526083112000	25.64026712000000	21.68781453000000
0.11052166220000	3.46730587800000	17.17078515000000	0.11052166220000	25.64041984000000	21.68827121000000
0.16578249340000	3.46431808300000	17.17129087000000	0.16578249340000	25.64136262000000	21.68803380000000
0.22104332450000	3.46795657400000	17.17123339000000	0.22104332450000	25.64115540000000	21.68821266000000
0.27630415560000	3.46521309500000	17.17158397000000	0.27630415560000	25.64111898000000	21.68807706000000
0.33156498670000	3.46958426400000	17.17152674000000	0.33156498670000	25.64206775000000	21.68824693000000
0.38682581790000	3.48857458700000	17.17133382000000	0.38682581790000	25.64181469000000	21.68819881000000
0.44208664900000	3.47404625500000	17.17187003000000	0.44208664900000	25.64207653000000	21.68828753000000
0.49734748010000	3.47471311400000	17.17191555000000	0.49734748010000	25.64255912000000	21.68819689000000
0.55260831120000	3.47866299100000	17.17177482000000	0.55260831120000	25.64159895000000	21.68847638000000
0.60786914240000	3.47586018100000	17.17115356000000	0.60786914240000	25.64204315000000	21.68848510000000
0.66312997350000	3.47311377100000	17.17189233000000	0.66312997350000	25.63979770000000	21.68815861000000
0.71839080460000	3.48088833500000	17.17117072000000	0.71839080460000	25.64088639000000	21.68825249000000
0.77365163570000	3.48538585800000	17.17121075000000	0.77365163570000	25.64052815000000	21.68830201000000
0.82891246680000	3.48053580900000	17.17163354000000	0.82891246680000	25.63947816000000	21.68819357000000
0.88417329800000	3.47883026300000	17.17154913000000	0.88417329800000	25.64184823000000	21.68848901000000
0.93943412910000	3.48344424600000	17.17206858000000	0.93943412910000	25.64137862000000	21.68828564000000
0.99469496020000	3.48171605900000	17.17185956000000	0.99469496020000	25.64171312000000	21.68859566000000
1.04995579100000	3.48331244200000	17.17181319000000	1.04995579100000	25.64230163000000	21.68824901000000
1.10521662200000	3.49188772300000	17.17185345000000	1.10521662200000	25.64137256000000	21.68834335000000
1.16047745400000	3.49595515600000	17.17145366000000	1.16047745400000	25.64209576000000	21.68857311000000
1.21573828500000	3.49579027600000	17.17177924000000	1.21573828500000	25.64165688000000	21.68820824000000
1.27099911600000	3.48818399100000	17.17147262000000	1.27099911600000	25.64211427000000	21.68837571000000
