mass_B			ExtMarker		
t	x	y	t	x	y
0	24.84160789	0	0	44.75627121	0
0.023319264	24.84175634	0	0.023319264	44.75647402	0
0.046638528	24.84139489	0	0.046638528	44.75648859	0
0.069957792	24.84162964	0	0.069957792	44.756302	0
0.093277056	24.84187826	0	0.093277056	44.75643704	0
0.11659632	24.84194333	0	0.11659632	44.75686898	0
0.139915584	24.84202377	0	0.139915584	44.75661286	0
0.163234848	24.842297	0	0.163234848	44.75624757	0
0.186554112	24.84226087	0	0.186554112	44.75604779	0
0.209873376	24.84225123	0	0.209873376	44.75612425	0
0.23319264	24.84264521	0	0.23319264	44.75630355	0
0.256511905	24.84286956	0	0.256511905	44.75608472	0
0.279831169	24.84317517	0	0.279831169	44.7567048	0
0.303150433	24.84403187	0	0.303150433	44.75609243	0
0.326469697	24.84454782	0	0.326469697	44.75690508	0
0.349788961	24.84481447	0	0.349788961	44.75645317	0
0.373108225	24.84423697	0	0.373108225	44.75590854	0
0.396427489	24.84451204	0	0.396427489	44.75631631	0
0.419746753	24.84448317	0	0.419746753	44.75621071	0
0.443066017	24.84439828	0	0.443066017	44.75564104	0
0.466385281	24.84446482	0	0.466385281	44.7558095	0
0.489704545	24.84232807	0	0.489704545	44.75582151	0
0.513023809	24.84224842	0	0.513023809	44.75617301	0
0.536343073	24.84331162	0	0.536343073	44.75639788	0
0.559662337	24.84412953	0	0.559662337	44.75641922	0
0.582981601	24.84367931	0	0.582981601	44.75622333	0
0.606300865	24.84314945	0	0.606300865	44.75613305	0
0.629620129	24.84369204	0	0.629620129	44.7560704	0
0.652939393	24.84187473	0	0.652939393	44.75600602	0
0.676258657	24.84264836	0	0.676258657	44.75595194	0
0.699577921	24.84176434	0	0.699577921	44.75585065	0
0.722897185	24.84302687	0	0.722897185	44.75611564	0
0.746216449	24.84208261	0	0.746216449	44.75596366	0
0.769535714	24.84210069	0	0.769535714	44.75600571	0
0.792854978	24.84200735	0	0.792854978	44.75578134	0
0.816174242	24.84095518	0	0.816174242	44.75592853	0
0.839493506	24.84108251	0	0.839493506	44.75586848	0
0.86281277	24.8414071	0	0.86281277	44.75607507	0
0.886132034	24.84287693	0	0.886132034	44.75638567	0
0.909451298	24.84335613	0	0.909451298	44.75622216	0
0.932770562	24.84295888	0	0.932770562	44.75561846	0
0.956089826	24.8425683	0	0.956089826	44.75541113	0
0.97940909	24.84278474	0	0.97940909	44.75593573	0
1.002728354	24.84352264	0	1.002728354	44.75586012	0
1.026047618	24.84331432	0	1.026047618	44.7556662	0
1.049366882	24.84352428	0	1.049366882	44.7561783	0
1.072686146	24.84355745	0	1.072686146	44.75625152	0
1.09600541	24.8430957	0	1.09600541	44.75607997	0
1.119324674	24.84270873	0	1.119324674	44.75607272	0
1.142643938	24.84416305	0	1.142643938	44.75597329	0
1.165963202	24.84351727	0	1.165963202	44.75593054	0
1.189282466	24.84292381	0	1.189282466	44.75617002	0
1.21260173	24.84469064	0	1.21260173	44.75626143	0
1.235920994	24.84595051	0	1.235920994	44.75594357	0
1.259240258	24.84589527	0	1.259240258	44.75611481	0
1.282559522	24.84499716	0	1.282559522	44.75612344	0
1.305878786	24.84620968	0	1.305878786	44.75573128	0
1.329198051	24.84566404	0	1.329198051	44.75597913	0
1.352517315	24.84443957	0	1.352517315	44.7563071	0
1.375836579	24.84526432	0	1.375836579	44.75515673	0
1.399155843	24.84618257	0	1.399155843	44.75641226	0
1.422475107	24.84570998	0	1.422475107	44.75570722	0
1.445794371	24.84566038	0	1.445794371	44.75604254	0
1.469113635	24.84430377	0	1.469113635	44.75578802	0
1.492432899	24.84490553	0	1.492432899	44.75625613	0
1.515752163	24.84437903	0	1.515752163	44.75582714	0
1.539071427	24.84242514	0	1.539071427	44.75564479	0
1.562390691	24.84118497	0	1.562390691	44.75559778	0
1.585709955	24.82239312	0	1.585709955	44.75430721	0
1.609029219	24.82239312	0	1.609029219	44.75232965	0
1.632348483	24.82239312	0	1.632348483	44.75335507	0
1.655667747	24.77471393	0	1.655667747	44.74816363	0
1.678987011	24.46336872	0	1.678987011	44.77326923	0
1.702306275	24.37784553	0	1.702306275	44.76757604	0
1.725625539	24.28389528	0	1.725625539	44.76695825	0
1.748944803	23.97732596	0	1.748944803	44.76613194	0
1.772264067	23.66307058	0	1.772264067	44.76239298	0
1.795583331	23.48252729	0	1.795583331	44.76169826	0
1.818902595	23.10994674	0	1.818902595	44.75669921	0
1.842221859	22.85089254	0	1.842221859	44.75594011	0
1.865541124	22.12295571	0	1.865541124	44.7899017	0
1.888860388	21.97206983	0	1.888860388	44.78595891	0
1.912179652	21.85017901	0	1.912179652	44.78202674	0
1.935498916	21.62129944	0	1.935498916	44.77800891	0
1.95881818	21.44661924	0	1.95881818	44.77680439	0
1.982137444	21.36605659	0	1.982137444	44.77623251	0
2.005456708	21.25450391	0	2.005456708	44.77585216	0
2.028775972	21.18859013	0	2.028775972	44.77582763	0
2.052095236	21.13435156	0	2.052095236	44.772668	0
2.0754145	21.10542391	0	2.0754145	44.77317548	0
2.098733764	21.03202105	0	2.098733764	44.77195325	0
2.122053028	20.99719563	0	2.122053028	44.77197526	0
2.145372292	20.95360791	0	2.145372292	44.77146754	0
2.168691556	20.90270775	0	2.168691556	44.769867	0
2.19201082	20.83844247	0	2.19201082	44.77048804	0
2.215330084	20.79637212	0	2.215330084	44.77183813	0
2.238649348	20.72852632	0	2.238649348	44.77055992	0
2.261968612	20.70301259	0	2.261968612	44.7707026	0
2.285287876	20.58493006	0	2.285287876	44.76905104	0
2.30860714	20.53899267	0	2.30860714	44.76970057	0
2.331926404	20.46257802	0	2.331926404	44.76970427	0
2.355245668	20.38287235	0	2.355245668	44.76633804	0
2.378564932	20.31390334	0	2.378564932	44.7665535	0
2.401884197	20.23496875	0	2.401884197	44.76553813	0
2.425203461	20.16417547	0	2.425203461	44.76667665	0
2.448522725	20.12356149	0	2.448522725	44.76697821	0
2.471841989	19.99085974	0	2.471841989	44.79759393	0
2.495161253	19.8816462	0	2.495161253	44.793122	0
2.518480517	19.84259466	0	2.518480517	44.79048019	0
2.541799781	19.75477797	0	2.541799781	44.78842135	0
2.565119045	19.6147928	0	2.565119045	44.78605503	0
2.588438309	19.46033091	0	2.588438309	44.78246505	0
2.611757573	19.36556404	0	2.611757573	44.78255124	0
2.635076837	19.32759693	0	2.635076837	44.7807632	0
2.658396101	19.253071	0	2.658396101	44.78012561	0
2.681715365	19.19211937	0	2.681715365	44.77960403	0
2.705034629	19.10442792	0	2.705034629	44.77932396	0
2.728353893	19.02610245	0	2.728353893	44.77900298	0
2.751673157	18.93467242	0	2.751673157	44.7803782	0
2.774992421	18.80720669	0	2.774992421	44.77782971	0
2.798311685	18.77216535	0	2.798311685	44.77840668	0
2.821630949	18.71822238	0	2.821630949	44.77782634	0
2.844950213	18.66187011	0	2.844950213	44.77965522	0
2.868269477	18.62196167	0	2.868269477	44.77921074	0
2.891588741	18.62275174	0	2.891588741	44.77841418	0
2.914908006	18.62110622	0	2.914908006	44.77889732	0
2.93822727	18.59877841	0	2.93822727	44.77964588	0
2.961546534	18.55052246	0	2.961546534	44.77979192	0
2.984865798	18.5228063	0	2.984865798	44.77876082	0
3.008185062	18.48350255	0	3.008185062	44.77858592	0
3.031504326	18.44233843	0	3.031504326	44.77705391	0
3.05482359	18.4031642	0	3.05482359	44.7777391	0
3.078142854	18.36455827	0	3.078142854	44.77791621	0
3.101462118	18.24686002	0	3.101462118	44.77787512	0
3.124781382	18.23882745	0	3.124781382	44.77756105	0
3.148100646	18.17557289	0	3.148100646	44.77764145	0
3.17141991	18.06046504	0	3.17141991	44.77549098	0
3.194739174	18.03429782	0	3.194739174	44.7764943	0
3.218058438	18.00029514	0	3.218058438	44.7769624	0
3.241377702	17.9523974	0	3.241377702	44.77740771	0
3.264696966	17.90601505	0	3.264696966	44.77709687	0
3.28801623	17.84636981	0	3.28801623	44.77666521	0
3.311335494	17.80053625	0	3.311335494	44.77693768	0
3.334654758	17.76207637	0	3.334654758	44.7760561	0
3.357974022	17.69340285	0	3.357974022	44.77631808	0
3.381293286	17.65908281	0	3.381293286	44.77837542	0
3.40461255	17.63088463	0	3.40461255	44.77925869	0
3.427931814	17.59008074	0	3.427931814	44.7803402	0
3.451251079	17.5009585	0	3.451251079	44.77858079	0
3.474570343	17.43671299	0	3.474570343	44.78037709	0
3.497889607	17.38239794	0	3.497889607	44.77909477	0
3.521208871	17.28866301	0	3.521208871	44.77949367	0
3.544528135	17.21645457	0	3.544528135	44.77998131	0
3.567847399	17.15819918	0	3.567847399	44.78022792	0
3.591166663	17.13376842	0	3.591166663	44.77809148	0
3.614485927	17.10517592	0	3.614485927	44.77896194	0
3.637805191	17.07981054	0	3.637805191	44.77807793	0
3.661124455	17.0367698	0	3.661124455	44.77775558	0
3.684443719	17.01005855	0	3.684443719	44.77766898	0
3.707762983	16.98397844	0	3.707762983	44.77751053	0
3.731082247	16.91360562	0	3.731082247	44.77887494	0
3.754401511	16.87366801	0	3.754401511	44.77994888	0
3.777720775	16.86505791	0	3.777720775	44.77817267	0
3.801040039	16.8129206	0	3.801040039	44.7781072	0
3.824359303	16.74208876	0	3.824359303	44.77940577	0
3.847678567	16.62685511	0	3.847678567	44.77831101	0
3.870997831	16.58923229	0	3.870997831	44.77827224	0
3.894317095	16.58157302	0	3.894317095	44.77861402	0
3.917636359	16.55974798	0	3.917636359	44.77861176	0
3.940955623	16.4719781	0	3.940955623	44.78164008	0
3.964274887	16.43195992	0	3.964274887	44.78134001	0
3.987594152	16.40210681	0	3.987594152	44.78105681	0
4.010913416	16.27263642	0	4.010913416	44.7816627	0
4.03423268	16.2309571	0	4.03423268	44.78067457	0
4.057551944	16.13653685	0	4.057551944	44.78076761	0
4.080871208	16.05042405	0	4.080871208	44.78227409	0
4.104190472	15.9773268	0	4.104190472	44.78013033	0
4.127509736	15.88569975	0	4.127509736	44.78165122	0
4.150829	15.84417884	0	4.150829	44.7823606	0
4.174148264	15.79212014	0	4.174148264	44.78122303	0
4.197467528	15.75627861	0	4.197467528	44.78255984	0
4.220786792	15.74654787	0	4.220786792	44.78236024	0
4.244106056	15.74596294	0	4.244106056	44.78290597	0
4.26742532	15.75325249	0	4.26742532	44.78219958	0
4.290744584	15.75607651	0	4.290744584	44.78181678	0
