2_Bump			mass_A		
t	x	y	t	x	y
0.00000000000000	35.31676919000000	-0.04949580100000	0.00000000000000	13.66286131000000	5.47181130700000
0.05961251863000	35.30449508000000	-0.05086174009000	0.05961251863000	13.63960163000000	5.47134181700000
0.11922503730000	35.29324156000000	-0.04925835022000	0.11922503730000	13.60214663000000	5.47152124300000
0.17883755590000	35.30242610000000	-0.04996684500000	0.17883755590000	13.55791389000000	5.46891348300000
0.23845007450000	35.29999391000000	-0.05040365388000	0.23845007450000	13.54447877000000	5.46677867800000
0.29806259310000	35.30140967000000	-0.05007163373000	0.29806259310000	13.48803048000000	5.46498740000000
0.35767511180000	35.30578694000000	-0.04710853077000	0.35767511180000	13.42920819000000	5.46287910300000
0.41728763040000	35.28740200000000	-0.04246851307000	0.41728763040000	13.35598858000000	5.45789182800000
0.47690014900000	35.15784119000000	-0.04786026570000	0.47690014900000	13.24752617000000	5.45570234100000
0.53651266770000	35.11041731000000	-0.04725282547000	0.53651266770000	13.19453961000000	5.45369217900000
0.59612518630000	35.12667334000000	-0.04604068933000	0.59612518630000	13.13807798000000	5.45199228600000
0.65573770490000	35.09957478000000	-0.04912820280000	0.65573770490000	13.12872095000000	5.45107839500000
0.71535022350000	35.09537675000000	-0.04905337274000	0.71535022350000	13.12714808000000	5.44924002500000
0.77496274220000	35.08693707000000	-0.04756859330000	0.77496274220000	13.13378776000000	5.45067039200000
0.83457526080000	35.08934900000000	-0.05387643825000	0.83457526080000	13.13273059000000	5.45002378900000
0.89418777940000	35.09033283000000	-0.05576823176000	0.89418777940000	13.13257965000000	5.44922458800000
0.95380029810000	35.08948263000000	-0.05711043644000	0.95380029810000	13.13375408000000	5.44802472900000
1.01341281700000	35.08523551000000	-0.05972676628000	1.01341281700000	13.13369754000000	5.44782536200000
1.07302533500000	35.08330421000000	-0.06132518452000	1.07302533500000	13.13705984000000	5.44776928700000
1.13263785400000	35.07661949000000	-0.06249132279000	1.13263785400000	13.13619998000000	5.44761038800000
1.19225037300000	35.06148625000000	-0.06513844266000	1.19225037300000	13.13000019000000	5.44681487400000
1.25186289100000	35.03711139000000	-0.06555327299000	1.25186289100000	13.12963975000000	5.44678508600000
1.31147541000000	34.98097447000000	-0.06606887827000	1.31147541000000	13.13243880000000	5.44706696000000
1.37108792800000	34.94686215000000	-0.06845055367000	1.37108792800000	13.13156300000000	5.44735400400000
1.43070044700000	34.92777203000000	-0.06953858131000	1.43070044700000	13.13368197000000	5.44758264600000
1.49031296600000	34.92769967000000	-0.06768511055000	1.49031296600000	13.13224952000000	5.44754129100000
1.54992548400000	34.92558893000000	-0.06735531013000	1.54992548400000	13.13237612000000	5.44779348800000
1.60953800300000	34.92425876000000	-0.06776420288000	1.60953800300000	13.13469996000000	5.44755031900000
1.66915052200000	34.91797371000000	-0.06861530170000	1.66915052200000	13.13608990000000	5.44766243900000
1.72876304000000	34.91119237000000	-0.07335722706000	1.72876304000000	13.13632913000000	5.44754515300000
1.78837555900000	34.91103249000000	-0.07310975318000	1.78837555900000	13.13744963000000	5.44763760700000
1.84798807700000	34.91380438000000	-0.07316346021000	1.84798807700000	13.14093131000000	5.44764304100000
1.90760059600000	34.91395833000000	-0.07579841828000	1.90760059600000	13.13820758000000	5.44773552900000
1.96721311500000	34.91900986000000	-0.07885474910000	1.96721311500000	13.13903091000000	5.44742906700000
2.02682563300000	34.92080561000000	-0.08021649705000	2.02682563300000	13.13485394000000	5.44729978000000
2.08643815200000	34.92730341000000	-0.07899100882000	2.08643815200000	13.13564936000000	5.44755815300000
2.14605067100000	34.92649811000000	-0.07929629355000	2.14605067100000	13.13221213000000	5.44758446100000
2.20566318900000	34.93450667000000	-0.08096818019000	2.20566318900000	13.13362507000000	5.44768848600000
2.26527570800000	34.94087408000000	-0.08276987738000	2.26527570800000	13.13419391000000	5.44716063000000
2.32488822700000	34.95459527000000	-0.08068072557000	2.32488822700000	13.13657391000000	5.44738723100000
2.38450074500000	34.95518838000000	-0.08366114720000	2.38450074500000	13.13985055000000	5.44723449100000
2.44411326400000	34.95881323000000	-0.08056278377000	2.44411326400000	13.14209860000000	5.44706005500000
2.50372578200000	34.97128277000000	-0.07786213869000	2.50372578200000	13.14171216000000	5.44728216600000
2.56333830100000	34.97150907000000	-0.07932836797000	2.56333830100000	13.14646090000000	5.44731809900000
2.62295082000000	34.96485090000000	-0.09000027835000	2.62295082000000	13.14420462000000	5.44700293400000
2.68256333800000	34.95762345000000	-0.09498906662000	2.68256333800000	13.14265847000000	5.44700281800000
2.74217585700000	34.95377259000000	-0.08113702921000	2.74217585700000	13.14169199000000	5.44742587000000
2.80178837600000	34.95702109000000	-0.08123566807000	2.80178837600000	13.14293864000000	5.44743541500000
2.86140089400000	34.96236641000000	-0.08698323462000	2.86140089400000	13.14680078000000	5.44734955700000
2.92101341300000	34.96077329000000	-0.08463502323000	2.92101341300000	13.14697231000000	5.44753589000000
2.98062593100000	34.94536299000000	-0.07911243502000	2.98062593100000	13.14371016000000	5.44715739600000
3.04023845000000	34.93965752000000	-0.07913550437000	3.04023845000000	13.14467032000000	5.44684640900000
3.09985096900000	34.93182546000000	-0.07970794242000	3.09985096900000	13.14451065000000	5.44635858000000
3.15946348700000	34.90926726000000	-0.07751985651000	3.15946348700000	13.14046742000000	5.44603643100000
3.21907600600000	34.89530893000000	-0.07439085174000	3.21907600600000	13.14050709000000	5.44626697300000
