mass_B			mass_A		
t	x	y	t	x	y
0.00000000	30.10741312	0.00000000	0.00000000	48.35853274	0.00000000
0.01878252	30.10600705	0.00000000	0.01878252	48.35823404	0.00000000
0.03756503	30.10558375	0.00000000	0.03756503	48.35861707	0.00000000
0.05634755	30.10643024	0.00000000	0.05634755	48.35840805	0.00000000
0.07513007	30.10848546	0.00000000	0.07513007	48.35843009	0.00000000
0.09391259	30.11218147	0.00000000	0.09391259	48.35886294	0.00000000
0.11269510	30.11303752	0.00000000	0.11269510	48.35897075	0.00000000
0.13147762	30.11278084	0.00000000	0.13147762	48.35842816	0.00000000
0.15026014	30.11226587	0.00000000	0.15026014	48.35873639	0.00000000
0.16904266	30.11109463	0.00000000	0.16904266	48.35903290	0.00000000
0.18782517	30.10888102	0.00000000	0.18782517	48.35861583	0.00000000
0.20660769	30.10604651	0.00000000	0.20660769	48.35843580	0.00000000
0.22539021	30.10929534	0.00000000	0.22539021	48.35792476	0.00000000
0.24417272	30.11096510	0.00000000	0.24417272	48.35821916	0.00000000
0.26295524	30.10899044	0.00000000	0.26295524	48.35853467	0.00000000
0.28173776	30.10667199	0.00000000	0.28173776	48.35790174	0.00000000
0.30052028	30.10623007	0.00000000	0.30052028	48.35806423	0.00000000
0.31930279	30.10651876	0.00000000	0.31930279	48.35834554	0.00000000
0.33808531	30.10643387	0.00000000	0.33808531	48.35854227	0.00000000
0.35686783	30.10553952	0.00000000	0.35686783	48.35858850	0.00000000
0.37565034	30.10618163	0.00000000	0.37565034	48.35837728	0.00000000
0.39443286	30.10657716	0.00000000	0.39443286	48.35832572	0.00000000
0.41321538	30.10682646	0.00000000	0.41321538	48.35819709	0.00000000
0.43199790	30.10826320	0.00000000	0.43199790	48.35804617	0.00000000
0.45078041	30.11102508	0.00000000	0.45078041	48.35805105	0.00000000
0.46956293	30.10844055	0.00000000	0.46956293	48.35851191	0.00000000
0.48834545	30.10700641	0.00000000	0.48834545	48.35823948	0.00000000
0.50712797	30.10708630	0.00000000	0.50712797	48.35844336	0.00000000
0.52591048	30.10809785	0.00000000	0.52591048	48.35834231	0.00000000
0.54469300	30.10798409	0.00000000	0.54469300	48.35843674	0.00000000
0.56347552	30.10659728	0.00000000	0.56347552	48.35853050	0.00000000
0.58225803	30.10679543	0.00000000	0.58225803	48.35797937	0.00000000
0.60104055	30.10761103	0.00000000	0.60104055	48.35815755	0.00000000
0.61982307	30.10747737	0.00000000	0.61982307	48.35771409	0.00000000
0.63860559	30.10575316	0.00000000	0.63860559	48.35830697	0.00000000
0.65738810	30.10551122	0.00000000	0.65738810	48.35785599	0.00000000
0.67617062	30.10670525	0.00000000	0.67617062	48.35842069	0.00000000
0.69495314	30.10585184	0.00000000	0.69495314	48.35816920	0.00000000
0.71373565	30.10484423	0.00000000	0.71373565	48.35831005	0.00000000
