SOL fasc dist			Ext		
6.438152012	21.43985412	-2.495577904	6.438152012	5.279658172	2.729442258
6.497764531	21.43289517	-2.496751679	6.497764531	5.224770304	2.731899866
6.557377049	21.4276871	-2.497356957	6.557377049	5.171642898	2.732483777
6.616989568	21.42910846	-2.497166656	6.616989568	5.117216606	2.73574206
6.676602086	21.42314541	-2.496568456	6.676602086	5.073326846	2.735895255
6.736214605	21.43161473	-2.495521609	6.736214605	5.019653138	2.734939546
6.795827124	21.41266182	-2.494843327	6.795827124	4.946050203	2.738051325
6.855439642	21.40960116	-2.491717774	6.855439642	4.87263801	2.737735355
6.915052161	21.41092814	-2.491514495	6.915052161	4.794439456	2.737841073
6.97466468	21.4063614	-2.487778254	6.97466468	4.733545271	2.737110844
7.034277198	21.35873703	-2.485926666	7.034277198	4.673148391	2.739461265
7.093889717	21.33553744	-2.480785532	7.093889717	4.617905798	2.739784613
7.153502235	21.34808351	-2.479644291	7.153502235	4.546651309	2.74343498
7.213114754	21.35841625	-2.480558205	7.213114754	4.496792968	2.746980754
7.272727273	21.37442343	-2.484128468	7.272727273	4.479659071	2.748497583
7.332339791	21.3590999	-2.486862508	7.332339791	4.427089623	2.748696782
7.39195231	21.35535735	-2.489193972	7.39195231	4.383859924	2.748169068
7.451564829	21.36568156	-2.490604334	7.451564829	4.350749672	2.748498293
7.511177347	21.37480325	-2.492548221	7.511177347	4.321894773	2.749902761
7.570789866	21.37538816	-2.492901538	7.570789866	4.280924544	2.751013882
7.630402385	21.36571257	-2.492655741	7.630402385	4.209632055	2.760263736
7.690014903	21.35225681	-2.489554972	7.690014903	4.125361603	2.772893748
7.749627422	21.33909631	-2.489444934	7.749627422	4.037253468	2.763260508
7.80923994	21.34579264	-2.488776228	7.80923994	3.978760838	2.764924836
7.868852459	21.34074452	-2.489781265	7.868852459	3.901019708	2.764404947
7.928464978	21.33252035	-2.48860128	7.928464978	3.868060037	2.761413309
7.988077496	21.31817169	-2.488128832	7.988077496	3.831738163	2.763003293
8.047690015	21.31096898	-2.488387824	8.047690015	3.794829794	2.7626189
8.107302534	21.36730146	-2.490235809	8.107302534	3.756002501	2.764631468
8.166915052	21.49562831	-2.486457156	8.166915052	3.756594293	2.765175685
8.226527571	21.5534544	-2.485655874	8.226527571	3.729504707	2.766905479
8.286140089	21.59256757	-2.489408252	8.286140089	3.694268905	2.766234267
8.345752608	21.63606656	-2.49066349	8.345752608	3.678327911	2.76545295
8.405365127	21.70159964	-2.492897611	8.405365127	3.697269937	2.763308371
8.464977645	21.75123465	-2.494675714	8.464977645	3.700551381	2.7629879
8.524590164	21.79759946	-2.495197283	8.524590164	3.694221585	2.762375173
8.584202683	21.81298918	-2.4974922	8.584202683	3.69471206	2.761416418
8.643815201	21.8483281	-2.497298984	8.643815201	3.697768645	2.759897434
8.70342772	21.90148513	-2.500627622	8.70342772	3.697001095	2.759328177
8.763040238	21.91851569	-2.499574919	8.763040238	3.697970839	2.75880121
8.822652757	21.95727751	-2.501288428	8.822652757	3.698522541	2.758106405
8.882265276	22.00314543	-2.50011695	8.882265276	3.697036786	2.758835787
8.941877794	22.0406648	-2.503177008	8.941877794	3.699194088	2.758755829
9.001490313	22.05116441	-2.50508164	9.001490313	3.692300472	2.75836034
9.061102832	22.04908462	-2.504876595	9.061102832	3.692613642	2.758998275
9.12071535	22.04324096	-2.505555706	9.12071535	3.693985728	2.759146319
9.180327869	22.04751844	-2.504952875	9.180327869	3.694319512	2.758984017
9.239940387	22.02918751	-2.504020571	9.239940387	3.694952631	2.759804208
9.299552906	22.0257513	-2.504152008	9.299552906	3.692259256	2.759765775
9.359165425	22.01493492	-2.50306514	9.359165425	3.682266558	2.759457601
9.418777943	21.98966607	-2.501915723	9.418777943	3.682010252	2.760070235
9.478390462	22.01442977	-2.503243648	9.478390462	3.68596021	2.762121844
9.538002981	22.03135726	-2.503367694	9.538002981	3.683205286	2.7630616
9.597615499	22.03691838	-2.503704067	9.597615499	3.681621764	2.762982157
9.657228018	22.03798593	-2.503719354	9.657228018	3.676420008	2.763106602
9.716840537	22.02804091	-2.502997701	9.716840537	3.677420532	2.763348991
9.776453055	22.02279113	-2.504106997	9.776453055	3.682098782	2.761620829
9.836065574	22.02006478	-2.504633951	9.836065574	3.680669633	2.760576629
9.895678092	22.02114708	-2.504683877	9.895678092	3.682828321	2.760378207
9.955290611	22.01844724	-2.503749431	9.955290611	3.676764376	2.760187623
10.01490313	22.02225736	-2.503986341	10.01490313	3.678867137	2.759825406
10.07451565	22.02056831	-2.503951935	10.07451565	3.675084821	2.760049438
10.13412817	22.02769521	-2.50494311	10.13412817	3.678465266	2.759128271
10.19374069	22.01849611	-2.503636149	10.19374069	3.661250994	2.75920795
10.2533532	22.02941912	-2.50536869	10.2533532	3.6342262	2.760606058
10.31296572	22.02435854	-2.504825335	10.31296572	3.623761903	2.761737503
10.37257824	22.0378937	-2.506681637	10.37257824	3.622046521	2.761885775
10.43219076	22.04945039	-2.506300228	10.43219076	3.615946362	2.762700152
10.49180328	22.04973422	-2.506427368	10.49180328	3.623605338	2.761658375
10.5514158	22.08394874	-2.505069136	10.5514158	3.629449287	2.761792755
10.61102832	22.12677173	-2.505230984	10.61102832	3.619660885	2.75774691
10.67064083	22.14531131	-2.500985771	10.67064083	3.613765033	2.753828056
10.73025335	22.1741195	-2.502895687	10.73025335	3.603262518	2.752736476
10.78986587	22.21198439	-2.500929007	10.78986587	3.605043738	2.752565955
10.84947839	22.28738036	-2.502149904	10.84947839	3.613431454	2.754084545
10.90909091	22.32079626	-2.506879246	10.90909091	3.616550379	2.75593694
10.96870343	22.32972064	-2.509580091	10.96870343	3.616030818	2.757150379
11.02831595	22.32215739	-2.509769867	11.02831595	3.617073734	2.7579606
11.08792846	22.32066242	-2.51014806	11.08792846	3.61932594	2.758951517
11.14754098	22.31407594	-2.509693675	11.14754098	3.626254244	2.759695972
11.2071535	22.31756693	-2.50953511	11.2071535	3.630982097	2.760159272
11.26676602	22.3328052	-2.512396931	11.26676602	3.630085208	2.760965261
11.32637854	22.34217821	-2.514261075	11.32637854	3.634315914	2.760444136
11.38599106	22.33349324	-2.514202173	11.38599106	3.634528576	2.759960614
11.44560358	22.32913859	-2.514789091	11.44560358	3.635729939	2.759962851
11.5052161	22.33097594	-2.514450359	11.5052161	3.633978995	2.760147172
11.56482861	22.32480427	-2.514401455	11.56482861	3.633930942	2.760454004
11.62444113	22.33019448	-2.514307104	11.62444113	3.634098086	2.760094784
11.68405365	22.33898693	-2.515105381	11.68405365	3.634373692	2.760382193
11.74366617	22.36145016	-2.513369964	11.74366617	3.633901472	2.759797083
11.80327869	22.39566267	-2.515783073	11.80327869	3.635934285	2.76045249
11.86289121	22.39843577	-2.515019028	11.86289121	3.633421353	2.760687969
11.92250373	22.39302737	-2.514436408	11.92250373	3.634632395	2.76066299
11.98211624	22.40229417	-2.514401436	11.98211624	3.634640143	2.76065205
12.04172876	22.40883125	-2.515204044	12.04172876	3.633372395	2.760740531
12.10134128	22.40352381	-2.513808085	12.10134128	3.63264965	2.760627525
12.1609538	22.39967637	-2.513109928	12.1609538	3.629749176	2.760346279
12.22056632	22.39945207	-2.513123361	12.22056632	3.631013028	2.760446033
12.28017884	22.39920503	-2.513665008	12.28017884	3.629539931	2.760585119
12.33979136	22.39831679	-2.513981189	12.33979136	3.628436389	2.761075957
12.39940387	22.40792822	-2.514840451	12.39940387	3.630763149	2.761031154
12.45901639	22.40799776	-2.514510151	12.45901639	3.632676017	2.761047339
12.51862891	22.41576697	-2.515187556	12.51862891	3.632395669	2.760590393
12.57824143	22.41735954	-2.515274808	12.57824143	3.631109572	2.760159882
12.63785395	22.39463519	-2.514056196	12.63785395	3.630382354	2.760111824
12.69746647	22.40768004	-2.514434377	12.69746647	3.626313311	2.760647481
12.75707899	22.41101934	-2.51450943	12.75707899	3.628037786	2.75930534
12.81669151	22.41832959	-2.515413444	12.81669151	3.62819409	2.760403902
12.87630402	22.41584843	-2.51627981	12.87630402	3.627142607	2.761432053
12.93591654	22.40494995	-2.514610353	12.93591654	3.627235321	2.762291223
12.99552906	22.41457731	-2.516586305	12.99552906	3.628554628	2.761564252
13.05514158	22.41389059	-2.516221464	13.05514158	3.62773162	2.762778927
13.1147541	22.41155477	-2.515654761	13.1147541	3.626021108	2.762645429
13.17436662	22.43211993	-2.513884073	13.17436662	3.630273417	2.762330619
13.23397914	22.45777225	-2.514748908	13.23397914	3.629634073	2.761900327
13.29359165	22.46367829	-2.515793435	13.29359165	3.627886331	2.759468674
13.35320417	22.460785	-2.516361949	13.35320417	3.627543545	2.758103525
13.41281669	22.45006258	-2.515825761	13.41281669	3.624956698	2.757050738
13.47242921	22.44311059	-2.515070028	13.47242921	3.624007241	2.757717549
13.53204173	22.45235388	-2.516104428	13.53204173	3.624316645	2.757137018
13.59165425	22.45732287	-2.515072164	13.59165425	3.624579007	2.757780408
13.65126677	22.4688617	-2.516306368	13.65126677	3.626951481	2.757428656
13.71087928	22.46178691	-2.514719295	13.71087928	3.625080589	2.758100554
13.7704918	22.47764265	-2.518435116	13.7704918	3.627050453	2.758307228
13.83010432	22.46395757	-2.51651477	13.83010432	3.626062794	2.758818487
13.88971684	22.46909461	-2.516687882	13.88971684	3.628702165	2.759370617
13.94932936	22.46791296	-2.515225174	13.94932936	3.623830018	2.758789555
14.00894188	22.4704702	-2.515373798	14.00894188	3.625805325	2.759194552
14.0685544	22.46546818	-2.514439803	14.0685544	3.626969076	2.759284319
14.12816692	22.46549192	-2.513645559	14.12816692	3.626761716	2.759540287
14.18777943	22.46557882	-2.513594277	14.18777943	3.625636683	2.760674642
14.24739195	22.46720915	-2.5137631	14.24739195	3.627937246	2.760767332
14.30700447	22.47694154	-2.5151547	14.30700447	3.629189895	2.762140195
14.36661699	22.47954005	-2.515994794	14.36661699	3.631347017	2.761671314
14.42622951	22.48012548	-2.51605038	14.42622951	3.628912393	2.761557579
14.48584203	22.4770922	-2.515863984	14.48584203	3.628949085	2.762604484
14.54545455	22.47706273	-2.517750394	14.54545455	3.62505887	2.763572501
14.60506706	22.4727195	-2.515509129	14.60506706	3.615443709	2.764418507
14.66467958	22.46359175	-2.514299577	14.66467958	3.618658488	2.763381736
14.7242921	22.47087697	-2.513889835	14.7242921	3.617730292	2.763658088
14.78390462	22.47971136	-2.514949775	14.78390462	3.620973413	2.763566129
14.84351714	22.48799339	-2.515816251	14.84351714	3.622666117	2.76352763
14.90312966	22.49367578	-2.516381846	14.90312966	3.622292141	2.763573042
14.96274218	22.48992841	-2.516282244	14.96274218	3.621639024	2.761520828
15.02235469	22.49247023	-2.51866146	15.02235469	3.627305094	2.762492179
15.08196721	22.49275372	-2.51694073	15.08196721	3.62799011	2.761991993
15.14157973	22.50508037	-2.5156991	15.14157973	3.627821863	2.761559179
15.20119225	22.53667244	-2.515852015	15.20119225	3.63154325	2.761437482
15.26080477	22.53865134	-2.517303903	15.26080477	3.628520488	2.760821144
15.32041729	22.53668423	-2.515810305	15.32041729	3.631316221	2.761165875
15.38002981	22.54570604	-2.515873137	15.38002981	3.631087411	2.761074249
15.43964232	22.55024281	-2.514965833	15.43964232	3.631861071	2.760850264
15.49925484	22.55269565	-2.51509572	15.49925484	3.633932022	2.760851508
15.55886736	22.55872612	-2.515231985	15.55886736	3.632766808	2.760773283
15.61847988	22.5524464	-2.514478249	15.61847988	3.63306001	2.760497092
15.6780924	22.54374106	-2.514245216	15.6780924	3.631445939	2.760273323
15.73770492	22.53534132	-2.514199842	15.73770492	3.632619332	2.760414249
15.79731744	22.54629011	-2.513707555	15.79731744	3.632612816	2.760569018
15.85692996	22.55337276	-2.513243007	15.85692996	3.635231491	2.760809993
15.91654247	22.55163681	-2.515082879	15.91654247	3.633385513	2.760474262
15.97615499	22.54653837	-2.514533007	15.97615499	3.63395182	2.760371214
16.03576751	22.54486394	-2.514200273	16.03576751	3.63432213	2.760361345
16.09538003	22.54185227	-2.513385163	16.09538003	3.632474263	2.760703276
16.15499255	22.54261208	-2.513653854	16.15499255	3.633537549	2.760472045
16.21460507	22.54174751	-2.512515444	16.21460507	3.634371469	2.76019222
16.27421759	22.54406791	-2.514036458	16.27421759	3.633518196	2.760227889
16.3338301	22.5496985	-2.514806721	16.3338301	3.63223016	2.760527846
16.39344262	22.55585323	-2.515544851	16.39344262	3.632028053	2.760344779
16.45305514	22.55707329	-2.515782288	16.45305514	3.635458094	2.76001319
16.51266766	22.56786611	-2.515672507	16.51266766	3.637368899	2.760486583
16.57228018	22.56999041	-2.509886299	16.57228018	3.635792679	2.760832474
16.6318927	22.59792026	-2.512563952	16.6318927	3.63467346	2.760368455
16.69150522	22.61457543	-2.51283502	16.69150522	3.637677879	2.760479589
16.75111773	22.62971135	-2.512337468	16.75111773	3.640671998	2.761168083
16.81073025	22.62652396	-2.515453693	16.81073025	3.63688573	2.760707582
16.87034277	22.63029154	-2.516434467	16.87034277	3.642222747	2.761510504
16.92995529	22.62837244	-2.516709411	16.92995529	3.640853554	2.761346698
16.98956781	22.64063397	-2.516535816	16.98956781	3.642423321	2.760865947
17.04918033	22.63402257	-2.515996461	17.04918033	3.642089555	2.761195561
17.10879285	22.63938315	-2.516186071	17.10879285	3.639301808	2.760437997
17.16840537	22.62037008	-2.517223934	17.16840537	3.634567562	2.760567339
17.22801788	22.62968883	-2.517968209	17.22801788	3.631619288	2.760242913
17.2876304	22.63402395	-2.518985898	17.2876304	3.635969134	2.760174362
17.34724292	22.64901701	-2.516828538	17.34724292	3.639747862	2.760849682
17.40685544	22.67860779	-2.516901509	17.40685544	3.646076902	2.760580393
17.46646796	22.70848122	-2.519252698	17.46646796	3.645304899	2.760403108
17.52608048	22.73634016	-2.515017954	17.52608048	3.643474693	2.760930773
17.585693	22.779577	-2.518080638	17.585693	3.635991147	2.759481016
17.64530551	22.82253816	-2.51764863	17.64530551	3.631307761	2.758394143
17.70491803	22.88609698	-2.518775188	17.70491803	3.625193225	2.755714439
17.76453055	22.91635883	-2.52011643	17.76453055	3.639410076	2.755468573
17.82414307	22.95203071	-2.516374925	17.82414307	3.637400028	2.756063311
17.88375559	22.97750628	-2.517482562	17.88375559	3.633521384	2.758370808
17.94336811	23.01355233	-2.515313764	17.94336811	3.63657498	2.757558337
18.00298063	23.04088432	-2.51839332	18.00298063	3.641018654	2.759308487
18.06259314	23.05008205	-2.521420103	18.06259314	3.641987936	2.759543212
18.12220566	23.05695455	-2.520254507	18.12220566	3.638433448	2.759955314
18.18181818	23.04891724	-2.520437802	18.18181818	3.635722144	2.760002873
18.2414307	23.04747874	-2.521272785	18.2414307	3.634657158	2.760450923
18.30104322	23.04785468	-2.519501525	18.30104322	3.635693846	2.761057793
18.36065574	23.04837545	-2.519773916	18.36065574	3.634871878	2.76150193
18.42026826	23.04792692	-2.518964267	18.42026826	3.635456672	2.762666396
18.47988077	23.04475658	-2.517759717	18.47988077	3.635015052	2.762538375
18.53949329	23.0542795	-2.517301106	18.53949329	3.639788658	2.761912432
18.59910581	23.05134141	-2.517742583	18.59910581	3.632634547	2.761225329
18.65871833	23.04973895	-2.519232552	18.65871833	3.633513008	2.761130755
18.71833085	23.046793	-2.520130028	18.71833085	3.633097359	2.760395333
18.77794337	23.04009682	-2.520834958	18.77794337	3.631940482	2.760327473
18.83755589	23.0409199	-2.521782201	18.83755589	3.628629225	2.760493248
18.89716841	23.04498457	-2.521777285	18.89716841	3.628750343	2.759384749
18.95678092	23.05137993	-2.522516859	18.95678092	3.625742758	2.759578104
19.01639344	23.04321456	-2.521856488	19.01639344	3.628618432	2.759608401
19.07600596	23.05033606	-2.521583869	19.07600596	3.627340811	2.759670852
19.13561848	23.0476832	-2.521747226	19.13561848	3.630823831	2.759999843
19.195231	23.04871393	-2.521472623	19.195231	3.627647058	2.759495068
19.25484352	23.05233308	-2.521834676	19.25484352	3.626936011	2.75796001
19.31445604	23.05578675	-2.521805808	19.31445604	3.625206812	2.756522982
19.37406855	23.06684329	-2.523099409	19.37406855	3.629451715	2.757224629
19.43368107	23.06143128	-2.521788536	19.43368107	3.63082731	2.757153204
19.49329359	23.05891772	-2.520804124	19.49329359	3.631603402	2.757863238
19.55290611	23.05288277	-2.522000982	19.55290611	3.628488972	2.75813112
19.61251863	23.05749763	-2.522107196	19.61251863	3.626110096	2.757956256
19.67213115	23.05442054	-2.52126831	19.67213115	3.626002784	2.758821429
19.73174367	23.05318678	-2.520559121	19.73174367	3.623500476	2.758445004
19.79135618	23.05066746	-2.520298659	19.79135618	3.626628288	2.758500401
19.8509687	23.04677442	-2.519365488	19.8509687	3.630054052	2.758107722
19.91058122	23.04831887	-2.520270772	19.91058122	3.63081444	2.759180775
19.97019374	23.04737523	-2.520240246	19.97019374	3.630742943	2.758726588
20.02980626	23.04405591	-2.51827186	20.02980626	3.626596029	2.758401986
20.08941878	23.05065589	-2.519016698	20.08941878	3.633859795	2.758773419
20.1490313	23.05103643	-2.520688494	20.1490313	3.636356816	2.759288326
20.20864382	23.05099253	-2.522665179	20.20864382	3.637451091	2.759431672
20.26825633	23.0534161	-2.524912023	20.26825633	3.638024034	2.7601867
20.32786885	23.05090179	-2.524492054	20.32786885	3.636126979	2.760156762
20.38748137	23.04730723	-2.523699907	20.38748137	3.631412374	2.76046513
20.44709389	23.04808665	-2.523586701	20.44709389	3.631100552	2.760517319
20.50670641	23.04670226	-2.523371914	20.50670641	3.627989928	2.761054552
20.56631893	23.05022085	-2.52546001	20.56631893	3.627837313	2.761471229
20.62593145	23.05041527	-2.523893529	20.62593145	3.628016097	2.762067608
20.68554396	23.04798111	-2.524025199	20.68554396	3.628401578	2.76196187
20.74515648	23.04842167	-2.522078786	20.74515648	3.627314371	2.761226317
20.804769	23.04428994	-2.520831328	20.804769	3.629568464	2.761014932
20.86438152	23.04355834	-2.52058881	20.86438152	3.63256716	2.761039536
20.92399404	23.0438072	-2.518666654	20.92399404	3.631969052	2.760896173
20.98360656	23.04148751	-2.518075278	20.98360656	3.632903319	2.761262179
21.04321908	23.0357836	-2.516733886	21.04321908	3.630464448	2.7605311
21.10283159	23.04312121	-2.517251509	21.10283159	3.632624791	2.760542959
21.16244411	23.03892978	-2.516793183	21.16244411	3.629130893	2.760129107
21.22205663	23.04294099	-2.517150566	21.22205663	3.630620511	2.760297053
21.28166915	23.05238939	-2.519596992	21.28166915	3.630966587	2.759911976
21.34128167	23.0512525	-2.51988244	21.34128167	3.634527855	2.760422142
21.40089419	23.05012377	-2.519937508	21.40089419	3.633656382	2.760257044
21.46050671	23.05209069	-2.522326241	21.46050671	3.633538692	2.760263689
21.52011923	23.05275048	-2.523066276	21.52011923	3.633985226	2.760095721
21.57973174	23.05312137	-2.523080999	21.57973174	3.634873027	2.760228811
21.63934426	23.05019515	-2.523977916	21.63934426	3.633735226	2.759800056
21.69895678	23.04755921	-2.524287223	21.69895678	3.63333265	2.759646568
21.7585693	23.04315073	-2.524094363	21.7585693	3.629830951	2.759389434
21.81818182	23.04388159	-2.524163827	21.81818182	3.631893813	2.759712999
21.87779434	23.04196128	-2.523163395	21.87779434	3.632117787	2.759465891
21.93740686	23.04122258	-2.522894139	21.93740686	3.629369364	2.75958176
21.99701937	23.03967555	-2.522472143	21.99701937	3.630882866	2.759724906
22.05663189	23.03799479	-2.52258138	22.05663189	3.629809827	2.759210216
22.11624441	23.03760091	-2.522457611	22.11624441	3.629858392	2.759299007
22.17585693	23.03824921	-2.522685073	22.17585693	3.631112005	2.759105365
22.23546945	23.0390049	-2.522415332	22.23546945	3.633261787	2.759674136
22.29508197	23.03763088	-2.521470705	22.29508197	3.633519642	2.759893018
22.35469449	23.03665689	-2.521093966	22.35469449	3.635315847	2.76022179
22.414307	23.03161287	-2.520435114	22.414307	3.633830468	2.760181842
