GMend			GExt		
5.66318927000000	23.83382862000000	2.68830103100000	5.66318927000000	8.64924309000000	10.96152597000000
5.72280178800000	23.84738128000000	2.68600958500000	5.72280178800000	8.65140464500000	10.96122979000000
5.78241430700000	23.83192498000000	2.68870208900000	5.78241430700000	8.65079092600000	10.96135950000000
5.84202682600000	23.84010903000000	2.68677632400000	5.84202682600000	8.64888695800000	10.96168723000000
5.90163934400000	23.87112374000000	2.68210712100000	5.90163934400000	8.65183480600000	10.96123198000000
5.96125186300000	23.91596816000000	2.67638622500000	5.96125186300000	8.65237568500000	10.96110798000000
6.02086438200000	23.91477950000000	2.67696227500000	6.02086438200000	8.65034868800000	10.96142967000000
6.08047690000000	23.92419871000000	2.67641684800000	6.08047690000000	8.64751989200000	10.96207608000000
6.14008941900000	23.97513456000000	2.66980151800000	6.14008941900000	8.64947002100000	10.96158257000000
6.19970193700000	24.01229958000000	2.66442450800000	6.19970193700000	8.65137338400000	10.96112250000000
6.25931445600000	24.00465908000000	2.66460776400000	6.25931445600000	8.64868592300000	10.96162116000000
6.31892697500000	24.05905254000000	2.65604386000000	6.31892697500000	8.65044579100000	10.96134232000000
6.37853949300000	24.08665463000000	2.65116547900000	6.37853949300000	8.65230570800000	10.96114548000000
6.43815201200000	24.10358364000000	2.64834962300000	6.43815201200000	8.65254648400000	10.96084561000000
6.49776453100000	24.11411319000000	2.64787274000000	6.49776453100000	8.64974882700000	10.96135143000000
6.55737704900000	24.13451923000000	2.64508619800000	6.55737704900000	8.64994293900000	10.96122288000000
6.61698956800000	24.14459089000000	2.64452686200000	6.61698956800000	8.64899221000000	10.96149211000000
6.67660208600000	24.17267515000000	2.63908492100000	6.67660208600000	8.65002836100000	10.96134560000000
6.73621460500000	24.19115764000000	2.63631042500000	6.73621460500000	8.64805211300000	10.96153794000000
6.79582712400000	24.21237721000000	2.63366887400000	6.79582712400000	8.64731502800000	10.96163773000000
6.85543964200000	24.21281664000000	2.63308169100000	6.85543964200000	8.64627765000000	10.96172418000000
6.91505216100000	24.28159228000000	2.62441534400000	6.91505216100000	8.64855747200000	10.96157050000000
6.97466468000000	24.24951945000000	2.62855755200000	6.97466468000000	8.64909872400000	10.96142026000000
7.03427719800000	24.28933123000000	2.62178845500000	7.03427719800000	8.64707748400000	10.96169408000000
7.09388971700000	24.33390584000000	2.61331497300000	7.09388971700000	8.65447488800000	10.96064704000000
7.15350223500000	24.35274080000000	2.61029950000000	7.15350223500000	8.66009469900000	10.95956810000000
7.21311475400000	24.35090485000000	2.61079213400000	7.21311475400000	8.65690601500000	10.96020169000000
7.27272727300000	24.36356935000000	2.60905017800000	7.27272727300000	8.65726843400000	10.96012194000000
7.33233979100000	24.39914394000000	2.60195083500000	7.33233979100000	8.66023362400000	10.95981887000000
7.39195231000000	24.44025040000000	2.59672973300000	7.39195231000000	8.66979419900000	10.95845897000000
7.45156482900000	24.44977882000000	2.59634896700000	7.45156482900000	8.66646735400000	10.95916786000000
7.51117734700000	24.45230722000000	2.59626296900000	7.51117734700000	8.66295212300000	10.95983325000000
7.57078986600000	24.46948452000000	2.59338005100000	7.57078986600000	8.66104685300000	10.96009164000000
7.63040238500000	24.50291241000000	2.58863178600000	7.63040238500000	8.65522455900000	10.96113262000000
7.69001490300000	24.50941326000000	2.58793951100000	7.69001490300000	8.65268433000000	10.96140811000000
7.74962742200000	24.52110275000000	2.58689538400000	7.74962742200000	8.65091812900000	10.96164607000000
7.80923994000000	24.53312479000000	2.58475898200000	7.80923994000000	8.65110571200000	10.96135937000000
7.86885245900000	24.55879016000000	2.58051792600000	7.86885245900000	8.64994339300000	10.96164418000000
7.92846497800000	24.59660251000000	2.57564297000000	7.92846497800000	8.65148027500000	10.96149692000000
7.98807749600000	24.58605287000000	2.57727777800000	7.98807749600000	8.64963262300000	10.96185739000000
8.04769001500000	24.63217082000000	2.56980327900000	8.04769001500000	8.65182604200000	10.96138734000000
8.10730253400000	24.68004463000000	2.56282259000000	8.10730253400000	8.65818091700000	10.96043390000000
8.16691505200000	24.71029835000000	2.55786343600000	8.16691505200000	8.66283126800000	10.95972171000000
8.22652757100000	24.74158078000000	2.55420427900000	8.22652757100000	8.66759054800000	10.95975124000000
8.28614008900000	24.76205960000000	2.55209999700000	8.28614008900000	8.66846610100000	10.96006237000000
8.34575260800000	24.80121014000000	2.54679615600000	8.34575260800000	8.67306991200000	10.95917598000000
8.40536512700000	24.83611952000000	2.54102248600000	8.40536512700000	8.66841177200000	10.95960068000000
8.46497764500000	24.85662332000000	2.53727274200000	8.46497764500000	8.66150823300000	10.96030836000000
8.52459016400000	24.87933509000000	2.53337940600000	8.52459016400000	8.66509906000000	10.95979757000000
8.58420268300000	24.90887260000000	2.52760226500000	8.58420268300000	8.66418390900000	10.95974338000000
8.64381520100000	24.93220499000000	2.52392745500000	8.64381520100000	8.65801679100000	10.96025957000000
8.70342772000000	24.94187392000000	2.52270146800000	8.70342772000000	8.65948600100000	10.96005995000000
8.76304023800000	24.95982686000000	2.52067160200000	8.76304023800000	8.65750669600000	10.96038180000000
8.82265275700000	24.99679041000000	2.51459249800000	8.82265275700000	8.65959268700000	10.96014219000000
8.88226527600000	25.01342929000000	2.51235448600000	8.88226527600000	8.66108354900000	10.96012133000000
8.94187779400000	25.00540567000000	2.51382923000000	8.94187779400000	8.65520359300000	10.96111472000000
9.00149031300000	25.02099211000000	2.51194908800000	9.00149031300000	8.65245688700000	10.96160127000000
9.06110283200000	25.03546144000000	2.51102338200000	9.06110283200000	8.65180680000000	10.96144082000000
9.12071535000000	25.07154023000000	2.50510596100000	9.12071535000000	8.64910960600000	10.96186500000000
9.18032786900000	25.06685036000000	2.50501372100000	9.18032786900000	8.64638600500000	10.96215157000000
9.23994038700000	25.09220971000000	2.50125956700000	9.23994038700000	8.64585049400000	10.96214045000000
9.29955290600000	25.10322589000000	2.49919379900000	9.29955290600000	8.64634626000000	10.96215814000000
9.35916542500000	25.11338067000000	2.49793037400000	9.35916542500000	8.64622594300000	10.96245545000000
9.41877794300000	25.11547027000000	2.49727521000000	9.41877794300000	8.64524695900000	10.96261126000000
9.47839046200000	25.10259083000000	2.49852836200000	9.47839046200000	8.64544599100000	10.96275692000000
9.53800298100000	25.11537889000000	2.49660206200000	9.53800298100000	8.64702667200000	10.96258854000000
9.59761549900000	25.11478720000000	2.49664017100000	9.59761549900000	8.65139656600000	10.96160100000000
9.65722801800000	25.11000624000000	2.49783310000000	9.65722801800000	8.64983808200000	10.96197998000000
9.71684053700000	25.11741651000000	2.49695605600000	9.71684053700000	8.65319873800000	10.96122468000000
9.77645305500000	25.10680538000000	2.49844411700000	9.77645305500000	8.64784114400000	10.96209370000000
9.83606557400000	25.11651694000000	2.49748765800000	9.83606557400000	8.64676256100000	10.96226931000000
9.89567809200000	25.13050998000000	2.49527030600000	9.89567809200000	8.64634050700000	10.96237265000000
9.95529061100000	25.16507267000000	2.49004192600000	9.95529061100000	8.64603386300000	10.96242433000000
10.01490313000000	25.18033144000000	2.48762087900000	10.01490313000000	8.64682602800000	10.96212676000000
10.07451565000000	25.19930658000000	2.48564473600000	10.07451565000000	8.64693959300000	10.96214405000000
10.13412817000000	25.18718334000000	2.48978992200000	10.13412817000000	8.64640658100000	10.96229848000000
10.19374069000000	25.17269106000000	2.49281059700000	10.19374069000000	8.64658317500000	10.96218252000000
10.25335320000000	25.18120300000000	2.49200253700000	10.25335320000000	8.64822193500000	10.96188541000000
10.31296572000000	25.20441202000000	2.48901691200000	10.31296572000000	8.64835590400000	10.96197586000000
10.37257824000000	25.24431899000000	2.48168794200000	10.37257824000000	8.64650670500000	10.96213122000000
10.43219076000000	25.25798151000000	2.48007257200000	10.43219076000000	8.64761403800000	10.96189816000000
10.49180328000000	25.28409694000000	2.47391378800000	10.49180328000000	8.64817002700000	10.96177620000000
10.55141580000000	25.36077033000000	2.46260367100000	10.55141580000000	8.65262181200000	10.96112046000000
10.61102832000000	25.43332046000000	2.45109938400000	10.61102832000000	8.65552597800000	10.96064347000000
10.67064083000000	25.47795718000000	2.44437531500000	10.67064083000000	8.65415161500000	10.96088201000000
10.73025335000000	25.49449745000000	2.44170753600000	10.73025335000000	8.65507979400000	10.96058514000000
10.78986587000000	25.55857138000000	2.43081118200000	10.78986587000000	8.65348293600000	10.96060494000000
10.84947839000000	25.56274326000000	2.42903121100000	10.84947839000000	8.65240315700000	10.96089383000000
10.90909091000000	25.56484473000000	2.42840917100000	10.90909091000000	8.65092132400000	10.96110674000000
10.96870343000000	25.56578434000000	2.42802219400000	10.96870343000000	8.64989668800000	10.96132430000000
11.02831595000000	25.56997257000000	2.42790016800000	11.02831595000000	8.64938212600000	10.96134072000000
11.08792846000000	25.59575186000000	2.42416804200000	11.08792846000000	8.65112740800000	10.96120717000000
11.14754098000000	25.60589660000000	2.42419457000000	11.14754098000000	8.65102450300000	10.96140952000000
11.20715350000000	25.61261019000000	2.42363222000000	11.20715350000000	8.65293197400000	10.96092260000000
11.26676602000000	25.61581098000000	2.42252990400000	11.26676602000000	8.65411770100000	10.96081050000000
11.32637854000000	25.62259552000000	2.42098147300000	11.32637854000000	8.65124112500000	10.96133115000000
11.38599106000000	25.61648536000000	2.42097503200000	11.38599106000000	8.65483592400000	10.96081084000000
11.44560358000000	25.62472615000000	2.42032619500000	11.44560358000000	8.65588936400000	10.96072223000000
11.50521610000000	25.62957840000000	2.42009408100000	11.50521610000000	8.66211122100000	10.95991850000000
11.56482861000000	25.64124280000000	2.41690494900000	11.56482861000000	8.67196877700000	10.95891676000000
11.62444113000000	25.70674820000000	2.40377528100000	11.62444113000000	8.67840746200000	10.95810903000000
11.68405365000000	25.70470590000000	2.40214010700000	11.68405365000000	8.67503616300000	10.95850916000000
11.74366617000000	25.70343351000000	2.40381551500000	11.74366617000000	8.67152313100000	10.95940668000000
11.80327869000000	25.70920568000000	2.40304296400000	11.80327869000000	8.68040616000000	10.95719337000000
11.86289121000000	25.69178621000000	2.40521084300000	11.86289121000000	8.72109420500000	10.95161254000000
11.92250373000000	25.69673354000000	2.40476529600000	11.92250373000000	8.72326774900000	10.95080800000000
11.98211624000000	25.70050155000000	2.40460303500000	11.98211624000000	8.73607119200000	10.94879214000000
12.04172876000000	25.69711436000000	2.40634550100000	12.04172876000000	8.73735351400000	10.94910147000000
12.10134128000000	25.70009822000000	2.40757081700000	12.10134128000000	8.73663407400000	10.94968027000000
12.16095380000000	25.70979285000000	2.40703538700000	12.16095380000000	8.73644390600000	10.94934894000000
12.22056632000000	25.71196625000000	2.40767468100000	12.22056632000000	8.73244164500000	10.94972076000000
12.28017884000000	25.76070841000000	2.39870047000000	12.28017884000000	8.73483996800000	10.94930707000000
12.33979136000000	25.76699059000000	2.39949382000000	12.33979136000000	8.73150494900000	10.94957444000000
12.39940387000000	25.75515349000000	2.40086556700000	12.39940387000000	8.73030988000000	10.94970136000000
12.45901639000000	25.78773004000000	2.39603988600000	12.45901639000000	8.73773346600000	10.94818331000000
12.51862891000000	25.85182467000000	2.38420366100000	12.51862891000000	8.76951122500000	10.94288800000000
12.57824143000000	25.86959728000000	2.38054578800000	12.57824143000000	8.78950746500000	10.94058072000000
12.63785395000000	25.89656775000000	2.37788892300000	12.63785395000000	8.79401789900000	10.94044446000000
12.69746647000000	25.90266542000000	2.37800660100000	12.69746647000000	8.79463547800000	10.94008567000000
12.75707899000000	25.91620532000000	2.37749814700000	12.75707899000000	8.79650580000000	10.93976103000000
12.81669151000000	25.92385708000000	2.37759914800000	12.81669151000000	8.79764729600000	10.93953370000000
12.87630402000000	25.91927064000000	2.37823351000000	12.87630402000000	8.79648095600000	10.93961957000000
12.93591654000000	25.93613259000000	2.37598853400000	12.93591654000000	8.79863613000000	10.93925274000000
12.99552906000000	25.97696059000000	2.36996182100000	12.99552906000000	8.79723353400000	10.93971925000000
13.05514158000000	26.00201798000000	2.36500088700000	13.05514158000000	8.80145524800000	10.93892347000000
13.11475410000000	26.01103679000000	2.36530870300000	13.11475410000000	8.80159165700000	10.93900150000000
13.17436662000000	26.02067750000000	2.36286451000000	13.17436662000000	8.80115767200000	10.93897615000000
13.23397914000000	26.08222977000000	2.35317370400000	13.23397914000000	8.80710037400000	10.93801173000000
13.29359165000000	26.08577126000000	2.35154539700000	13.29359165000000	8.80661099300000	10.93815354000000
13.35320417000000	26.09981642000000	2.34868680900000	13.35320417000000	8.81086890800000	10.93794512000000
13.41281669000000	26.13728534000000	2.34317996500000	13.41281669000000	8.81642511200000	10.93723131000000
13.47242921000000	26.13457936000000	2.34371351800000	13.47242921000000	8.81045152100000	10.93787431000000
13.53204173000000	26.16416914000000	2.34231163400000	13.53204173000000	8.81197373200000	10.93753854000000
13.59165425000000	26.14552371000000	2.34422798500000	13.59165425000000	8.80454428300000	10.93838804000000
13.65126677000000	26.13641260000000	2.34557314700000	13.65126677000000	8.80169421400000	10.93875971000000
13.71087928000000	26.14139885000000	2.34500109600000	13.71087928000000	8.80140255900000	10.93881783000000
13.77049180000000	26.14549982000000	2.34216626800000	13.77049180000000	8.80173338200000	10.93840401000000
13.83010432000000	26.13904313000000	2.34270182500000	13.83010432000000	8.80477792800000	10.93774260000000
13.88971684000000	26.13739911000000	2.34272345200000	13.88971684000000	8.80212553400000	10.93806229000000
13.94932936000000	26.13859646000000	2.34245133300000	13.94932936000000	8.80080750700000	10.93790688000000
14.00894188000000	26.14378839000000	2.34165762400000	14.00894188000000	8.80154978500000	10.93792402000000
14.06855440000000	26.14156535000000	2.34176942300000	14.06855440000000	8.80084496800000	10.93797397000000
14.12816692000000	26.13941667000000	2.34207321800000	14.12816692000000	8.79880952400000	10.93868143000000
14.18777943000000	26.13573149000000	2.34254762100000	14.18777943000000	8.79750507500000	10.93886460000000
14.24739195000000	26.14305162000000	2.34179597500000	14.24739195000000	8.79703638400000	10.93904635000000
14.30700447000000	26.14099660000000	2.34175238600000	14.30700447000000	8.79994311900000	10.93865381000000
14.36661699000000	26.13466310000000	2.34255485100000	14.36661699000000	8.79953587200000	10.93912151000000
14.42622951000000	26.14869751000000	2.34119560300000	14.42622951000000	8.80092699900000	10.93885191000000
14.48584203000000	26.13373590000000	2.34254593300000	14.48584203000000	8.79811846900000	10.93931992000000
14.54545455000000	26.13642306000000	2.34186051000000	14.54545455000000	8.79869725000000	10.93930692000000
14.60506706000000	26.13508118000000	2.34227472300000	14.60506706000000	8.79807771500000	10.93953542000000
14.66467958000000	26.12883544000000	2.34302211500000	14.66467958000000	8.80407313600000	10.93880433000000
14.72429210000000	26.14113000000000	2.34104437100000	14.72429210000000	8.80706954800000	10.93823554000000
14.78390462000000	26.15659749000000	2.33891372000000	14.78390462000000	8.81430932700000	10.93735905000000
14.84351714000000	26.15940027000000	2.33836855200000	14.84351714000000	8.82336489900000	10.93620031000000
14.90312966000000	26.15590437000000	2.33881709600000	14.90312966000000	8.82440750300000	10.93620005000000
14.96274218000000	26.15949892000000	2.33835563000000	14.96274218000000	8.82511838600000	10.93588895000000
15.02235469000000	26.23955348000000	2.32505739400000	15.02235469000000	8.83643885800000	10.93439409000000
15.08196721000000	26.25575950000000	2.32323766700000	15.08196721000000	8.83335841800000	10.93452476000000
15.14157973000000	26.27614663000000	2.32005958100000	15.14157973000000	8.83621435900000	10.93425340000000
15.20119225000000	26.27880436000000	2.32028265900000	15.20119225000000	8.83389836500000	10.93453463000000
15.26080477000000	26.32464310000000	2.31512636000000	15.26080477000000	8.87855658200000	10.92645722000000
15.32041729000000	26.33306902000000	2.31280281300000	15.32041729000000	8.91431694100000	10.92066280000000
15.38002981000000	26.34172430000000	2.31119187200000	15.38002981000000	8.92589490500000	10.91863134000000
15.43964232000000	26.36604831000000	2.30934957600000	15.43964232000000	8.94285509500000	10.91684342000000
15.49925484000000	26.37486167000000	2.30809326500000	15.49925484000000	8.95353662700000	10.91588657000000
15.55886736000000	26.37062383000000	2.30834057400000	15.55886736000000	8.95540107300000	10.91563001000000
15.61847988000000	26.36913027000000	2.30739744200000	15.61847988000000	8.95580059000000	10.91573621000000
15.67809240000000	26.37445584000000	2.30553619200000	15.67809240000000	8.95963940400000	10.91522085000000
15.73770492000000	26.37938929000000	2.30441845700000	15.73770492000000	8.95951168100000	10.91521841000000
15.79731744000000	26.43128887000000	2.29575362100000	15.79731744000000	8.96543283400000	10.91498869000000
15.85692996000000	26.41871746000000	2.29782208000000	15.85692996000000	8.96847161500000	10.91472097000000
15.91654247000000	26.44036886000000	2.29470556900000	15.91654247000000	8.96912617000000	10.91471877000000
15.97615499000000	26.45206874000000	2.29315605300000	15.97615499000000	8.96493997700000	10.91518821000000
16.03576751000000	26.46675411000000	2.29165555800000	16.03576751000000	8.96985727200000	10.91422485000000
16.09538003000000	26.47989137000000	2.28944260700000	16.09538003000000	8.96390135700000	10.91504370000000
16.15499255000000	26.49742157000000	2.28677041000000	16.15499255000000	8.96405415100000	10.91479080000000
16.21460507000000	26.49930013000000	2.28649837400000	16.21460507000000	8.96386176900000	10.91462230000000
16.27421759000000	26.50302475000000	2.28608226100000	16.27421759000000	8.96144212100000	10.91499134000000
16.33383010000000	26.50264840000000	2.28609221500000	16.33383010000000	8.96284038100000	10.91449491000000
16.39344262000000	26.50777310000000	2.28542544400000	16.39344262000000	8.96014720100000	10.91506379000000
16.45305514000000	26.51132735000000	2.28521471000000	16.45305514000000	8.95828651400000	10.91532964000000
16.51266766000000	26.51648281000000	2.28739166300000	16.51266766000000	8.95728811200000	10.91554942000000
16.57228018000000	26.51144463000000	2.28619104100000	16.57228018000000	8.95533834400000	10.91578909000000
16.63189270000000	26.50658840000000	2.28667967300000	16.63189270000000	8.95571093500000	10.91586235000000
16.69150522000000	26.51538095000000	2.28408643500000	16.69150522000000	8.95609629600000	10.91574048000000
16.75111773000000	26.51652639000000	2.28339074600000	16.75111773000000	8.95692621200000	10.91560981000000
16.81073025000000	26.50699740000000	2.28526571900000	16.81073025000000	8.95544215900000	10.91576221000000
16.87034277000000	26.50597502000000	2.28500515400000	16.87034277000000	8.95598825400000	10.91579278000000
16.92995529000000	26.51013596000000	2.28436820800000	16.92995529000000	8.95700203100000	10.91551988000000
16.98956781000000	26.50599539000000	2.28491020500000	16.98956781000000	8.95780897100000	10.91537545000000
17.04918033000000	26.50440890000000	2.28497860100000	17.04918033000000	8.95640054900000	10.91547158000000
17.10879285000000	26.50429599000000	2.28478316200000	17.10879285000000	8.95468748200000	10.91554117000000
17.16840537000000	26.49865813000000	2.28686995700000	17.16840537000000	8.95970458900000	10.91456197000000
17.22801788000000	26.51033280000000	2.28841395100000	17.22801788000000	8.96527863500000	10.91351877000000
17.28763040000000	26.51419818000000	2.28933862400000	17.28763040000000	8.96161494400000	10.91412173000000
