GMend			GExt		
t	x	y	t	x	y
0.00000000000000	20.41616767000000	3.20346418100000	0.00000000000000	8.56858691800000	10.97395447000000
0.05961251863000	20.42982829000000	3.20104196100000	0.05961251863000	8.57090671800000	10.97342913000000
0.11922503730000	20.50606903000000	3.18812943600000	0.11922503730000	8.57136790600000	10.97348334000000
0.17883755590000	20.54375719000000	3.18192018100000	0.17883755590000	8.57502256100000	10.97294282000000
0.23845007450000	20.57295537000000	3.17901836800000	0.23845007450000	8.57727602800000	10.97271848000000
0.29806259310000	20.64373428000000	3.16848839000000	0.29806259310000	8.57827019100000	10.97240765000000
0.35767511180000	20.69493968000000	3.16179177000000	0.35767511180000	8.57943663500000	10.97223283000000
0.41728763040000	20.75193533000000	3.15224555500000	0.41728763040000	8.58362638700000	10.97159896000000
0.47690014900000	20.83891471000000	3.13851852700000	0.47690014900000	8.58507337000000	10.97153278000000
0.53651266770000	20.93400377000000	3.12482398600000	0.53651266770000	8.59779145800000	10.96944327000000
0.59612518630000	20.95509876000000	3.12246558400000	0.59612518630000	8.59092827900000	10.97063023000000
0.65573770490000	20.95982538000000	3.12221574200000	0.65573770490000	8.58689335000000	10.97142080000000
0.71535022350000	21.03300831000000	3.11258734600000	0.71535022350000	8.58403060500000	10.97157067000000
0.77496274220000	21.07420428000000	3.10666432800000	0.77496274220000	8.58041079800000	10.97215771000000
0.83457526080000	21.14121854000000	3.09668406200000	0.83457526080000	8.57703122300000	10.97269636000000
0.89418777940000	21.20868178000000	3.08863919000000	0.89418777940000	8.57522429400000	10.97294404000000
0.95380029810000	21.25868785000000	3.07959677300000	0.95380029810000	8.57482344900000	10.97304999000000
1.01341281700000	21.32091811000000	3.07066772000000	1.01341281700000	8.57969989400000	10.97237242000000
1.07302533500000	21.38481806000000	3.06071653700000	1.07302533500000	8.57956654700000	10.97250377000000
1.13263785400000	21.41846755000000	3.05512371100000	1.13263785400000	8.57981400700000	10.97256181000000
1.19225037300000	21.53323851000000	3.03495859100000	1.19225037300000	8.57918777100000	10.97286617000000
1.25186289100000	21.60773009000000	3.02288644100000	1.25186289100000	8.58584121200000	10.97220249000000
1.31147541000000	21.68009900000000	3.01398470000000	1.31147541000000	8.59750741700000	10.97021054000000
1.37108792800000	21.72547415000000	3.00660805000000	1.37108792800000	8.59347877100000	10.97044729000000
1.43070044700000	21.78167709000000	2.99932914400000	1.43070044700000	8.59147484200000	10.97068568000000
1.49031296600000	21.86785187000000	2.98569755400000	1.49031296600000	8.59438505300000	10.97021169000000
1.54992548400000	21.92423721000000	2.97871982500000	1.54992548400000	8.60067065200000	10.96954979000000
1.60953800300000	21.93484175000000	2.97788740000000	1.60953800300000	8.59664474000000	10.96999395000000
1.66915052200000	21.95154138000000	2.97500195600000	1.66915052200000	8.59366689000000	10.97043530000000
1.72876304000000	21.98810123000000	2.97110829000000	1.72876304000000	8.58585910700000	10.97153950000000
1.78837555900000	22.03019057000000	2.96596546900000	1.78837555900000	8.58184403800000	10.97206802000000
1.84798807700000	22.05338116000000	2.96342863800000	1.84798807700000	8.57913323600000	10.97238330000000
1.90760059600000	22.09772005000000	2.95627475700000	1.90760059600000	8.57786972600000	10.97262031000000
1.96721311500000	22.16170055000000	2.94744186600000	1.96721311500000	8.57758637900000	10.97275132000000
2.02682563300000	22.23585138000000	2.93577802000000	2.02682563300000	8.58029833900000	10.97220505000000
2.08643815200000	22.26984023000000	2.92994137900000	2.08643815200000	8.58046503100000	10.97221647000000
2.14605067100000	22.28846107000000	2.92630580400000	2.14605067100000	8.58049088200000	10.97222807000000
2.20566318900000	22.31132398000000	2.92133877700000	2.20566318900000	8.58204418000000	10.97193352000000
2.26527570800000	22.38811753000000	2.90931901700000	2.26527570800000	8.58281789000000	10.97185742000000
2.32488822700000	22.44695421000000	2.90095120100000	2.32488822700000	8.58690546900000	10.97124535000000
2.38450074500000	22.47738222000000	2.89520099600000	2.38450074500000	8.58442918000000	10.97151910000000
2.44411326400000	22.52474698000000	2.88755633000000	2.44411326400000	8.58820267800000	10.97082333000000
2.50372578200000	22.56198152000000	2.88134776200000	2.50372578200000	8.58447548900000	10.97139633000000
2.56333830100000	22.60175813000000	2.87487428900000	2.56333830100000	8.58463045400000	10.97142442000000
2.62295082000000	22.64276520000000	2.86726315000000	2.62295082000000	8.58445111300000	10.97129500000000
2.68256333800000	22.72100250000000	2.85394028900000	2.68256333800000	8.58799863700000	10.97017546000000
2.74217585700000	22.76546984000000	2.84482872300000	2.74217585700000	8.60006782500000	10.96860035000000
2.80178837600000	22.79918762000000	2.84049945600000	2.80178837600000	8.60857084300000	10.96746208000000
2.86140089400000	22.79884852000000	2.84196376400000	2.86140089400000	8.63382602000000	10.96387053000000
2.92101341300000	22.82524944000000	2.83989312900000	2.92101341300000	8.64754356300000	10.96188473000000
2.98062593100000	22.87598276000000	2.83122297000000	2.98062593100000	8.65087551300000	10.96121932000000
3.04023845000000	22.89892541000000	2.82805085000000	3.04023845000000	8.65429035900000	10.96080687000000
3.09985096900000	22.93454094000000	2.82196613800000	3.09985096900000	8.65499122800000	10.96085365000000
3.15946348700000	22.95146448000000	2.82057964400000	3.15946348700000	8.65443711400000	10.96093746000000
3.21907600600000	22.99630813000000	2.81372254000000	3.21907600600000	8.65643670300000	10.96047339000000
3.27868852500000	23.06618433000000	2.80378430000000	3.27868852500000	8.65436348100000	10.96085078000000
3.33830104300000	23.06821457000000	2.80398492800000	3.33830104300000	8.65377938500000	10.96107497000000
3.39791356200000	23.10011089000000	2.79970478000000	3.39791356200000	8.65277469100000	10.96125533000000
3.45752608000000	23.11862881000000	2.79700998000000	3.45752608000000	8.65855003900000	10.96027249000000
3.51713859900000	23.16790833000000	2.78832118100000	3.51713859900000	8.66488510900000	10.95959256000000
3.57675111800000	23.15795965000000	2.78973648300000	3.57675111800000	8.66013606900000	10.96029831000000
3.63636363600000	23.16352334000000	2.78834033000000	3.63636363600000	8.66098427400000	10.96027360000000
3.69597615500000	23.20042227000000	2.78271927700000	3.69597615500000	8.65588733500000	10.96102586000000
3.75558867400000	23.22281866000000	2.77915795500000	3.75558867400000	8.65474809900000	10.96115581000000
3.81520119200000	23.23140217000000	2.77755096700000	3.81520119200000	8.65537129100000	10.96112414000000
3.87481371100000	23.24841771000000	2.77546761800000	3.87481371100000	8.65423288600000	10.96131697000000
3.93442623000000	23.25291269000000	2.77447970900000	3.93442623000000	8.65379839000000	10.96143782000000
3.99403874800000	23.26557404000000	2.77425405400000	3.99403874800000	8.65214813300000	10.96150049000000
4.05365126700000	23.26475327000000	2.77470688200000	4.05365126700000	8.64915280800000	10.96197461000000
4.11326378500000	23.31794873000000	2.76679780900000	4.11326378500000	8.65205053100000	10.96175814000000
4.17287630400000	23.33608470000000	2.76388377100000	4.17287630400000	8.64993935800000	10.96210810000000
4.23248882300000	23.33109507000000	2.76194432100000	4.23248882300000	8.65168535200000	10.96223396000000
4.29210134100000	23.32631382000000	2.76145769500000	4.29210134100000	8.64849766900000	10.96274183000000
4.35171386000000	23.32822869000000	2.75832988900000	4.35171386000000	8.64751585100000	10.96352293000000
4.41132637900000	23.33689307000000	2.75721250600000	4.41132637900000	8.64941687700000	10.96360105000000
4.47093889700000	23.32583927000000	2.75991681000000	4.47093889700000	8.65711247600000	10.96201213000000
4.53055141600000	23.33789850000000	2.75981103100000	4.53055141600000	8.65555465400000	10.96200303000000
4.59016393400000	23.36182390000000	2.75541589100000	4.59016393400000	8.66289635100000	10.96063375000000
4.64977645300000	23.39458906000000	2.75176934400000	4.64977645300000	8.66314252100000	10.96029239000000
4.70938897200000	23.41206461000000	2.75057232400000	4.70938897200000	8.65800364800000	10.96082145000000
4.76900149000000	23.41566116000000	2.75140848500000	4.76900149000000	8.65655651700000	10.96091645000000
4.82861400900000	23.46273895000000	2.74417102800000	4.82861400900000	8.65934425800000	10.96042779000000
4.88822652800000	23.49305436000000	2.73982686600000	4.88822652800000	8.66373054500000	10.95963279000000
4.94783904600000	23.54815304000000	2.73100879100000	4.94783904600000	8.66970488600000	10.95874467000000
5.00745156500000	23.54883529000000	2.73178678900000	5.00745156500000	8.66749749000000	10.95893515000000
5.06706408300000	23.55203840000000	2.73159098800000	5.06706408300000	8.66070051100000	10.96003405000000
5.12667660200000	23.56825599000000	2.73036362900000	5.12667660200000	8.65751133700000	10.96043950000000
5.18628912100000	23.63062824000000	2.72194223100000	5.18628912100000	8.65581650800000	10.96065078000000
5.24590163900000	23.62979157000000	2.72195664100000	5.24590163900000	8.65433768400000	10.96079493000000
5.30551415800000	23.63066128000000	2.72249482800000	5.30551415800000	8.64997672900000	10.96160021000000
5.36512667700000	23.66473109000000	2.71763283300000	5.36512667700000	8.65055666500000	10.96143269000000
5.42473919500000	23.71364386000000	2.71021260100000	5.42473919500000	8.65134573300000	10.96131533000000
5.48435171400000	23.75048317000000	2.70352874700000	5.48435171400000	8.65052243200000	10.96131107000000
5.54396423200000	23.77991975000000	2.69936852600000	5.54396423200000	8.64977024700000	10.96127188000000
5.60357675100000	23.80524271000000	2.69403668600000	5.60357675100000	8.64956727500000	10.96142272000000
