GMfasSUP1MMM			GMfasEXTMMM		
t	x	y	t	x	y
0.00000000010	21.60004634000	18.88078901000	0.00000000010	12.66138840000	25.42340712000
0.05526083120	21.60004634000	18.88078901000	0.05526083120	12.66138840000	25.42340712000
0.11052166230	21.60004634000	18.88078901000	0.11052166230	12.66138840000	25.42340712000
0.16578249340	21.60004634000	18.88078901000	0.16578249340	12.66138840000	25.42340712000
0.22104332450	21.60004634000	18.88078901000	0.22104332450	12.66138840000	25.42340712000
0.27630415560	21.60004634000	18.88078901000	0.27630415560	12.66138840000	25.42340712000
0.33156498670	19.18318680000	18.97781356000	0.33156498670	11.62727038000	25.42374238000
0.38682581790	19.08856263000	19.08685075000	0.38682581790	11.64202373000	25.43243177000
0.44208664900	19.27098218000	19.14396071000	0.44208664900	10.86796473000	25.42917950000
0.49734748010	19.08704376000	19.21631380000	0.49734748010	10.71837629000	25.43255163000
0.55260831120	19.19566959000	19.29134979000	0.55260831120	11.12463839000	25.43610014000
0.60786914240	20.10822430000	19.30231565000	0.60786914240	11.49362142000	25.43494474000
0.66312997350	20.05467736000	19.36847426000	0.66312997350	11.50332842000	25.43963672000
0.71839080460	19.86442749000	19.40908552000	0.71839080460	11.45478055000	25.43666730000
0.77365163570	19.84423629000	19.42561061000	0.77365163570	11.39363424000	25.43508491000
0.82891246680	19.82104869000	19.42811631000	0.82891246680	11.38478285000	25.43227606000
0.88417329800	19.88647182000	19.43090179000	0.88417329800	11.37537403000	25.42965666000
0.93943412910	19.88422542000	19.45126599000	0.93943412910	11.33021952000	25.42827025000
0.99469496020	19.86325547000	19.48303489000	0.99469496020	11.33544737000	25.42837724000
1.04995579100	19.94978111000	19.49692975000	1.04995579100	11.35901112000	25.42839642000
1.10521662200	20.07437560000	19.50524288000	1.10521662200	11.38668106000	25.42750458000
1.16047745400	20.28090477000	19.52043285000	1.16047745400	11.38344118000	25.42710141000
1.21573828500	20.41828598000	19.54500095000	1.21573828500	11.37305339000	25.42682861000
1.27099911600	20.38457489000	19.59276554000	1.27099911600	11.37943460000	25.42844171000
1.32625994700	20.65585825000	19.61335084000	1.32625994700	11.35498958000	25.43298115000
1.38152077800	20.81497769000	19.63120156000	1.38152077800	11.40643032000	25.43456753000
1.43678160900	20.89665949000	19.66210811000	1.43678160900	11.45824948000	25.43070244000
1.49204244000	21.05724386000	19.69336035000	1.49204244000	11.45542039000	25.42975791000
1.54730327100	21.19910533000	19.71768470000	1.54730327100	11.47756362000	25.42659620000
1.60256410300	21.32103807000	19.73179484000	1.60256410300	11.53096597000	25.42618499000
1.65782493400	21.33185781000	19.75058397000	1.65782493400	11.53401877000	25.42995410000
1.71308576500	21.36308477000	19.77539455000	1.71308576500	11.56722218000	25.43099933000
1.76834659600	21.45352920000	19.82142514000	1.76834659600	11.59168337000	25.43321910000
1.82360742700	21.54293280000	19.84515963000	1.82360742700	11.58440944000	25.43470219000
1.87886825800	21.67504220000	19.85911539000	1.87886825800	11.59394803000	25.43372785000
1.93412908900	21.64463317000	19.87288296000	1.93412908900	11.59945098000	25.43246944000
1.98938992000	21.68251054000	19.88502978000	1.98938992000	11.59071849000	25.43184651000
2.04465075200	21.74790436000	19.88936954000	2.04465075200	11.60423133000	25.43073712000
2.09991158300	21.69080728000	19.90412199000	2.09991158300	11.62113628000	25.42916786000
2.15517241400	21.76591321000	19.92936555000	2.15517241400	11.66566380000	25.42918077000
2.21043324500	21.74838429000	19.93751986000	2.21043324500	11.67064695000	25.42853056000
2.26569407600	21.73695303000	19.93885433000	2.26569407600	11.66636964000	25.42789477000
2.32095490700	21.73845867000	19.94246900000	2.32095490700	11.67417972000	25.42715292000
2.37621573800	21.73036799000	19.94270652000	2.37621573800	11.67054947000	25.42737723000
2.43147656900	21.71553786000	19.94370403000	2.43147656900	11.67306114000	25.42687665000
2.48673740100	21.74007989000	19.94699212000	2.48673740100	11.67287070000	25.42701327000
2.54199823200	21.74167319000	19.94919505000	2.54199823200	11.66894330000	25.42667555000
2.59725906300	21.78470658000	19.95462429000	2.59725906300	11.67836450000	25.42625720000
2.65251989400	21.86711784000	19.95695184000	2.65251989400	11.69060716000	25.42477197000
2.70778072500	21.85028181000	19.95688945000	2.70778072500	11.68778987000	25.42459495000
2.76304155600	21.88731911000	19.95853661000	2.76304155600	11.69843907000	25.42383727000
2.81830238700	21.87539148000	19.95988797000	2.81830238700	11.70173608000	25.42399371000
2.87356321800	21.91885888000	19.96217663000	2.87356321800	11.69528282000	25.42370728000
2.92882405000	21.92674764000	19.96152442000	2.92882405000	11.69608536000	25.42351839000
2.98408488100	21.96403635000	19.96544238000	2.98408488100	11.70564844000	25.42356842000
3.03934571200	21.96989681000	19.96691503000	3.03934571200	11.70397528000	25.42355839000
3.09460654300	21.97069383000	19.96614281000	3.09460654300	11.70702116000	25.42392179000
3.14986737400	21.97293191000	19.96742306000	3.14986737400	11.70003188000	25.42375858000
3.20512820500	21.97395214000	19.96551961000	3.20512820500	11.69541869000	25.42391470000
