GMend			GMext		
t	x	y	t	x	y
0.00000000000000	20.81392673000000	1.24272051400000	0.00000000000000	10.08989815000000	12.06307271000000
0.05961251863000	20.82646593000000	1.24147577500000	0.05961251863000	10.08973090000000	12.06265487000000
0.11922503730000	20.84461795000000	1.23963565900000	0.11922503730000	10.08862575000000	12.06346394000000
0.17883755590000	20.87185997000000	1.23393756900000	0.17883755590000	10.08929607000000	12.06343685000000
0.23845007450000	20.91549076000000	1.22725043700000	0.23845007450000	10.08941474000000	12.06391549000000
0.29806259310000	20.95215235000000	1.22118339400000	0.29806259310000	10.09129956000000	12.06377949000000
0.35767511180000	20.97625079000000	1.21678648200000	0.35767511180000	10.08919054000000	12.06386184000000
0.41728763040000	21.00301738000000	1.21128370900000	0.41728763040000	10.08948663000000	12.06380620000000
0.47690014900000	21.05181712000000	1.20320945100000	0.47690014900000	10.09028892000000	12.06356741000000
0.53651266770000	21.08293892000000	1.19720460000000	0.53651266770000	10.08899172000000	12.06366739000000
0.59612518630000	21.15802608000000	1.18283742500000	0.59612518630000	10.09053743000000	12.06335495000000
0.65573770490000	21.23326035000000	1.16920709900000	0.65573770490000	10.08926271000000	12.06370590000000
0.71535022350000	21.28586030000000	1.15985258100000	0.71535022350000	10.08950803000000	12.06321861000000
0.77496274220000	21.34192570000000	1.14814729900000	0.77496274220000	10.09029367000000	12.06334268000000
0.83457526080000	21.40311873000000	1.13810908900000	0.83457526080000	10.08998211000000	12.06322331000000
0.89418777940000	21.46243420000000	1.12660409000000	0.89418777940000	10.08931544000000	12.06321058000000
0.95380029810000	21.48989034000000	1.12118485600000	0.95380029810000	10.08978334000000	12.06314300000000
1.01341281700000	21.51372683000000	1.11750649400000	1.01341281700000	10.09062855000000	12.06298085000000
1.07302533500000	21.52472274000000	1.11654315800000	1.07302533500000	10.09081945000000	12.06395199000000
1.13263785400000	21.57370667000000	1.10880798800000	1.13263785400000	10.09100836000000	12.06370522000000
1.19225037300000	21.57607369000000	1.10902140800000	1.19225037300000	10.08078873000000	12.06437687000000
1.25186289100000	21.57447324000000	1.10992364500000	1.25186289100000	10.07089222000000	12.06300550000000
1.31147541000000	21.60346315000000	1.10498932700000	1.31147541000000	10.05463038000000	12.06555011000000
1.37108792800000	21.66094549000000	1.09311106000000	1.37108792800000	10.03941881000000	12.06931421000000
1.43070044700000	21.70753756000000	1.08399602300000	1.43070044700000	10.02289048000000	12.07432203000000
1.49031296600000	21.76999246000000	1.07333193600000	1.49031296600000	10.02075429000000	12.07578524000000
1.54992548400000	21.79381083000000	1.06995578400000	1.54992548400000	10.01691692000000	12.07660106000000
1.60953800300000	21.83233357000000	1.06242557600000	1.60953800300000	10.01368428000000	12.07762749000000
1.66915052200000	21.86508140000000	1.05651776200000	1.66915052200000	10.01499896000000	12.07775155000000
1.72876304000000	21.89702239000000	1.04891273500000	1.72876304000000	10.01599692000000	12.07801307000000
1.78837555900000	21.93127421000000	1.04428394700000	1.78837555900000	10.01610443000000	12.07804890000000
1.84798807700000	21.93788029000000	1.04567558100000	1.84798807700000	10.01389741000000	12.07936206000000
1.90760059600000	21.95113265000000	1.04507202500000	1.90760059600000	10.01153034000000	12.08113498000000
1.96721311500000	21.93682610000000	1.04906093100000	1.96721311500000	10.01979190000000	12.08454784000000
2.02682563300000	21.94547412000000	1.04426760700000	2.02682563300000	10.02942762000000	12.08446772000000
2.08643815200000	21.95376895000000	1.03958473800000	2.08643815200000	10.03769551000000	12.08176771000000
2.14605067100000	21.95532110000000	1.03885370500000	2.14605067100000	10.02059711000000	12.07423552000000
2.20566318900000	21.97435527000000	1.03682591200000	2.20566318900000	10.01346723000000	12.07256584000000
2.26527570800000	22.04091004000000	1.02449583200000	2.26527570800000	10.01509954000000	12.07205354000000
2.32488822700000	22.08163693000000	1.01582400300000	2.32488822700000	10.01467403000000	12.07270815000000
2.38450074500000	22.12156047000000	1.00767596600000	2.38450074500000	10.01352832000000	12.07436745000000
2.44411326400000	22.17810878000000	0.99635316900000	2.44411326400000	10.01428073000000	12.07524781000000
2.50372578200000	22.19554024000000	0.99435128250000	2.50372578200000	10.01429547000000	12.07543196000000
2.56333830100000	22.24173592000000	0.98587674720000	2.56333830100000	10.01471230000000	12.07589079000000
2.62295082000000	22.27690918000000	0.97983729030000	2.62295082000000	10.01494339000000	12.07587042000000
2.68256333800000	22.31086893000000	0.97317919530000	2.68256333800000	10.01401763000000	12.07576984000000
2.74217585700000	22.36013010000000	0.96303829950000	2.74217585700000	10.01569216000000	12.07604986000000
2.80178837600000	22.40913227000000	0.95259508320000	2.80178837600000	10.01561894000000	12.07626951000000
2.86140089400000	22.46454819000000	0.94251910440000	2.86140089400000	10.01564502000000	12.07643037000000
2.92101341300000	22.52561719000000	0.93283077010000	2.92101341300000	10.01577229000000	12.07642135000000
2.98062593100000	22.55196421000000	0.92769903400000	2.98062593100000	10.01594548000000	12.07640965000000
3.04023845000000	22.59139029000000	0.91904742410000	3.04023845000000	10.01561237000000	12.07638284000000
3.09985096900000	22.61757199000000	0.91544347320000	3.09985096900000	10.01545237000000	12.07632388000000
3.15946348700000	22.67107671000000	0.90624083350000	3.15946348700000	10.01504168000000	12.07600979000000
3.21907600600000	22.68765525000000	0.90467295490000	3.21907600600000	10.01182924000000	12.07640709000000
3.27868852500000	22.69354198000000	0.90358652300000	3.27868852500000	10.01009011000000	12.07668112000000
