mass_C			mass_B															
t	x	y	t	x	y													
0.00000000000	34.55899217000	-1.16050411700	0.00000000000	46.27478913000	2.80774969300													
0.02302131774	34.55862319000	-1.16047398800	0.02302131774	46.27428790000	2.80772842300													
0.04604263548	34.55909417000	-1.16045631100	0.04604263548	46.27451470000	2.80783117300													
0.06906395322	34.55894064000	-1.16076600300	0.06906395322	46.27449756000	2.80764333500													
0.09208527096	34.55897514000	-1.16116587600	0.09208527096	46.27428616000	2.80779162500													
0.11510658870	34.55841168000	-1.16109948600	0.11510658870	46.27456140000	2.80771713900													
0.13812790640	34.55913228000	-1.16105363500	0.13812790640	46.27472791000	2.80783401200													
0.16114922420	34.55887938000	-1.16124782700	0.16114922420	46.27469983000	2.80780045200													
0.18417054190	34.55881010000	-1.16119916400	0.18417054190	46.27444288000	2.80790845700													
0.20719185970	34.55869472000	-1.16122276800	0.20719185970	46.27451368000	2.80783856800													
0.23021317740	34.55861406000	-1.16107657500	0.23021317740	46.27460540000	2.80781138800													
0.25323449510	34.55886434000	-1.16131312100	0.25323449510	46.27427007000	2.80782700700													
0.27625581290	34.55832774000	-1.16106308400	0.27625581290	46.27428226000	2.80793878100													
0.29927713060	34.55887395000	-1.16117389900	0.29927713060	46.27444750000	2.80796183400													
0.32229844840	34.55909866000	-1.16122758000	0.32229844840	46.27444856000	2.80792262000													
0.34531976610	34.55864921000	-1.16078711900	0.34531976610	46.27475886000	2.80775658800													
0.36834108380	34.55895958000	-1.16106273300	0.36834108380	46.27420560000	2.80775221600													
0.39136240160	34.55862440000	-1.16100508000	0.39136240160	46.27450281000	2.80773229400													
0.41438371930	34.55897660000	-1.16109059300	0.41438371930	46.27463884000	2.80778219500													
0.43740503710	34.55909602000	-1.16115140500	0.43740503710	46.27438115000	2.80779646300													
0.46042635480	34.55849334000	-1.16153304400	0.46042635480	46.27479159000	2.80778155700													
0.48344767250	34.55922346000	-1.16150622100	0.48344767250	46.27449945000	2.80764185500													
0.50646899030	34.55905153000	-1.16123755600	0.50646899030	46.27458162000	2.80760580700													
0.52949030800	34.55862047000	-1.16125767400	0.52949030800	46.27489200000	2.80766466200													
0.55251162580	34.55875071000	-1.16123159400	0.55251162580	46.27484195000	2.80764865300													
0.57553294350	34.55941149000	-1.16123339300	0.57553294350	46.27474041000	2.80760659700													
0.59855426120	34.55892929000	-1.16045903200	0.59855426120	46.27469025000	2.80737155100													
0.62157557900	34.55949096000	-1.16057071300	0.62157557900	46.27430206000	2.80734803800													
0.64459689670	34.55982568000	-1.16088013900	0.64459689670	46.27474888000	2.80714562400													
0.66761821450	34.56059059000	-1.16090147300	0.66761821450	46.27470790000	2.80731343400													
0.69063953220	34.56041321000	-1.16052052800	0.69063953220	46.27431398000	2.80719914900													
0.71366084990	34.55988371000	-1.16067989300	0.71366084990	46.27436877000	2.80719514200													
0.73668216770	34.56020159000	-1.16074310800	0.73668216770	46.27448104000	2.80729061800													
0.75970348540	34.56022893000	-1.16107753500	0.75970348540	46.27422969000	2.80731194700													
0.78272480320	34.55980780000	-1.16103647700	0.78272480320	46.27445837000	2.80740650900													
0.80574612090	34.56031314000	-1.16094074700	0.80574612090	46.27386832000	2.80742657100													
0.82876743860	34.55995446000	-1.16098848600	0.82876743860	46.27474471000	2.80726206000													
0.85178875640	34.56038714000	-1.16083213000	0.85178875640	46.27452610000	2.80730221600													
0.87481007410	34.55959668000	-1.16134856100	0.87481007410	46.27421973000	2.80735096400													
0.89783139190	34.56040031000	-1.16123146700	0.89783139190	46.27448279000	2.80729610600													
0.92085270960	34.55990655000	-1.16105134700	0.92085270960	46.27444258000	2.80739029500													
0.94387402730	34.55916506000	-1.16116644300	0.94387402730	46.27446024000	2.80720133600													
0.96689534510	34.55990879000	-1.16134277400	0.96689534510	46.27453930000	2.80727095500													
0.98991666280	34.55973176000	-1.16101243900	0.98991666280	46.27440380000	2.80725026900													
1.01293798100	34.55900831000	-1.16107090800	1.01293798100	46.27403643000	2.80732805000													
1.03595929800	34.55919256000	-1.16117505300	1.03595929800	46.27401452000	2.80750259100													
1.05898061600	34.55977641000	-1.16110378200	1.05898061600	46.27437214000	2.80737695700													
1.08200193400	34.55877506000	-1.16117403400	1.08200193400	46.27400459000	2.80752842800													
1.10502325200	34.55853557000	-1.16108319900	1.10502325200	46.27418359000	2.80743415100													
1.12804456900	34.55883316000	-1.16084455700	1.12804456900	46.27441906000	2.80753835200													
1.15106588700	34.55815612000	-1.16068371100	1.15106588700	46.27435863000	2.80746757500													
1.17408720500	34.55259853000	-1.15991317000	1.17408720500	46.27433032000	2.80740886500													
1.19710852200	34.54377691000	-1.15468057700	1.19710852200	46.27419271000	2.80708818900													
1.22012984000	34.52416947000	-1.14537331800	1.22012984000	46.27432461000	2.80693260300													
1.24315115800	34.51442008000	-1.14369792800	1.24315115800	46.27352567000	2.80697136100													
1.26617247600	34.48850593000	-1.14532147600	1.26617247600	46.27395273000	2.80714927700													
1.28919379300	34.48031357000	-1.14247439400	1.28919379300	46.27368254000	2.80746744300													
1.31221511100	34.46972913000	-1.13740495400	1.31221511100	46.27285113000	2.80809606900													
1.33523642900	34.44937891000	-1.13170285700	1.33523642900	46.27309756000	2.80993182700													
1.35825774700	34.36803917000	-1.11718170700	1.35825774700	46.27274671000	2.81612827500													
1.38127906400	34.30271638000	-1.09641919200	1.38127906400	46.26917749000	2.82479069400													
1.40430038200	34.20940221000	-1.08665049600	1.40430038200	46.26295644000	2.84274397100													
1.42732170000	34.02022848000	-1.06592546700	1.42732170000	46.26265476000	2.86149517600													
1.45034301800	33.89872955000	-1.05562828500	1.45034301800	46.26346254000	2.88009145200													
1.47336433500	33.67219119000	-1.01565510000	1.47336433500	46.25144370000	2.89216361500													
1.49638565300	33.62511300000	-1.00703795000	1.49638565300	46.25672574000	2.89112860100													
1.51940697100	33.53153375000	-0.99297452160	1.51940697100	46.24910060000	2.89513498400													
1.54242828900	33.44832610000	-0.98013133670	1.54242828900	46.25272037000	2.89650430500													
1.56544960600	33.28095206000	-0.95954754550	1.56544960600	46.24894787000	2.89925022600													
1.58847092400	33.24882482000	-0.94849804600	1.58847092400	46.25200183000	2.89633843600													
1.61149224200	33.10737847000	-0.93870429670	1.61149224200	46.25439264000	2.90051888000													
1.63451356000	33.04922399000	-0.92789761370	1.63451356000	46.25815557000	2.89971128800													
1.65753487700	32.92320734000	-0.92659443780	1.65753487700	46.26046109000	2.90235769400													
1.68055619500	32.85634838000	-0.92932220970	1.68055619500	46.26163382000	2.90308714400													
1.70357751300	32.77705985000	-0.92465569740	1.70357751300	46.26342642000	2.90278697100													
1.72659883100	32.67181517000	-0.91756634990	1.72659883100	46.26525504000	2.90573478500													
1.74962014800	32.62605012000	-0.92368507430	1.74962014800	46.26770133000	2.90391148500													
1.77264146600	32.57580420000	-0.91773063610	1.77264146600	46.26778646000	2.90371170000													
1.79566278400	32.53904520000	-0.92191900790	1.79566278400	46.26724958000	2.90052047700													
1.81868410100	32.45823039000	-0.92276626960	1.81868410100	46.26396906000	2.89817536800													
1.84170541900	32.35617613000	-0.91485258840	1.84170541900	46.26010816000	2.89929219800													
1.86472673700	32.31398793000	-0.91431820910	1.86472673700	46.25907626000	2.89946160100													
1.88774805500	32.27842963000	-0.91617109880	1.88774805500	46.26022391000	2.89730894100													
1.91076937200	32.19549931000	-0.91781864450	1.91076937200	46.25927220000	2.89825059400													
1.93379069000	32.02649351000	-0.89208050090	1.93379069000	46.25951085000	2.90164627700													
1.95681200800	31.86142610000	-0.85381650280	1.95681200800	46.25926472000	2.90267611200													
1.97983332600	31.75000063000	-0.83754867530	1.97983332600	46.26183344000	2.90285095600													
2.00285464300	31.65567893000	-0.84173482350	2.00285464300	46.27491289000	2.90404822000													
2.02587596100	31.59924962000	-0.83667537270	2.02587596100	46.27648732000	2.89868172300													
2.04889727900	31.33272611000	-0.80831671620	2.04889727900	46.26335976000	2.90431726300													
