mass_B			mass_A		
t	x	y	t	x	y
0	21.44770954	0	0	39.56492227	0
0.018682509	21.44749977	0	0.018682509	39.56535441	0
0.037365019	21.4465286	0	0.037365019	39.56536062	0
0.056047528	21.44752325	0	0.056047528	39.56478354	0
0.074730038	21.44729958	0	0.074730038	39.56489576	0
0.093412547	21.44795949	0	0.093412547	39.56448485	0
0.112095057	21.44764333	0	0.112095057	39.56431652	0
0.130777566	21.44747639	0	0.130777566	39.56479891	0
0.149460076	21.44733535	0	0.149460076	39.56466086	0
0.168142585	21.44787866	0	0.168142585	39.56499396	0
0.186825094	21.44816124	0	0.186825094	39.56473937	0
0.205507604	21.44711537	0	0.205507604	39.5650613	0
0.224190113	21.44759387	0	0.224190113	39.5644643	0
0.242872623	21.44773321	0	0.242872623	39.56450257	0
0.261555132	21.44794738	0	0.261555132	39.56503565	0
0.280237642	21.44775922	0	0.280237642	39.56497966	0
0.298920151	21.44788475	0	0.298920151	39.56464605	0
0.31760266	21.44799357	0	0.31760266	39.56457932	0
0.33628517	21.44856059	0	0.33628517	39.56492167	0
0.354967679	21.4478959	0	0.354967679	39.56497335	0
0.373650189	21.44745129	0	0.373650189	39.56490701	0
0.392332698	21.4478884	0	0.392332698	39.56487258	0
0.411015208	21.44824929	0	0.411015208	39.56476283	0
0.429697717	21.4477124	0	0.429697717	39.56490249	0
0.448380226	21.44723659	0	0.448380226	39.56475128	0
0.467062736	21.44759578	0	0.467062736	39.56482696	0
0.485745245	21.44889483	0	0.485745245	39.56476577	0
0.504427755	21.44768431	0	0.504427755	39.56514725	0
0.523110264	21.44775039	0	0.523110264	39.56460718	0
0.541792774	21.44738861	0	0.541792774	39.56479561	0
0.560475283	21.44822723	0	0.560475283	39.56486875	0
0.579157793	21.44844309	0	0.579157793	39.5647452	0
0.597840302	21.44817141	0	0.597840302	39.56495204	0
0.616522811	21.44859347	0	0.616522811	39.56524905	0
0.635205321	21.44713047	0	0.635205321	39.56456789	0
0.65388783	21.44804716	0	0.65388783	39.56502744	0
0.67257034	21.44829451	0	0.67257034	39.56497657	0
0.691252849	21.44794405	0	0.691252849	39.56487956	0
0.709935359	21.44848184	0	0.709935359	39.5651449	0
0.728617868	21.44865967	0	0.728617868	39.56476538	0
0.747300377	21.44784968	0	0.747300377	39.56478682	0
0.765982887	21.44740765	0	0.765982887	39.56512721	0
0.784665396	21.44766639	0	0.784665396	39.56512291	0
0.803347906	21.44781305	0	0.803347906	39.56484035	0
0.822030415	21.44796455	0	0.822030415	39.56525647	0
0.840712925	21.44771616	0	0.840712925	39.56536814	0
0.859395434	21.44775171	0	0.859395434	39.56513605	0
0.878077943	21.44864311	0	0.878077943	39.56489608	0
0.896760453	21.44798062	0	0.896760453	39.5646947	0
0.915442962	21.44675878	0	0.915442962	39.56449688	0
0.934125472	21.44707925	0	0.934125472	39.56435754	0
0.952807981	21.44601883	0	0.952807981	39.56435021	0
0.971490491	21.44540589	0	0.971490491	39.56460734	0
0.990173	21.44122151	0	0.990173	39.56452218	0
1.008855509	21.43787973	0	1.008855509	39.56468261	0
1.027538019	21.43157271	0	1.027538019	39.56508825	0
1.046220528	21.41620708	0	1.046220528	39.56453481	0
1.064903038	21.4184383	0	1.064903038	39.56505086	0
1.083585547	21.38723949	0	1.083585547	39.56466548	0
1.102268057	21.34017652	0	1.102268057	39.56484756	0
1.120950566	21.31252868	0	1.120950566	39.56465087	0
1.139633076	21.27100907	0	1.139633076	39.56455141	0
1.158315585	21.22227145	0	1.158315585	39.56480057	0
1.176998094	21.20319401	0	1.176998094	39.56507742	0
1.195680604	21.16257319	0	1.195680604	39.56517985	0
1.214363113	21.10341093	0	1.214363113	39.56511567	0
1.233045623	21.05115609	0	1.233045623	39.56496806	0
1.251728132	21.03416978	0	1.251728132	39.56526229	0
1.270410642	20.94471545	0	1.270410642	39.56434159	0
1.289093151	20.90200129	0	1.289093151	39.56434123	0
1.30777566	20.79601989	0	1.30777566	39.56374434	0
1.32645817	20.77400299	0	1.32645817	39.56338612	0
1.345140679	20.73827693	0	1.345140679	39.56308808	0
1.363823189	20.65318448	0	1.363823189	39.5645952	0
1.382505698	20.59590313	0	1.382505698	39.56408988	0
1.401188208	20.51938737	0	1.401188208	39.56330235	0
1.419870717	20.48759931	0	1.419870717	39.56318634	0
1.438553226	20.4528914	0	1.438553226	39.56355499	0
1.457235736	20.4003277	0	1.457235736	39.56223953	0
1.475918245	20.3487498	0	1.475918245	39.56357783	0
1.494600755	20.25788724	0	1.494600755	39.5626759	0
1.513283264	20.14436854	0	1.513283264	39.56342465	0
1.531965774	20.05853198	0	1.531965774	39.5637445	0
1.550648283	20.04465082	0	1.550648283	39.56371236	0
1.569330793	19.95907998	0	1.569330793	39.56371652	0
1.588013302	19.86982686	0	1.588013302	39.56420759	0
1.606695811	19.77506494	0	1.606695811	39.56384489	0
1.625378321	19.73578662	0	1.625378321	39.56338662	0
1.64406083	19.63862322	0	1.64406083	39.56430478	0
1.66274334	19.55043	0	1.66274334	39.56398527	0
1.681425849	19.47805958	0	1.681425849	39.56412099	0
1.700108359	19.40613417	0	1.700108359	39.56417436	0
1.718790868	19.36547158	0	1.718790868	39.56443307	0
1.737473377	19.28657483	0	1.737473377	39.56358642	0
1.756155887	19.19923146	0	1.756155887	39.56423212	0
1.774838396	19.10140491	0	1.774838396	39.56432821	0
1.793520906	18.92534745	0	1.793520906	39.56452373	0
1.812203415	18.87263384	0	1.812203415	39.56444311	0
1.830885925	18.78860895	0	1.830885925	39.56460988	0
1.849568434	18.70423368	0	1.849568434	39.56509929	0
1.868250943	18.59492875	0	1.868250943	39.56497647	0
1.886933453	18.47203129	0	1.886933453	39.56514575	0
1.905615962	18.41584201	0	1.905615962	39.56517518	0
1.924298472	18.32244152	0	1.924298472	39.56452768	0
1.942980981	18.26103585	0	1.942980981	39.56524949	0
