FASCsup_BEST			mass_A		
t	x	y	t	x	y
0.00000000000000	33.22686923000000	20.73950541000000	0.00000000000000	25.72805228000000	22.88754924000000
0.05526083112000	33.26828926000000	20.74193594000000	0.05526083112000	25.73055887000000	22.88674113000000
0.11052166220000	33.24468703000000	20.74108676000000	0.11052166220000	25.72749511000000	22.88714866000000
0.16578249340000	33.24645619000000	20.74199777000000	0.16578249340000	25.72818361000000	22.88733884000000
0.22104332450000	33.25963308000000	20.74238381000000	0.22104332450000	25.73060614000000	22.88691704000000
0.27630415560000	33.25661168000000	20.74277274000000	0.27630415560000	25.72802182000000	22.88708210000000
0.33156498670000	33.26808384000000	20.74330560000000	0.33156498670000	25.73050384000000	22.88705326000000
0.38682581790000	33.25399026000000	20.74274985000000	0.38682581790000	25.72925573000000	22.88738880000000
0.44208664900000	33.25547559000000	20.74266815000000	0.44208664900000	25.72885977000000	22.88697560000000
0.49734748010000	33.25809871000000	20.74222085000000	0.49734748010000	25.72931605000000	22.88738935000000
0.55260831120000	33.25756702000000	20.74236425000000	0.55260831120000	25.72854434000000	22.88749046000000
0.60786914240000	33.24819406000000	20.74182744000000	0.60786914240000	25.72724991000000	22.88680937000000
0.66312997350000	33.25454441000000	20.74231668000000	0.66312997350000	25.72934437000000	22.88720536000000
0.71839080460000	33.26281799000000	20.74191607000000	0.71839080460000	25.73104243000000	22.88721378000000
0.77365163570000	33.26365169000000	20.74214381000000	0.77365163570000	25.73178561000000	22.88703469000000
0.82891246680000	33.26547053000000	20.74154967000000	0.82891246680000	25.72896690000000	22.88754842000000
0.88417329800000	33.25533758000000	20.74143263000000	0.88417329800000	25.72968433000000	22.88669862000000
0.93943412910000	33.24497909000000	20.74074583000000	0.93943412910000	25.72898150000000	22.88708529000000
0.99469496020000	33.26547914000000	20.74152134000000	0.99469496020000	25.72804590000000	22.88706105000000
1.04995579100000	33.26130179000000	20.74198732000000	1.04995579100000	25.72790480000000	22.88715971000000
1.10521662200000	33.26816165000000	20.74149986000000	1.10521662200000	25.73179966000000	22.88775207000000
1.16047745400000	33.25056384000000	20.74027605000000	1.16047745400000	25.73007030000000	22.88684826000000
1.21573828500000	33.23878919000000	20.74032595000000	1.21573828500000	25.72866050000000	22.88680859000000
1.27099911600000	33.22050360000000	20.73918382000000	1.27099911600000	25.72688643000000	22.88709400000000
1.32625994700000	33.21796808000000	20.73966305000000	1.32625994700000	25.72294561000000	22.88683838000000
1.38152077800000	33.21006199000000	20.73927590000000	1.38152077800000	25.72428271000000	22.88729712000000
1.43678160900000	33.21820226000000	20.73973981000000	1.43678160900000	25.72454110000000	22.88716879000000
1.49204244000000	33.22345540000000	20.73995272000000	1.49204244000000	25.72397667000000	22.88747133000000
1.54730327100000	33.22367090000000	20.74002103000000	1.54730327100000	25.72520318000000	22.88698227000000
1.60256410300000	33.22623793000000	20.74040930000000	1.60256410300000	25.72544923000000	22.88732367000000
1.65782493400000	33.22946040000000	20.74103464000000	1.65782493400000	25.72524516000000	22.88722066000000
1.71308576500000	33.23476952000000	20.74090904000000	1.71308576500000	25.72632786000000	22.88699679000000
1.76834659600000	33.23372925000000	20.74183905000000	1.76834659600000	25.72665663000000	22.88695388000000
1.82360742700000	33.24406383000000	20.74216648000000	1.82360742700000	25.72668831000000	22.88721247000000
1.87886825800000	33.24269960000000	20.74173749000000	1.87886825800000	25.72869737000000	22.88704575000000
1.93412908900000	33.25347294000000	20.74272970000000	1.93412908900000	25.72856178000000	22.88725429000000
1.98938992000000	33.25192769000000	20.74191962000000	1.98938992000000	25.72635588000000	22.88694613000000
2.04465075200000	33.24246361000000	20.74152578000000	2.04465075200000	25.72996694000000	22.88690878000000
2.09991158300000	33.24725773000000	20.74195892000000	2.09991158300000	25.72673136000000	22.88740017000000
2.15517241400000	33.25904263000000	20.74212181000000	2.15517241400000	25.73050438000000	22.88685439000000
2.21043324500000	33.25293472000000	20.74210729000000	2.21043324500000	25.73075890000000	22.88660505000000
2.26569407600000	33.24075582000000	20.74164808000000	2.26569407600000	25.72740895000000	22.88770463000000
2.32095490700000	33.25352955000000	20.74205264000000	2.32095490700000	25.72883029000000	22.88723035000000
2.37621573800000	33.28048883000000	20.74197686000000	2.37621573800000	25.73274082000000	22.88693949000000
2.43147656900000	33.26211379000000	20.74207121000000	2.43147656900000	25.73091776000000	22.88720297000000
2.48673740100000	33.24889560000000	20.74213312000000	2.48673740100000	25.72938293000000	22.88655404000000
2.54199823200000	33.25661896000000	20.74226826000000	2.54199823200000	25.73000970000000	22.88698910000000
2.59725906300000	33.28724335000000	20.73975482000000	2.59725906300000	25.73485239000000	22.88668157000000
2.65251989400000	33.36785511000000	20.74050602000000	2.65251989400000	25.73464685000000	22.88677511000000
2.70778072500000	33.39283615000000	20.74624564000000	2.70778072500000	25.73255329000000	22.88679998000000
2.76304155600000	33.37461673000000	20.74451429000000	2.76304155600000	25.72763862000000	22.88686576000000
2.81830238700000	33.36253678000000	20.74393324000000	2.81830238700000	25.72539396000000	22.88699826000000
2.87356321800000	33.36011427000000	20.74415926000000	2.87356321800000	25.72487039000000	22.88667782000000
2.92882405000000	33.37174256000000	20.74375028000000	2.92882405000000	25.73073274000000	22.88687608000000
2.98408488100000	33.42765361000000	20.73813988000000	2.98408488100000	25.73098745000000	22.88679423000000
3.03934571200000	33.46837211000000	20.73384733000000	3.03934571200000	25.72939943000000	22.88644178000000
3.09460654300000	33.44746545000000	20.73131628000000	3.09460654300000	25.72599054000000	22.88674300000000
3.14986737400000	33.45825103000000	20.73069759000000	3.14986737400000	25.72951938000000	22.88675727000000
3.20512820500000	33.45604053000000	20.73012668000000	3.20512820500000	25.72852441000000	22.88613350000000
3.26038903600000	33.44955457000000	20.73029015000000	3.26038903600000	25.72281125000000	22.88683233000000
3.31564986700000	33.45464368000000	20.73110686000000	3.31564986700000	25.72595095000000	22.88603726000000
3.37091069800000	33.45522586000000	20.73103992000000	3.37091069800000	25.72259736000000	22.88680788000000
3.42617153000000	33.45871889000000	20.73183475000000	3.42617153000000	25.72379403000000	22.88603686000000
3.48143236100000	33.47350195000000	20.73335135000000	3.48143236100000	25.72919102000000	22.88522021000000
3.53669319200000	33.48725728000000	20.73318506000000	3.53669319200000	25.72994429000000	22.88513497000000
3.59195402300000	33.47915078000000	20.73102408000000	3.59195402300000	25.72889673000000	22.88465866000000
3.64721485400000	33.48958657000000	20.73228580000000	3.64721485400000	25.72941833000000	22.88558971000000
3.70247568500000	33.51638099000000	20.72699945000000	3.70247568500000	25.72947448000000	22.88620362000000
3.75773651600000	33.55305815000000	20.72552876000000	3.75773651600000	25.72348940000000	22.88718698000000
3.81299734700000	33.57974960000000	20.72467933000000	3.81299734700000	25.72647015000000	22.88774305000000
3.86825817900000	33.60065474000000	20.72274000000000	3.86825817900000	25.72929712000000	22.88815184000000
3.92351901000000	33.57525649000000	20.72098831000000	3.92351901000000	25.72302907000000	22.88852656000000
3.97877984100000	33.57121926000000	20.72284227000000	3.97877984100000	25.72591743000000	22.88777730000000
4.03404067200000	33.59207509000000	20.72361523000000	4.03404067200000	25.72494923000000	22.88893149000000
4.08930150300000	33.58753953000000	20.72341527000000	4.08930150300000	25.72692156000000	22.88840999000000
4.14456233400000	33.57509545000000	20.72322664000000	4.14456233400000	25.72707170000000	22.88778959000000
4.19982316500000	33.57500589000000	20.72315547000000	4.19982316500000	25.72288303000000	22.88908982000000
4.25508399600000	33.59092523000000	20.72408489000000	4.25508399600000	25.72207609000000	22.88859735000000
4.31034482800000	33.59007868000000	20.72449432000000	4.31034482800000	25.71761710000000	22.88918676000000
