MTJ			mass_A		
t	x	y	t	x	y
0.00000000	25.89097176	0.00000000	0.00000000	47.26065494	0.00000000
0.01870103	25.88945325	0.00000000	0.01870103	47.26149461	0.00000000
0.03740205	25.89031620	0.00000000	0.03740205	47.26062934	0.00000000
0.05610308	25.89053077	0.00000000	0.05610308	47.26089359	0.00000000
0.07480411	25.89142532	0.00000000	0.07480411	47.26125130	0.00000000
0.09350513	25.89079134	0.00000000	0.09350513	47.26051359	0.00000000
0.11220616	25.89012540	0.00000000	0.11220616	47.26112886	0.00000000
0.13090719	25.89067859	0.00000000	0.13090719	47.26142440	0.00000000
0.14960821	25.88890899	0.00000000	0.14960821	47.25997322	0.00000000
0.16830924	25.86671360	0.00000000	0.16830924	47.25847981	0.00000000
0.18701027	25.78709337	0.00000000	0.18701027	47.25426388	0.00000000
0.20571129	25.79247570	0.00000000	0.20571129	47.25344341	0.00000000
0.22441232	25.81304557	0.00000000	0.22441232	47.25659833	0.00000000
0.24311335	25.83416104	0.00000000	0.24311335	47.25935161	0.00000000
0.26181437	25.83463447	0.00000000	0.26181437	47.25939885	0.00000000
0.28051540	25.83719735	0.00000000	0.28051540	47.26047430	0.00000000
0.29921643	25.83916176	0.00000000	0.29921643	47.26152140	0.00000000
0.31791745	25.83170564	0.00000000	0.31791745	47.26156674	0.00000000
0.33661848	25.82927281	0.00000000	0.33661848	47.26200117	0.00000000
0.35531951	25.82913961	0.00000000	0.35531951	47.26156021	0.00000000
0.37402053	25.82969497	0.00000000	0.37402053	47.26174450	0.00000000
0.39272156	25.82287561	0.00000000	0.39272156	47.26222381	0.00000000
0.41142259	25.81959343	0.00000000	0.41142259	47.26169121	0.00000000
0.43012361	25.82236958	0.00000000	0.43012361	47.26183600	0.00000000
0.44882464	25.81897250	0.00000000	0.44882464	47.26076333	0.00000000
0.46752567	25.81701073	0.00000000	0.46752567	47.26171652	0.00000000
0.48622669	25.81634753	0.00000000	0.48622669	47.26133689	0.00000000
0.50492772	25.81597826	0.00000000	0.50492772	47.26116021	0.00000000
0.52362875	25.81625917	0.00000000	0.52362875	47.26010334	0.00000000
0.54232977	25.81504911	0.00000000	0.54232977	47.26092932	0.00000000
0.56103080	25.81631687	0.00000000	0.56103080	47.26129704	0.00000000
0.57973183	25.81576150	0.00000000	0.57973183	47.26062765	0.00000000
0.59843285	25.82308116	0.00000000	0.59843285	47.26082079	0.00000000
0.61713388	25.81990103	0.00000000	0.61713388	47.26187089	0.00000000
0.63583491	25.81813561	0.00000000	0.63583491	47.26108387	0.00000000
0.65453593	25.81816048	0.00000000	0.65453593	47.26082290	0.00000000
0.67323696	25.82082627	0.00000000	0.67323696	47.26146285	0.00000000
0.69193799	25.81840342	0.00000000	0.69193799	47.26095757	0.00000000
0.71063901	25.81672364	0.00000000	0.71063901	47.26051988	0.00000000
0.72934004	25.81746878	0.00000000	0.72934004	47.26113325	0.00000000
0.74804107	25.81792550	0.00000000	0.74804107	47.26133551	0.00000000
0.76674209	25.81760486	0.00000000	0.76674209	47.26175593	0.00000000
0.78544312	25.81673099	0.00000000	0.78544312	47.26182993	0.00000000
0.80414415	25.81793906	0.00000000	0.80414415	47.26021583	0.00000000
0.82284517	25.81753122	0.00000000	0.82284517	47.26085139	0.00000000
0.84154620	25.81827809	0.00000000	0.84154620	47.26116157	0.00000000
0.86024723	25.81741258	0.00000000	0.86024723	47.26040087	0.00000000
0.87894825	25.81825710	0.00000000	0.87894825	47.26171884	0.00000000
0.89764928	25.81844934	0.00000000	0.89764928	47.26048422	0.00000000
0.91635031	25.81901123	0.00000000	0.91635031	47.26092940	0.00000000
0.93505133	25.81719383	0.00000000	0.93505133	47.26086891	0.00000000
0.95375236	25.81762766	0.00000000	0.95375236	47.26152289	0.00000000
0.97245339	25.81598738	0.00000000	0.97245339	47.26026060	0.00000000
0.99115441	25.81809052	0.00000000	0.99115441	47.26070775	0.00000000
1.00985544	25.81759993	0.00000000	1.00985544	47.26101543	0.00000000
1.02855647	25.81688715	0.00000000	1.02855647	47.26153877	0.00000000
1.04725749	25.81805428	0.00000000	1.04725749	47.26066819	0.00000000
1.06595852	25.81586884	0.00000000	1.06595852	47.26104274	0.00000000
1.08465955	25.81813473	0.00000000	1.08465955	47.26135858	0.00000000
1.10336057	25.81884298	0.00000000	1.10336057	47.26133757	0.00000000
1.12206160	25.81688874	0.00000000	1.12206160	47.26018762	0.00000000
1.14076263	25.81706091	0.00000000	1.14076263	47.26081607	0.00000000
