SOLfasMMM1			mass_A		
t	x	y	t	x	y
0.000000000000	-16.659100570000	-1.390401944000	0.000000000000	5.403546052000	3.802167583000
0.018409764540	-16.659543210000	-1.390321211000	0.018409764540	5.403065265000	3.802117956000
0.036819529080	-16.658939690000	-1.390405498000	0.036819529080	5.403594167000	3.802273997000
0.055229293620	-16.659133370000	-1.390490699000	0.055229293620	5.403532371000	3.802347885000
0.073639058160	-16.659638320000	-1.390628596000	0.073639058160	5.403394834000	3.802145843000
0.092048822700	-16.659409800000	-1.390871080000	0.092048822700	5.403401389000	3.802037355000
0.110458587200	-16.659803970000	-1.391174431000	0.110458587200	5.403189847000	3.802156475000
0.128868351800	-16.659790290000	-1.391125265000	0.128868351800	5.403483061000	3.801943352000
0.147278116300	-16.659694340000	-1.391429071000	0.147278116300	5.403103407000	3.802028943000
0.165687880900	-16.658848970000	-1.391479322000	0.165687880900	5.403595983000	3.801985292000
0.184097645400	-16.658304770000	-1.390925859000	0.184097645400	5.403462323000	3.802067721000
0.202507409900	-16.657880460000	-1.390839947000	0.202507409900	5.403545516000	3.802134240000
0.220917174500	-16.657587560000	-1.390661282000	0.220917174500	5.403428367000	3.802198129000
0.239326939000	-16.659865340000	-1.390827980000	0.239326939000	5.403724004000	3.802001456000
0.257736703500	-16.661520140000	-1.390908826000	0.257736703500	5.403192359000	3.802102574000
0.276146468100	-16.662393230000	-1.391162376000	0.276146468100	5.403734699000	3.801964378000
0.294556232600	-16.663022280000	-1.391013394000	0.294556232600	5.403540223000	3.802048283000
0.312965997200	-16.660888430000	-1.390947918000	0.312965997200	5.403548996000	3.802041255000
0.331375761700	-16.661120280000	-1.391314750000	0.331375761700	5.403397743000	3.802078130000
0.349785526200	-16.658750890000	-1.391504005000	0.349785526200	5.403844103000	3.802041211000
0.368195290800	-16.658142690000	-1.391406496000	0.368195290800	5.403282133000	3.802185920000
0.386605055300	-16.658301820000	-1.391302772000	0.386605055300	5.403377572000	3.802011569000
0.405014819900	-16.658834200000	-1.391082700000	0.405014819900	5.403528862000	3.802219599000
0.423424584400	-16.658689260000	-1.391186370000	0.423424584400	5.403569577000	3.802237969000
0.441834348900	-16.659196620000	-1.390977638000	0.441834348900	5.403264903000	3.802174311000
0.460244113500	-16.659550730000	-1.391100447000	0.460244113500	5.403372329000	3.802084382000
0.478653878000	-16.659852590000	-1.391187946000	0.478653878000	5.403185670000	3.802230252000
0.497063642600	-16.662677900000	-1.390557851000	0.497063642600	5.403655494000	3.801899223000
0.515473407100	-16.663448840000	-1.390824066000	0.515473407100	5.403480484000	3.802112566000
0.533883171600	-16.665825180000	-1.391302648000	0.533883171600	5.403090528000	3.802076155000
0.552292936200	-16.665231200000	-1.391002460000	0.552292936200	5.403463673000	3.802073645000
0.570702700700	-16.665862800000	-1.391285886000	0.570702700700	5.403777425000	3.801951399000
0.589112465300	-16.664173500000	-1.391194354000	0.589112465300	5.403636161000	3.802146746000
0.607522229800	-16.664613230000	-1.391189486000	0.607522229800	5.403254280000	3.802110374000
0.625931994300	-16.663768010000	-1.390850503000	0.625931994300	5.403643592000	3.801983175000
0.644341758900	-16.664744900000	-1.390422062000	0.644341758900	5.403431655000	3.802057053000
0.662751523400	-16.663016650000	-1.390650513000	0.662751523400	5.403475699000	3.802054603000
0.681161287900	-16.662247350000	-1.390531425000	0.681161287900	5.403622633000	3.802026903000
0.699571052500	-16.661820460000	-1.390054076000	0.699571052500	5.403560808000	3.802030729000
0.717980817000	-16.660519280000	-1.390632587000	0.717980817000	5.403840373000	3.802011552000
0.736390581600	-16.660732350000	-1.390625977000	0.736390581600	5.403934256000	3.802044551000
0.754800346100	-16.660071370000	-1.390915832000	0.754800346100	5.403436936000	3.802211596000
0.773210110600	-16.659999290000	-1.391096962000	0.773210110600	5.403244539000	3.802183821000
0.791619875200	-16.659544630000	-1.391423886000	0.791619875200	5.403518009000	3.802274268000
0.810029639700	-16.659684930000	-1.391368609000	0.810029639700	5.403603555000	3.802150459000
0.828439404300	-16.657466090000	-1.391513826000	0.828439404300	5.403536091000	3.802104525000
0.846849168800	-16.656811070000	-1.391933325000	0.846849168800	5.403644623000	3.802177220000
0.865258933300	-16.657947670000	-1.392076511000	0.865258933300	5.403411033000	3.802163651000
0.883668697900	-16.659334260000	-1.391423115000	0.883668697900	5.403199357000	3.802105009000
