mass_C			mass_A		
t	x	y	t	x	y
0	27.64423688	0	0	40.53198063	0
0.025218773	27.64426835	0	0.025218773	40.53224032	0
0.050437546	27.64399833	0	0.050437546	40.53178446	0
0.075656319	27.64432532	0	0.075656319	40.53238315	0
0.100875091	27.64498332	0	0.100875091	40.53181422	0
0.126093864	27.64493265	0	0.126093864	40.53228476	0
0.151312637	27.64486489	0	0.151312637	40.53251803	0
0.17653141	27.64488383	0	0.17653141	40.53252812	0
0.201750183	27.64524759	0	0.201750183	40.53277517	0
0.226968956	27.64500487	0	0.226968956	40.53236946	0
0.252187729	27.64534672	0	0.252187729	40.53282039	0
0.277406501	27.64505331	0	0.277406501	40.53247218	0
0.302625274	27.64505457	0	0.302625274	40.53237008	0
0.327844047	27.64537002	0	0.327844047	40.53256243	0
0.35306282	27.64467019	0	0.35306282	40.53248096	0
0.378281593	27.64486435	0	0.378281593	40.53243449	0
0.403500366	27.6449825	0	0.403500366	40.53181725	0
0.428719139	27.64476975	0	0.428719139	40.53176811	0
0.453937911	27.64448955	0	0.453937911	40.53189027	0
0.479156684	27.64480257	0	0.479156684	40.53188994	0
0.504375457	27.64532767	0	0.504375457	40.53152705	0
0.52959423	27.64474832	0	0.52959423	40.53197217	0
0.554813003	27.64572894	0	0.554813003	40.53236679	0
0.580031776	27.64574601	0	0.580031776	40.5324722	0
0.605250549	27.6451943	0	0.605250549	40.53231568	0
0.630469321	27.64587212	0	0.630469321	40.53209017	0
0.655688094	27.6457113	0	0.655688094	40.53222115	0
0.680906867	27.64562827	0	0.680906867	40.53201263	0
0.70612564	27.6451274	0	0.70612564	40.53231601	0
0.731344413	27.64419589	0	0.731344413	40.53202516	0
0.756563186	27.64527321	0	0.756563186	40.53175907	0
0.781781959	27.64470584	0	0.781781959	40.53228256	0
0.807000731	27.64464719	0	0.807000731	40.53202922	0
0.832219504	27.64491708	0	0.832219504	40.53177563	0
0.857438277	27.64504991	0	0.857438277	40.5318799	0
0.88265705	27.64527566	0	0.88265705	40.53200809	0
0.907875823	27.64620713	0	0.907875823	40.53189925	0
0.933094596	27.64635995	0	0.933094596	40.53169231	0
0.958313369	27.64582556	0	0.958313369	40.5315579	0
0.983532141	27.64513511	0	0.983532141	40.53132012	0
1.008750914	27.645005	0	1.008750914	40.5318639	0
1.033969687	27.64535846	0	1.033969687	40.53228136	0
1.05918846	27.64541582	0	1.05918846	40.53222521	0
1.084407233	27.64552233	0	1.084407233	40.53197714	0
1.109626006	27.64596555	0	1.109626006	40.53186248	0
1.134844778	27.64568154	0	1.134844778	40.5320613	0
1.160063551	27.64557442	0	1.160063551	40.53215027	0
1.185282324	27.64506661	0	1.185282324	40.53219214	0
1.210501097	27.64512021	0	1.210501097	40.53231828	0
1.23571987	27.64523936	0	1.23571987	40.53209649	0
1.260938643	27.63886333	0	1.260938643	40.53177597	0
1.286157416	27.6365198	0	1.286157416	40.53093833	0
1.311376188	27.60462274	0	1.311376188	40.53068467	0
1.336594961	27.45275966	0	1.336594961	40.52386143	0
1.361813734	27.38254199	0	1.361813734	40.52696658	0
1.387032507	27.03696382	0	1.387032507	40.54230829	0
1.41225128	26.86878238	0	1.41225128	40.54444678	0
1.437470053	26.63157428	0	1.437470053	40.55798194	0
1.462688826	26.48866121	0	1.462688826	40.55632762	0
1.487907598	26.12851997	0	1.487907598	40.53075647	0
1.513126371	26.06513322	0	1.513126371	40.52515895	0
1.538345144	25.91567143	0	1.538345144	40.52050184	0
1.563563917	25.62009168	0	1.563563917	40.52591375	0
1.58878269	25.55341105	0	1.58878269	40.52662013	0
1.614001463	25.30361567	0	1.614001463	40.52551082	0
1.639220236	25.12589549	0	1.639220236	40.53142897	0
1.664439008	25.00632666	0	1.664439008	40.53512903	0
1.689657781	24.88545055	0	1.689657781	40.53779337	0
1.714876554	24.69304988	0	1.714876554	40.54348046	0
1.740095327	24.5592158	0	1.740095327	40.5465836	0
1.7653141	24.33627629	0	1.7653141	40.54191192	0
1.790532873	24.268611	0	1.790532873	40.53985029	0
1.815751646	24.01329376	0	1.815751646	40.53655634	0
1.840970418	23.77735417	0	1.840970418	40.53279847	0
1.866189191	23.71849598	0	1.866189191	40.53206778	0
1.891407964	23.44182418	0	1.891407964	40.53146669	0
1.916626737	23.24261689	0	1.916626737	40.53600832	0
1.94184551	22.97713693	0	1.94184551	40.54251871	0
