mass_B			mass_A		
t	x	y	t	x	y
0.00000000000000	40.25269431000000	-2.25261501400000	0.00000000000000	22.21392204000000	2.44594506900000
0.05961251863000	40.20612477000000	-2.20316429000000	0.05961251863000	22.10254255000000	2.45913241300000
0.11922503730000	38.06662837000000	-2.01346545200000	0.11922503730000	21.88691307000000	2.44755042300000
0.17883755590000	37.72830561000000	-1.99480867700000	0.17883755590000	21.74880161000000	2.45041828500000
0.23845007450000	37.82768681000000	-2.01708189200000	0.23845007450000	21.75472414000000	2.45198687400000
0.29806259310000	37.94700289000000	-2.02075167900000	0.29806259310000	21.75298571000000	2.44792126900000
0.35767511180000	37.96842282000000	-2.02549588600000	0.35767511180000	21.76039674000000	2.45073617500000
0.41728763040000	38.05356141000000	-2.02301859700000	0.41728763040000	21.75752384000000	2.45038786100000
0.47690014900000	38.10371382000000	-2.01365287200000	0.47690014900000	21.74138970000000	2.44951801300000
0.53651266770000	38.08804158000000	-2.00757392400000	0.53651266770000	21.74465251000000	2.44838569500000
0.59612518630000	38.26261731000000	-2.01019486700000	0.59612518630000	21.76232048000000	2.44787285000000
0.65573770490000	38.35981510000000	-2.00160089800000	0.65573770490000	21.77073549000000	2.45057492600000
0.71535022350000	38.91524294000000	-1.99422750700000	0.71535022350000	21.88185318000000	2.43481689600000
0.77496274220000	38.82616389000000	-1.99560340700000	0.77496274220000	21.82810632000000	2.43700026500000
0.83457526080000	38.84710991000000	-2.00737614600000	0.83457526080000	21.86926821000000	2.44015163100000
0.89418777940000	38.82986056000000	-2.01239399100000	0.89418777940000	21.85441523000000	2.44709590900000
0.95380029810000	38.80702839000000	-2.01602544700000	0.95380029810000	21.84279543000000	2.44798306600000
1.01341281700000	38.77889140000000	-2.02731718900000	1.01341281700000	21.83609797000000	2.44731815200000
1.07302533500000	38.71107323000000	-2.04176880200000	1.07302533500000	21.83224058000000	2.44582081800000
1.13263785400000	38.67259594000000	-2.03843011700000	1.13263785400000	21.83392614000000	2.44643018100000
1.19225037300000	38.69972012000000	-2.03378905900000	1.19225037300000	21.83615944000000	2.44655758100000
1.25186289100000	38.68730792000000	-2.02327606600000	1.25186289100000	21.82355355000000	2.44747523500000
1.31147541000000	38.68939316000000	-2.02097020100000	1.31147541000000	21.82484039000000	2.44748824400000
1.37108792800000	38.67280056000000	-2.01224453800000	1.37108792800000	21.81255422000000	2.44857666800000
1.43070044700000	38.68484350000000	-2.01922182900000	1.43070044700000	21.75275222000000	2.44777376300000
1.49031296600000	38.63115468000000	-2.01070712600000	1.49031296600000	21.69201803000000	2.44839385500000
1.54992548400000	38.59645831000000	-2.01049048500000	1.54992548400000	21.64093607000000	2.44804360400000
1.60953800300000	38.60957666000000	-2.00934526000000	1.60953800300000	21.61332538000000	2.44863053100000
1.66915052200000	38.69042111000000	-2.01367270200000	1.66915052200000	21.61188646000000	2.44951702900000
1.72876304000000	38.76047839000000	-2.00811817800000	1.72876304000000	21.60855385000000	2.44908880700000
1.78837555900000	38.75554977000000	-2.00254797200000	1.78837555900000	21.60373457000000	2.44902576200000
1.84798807700000	38.82861129000000	-1.99503596300000	1.84798807700000	21.60868531000000	2.44826101200000
1.90760059600000	38.90571802000000	-1.97703971000000	1.90760059600000	21.60744349000000	2.44814014000000
1.96721311500000	38.93936174000000	-1.96757262300000	1.96721311500000	21.60184136000000	2.44793897500000
2.02682563300000	38.99962388000000	-1.96236845300000	2.02682563300000	21.60634946000000	2.44805950800000
2.08643815200000	39.03878014000000	-1.95312531300000	2.08643815200000	21.60604793000000	2.44775090900000
2.14605067100000	39.12057880000000	-1.94970630200000	2.14605067100000	21.60410265000000	2.44756580000000
2.20566318900000	39.17319693000000	-1.94678030100000	2.20566318900000	21.60930997000000	2.44761766800000
2.26527570800000	39.28096406000000	-1.94388919000000	2.26527570800000	21.60689778000000	2.44736480600000
2.32488822700000	39.31496473000000	-1.94527902800000	2.32488822700000	21.60707951000000	2.44748165400000
