mass_B			ExtMarker		
t	x	y	t	x	y
0	26.78398266	0	0	33.68296759	0
0.023876606	26.78404091	0	0.023876606	33.68240138	0
0.047753211	26.78395561	0	0.047753211	33.6828009	0
0.071629817	26.78383746	0	0.071629817	33.68250094	0
0.095506423	26.78435171	0	0.095506423	33.68246146	0
0.119383029	26.7846138	0	0.119383029	33.68258437	0
0.143259634	26.78460509	0	0.143259634	33.68254728	0
0.16713624	26.78435705	0	0.16713624	33.68251447	0
0.191012846	26.78433941	0	0.191012846	33.68277567	0
0.214889451	26.7840334	0	0.214889451	33.68296741	0
0.238766057	26.78454156	0	0.238766057	33.68255933	0
0.262642663	26.78457221	0	0.262642663	33.68294154	0
0.286519268	26.78392829	0	0.286519268	33.68234703	0
0.310395874	26.78403714	0	0.310395874	33.68274172	0
0.33427248	26.78449702	0	0.33427248	33.68216228	0
0.358149086	26.78388231	0	0.358149086	33.68280944	0
0.382025691	26.7841652	0	0.382025691	33.68256728	0
0.405902297	26.78402453	0	0.405902297	33.68280526	0
0.429778903	26.78485505	0	0.429778903	33.68250564	0
0.453655508	26.78460888	0	0.453655508	33.6833901	0
0.477532114	26.78456509	0	0.477532114	33.68229409	0
0.50140872	26.78465283	0	0.50140872	33.68263034	0
0.525285325	26.7851609	0	0.525285325	33.68261304	0
0.549161931	26.78422025	0	0.549161931	33.68285715	0
0.573038537	26.78434992	0	0.573038537	33.6820565	0
0.596915143	26.78264	0	0.596915143	33.6824211	0
0.620791748	26.78265928	0	0.620791748	33.68202879	0
0.644668354	26.78225318	0	0.644668354	33.68198268	0
0.66854496	26.78297201	0	0.66854496	33.68202238	0
0.692421565	26.78199322	0	0.692421565	33.68263413	0
0.716298171	26.78264286	0	0.716298171	33.6825594	0
0.740174777	26.78253829	0	0.740174777	33.68202236	0
0.764051383	26.78308383	0	0.764051383	33.68176553	0
0.787927988	26.78266105	0	0.787927988	33.6822504	0
0.811804594	26.78312693	0	0.811804594	33.68302771	0
0.8356812	26.78331685	0	0.8356812	33.68249984	0
0.859557805	26.78369495	0	0.859557805	33.6818756	0
0.883434411	26.78333234	0	0.883434411	33.68226952	0
0.907311017	26.78359576	0	0.907311017	33.68258431	0
0.931187622	26.78338557	0	0.931187622	33.68152286	0
0.955064228	26.78358528	0	0.955064228	33.68285692	0
0.978940834	26.783979	0	0.978940834	33.68235054	0
1.002817439	26.78467282	0	1.002817439	33.68263142	0
1.026694045	26.78413407	0	1.026694045	33.68244911	0
1.050570651	26.78477493	0	1.050570651	33.68281569	0
1.074447257	26.7849144	0	1.074447257	33.68252598	0
1.098323862	26.78501539	0	1.098323862	33.68219736	0
1.122200468	26.78290198	0	1.122200468	33.68223678	0
1.146077074	26.77676705	0	1.146077074	33.6826107	0
1.169953679	26.54509084	0	1.169953679	33.68170549	0
1.193830285	26.45262927	0	1.193830285	33.68208561	0
1.217706891	26.39236922	0	1.217706891	33.68172773	0
1.241583496	26.28365646	0	1.241583496	33.68123915	0
1.265460102	26.19524185	0	1.265460102	33.68197877	0
1.289336708	26.11697817	0	1.289336708	33.68136384	0
1.313213314	26.045783	0	1.313213314	33.68169399	0
1.337089919	26.00828355	0	1.337089919	33.68246436	0
1.360966525	25.87253717	0	1.360966525	33.68109316	0
1.384843131	25.79716244	0	1.384843131	33.68199994	0
1.408719736	25.758775	0	1.408719736	33.68323	0
