mass_D			mass_A		
t	x	y	t	x	y
0.00000000000000	33.40214053000000	22.11497116000000	0.00000000000000	24.40595613000000	28.64441224000000
0.05526083112000	33.30819916000000	22.12930493000000	0.05526083112000	24.40471269000000	28.64467964000000
0.11052166220000	33.44052819000000	22.12110960000000	0.11052166220000	24.41309178000000	28.64346955000000
0.16578249340000	33.54158977000000	22.10135974000000	0.16578249340000	24.41584104000000	28.64272869000000
0.22104332450000	33.55881637000000	22.09996703000000	0.22104332450000	24.41616155000000	28.64203223000000
0.27630415560000	33.50707636000000	22.10262630000000	0.27630415560000	24.41439702000000	28.64218481000000
0.33156498670000	33.44501893000000	22.11179511000000	0.33156498670000	24.41067464000000	28.64236238000000
0.38682581790000	33.38921715000000	22.11624409000000	0.38682581790000	24.40998339000000	28.64314392000000
0.44208664900000	33.37367198000000	22.11703899000000	0.44208664900000	24.40434564000000	28.64427343000000
0.49734748010000	33.25458246000000	22.13333484000000	0.49734748010000	24.40063206000000	28.64498822000000
0.55260831120000	33.27022079000000	22.13207394000000	0.55260831120000	24.40302860000000	28.64437946000000
0.60786914240000	33.39979683000000	22.11557611000000	0.60786914240000	24.40666931000000	28.64365651000000
0.66312997350000	33.47445991000000	22.10403786000000	0.66312997350000	24.40884766000000	28.64333219000000
0.71839080460000	33.56375739000000	22.09452428000000	0.71839080460000	24.41115596000000	28.64275775000000
0.77365163570000	33.50361926000000	22.10056881000000	0.77365163570000	24.40687928000000	28.64356553000000
0.82891246680000	33.42009642000000	22.11273020000000	0.82891246680000	24.40604531000000	28.64424741000000
0.88417329800000	33.39779166000000	22.11474344000000	0.88417329800000	24.40638421000000	28.64407127000000
0.93943412910000	33.39901447000000	22.11492132000000	0.93943412910000	24.40614101000000	28.64402682000000
0.99469496020000	33.44625356000000	22.10906434000000	0.99469496020000	24.40906668000000	28.64345100000000
1.04995579100000	33.48691607000000	22.10225401000000	1.04995579100000	24.40892485000000	28.64334084000000
1.10521662200000	33.48213158000000	22.10181588000000	1.10521662200000	24.40861472000000	28.64362705000000
1.16047745400000	33.49856659000000	22.10059746000000	1.16047745400000	24.40757104000000	28.64360674000000
1.21573828500000	33.51350224000000	22.09912388000000	1.21573828500000	24.40852121000000	28.64356982000000
1.27099911600000	33.51038298000000	22.09943058000000	1.27099911600000	24.40678049000000	28.64396210000000
1.32625994700000	33.50057829000000	22.09999135000000	1.32625994700000	24.40667173000000	28.64398403000000
1.38152077800000	33.50421520000000	22.09996731000000	1.38152077800000	24.40585673000000	28.64408030000000
1.43678160900000	33.51166607000000	22.09934805000000	1.43678160900000	24.40629759000000	28.64420473000000
1.49204244000000	33.51291441000000	22.09889939000000	1.49204244000000	24.40623472000000	28.64418361000000
1.54730327100000	33.50882789000000	22.09867841000000	1.54730327100000	24.40609414000000	28.64408294000000
1.60256410300000	33.49016357000000	22.09979603000000	1.60256410300000	24.40496314000000	28.64424972000000
1.65782493400000	33.47399581000000	22.10085214000000	1.65782493400000	24.40533736000000	28.64419613000000
1.71308576500000	33.38422083000000	22.11112629000000	1.71308576500000	24.40402004000000	28.64441121000000
1.76834659600000	33.40473228000000	22.11161807000000	1.76834659600000	24.40431722000000	28.64428716000000
1.82360742700000	33.41765912000000	22.10952817000000	1.82360742700000	24.40667394000000	28.64403550000000
1.87886825800000	33.41990079000000	22.10907696000000	1.87886825800000	24.40577525000000	28.64412312000000
1.93412908900000	33.41005734000000	22.11147412000000	1.93412908900000	24.40612187000000	28.64401619000000
1.98938992000000	33.39832682000000	22.11271771000000	1.98938992000000	24.40527711000000	28.64424754000000
2.04465075200000	33.40903425000000	22.11344686000000	2.04465075200000	24.40565086000000	28.64408232000000
2.09991158300000	33.40997913000000	22.11376337000000	2.09991158300000	24.40552042000000	28.64427960000000
2.15517241400000	33.41992597000000	22.11259437000000	2.15517241400000	24.40643440000000	28.64386086000000
2.21043324500000	33.44588816000000	22.10963995000000	2.21043324500000	24.40767145000000	28.64381809000000
2.26569407600000	33.44478039000000	22.10929993000000	2.26569407600000	24.40841972000000	28.64366459000000
2.32095490700000	33.45436286000000	22.10805329000000	2.32095490700000	24.40903195000000	28.64361642000000
2.37621573800000	33.43495735000000	22.11053930000000	2.37621573800000	24.40871604000000	28.64389378000000
2.43147656900000	33.43254052000000	22.11126889000000	2.43147656900000	24.41036213000000	28.64339202000000
2.48673740100000	33.40251295000000	22.11289664000000	2.48673740100000	24.40704379000000	28.64409320000000
2.54199823200000	33.40160139000000	22.11247222000000	2.54199823200000	24.40887142000000	28.64382740000000
2.59725906300000	33.40619948000000	22.11339510000000	2.59725906300000	24.40832632000000	28.64405186000000
2.65251989400000	33.40093417000000	22.11342670000000	2.65251989400000	24.40747889000000	28.64413000000000
2.70778072500000	33.37686649000000	22.11424968000000	2.70778072500000	24.40556451000000	28.64446513000000
2.76304155600000	33.35734745000000	22.11283413000000	2.76304155600000	24.40610260000000	28.64442085000000
2.81830238700000	33.36144681000000	22.10866564000000	2.81830238700000	24.40495133000000	28.64475517000000
2.87356321800000	33.29920371000000	22.11682104000000	2.87356321800000	24.40479725000000	28.64486401000000
2.92882405000000	33.26045202000000	22.12025054000000	2.92882405000000	24.40495803000000	28.64488223000000
2.98408488100000	33.27042970000000	22.12432394000000	2.98408488100000	24.40386990000000	28.64477860000000
3.03934571200000	33.28190089000000	22.12513559000000	3.03934571200000	24.40440704000000	28.64464587000000
3.09460654300000	33.28817077000000	22.12698452000000	3.09460654300000	24.40509128000000	28.64468876000000
3.14986737400000	33.28101623000000	22.12792968000000	3.14986737400000	24.40482142000000	28.64468323000000
3.20512820500000	33.26434770000000	22.12870912000000	3.20512820500000	24.40531119000000	28.64435668000000
3.26038903600000	33.26347286000000	22.12973018000000	3.26038903600000	24.40568202000000	28.64434879000000
3.31564986700000	33.26625385000000	22.13015094000000	3.31564986700000	24.40521192000000	28.64447482000000
3.37091069800000	33.27167409000000	22.12939784000000	3.37091069800000	24.40437950000000	28.64476516000000
3.42617153000000	33.28086791000000	22.12839921000000	3.42617153000000	24.40469807000000	28.64470968000000
3.48143236100000	33.26923330000000	22.12809330000000	3.48143236100000	24.40484489000000	28.64478940000000
3.53669319200000	33.20579745000000	22.13665389000000	3.53669319200000	24.40278131000000	28.64506593000000
3.59195402300000	33.18378330000000	22.14206619000000	3.59195402300000	24.40375693000000	28.64481149000000
3.64721485400000	33.17224363000000	22.14499811000000	3.64721485400000	24.40283353000000	28.64484459000000
3.70247568500000	33.16144805000000	22.14610599000000	3.70247568500000	24.40222227000000	28.64476196000000
3.75773651600000	33.15676007000000	22.14659649000000	3.75773651600000	24.40224015000000	28.64484704000000
3.81299734700000	33.18662272000000	22.14387089000000	3.81299734700000	24.40391673000000	28.64495040000000
3.86825817900000	33.19193931000000	22.14349488000000	3.86825817900000	24.40335534000000	28.64503487000000
3.92351901000000	33.20342539000000	22.14386339000000	3.92351901000000	24.40531965000000	28.64506277000000
3.97877984100000	33.20398344000000	22.14371006000000	3.97877984100000	24.40584195000000	28.64510434000000
4.03404067200000	33.19228389000000	22.14538599000000	4.03404067200000	24.40697560000000	28.64465557000000
4.08930150300000	33.20026591000000	22.14527451000000	4.08930150300000	24.40469495000000	28.64481115000000
4.14456233400000	33.21614295000000	22.14417766000000	4.14456233400000	24.40613225000000	28.64453389000000
4.19982316500000	33.22526891000000	22.14417597000000	4.19982316500000	24.40707523000000	28.64472630000000
4.25508399600000	33.21826788000000	22.14447669000000	4.25508399600000	24.40772057000000	28.64477781000000
4.31034482800000	33.19111211000000	22.14836572000000	4.31034482800000	24.40424589000000	28.64506909000000
4.36560565900000	33.22511553000000	22.14836509000000	4.36560565900000	24.41260824000000	28.64358573000000
4.42086649000000	33.24149588000000	22.14456261000000	4.42086649000000	24.41147726000000	28.64393971000000
4.47612732100000	33.23410578000000	22.14561923000000	4.47612732100000	24.41162844000000	28.64405110000000
4.53138815200000	33.24021716000000	22.14277399000000	4.53138815200000	24.40993335000000	28.64464185000000
4.58664898300000	33.26428006000000	22.13839149000000	4.58664898300000	24.40838982000000	28.64481602000000
4.64190981400000	33.26036549000000	22.13759589000000	4.64190981400000	24.40782485000000	28.64500307000000
