mass_C			mass_A		
t	x	y	t	x	y
0.00000000000000	25.19963991000000	-1.23383947500000	0.00000000000000	4.73190564500000	2.39111089700000
0.05961251863000	25.20444726000000	-1.23298800900000	0.05961251863000	4.73193204600000	2.39094687900000
0.11922503730000	25.32870542000000	-1.23552849100000	0.11922503730000	4.73639687000000	2.39023942400000
0.17883755590000	25.34579796000000	-1.23207671300000	0.17883755590000	4.73282133000000	2.39014863300000
0.23845007450000	25.41502750000000	-1.23300156300000	0.23845007450000	4.73520913200000	2.39048265700000
0.29806259310000	25.47352325000000	-1.23156432800000	0.29806259310000	4.73813833000000	2.39043643000000
0.35767511180000	25.48823374000000	-1.22966377700000	0.35767511180000	4.73617594300000	2.39032122700000
0.41728763040000	25.52095383000000	-1.23270427100000	0.41728763040000	4.73646309200000	2.39069187500000
0.47690014900000	25.55225405000000	-1.23239587100000	0.47690014900000	4.73745173800000	2.39062598900000
0.53651266770000	25.64777129000000	-1.23173050200000	0.53651266770000	4.73578592400000	2.39214310500000
0.59612518630000	25.78465956000000	-1.22601652700000	0.59612518630000	4.73797578800000	2.39341822800000
0.65573770490000	25.77734436000000	-1.21769374800000	0.65573770490000	4.73802422000000	2.39094813000000
0.71535022350000	25.83062222000000	-1.22628927600000	0.71535022350000	4.73771224100000	2.39226432600000
0.77496274220000	25.93068735000000	-1.23147029600000	0.77496274220000	4.73874185500000	2.39151228000000
0.83457526080000	25.95103869000000	-1.23697624900000	0.83457526080000	4.73823930200000	2.39083087200000
0.89418777940000	26.00720698000000	-1.24383192700000	0.89418777940000	4.73852779600000	2.39165573700000
0.95380029810000	26.04166669000000	-1.24180218000000	0.95380029810000	4.74003987700000	2.39113522800000
1.01341281700000	26.14670885000000	-1.24181813100000	1.01341281700000	4.73728556700000	2.39177534900000
1.07302533500000	26.20192944000000	-1.24166931500000	1.07302533500000	4.73952510900000	2.39155541500000
1.13263785400000	26.27956143000000	-1.24278314000000	1.13263785400000	4.74255461600000	2.39246614300000
