mass_D			mass_A		
t	x	y	t	x	y
0.00000000000000	16.47070755000000	14.84186752000000	0.00000000000000	14.44556916000000	21.11659604000000
0.05526083112000	16.59443944000000	14.83126406000000	0.05526083112000	14.44497139000000	21.11637685000000
0.11052166220000	16.65477386000000	14.83305481000000	0.11052166220000	14.44487045000000	21.11656899000000
0.16578249340000	16.79015303000000	14.81813989000000	0.16578249340000	14.44408817000000	21.11657972000000
0.22104332450000	16.97666198000000	14.80026597000000	0.22104332450000	14.44525255000000	21.11639514000000
0.27630415560000	17.19629275000000	14.77618622000000	0.27630415560000	14.44584438000000	21.11653972000000
0.33156498670000	17.33404751000000	14.75579506000000	0.33156498670000	14.44534093000000	21.11650611000000
0.38682581790000	17.47594309000000	14.74521095000000	0.38682581790000	14.44520105000000	21.11652796000000
0.44208664900000	17.64763387000000	14.73901517000000	0.44208664900000	14.44517151000000	21.11649137000000
0.49734748010000	17.79512697000000	14.72625175000000	0.49734748010000	14.44602330000000	21.11654749000000
0.55260831120000	17.97797202000000	14.70571688000000	0.55260831120000	14.44589821000000	21.11654838000000
0.60786914240000	18.19412614000000	14.69221614000000	0.60786914240000	14.44502698000000	21.11665106000000
0.66312997350000	18.40934792000000	14.67244357000000	0.66312997350000	14.44676471000000	21.11645342000000
0.71839080460000	18.56335952000000	14.65522173000000	0.71839080460000	14.44738792000000	21.11625532000000
0.77365163570000	18.67796452000000	14.64048007000000	0.77365163570000	14.44650384000000	21.11647767000000
0.82891246680000	18.74451379000000	14.63075384000000	0.82891246680000	14.44654509000000	21.11654559000000
0.88417329800000	18.76805895000000	14.62604449000000	0.88417329800000	14.44758531000000	21.11636888000000
0.93943412910000	18.77553826000000	14.62416582000000	0.93943412910000	14.44839363000000	21.11609429000000
0.99469496020000	18.76973287000000	14.62402195000000	0.99469496020000	14.44917134000000	21.11624494000000
1.04995579100000	18.77165888000000	14.62348142000000	1.04995579100000	14.44864703000000	21.11616989000000
1.10521662200000	18.76952737000000	14.62660643000000	1.10521662200000	14.44758693000000	21.11632244000000
1.16047745400000	18.76569418000000	14.62833156000000	1.16047745400000	14.44760849000000	21.11623402000000
1.21573828500000	18.78516458000000	14.63152299000000	1.21573828500000	14.44734320000000	21.11650392000000
1.27099911600000	18.79064442000000	14.63419918000000	1.27099911600000	14.44725817000000	21.11650311000000
1.32625994700000	18.80320519000000	14.63172045000000	1.32625994700000	14.44627397000000	21.11651204000000
1.38152077800000	18.79162046000000	14.62804858000000	1.38152077800000	14.44628455000000	21.11658995000000
1.43678160900000	18.80777831000000	14.62737300000000	1.43678160900000	14.44582492000000	21.11664075000000
1.49204244000000	18.78856388000000	14.62895086000000	1.49204244000000	14.44610641000000	21.11655788000000
1.54730327100000	18.79728709000000	14.62627976000000	1.54730327100000	14.44613470000000	21.11636116000000
1.60256410300000	18.80830357000000	14.62531230000000	1.60256410300000	14.44735977000000	21.11625460000000
1.65782493400000	18.86724110000000	14.62198630000000	1.65782493400000	14.44604190000000	21.11653836000000
1.71308576500000	18.95524831000000	14.61509790000000	1.71308576500000	14.44579713000000	21.11650534000000
1.76834659600000	18.94951929000000	14.61702494000000	1.76834659600000	14.44588285000000	21.11645769000000
1.82360742700000	18.94674822000000	14.61129715000000	1.82360742700000	14.44510608000000	21.11634877000000
1.87886825800000	18.95629614000000	14.60743978000000	1.87886825800000	14.44529699000000	21.11637473000000
1.93412908900000	18.92744188000000	14.60766767000000	1.93412908900000	14.44670337000000	21.11653394000000
1.98938992000000	18.91481355000000	14.60901006000000	1.98938992000000	14.44708856000000	21.11628156000000
2.04465075200000	18.90803269000000	14.60830502000000	2.04465075200000	14.44692756000000	21.11640585000000
2.09991158300000	18.90173441000000	14.60976510000000	2.09991158300000	14.44635114000000	21.11628358000000
2.15517241400000	18.89889087000000	14.60987134000000	2.15517241400000	14.44726095000000	21.11638549000000
2.21043324500000	18.90916067000000	14.60984251000000	2.21043324500000	14.44819224000000	21.11624278000000
2.26569407600000	18.91399535000000	14.60957152000000	2.26569407600000	14.44645671000000	21.11629022000000
2.32095490700000	18.90493429000000	14.61098943000000	2.32095490700000	14.44610578000000	21.11656116000000
2.37621573800000	18.91463014000000	14.61039194000000	2.37621573800000	14.44797696000000	21.11635881000000
2.43147656900000	18.91348067000000	14.60997978000000	2.43147656900000	14.44804336000000	21.11605327000000
2.48673740100000	18.91222200000000	14.60980933000000	2.48673740100000	14.44833413000000	21.11589318000000
2.54199823200000	18.91467510000000	14.60975357000000	2.54199823200000	14.44800938000000	21.11591735000000
2.59725906300000	18.91847844000000	14.60866336000000	2.59725906300000	14.44849621000000	21.11597792000000
2.65251989400000	18.91721715000000	14.60882044000000	2.65251989400000	14.44768535000000	21.11591304000000
2.70778072500000	18.91834406000000	14.60936738000000	2.70778072500000	14.44609940000000	21.11611898000000
2.76304155600000	18.91889414000000	14.60906099000000	2.76304155600000	14.44770828000000	21.11606043000000
2.81830238700000	18.92784928000000	14.60875256000000	2.81830238700000	14.44806633000000	21.11591662000000
2.87356321800000	18.93075251000000	14.60895659000000	2.87356321800000	14.44712821000000	21.11608189000000
2.92882405000000	18.92755024000000	14.60854786000000	2.92882405000000	14.44748889000000	21.11595017000000
2.98408488100000	18.93082679000000	14.60801539000000	2.98408488100000	14.44674810000000	21.11614961000000
3.03934571200000	18.93439223000000	14.60753282000000	3.03934571200000	14.44759349000000	21.11597702000000
3.09460654300000	18.92668201000000	14.60764062000000	3.09460654300000	14.44491001000000	21.11630603000000
3.14986737400000	18.91331405000000	14.60805897000000	3.14986737400000	14.44677257000000	21.11617483000000
3.20512820500000	18.92061085000000	14.60735120000000	3.20512820500000	14.44613330000000	21.11616922000000
3.26038903600000	18.91221165000000	14.60810322000000	3.26038903600000	14.44589436000000	21.11629459000000
3.31564986700000	18.91531744000000	14.60801890000000	3.31564986700000	14.44623176000000	21.11618577000000
3.37091069800000	18.91487309000000	14.60803396000000	3.37091069800000	14.44631328000000	21.11630698000000
3.42617153000000	18.92161230000000	14.60748328000000	3.42617153000000	14.44609414000000	21.11631678000000
3.48143236100000	18.92221556000000	14.60737122000000	3.48143236100000	14.44637401000000	21.11610393000000
3.53669319200000	18.91997851000000	14.60796628000000	3.53669319200000	14.44638888000000	21.11615844000000
3.59195402300000	18.92389514000000	14.60758503000000	3.59195402300000	14.44577643000000	21.11629108000000
3.64721485400000	18.92408604000000	14.60787355000000	3.64721485400000	14.44616400000000	21.11615512000000
3.70247568500000	18.91522722000000	14.60801906000000	3.70247568500000	14.44731659000000	21.11598825000000
3.75773651600000	18.91677586000000	14.60844359000000	3.75773651600000	14.44630051000000	21.11619281000000
3.81299734700000	18.91981111000000	14.60871058000000	3.81299734700000	14.44548818000000	21.11633279000000
3.86825817900000	18.91391124000000	14.60968083000000	3.86825817900000	14.44570957000000	21.11631254000000
3.92351901000000	18.92274148000000	14.60885689000000	3.92351901000000	14.44614557000000	21.11605260000000
3.97877984100000	18.91525169000000	14.60935794000000	3.97877984100000	14.44450481000000	21.11635973000000
