mass_B			ExtMarker		
t	x	y	t	x	y
0	27.76060833	0	0	9.832959764	0
0.018218255	27.76121848	0	0.018218255	9.833119687	0
0.036436509	27.76192281	0	0.036436509	9.832202724	0
0.054654764	27.76230137	0	0.054654764	9.832471989	0
0.072873019	27.76191236	0	0.072873019	9.833489448	0
0.091091273	27.76164344	0	0.091091273	9.833831089	0
0.109309528	27.76351485	0	0.109309528	9.833503485	0
0.127527783	27.76397692	0	0.127527783	9.836882524	0
0.145746038	27.7655578	0	0.145746038	9.83786713	0
0.163964292	27.76805513	0	0.163964292	9.83881847	0
0.182182547	27.7654854	0	0.182182547	9.838042202	0
0.200400802	27.76219764	0	0.200400802	9.838564964	0
0.218619056	27.76130607	0	0.218619056	9.839067148	0
0.236837311	27.76078995	0	0.236837311	9.838707274	0
0.255055566	27.76038785	0	0.255055566	9.838351456	0
0.27327382	27.7589938	0	0.27327382	9.838713902	0
0.291492075	27.7604182	0	0.291492075	9.844402468	0
0.30971033	27.76197857	0	0.30971033	9.843245019	0
0.327928584	27.76186276	0	0.327928584	9.839369549	0
0.346146839	27.76101896	0	0.346146839	9.833978176	0
0.364365094	27.75949112	0	0.364365094	9.834231034	0
0.382583349	27.75954186	0	0.382583349	9.833960574	0
0.400801603	27.76016168	0	0.400801603	9.832928774	0
0.419019858	27.76223802	0	0.419019858	9.832801423	0
0.437238113	27.76366969	0	0.437238113	9.832200379	0
0.455456367	27.76468975	0	0.455456367	9.833123388	0
0.473674622	27.76485952	0	0.473674622	9.837242126	0
0.491892877	27.76555603	0	0.491892877	9.836711474	0
0.510111131	27.76961913	0	0.510111131	9.836803645	0
0.528329386	27.76728105	0	0.528329386	9.83596592	0
0.546547641	27.76518443	0	0.546547641	9.836174122	0
0.564765895	27.7653629	0	0.564765895	9.836993563	0
0.58298415	27.76468735	0	0.58298415	9.836664201	0
0.601202405	27.76349766	0	0.601202405	9.835580158	0
0.61942066	27.76231271	0	0.61942066	9.835645988	0
0.637638914	27.7614558	0	0.637638914	9.834690743	0
0.655857169	27.76061741	0	0.655857169	9.834236801	0
0.674075424	27.76045796	0	0.674075424	9.835720873	0
0.692293678	27.7615401	0	0.692293678	9.835438608	0
0.710511933	27.76234262	0	0.710511933	9.835358473	0
0.728730188	27.76242203	0	0.728730188	9.834555871	0
0.746948442	27.76192226	0	0.746948442	9.836160372	0
0.765166697	27.7626357	0	0.765166697	9.838010054	0
0.783384952	27.76337112	0	0.783384952	9.839010669	0
0.801603206	27.76341064	0	0.801603206	9.837506073	0
0.819821461	27.76124588	0	0.819821461	9.837347195	0
0.838039716	27.75934482	0	0.838039716	9.834788393	0
0.856257971	27.76019179	0	0.856257971	9.832321327	0
0.874476225	27.75928465	0	0.874476225	9.832340862	0
0.89269448	27.75849284	0	0.89269448	9.831353039	0
0.910912735	27.75605536	0	0.910912735	9.833315988	0
0.929130989	27.7489654	0	0.929130989	9.834105296	0
0.947349244	27.76321849	0	0.947349244	9.843438603	0
0.965567499	27.7455266	0	0.965567499	9.858987591	0
0.983785753	27.70820377	0	0.983785753	9.85091774	0
1.002004008	27.68413579	0	1.002004008	9.849589728	0
1.020222263	27.71268158	0	1.020222263	9.867351895	0
1.038440517	27.68291193	0	1.038440517	9.871502315	0
1.056658772	27.6831113	0	1.056658772	9.878535672	0
1.074877027	27.68654821	0	1.074877027	9.896522116	0
1.093095281	27.68790147	0	1.093095281	9.905923811	0
1.111313536	27.67884602	0	1.111313536	9.906913933	0
1.129531791	27.66738733	0	1.129531791	9.916434068	0
1.147750046	27.63269739	0	1.147750046	9.913634849	0
1.1659683	27.59521106	0	1.1659683	9.924057452	0
1.184186555	27.55352401	0	1.184186555	9.924705143	0
1.20240481	27.54186368	0	1.20240481	9.936394987	0
1.220623064	27.54181226	0	1.220623064	9.929189034	0
1.238841319	27.53453783	0	1.238841319	9.922721743	0
1.257059574	27.51362137	0	1.257059574	9.909620499	0
1.275277828	27.44358967	0	1.275277828	9.91715284	0
1.293496083	27.40374442	0	1.293496083	9.914773005	0
1.311714338	27.35524999	0	1.311714338	9.871664082	0
1.329932592	27.29176486	0	1.329932592	9.821113311	0
1.348150847	27.2360072	0	1.348150847	9.838030203	0
1.366369102	27.22750082	0	1.366369102	9.846222116	0
1.384587357	27.13795025	0	1.384587357	9.859487842	0
1.402805611	27.09496247	0	1.402805611	9.873389314	0
1.421023866	26.99995749	0	1.421023866	9.903826072	0
1.439242121	26.94841006	0	1.439242121	9.929524789	0
1.457460375	26.91325889	0	1.457460375	9.930223189	0
