MTJ			mass_A		
t	x	y	t	x	y
0	34.97587734	0	0	43.52671519	0
0.018444059	34.97578386	0	0.018444059	43.52672478	0
0.036888118	34.97593579	0	0.036888118	43.52716404	0
0.055332178	34.9759515	0	0.055332178	43.52664393	0
0.073776237	34.97644983	0	0.073776237	43.52606253	0
0.092220296	34.97770398	0	0.092220296	43.52474056	0
0.110664355	34.97912803	0	0.110664355	43.52527367	0
0.129108414	34.98010513	0	0.129108414	43.5282313	0
0.147552473	34.98067072	0	0.147552473	43.52639088	0
0.165996533	34.98028108	0	0.165996533	43.52727711	0
0.184440592	34.97924985	0	0.184440592	43.52730356	0
0.202884651	34.97753734	0	0.202884651	43.52764091	0
0.22132871	34.97747817	0	0.22132871	43.52777059	0
0.239772769	34.97715633	0	0.239772769	43.52834404	0
0.258216828	34.97755192	0	0.258216828	43.5285747	0
0.276660888	34.97629627	0	0.276660888	43.5281318	0
0.295104947	34.9755963	0	0.295104947	43.52707332	0
0.313549006	34.97561014	0	0.313549006	43.52810431	0
0.331993065	34.97482531	0	0.331993065	43.52735351	0
0.350437124	34.97474075	0	0.350437124	43.53019445	0
0.368881183	34.97273864	0	0.368881183	43.52983999	0
0.387325243	34.97290327	0	0.387325243	43.52835238	0
0.405769302	34.97328915	0	0.405769302	43.52866389	0
0.424213361	34.97354422	0	0.424213361	43.52671132	0
0.44265742	34.97339285	0	0.44265742	43.52641691	0
0.461101479	34.9735285	0	0.461101479	43.52779793	0
0.479545538	34.97470138	0	0.479545538	43.5275012	0
0.497989598	34.97480234	0	0.497989598	43.52653594	0
0.516433657	34.9744483	0	0.516433657	43.52758678	0
0.534877716	34.97519962	0	0.534877716	43.52615978	0
0.553321775	34.97548528	0	0.553321775	43.52694367	0
0.571765834	34.9750151	0	0.571765834	43.52630685	0
0.590209893	34.97610105	0	0.590209893	43.52704226	0
0.608653953	34.97638845	0	0.608653953	43.52698922	0
0.627098012	34.97641606	0	0.627098012	43.5287256	0
0.645542071	34.9764834	0	0.645542071	43.52735405	0
0.66398613	34.97665965	0	0.66398613	43.5278981	0
0.682430189	34.97674133	0	0.682430189	43.5271824	0
0.700874248	34.97614676	0	0.700874248	43.52721124	0
0.719318308	34.97559863	0	0.719318308	43.52663707	0
0.737762367	34.97597978	0	0.737762367	43.52721458	0
0.756206426	34.97528399	0	0.756206426	43.52545972	0
0.774650485	34.97496754	0	0.774650485	43.52620312	0
0.793094544	34.9750274	0	0.793094544	43.52625592	0
0.811538603	34.9755019	0	0.811538603	43.52687427	0
0.829982663	34.97495736	0	0.829982663	43.52731659	0
0.848426722	34.97547261	0	0.848426722	43.52745884	0
0.866870781	34.97628076	0	0.866870781	43.52872241	0
0.88531484	34.97686936	0	0.88531484	43.52825023	0
0.903758899	34.97746629	0	0.903758899	43.52700349	0
0.922202958	34.97577241	0	0.922202958	43.52770911	0
0.940647018	34.97559745	0	0.940647018	43.52665607	0
0.959091077	34.97624942	0	0.959091077	43.52764089	0
0.977535136	34.97623127	0	0.977535136	43.52826053	0
0.995979195	34.9777116	0	0.995979195	43.52558309	0
1.014423254	34.97786521	0	1.014423254	43.52729605	0
1.032867313	34.97850703	0	1.032867313	43.52801401	0
1.051311373	34.97788282	0	1.051311373	43.52670773	0
1.069755432	34.97854321	0	1.069755432	43.52786276	0
1.088199491	34.9778113	0	1.088199491	43.52797768	0
1.10664355	34.97748859	0	1.10664355	43.52796824	0
1.125087609	34.97919637	0	1.125087609	43.5303106	0
1.143531668	34.97913708	0	1.143531668	43.52937793	0
1.161975728	34.97850331	0	1.161975728	43.52888385	0
1.180419787	34.97815139	0	1.180419787	43.52852066	0
1.198863846	34.97734168	0	1.198863846	43.52810484	0
1.217307905	34.97740402	0	1.217307905	43.52756057	0
1.235751964	34.97680295	0	1.235751964	43.52762458	0
1.254196023	34.97647064	0	1.254196023	43.52720905	0
1.272640083	34.97648588	0	1.272640083	43.52747898	0
1.291084142	34.97571019	0	1.291084142	43.52709454	0
1.309528201	34.97607186	0	1.309528201	43.52735643	0
1.32797226	34.97506581	0	1.32797226	43.52762124	0
1.346416319	34.97410673	0	1.346416319	43.52710814	0
1.364860378	34.96922569	0	1.364860378	43.52669221	0
1.383304438	34.911897	0	1.383304438	43.51600469	0
1.401748497	34.84076768	0	1.401748497	43.5155212	0
1.420192556	34.6585509	0	1.420192556	43.50272873	0
1.438636615	34.3282714	0	1.438636615	43.5320379	0
1.457080674	34.05124723	0	1.457080674	43.54615186	0
1.475524733	33.76163598	0	1.475524733	43.56116272	0
1.493968793	33.63645724	0	1.493968793	43.55746007	0
1.512412852	33.40513284	0	1.512412852	43.55134262	0
1.530856911	33.16679119	0	1.530856911	43.53506238	0
1.54930097	32.89898011	0	1.54930097	43.52772706	0
1.567745029	32.78472177	0	1.567745029	43.5325153	0
1.586189088	32.49199761	0	1.586189088	43.5449866	0
1.604633148	32.20023835	0	1.604633148	43.53592059	0
1.623077207	31.89219424	0	1.623077207	43.51714995	0
1.641521266	31.73275927	0	1.641521266	43.50438185	0
1.659965325	31.43942298	0	1.659965325	43.48011428	0
1.678409384	31.13492111	0	1.678409384	43.45350498	0
1.696853444	30.84731943	0	1.696853444	43.44462041	0
1.715297503	30.5451739	0	1.715297503	43.45075965	0
1.733741562	30.39793031	0	1.733741562	43.45187941	0
1.752185621	30.1335379	0	1.752185621	43.46838801	0
1.77062968	29.8804282	0	1.77062968	43.45537412	0
1.789073739	29.63233566	0	1.789073739	43.45642055	0
1.807517799	29.39596888	0	1.807517799	43.45893628	0
1.825961858	29.26771546	0	1.825961858	43.46164528	0
1.844405917	29.03976902	0	1.844405917	43.46315445	0
1.862849976	28.80545803	0	1.862849976	43.46213451	0
1.881294035	28.58265933	0	1.881294035	43.45944008	0
1.899738094	28.24857734	0	1.899738094	43.46946064	0
1.918182154	28.04061406	0	1.918182154	43.46868631	0
1.936626213	27.85005195	0	1.936626213	43.46354961	0
1.955070272	27.6692274	0	1.955070272	43.45631617	0
1.973514331	27.57599682	0	1.973514331	43.44933715	0
1.99195839	27.40843324	0	1.99195839	43.44092873	0
2.010402449	27.23304334	0	2.010402449	43.43887244	0
2.028846509	27.07405309	0	2.028846509	43.4322562	0
2.047290568	27.00343706	0	2.047290568	43.43474429	0
2.065734627	26.85001456	0	2.065734627	43.43196216	0
2.084178686	26.73104955	0	2.084178686	43.42545446	0
2.102622745	26.61565453	0	2.102622745	43.42314914	0
2.121066804	26.4929822	0	2.121066804	43.42986292	0
2.139510864	26.44109765	0	2.139510864	43.43280216	0
2.157954923	26.32918526	0	2.157954923	43.43580437	0
2.176398982	26.21702694	0	2.176398982	43.43360979	0
2.194843041	26.11222197	0	2.194843041	43.42423024	0
2.2132871	26.01089688	0	2.2132871	43.41925462	0
2.231731159	25.96423847	0	2.231731159	43.41761312	0
2.250175219	25.85042661	0	2.250175219	43.42401745	0
2.268619278	25.72971129	0	2.268619278	43.42507553	0
2.287063337	25.62498607	0	2.287063337	43.43871992	0
2.305507396	25.53344151	0	2.305507396	43.44140868	0
2.323951455	25.48957061	0	2.323951455	43.44021535	0
2.342395514	25.39275423	0	2.342395514	43.44426402	0
2.360839574	25.29631135	0	2.360839574	43.44098093	0
2.379283633	25.21801856	0	2.379283633	43.43829469	0
2.397727692	25.1278328	0	2.397727692	43.43329937	0
2.416171751	25.08073471	0	2.416171751	43.43241609	0
2.43461581	24.96288533	0	2.43461581	43.4329136	0
2.453059869	24.8643574	0	2.453059869	43.4404263	0
2.471503929	24.76068832	0	2.471503929	43.43278961	0
2.489947988	24.71067673	0	2.489947988	43.4347479	0
2.508392047	24.59610981	0	2.508392047	43.43941624	0
2.526836106	24.46526176	0	2.526836106	43.43213256	0
2.545280165	24.35408547	0	2.545280165	43.33758987	0
2.563724224	24.29879971	0	2.563724224	43.31292093	0
2.582168284	24.17093393	0	2.582168284	43.29037835	0
2.600612343	24.05417072	0	2.600612343	43.29950277	0
2.619056402	23.93760817	0	2.619056402	43.26254403	0
2.637500461	23.89482996	0	2.637500461	43.2347486	0
2.65594452	23.7815068	0	2.65594452	43.22802715	0
2.674388579	23.68785681	0	2.674388579	43.18592236	0
2.692832639	23.56242807	0	2.692832639	43.16031213	0
2.711276698	23.45673339	0	2.711276698	43.12408026	0
