MTJend_BEST			mass_A		
10.73025335000000	17.13975465000000	1.11527865300000	10.73025335000000	6.89960655300000	6.88573293000000
10.78986587000000	17.13326005000000	1.11490132300000	10.78986587000000	6.89908125500000	6.88572040400000
10.84947839000000	17.14014302000000	1.11575932200000	10.84947839000000	6.90119632300000	6.88551898400000
10.90909091000000	17.16853882000000	1.11616244900000	10.90909091000000	6.90450722000000	6.88547750800000
10.96870343000000	17.16669729000000	1.11582606300000	10.96870343000000	6.90346506300000	6.88543394400000
11.02831595000000	17.17411628000000	1.11438244500000	11.02831595000000	6.90335209400000	6.88532909400000
11.08792846000000	17.17358715000000	1.11636118600000	11.08792846000000	6.90478757100000	6.88539993700000
11.14754098000000	17.17151303000000	1.11670870800000	11.14754098000000	6.90711391200000	6.88536217400000
11.20715350000000	17.16193212000000	1.11650448000000	11.20715350000000	6.90562515900000	6.88539377900000
11.26676602000000	17.16594387000000	1.11616557000000	11.26676602000000	6.90348745700000	6.88544132100000
11.32637854000000	17.16076364000000	1.11577024100000	11.32637854000000	6.90423500400000	6.88516607300000
11.38599106000000	17.16671211000000	1.11475327400000	11.38599106000000	6.90228832000000	6.88538723000000
11.44560358000000	17.15224469000000	1.11599881700000	11.44560358000000	6.90219541000000	6.88542479400000
11.50521610000000	17.16928506000000	1.11437884700000	11.50521610000000	6.90237081800000	6.88540113600000
11.56482861000000	17.20337237000000	1.11131736200000	11.56482861000000	6.90251944800000	6.88539993200000
11.62444113000000	17.20526988000000	1.11081946300000	11.62444113000000	6.90324722500000	6.88548384900000
11.68405365000000	17.23107016000000	1.10930627400000	11.68405365000000	6.90297688800000	6.88536432700000
11.74366617000000	17.23892984000000	1.10915840100000	11.74366617000000	6.90251408000000	6.88540915300000
11.80327869000000	17.23404273000000	1.10984686500000	11.80327869000000	6.90362098800000	6.88533389100000
11.86289121000000	17.24935819000000	1.10946390600000	11.86289121000000	6.90277254900000	6.88541977000000
11.92250373000000	17.24292134000000	1.10948308200000	11.92250373000000	6.90261480700000	6.88540360100000
11.98211624000000	17.24588181000000	1.10954608400000	11.98211624000000	6.90239141100000	6.88553873000000
12.04172876000000	17.25238597000000	1.10983264100000	12.04172876000000	6.90412735200000	6.88536203200000
12.10134128000000	17.28189114000000	1.10821015800000	12.10134128000000	6.90284031800000	6.88549786400000
12.16095380000000	17.28983256000000	1.10708014700000	12.16095380000000	6.90187312600000	6.88559773900000
12.22056632000000	17.28530100000000	1.10748260200000	12.22056632000000	6.90190942400000	6.88555397800000
12.28017884000000	17.29396685000000	1.10781977400000	12.28017884000000	6.90166754200000	6.88569464600000
12.33979136000000	17.29223172000000	1.10787825200000	12.33979136000000	6.90141626300000	6.88570997100000
12.39940387000000	17.29407385000000	1.10823489700000	12.39940387000000	6.90290726600000	6.88562772500000
12.45901639000000	17.28970901000000	1.10830199700000	12.45901639000000	6.90307853700000	6.88569743600000
12.51862891000000	17.29933889000000	1.10727486400000	12.51862891000000	6.90450523100000	6.88559063700000
12.57824143000000	17.30401095000000	1.10733941800000	12.57824143000000	6.90444101600000	6.88546684600000
12.63785395000000	17.29888454000000	1.10773916100000	12.63785395000000	6.90493015600000	6.88552206200000
12.69746647000000	17.30262132000000	1.10763456400000	12.69746647000000	6.90286452000000	6.88556574400000
12.75707899000000	17.30726095000000	1.10699374400000	12.75707899000000	6.90331211700000	6.88561282900000
12.81669151000000	17.31310689000000	1.10714181400000	12.81669151000000	6.90316500600000	6.88554776500000
12.87630402000000	17.31039466000000	1.10629660600000	12.87630402000000	6.90234898100000	6.88552581500000
12.93591654000000	17.30303191000000	1.10501253100000	12.93591654000000	6.90105775900000	6.88561867900000
12.99552906000000	17.31250445000000	1.10487372900000	12.99552906000000	6.90228482400000	6.88562414400000
13.05514158000000	17.30348767000000	1.10576483200000	13.05514158000000	6.90164346900000	6.88572066700000
13.11475410000000	17.30282025000000	1.10543714100000	13.11475410000000	6.90130037700000	6.88561616900000
13.17436662000000	17.30248481000000	1.10607084200000	13.17436662000000	6.90101559300000	6.88571707000000
13.23397914000000	17.30377473000000	1.10604655100000	13.23397914000000	6.90152234000000	6.88567181000000
13.29359165000000	17.29898974000000	1.10723350800000	13.29359165000000	6.90098996300000	6.88558909300000
13.35320417000000	17.30609029000000	1.10752189100000	13.35320417000000	6.90172649800000	6.88563941400000
13.41281669000000	17.31124488000000	1.10739304200000	13.41281669000000	6.90135372400000	6.88560356400000
13.47242921000000	17.30000742000000	1.10775885100000	13.47242921000000	6.90070151700000	6.88570147200000
13.53204173000000	17.30950164000000	1.10674298400000	13.53204173000000	6.90057535500000	6.88561525500000
13.59165425000000	17.30800145000000	1.10830392700000	13.59165425000000	6.90116410900000	6.88563980100000
13.65126677000000	17.29740142000000	1.10726131400000	13.65126677000000	6.90045678000000	6.88559638000000
13.71087928000000	17.30874298000000	1.10706564100000	13.71087928000000	6.90068201400000	6.88564731800000
13.77049180000000	17.30916259000000	1.10648504900000	13.77049180000000	6.90050137700000	6.88561944000000
13.83010432000000	17.30807041000000	1.10633259100000	13.83010432000000	6.89976046500000	6.88571827900000
13.88971684000000	17.30635636000000	1.10914545300000	13.88971684000000	6.90092318500000	6.88549605600000
13.94932936000000	17.30154564000000	1.10821500700000	13.94932936000000	6.90116290000000	6.88559522100000
14.00894188000000	17.29391274000000	1.10753895200000	14.00894188000000	6.89996149600000	6.88561173100000
14.06855440000000	17.29381919000000	1.10818311400000	14.06855440000000	6.90051612900000	6.88558040900000
14.12816692000000	17.29324529000000	1.10737752900000	14.12816692000000	6.90020158100000	6.88560429000000
14.18777943000000	17.29224217000000	1.10861686500000	14.18777943000000	6.90034515900000	6.88558650900000
14.24739195000000	17.28957023000000	1.10802736700000	14.24739195000000	6.90049577400000	6.88552968000000
14.30700447000000	17.28823076000000	1.10901200000000	14.30700447000000	6.90121164700000	6.88537950400000
14.36661699000000	17.28941423000000	1.10791656300000	14.36661699000000	6.90000292300000	6.88551044300000
14.42622951000000	17.28350207000000	1.10795322300000	14.42622951000000	6.89975286300000	6.88550327400000
14.48584203000000	17.27685995000000	1.10789500300000	14.48584203000000	6.90113469200000	6.88557066700000
14.54545455000000	17.27775480000000	1.10772301500000	14.54545455000000	6.90054840700000	6.88553159700000
14.60506706000000	17.28636295000000	1.10842917200000	14.60506706000000	6.90070586900000	6.88558948400000
14.66467958000000	17.28770468000000	1.10838475900000	14.66467958000000	6.90119877000000	6.88544365600000
14.72429210000000	17.29003975000000	1.10847086000000	14.72429210000000	6.90172100100000	6.88547600500000
14.78390462000000	17.28026320000000	1.10827715700000	14.78390462000000	6.90228060100000	6.88543173700000
14.84351714000000	17.28287881000000	1.10832522900000	14.84351714000000	6.90014015700000	6.88549807400000
14.90312966000000	17.28794694000000	1.10928178900000	14.90312966000000	6.90197112500000	6.88553941300000
14.96274218000000	17.30330309000000	1.10907207900000	14.96274218000000	6.90163777100000	6.88546892700000
15.02235469000000	17.29759730000000	1.10884687600000	15.02235469000000	6.90157956100000	6.88552799000000
15.08196721000000	17.29448046000000	1.10872847500000	15.08196721000000	6.90097576100000	6.88556034200000
15.14157973000000	17.28984122000000	1.10805901600000	15.14157973000000	6.90064552700000	6.88561307100000
15.20119225000000	17.29102262000000	1.10894795200000	15.20119225000000	6.90245770000000	6.88531978300000
15.26080477000000	17.29873145000000	1.10847494400000	15.26080477000000	6.90253830200000	6.88543791700000
15.32041729000000	17.29428746000000	1.10813162400000	15.32041729000000	6.90232018300000	6.88547321300000
15.38002981000000	17.29571939000000	1.10915803300000	15.38002981000000	6.90166733100000	6.88550636200000
15.43964232000000	17.30146486000000	1.10846758000000	15.43964232000000	6.90196891300000	6.88547372200000
15.49925484000000	17.30280095000000	1.10806690000000	15.49925484000000	6.90168410100000	6.88546975200000
15.55886736000000	17.32454157000000	1.10684234000000	15.55886736000000	6.90170093400000	6.88552623800000
15.61847988000000	17.34137353000000	1.10496369900000	15.61847988000000	6.90196307300000	6.88562299400000
15.67809240000000	17.36312096000000	1.10382372300000	15.67809240000000	6.90161783500000	6.88554548400000
15.73770492000000	17.38317698000000	1.10289947200000	15.73770492000000	6.90269256700000	6.88552412600000
15.79731744000000	17.37345825000000	1.10360535400000	15.79731744000000	6.90282310100000	6.88552493000000
15.85692996000000	17.37193134000000	1.10405502500000	15.85692996000000	6.90359684400000	6.88555855700000
15.91654247000000	17.36738311000000	1.10400391300000	15.91654247000000	6.90342313600000	6.88548692200000
15.97615499000000	17.36065389000000	1.10444082300000	15.97615499000000	6.90305615300000	6.88554082800000
16.03576751000000	17.36080094000000	1.10432857900000	16.03576751000000	6.90113742200000	6.88539190000000
16.09538003000000	17.36238722000000	1.10399366400000	16.09538003000000	6.90267323300000	6.88536826600000
16.15499255000000	17.35140376000000	1.10354381100000	16.15499255000000	6.90267057200000	6.88532584300000
16.21460507000000	17.34939241000000	1.10435685000000	16.21460507000000	6.90172674700000	6.88544659100000
16.27421759000000	17.36217503000000	1.10341532900000	16.27421759000000	6.90206713900000	6.88547350700000
16.33383010000000	17.35878855000000	1.10355883300000	16.33383010000000	6.90258674900000	6.88540715000000
16.39344262000000	17.36395692000000	1.10341830600000	16.39344262000000	6.90284824300000	6.88548670700000
16.45305514000000	17.36707919000000	1.10423996500000	16.45305514000000	6.90315621500000	6.88559598500000
16.51266766000000	17.37265108000000	1.10354528000000	16.51266766000000	6.90262112100000	6.88558430000000
16.57228018000000	17.37864626000000	1.10183659300000	16.57228018000000	6.90275905000000	6.88542546500000
16.63189270000000	17.36157807000000	1.10408349900000	16.63189270000000	6.90213277400000	6.88545081200000
16.69150522000000	17.36238131000000	1.10385501500000	16.69150522000000	6.90113359500000	6.88578919500000
16.75111773000000	17.35813404000000	1.10396232200000	16.75111773000000	6.90218966600000	6.88530178800000
16.81073025000000	17.35560852000000	1.10258952500000	16.81073025000000	6.90164725800000	6.88533143000000
16.87034277000000	17.35412894000000	1.09997481300000	16.87034277000000	6.90093841400000	6.88548869600000
16.92995529000000	17.35596308000000	1.10150353500000	16.92995529000000	6.90025647700000	6.88574960300000
16.98956781000000	17.35849107000000	1.10278917100000	16.98956781000000	6.90119360100000	6.88560060300000
17.04918033000000	17.35941522000000	1.10231236900000	17.04918033000000	6.90104008300000	6.88550638300000
17.10879285000000	17.36063226000000	1.10229345200000	17.10879285000000	6.90060664300000	6.88563760900000
17.16840537000000	17.36390785000000	1.10217846800000	17.16840537000000	6.90072763500000	6.88554405800000
17.22801788000000	17.35839717000000	1.10198880200000	17.22801788000000	6.90119102000000	6.88548358500000
