MTJend_BEST			mass_A		
t	x	y	t	x	y
0.00000000000000	11.79708943000000	1.41516274500000	0.00000000000000	6.90257828400000	6.88549873300000
0.05961251863000	11.82954497000000	1.41109461400000	0.05961251863000	6.90170919000000	6.88540231600000
0.11922503730000	11.87199876000000	1.40878201500000	0.11922503730000	6.90079921300000	6.88550818300000
0.17883755590000	11.93162739000000	1.40502569100000	0.17883755590000	6.90010189400000	6.88557229900000
0.23845007450000	12.01895247000000	1.39859337700000	0.23845007450000	6.90089179100000	6.88539847600000
0.29806259310000	12.07357466000000	1.39765439200000	0.29806259310000	6.89977799300000	6.88578226800000
0.35767511180000	12.11780689000000	1.39160257800000	0.35767511180000	6.90041645200000	6.88557059700000
0.41728763040000	12.14409949000000	1.39403146500000	0.41728763040000	6.89967293400000	6.88564957300000
0.47690014900000	12.24888403000000	1.38570023400000	0.47690014900000	6.89796168700000	6.88553878900000
0.53651266770000	12.36586569000000	1.38092564700000	0.53651266770000	6.89836343900000	6.88564604900000
0.59612518630000	12.42881953000000	1.37477247900000	0.59612518630000	6.89637575000000	6.88576111800000
0.65573770490000	12.48276276000000	1.37188438700000	0.65573770490000	6.89742452500000	6.88565243100000
0.71535022350000	12.55706948000000	1.36552768500000	0.71535022350000	6.89815289800000	6.88563880900000
0.77496274220000	12.61098363000000	1.36141568900000	0.77496274220000	6.89675712700000	6.88570606800000
0.83457526080000	12.64103645000000	1.36208960500000	0.83457526080000	6.89583088500000	6.88578878000000
0.89418777940000	12.68947500000000	1.35850311600000	0.89418777940000	6.89345564000000	6.88594636700000
0.95380029810000	12.75776401000000	1.35690132500000	0.95380029810000	6.89612323900000	6.88591092800000
1.01341281700000	12.80261227000000	1.35502250700000	1.01341281700000	6.89740432700000	6.88577557100000
1.07302533500000	12.86515288000000	1.34983534800000	1.07302533500000	6.89876041400000	6.88573671200000
1.13263785400000	12.91917893000000	1.34724906300000	1.13263785400000	6.90112227900000	6.88564187400000
1.19225037300000	12.94509929000000	1.34561828800000	1.19225037300000	6.89898744300000	6.88574431600000
1.25186289100000	12.96494643000000	1.34812248100000	1.25186289100000	6.89874301700000	6.88591456900000
1.31147541000000	13.03872821000000	1.34114888300000	1.31147541000000	6.89699834300000	6.88590977900000
1.37108792800000	13.10851473000000	1.33484121000000	1.37108792800000	6.89760102000000	6.88573957000000
1.43070044700000	13.16801937000000	1.32951820700000	1.43070044700000	6.89825483100000	6.88603177200000
1.49031296600000	13.20503766000000	1.32479729700000	1.49031296600000	6.89606706100000	6.88626272500000
1.54992548400000	13.25157904000000	1.32160326900000	1.54992548400000	6.89597758100000	6.88613952600000
1.60953800300000	13.28600729000000	1.32257499300000	1.60953800300000	6.89391031900000	6.88633121500000
1.66915052200000	13.34294517000000	1.32446882500000	1.66915052200000	6.89434076600000	6.88595545600000
1.72876304000000	13.40856017000000	1.32004669300000	1.72876304000000	6.89291140300000	6.88614285100000
1.78837555900000	13.49098332000000	1.31611997000000	1.78837555900000	6.89332634300000	6.88588954000000
1.84798807700000	13.54273021000000	1.31348029200000	1.84798807700000	6.89547866100000	6.88618345800000
1.90760059600000	13.64375148000000	1.31069016900000	1.90760059600000	6.89773181400000	6.88557929900000
1.96721311500000	13.68775568000000	1.30643761600000	1.96721311500000	6.89593031300000	6.88557857700000
2.02682563300000	13.70901136000000	1.30538758800000	2.02682563300000	6.89502098000000	6.88567696900000
2.08643815200000	13.78686906000000	1.30129081800000	2.08643815200000	6.89280163500000	6.88586912600000
2.14605067100000	13.79603201000000	1.30226032700000	2.14605067100000	6.89242676300000	6.88589927600000
2.20566318900000	13.82924588000000	1.30104694800000	2.20566318900000	6.89152651200000	6.88581215900000
2.26527570800000	13.85770763000000	1.29914649200000	2.26527570800000	6.89331633000000	6.88576125500000
2.32488822700000	13.92556993000000	1.29561952600000	2.32488822700000	6.89574675900000	6.88570831400000
2.38450074500000	13.95510448000000	1.29463002400000	2.38450074500000	6.89689827400000	6.88579471100000
2.44411326400000	13.98378162000000	1.29363882200000	2.44411326400000	6.89630988300000	6.88556195100000
2.50372578200000	14.00718167000000	1.29187709500000	2.50372578200000	6.89481703400000	6.88562034100000
2.56333830100000	14.04499878000000	1.29036959100000	2.56333830100000	6.89610242200000	6.88567906700000
2.62295082000000	14.11096196000000	1.28690065200000	2.62295082000000	6.89713071100000	6.88569326100000
2.68256333800000	14.16718545000000	1.28323561600000	2.68256333800000	6.89826058500000	6.88548187000000
2.74217585700000	14.25769416000000	1.27824213800000	2.74217585700000	6.89805061200000	6.88583355500000
2.80178837600000	14.35615215000000	1.27293466800000	2.80178837600000	6.89922557800000	6.88577320200000
2.86140089400000	14.38550908000000	1.27161518700000	2.86140089400000	6.89640749000000	6.88598529000000
2.92101341300000	14.39066531000000	1.27185817300000	2.92101341300000	6.89590940100000	6.88589182500000
2.98062593100000	14.38796968000000	1.27279404000000	2.98062593100000	6.89456355000000	6.88602001100000
3.04023845000000	14.47207973000000	1.27043141900000	3.04023845000000	6.89438775100000	6.88629551800000
3.09985096900000	14.52786006000000	1.26363285500000	3.09985096900000	6.89735041800000	6.88585857900000
3.15946348700000	14.52912122000000	1.26314774200000	3.15946348700000	6.89896485600000	6.88579827400000
3.21907600600000	14.53825020000000	1.26252140700000	3.21907600600000	6.89901611300000	6.88590121200000
3.27868852500000	14.62764858000000	1.25891506100000	3.27868852500000	6.90176287000000	6.88577800600000
3.33830104300000	14.67200934000000	1.25441617400000	3.33830104300000	6.90343006700000	6.88591919000000
3.39791356200000	14.76520861000000	1.24844558600000	3.39791356200000	6.90521300700000	6.88552920200000
3.45752608000000	14.79936603000000	1.24662289300000	3.45752608000000	6.90356765800000	6.88593717800000
3.51713859900000	14.83266967000000	1.24347015500000	3.51713859900000	6.90467959800000	6.88563894500000
3.57675111800000	14.91005706000000	1.23906885900000	3.57675111800000	6.90530121400000	6.88560002200000
3.63636363600000	14.97814232000000	1.23468205600000	3.63636363600000	6.90500425500000	6.88550748100000
3.69597615500000	14.98369569000000	1.23439241600000	3.69597615500000	6.90457316200000	6.88552226300000
3.75558867400000	14.98753570000000	1.23340993900000	3.75558867400000	6.90440923800000	6.88547463800000
3.81520119200000	15.05906500000000	1.22995881200000	3.81520119200000	6.90403395100000	6.88555087000000
3.87481371100000	15.05836041000000	1.23059855200000	3.87481371100000	6.90398878300000	6.88535574900000
3.93442623000000	15.06299303000000	1.23059290300000	3.93442623000000	6.90369300800000	6.88539585000000
3.99403874800000	15.06798990000000	1.23123083400000	3.99403874800000	6.90272366800000	6.88554598700000
4.05365126700000	15.07521990000000	1.23258224100000	4.05365126700000	6.90312306000000	6.88539196700000
4.11326378500000	15.13054449000000	1.22687206700000	4.11326378500000	6.90241921900000	6.88561774000000
4.17287630400000	15.15335428000000	1.22471827700000	4.17287630400000	6.90447077000000	6.88544040400000
4.23248882300000	15.19617621000000	1.21941856300000	4.23248882300000	6.90477584500000	6.88548010200000
4.29210134100000	15.21013311000000	1.22107845500000	4.29210134100000	6.90322460500000	6.88546664500000
4.35171386000000	15.25351310000000	1.21895055200000	4.35171386000000	6.90219634700000	6.88552665800000
4.41132637900000	15.33051503000000	1.21395488000000	4.41132637900000	6.90247259600000	6.88555925600000
4.47093889700000	15.36785438000000	1.21071190100000	4.47093889700000	6.90258555900000	6.88557835200000
4.53055141600000	15.40406210000000	1.20906079300000	4.53055141600000	6.90088739300000	6.88545961400000
4.59016393400000	15.47214651000000	1.20458429700000	4.59016393400000	6.90137906100000	6.88541378500000
4.64977645300000	15.50266986000000	1.20338732300000	4.64977645300000	6.90214258900000	6.88538195200000
4.70938897200000	15.54478080000000	1.20171479500000	4.70938897200000	6.90053683800000	6.88546658800000
4.76900149000000	15.59679505000000	1.20227231000000	4.76900149000000	6.90132526100000	6.88532759200000
4.82861400900000	15.66325236000000	1.19633076000000	4.82861400900000	6.90052195500000	6.88546932600000
4.88822652800000	15.69243443000000	1.19532925500000	4.88822652800000	6.90113709000000	6.88548416200000
4.94783904600000	15.73519398000000	1.19328677700000	4.94783904600000	6.90141412000000	6.88547322300000
5.00745156500000	15.78247353000000	1.19067717900000	5.00745156500000	6.90156241700000	6.88539926800000
5.06706408300000	15.81540389000000	1.18886978500000	5.06706408300000	6.90140365900000	6.88546474800000
5.12667660200000	15.84926211000000	1.18696250300000	5.12667660200000	6.90100604600000	6.88555693200000
5.18628912100000	15.91824462000000	1.18191523100000	5.18628912100000	6.90227180400000	6.88546468000000
5.24590163900000	15.95339651000000	1.17958191800000	5.24590163900000	6.90168549000000	6.88543836500000
5.30551415800000	15.97555956000000	1.17793651900000	5.30551415800000	6.90059168100000	6.88558294900000
5.36512667700000	16.04522523000000	1.17404415500000	5.36512667700000	6.90089858200000	6.88553253400000
5.42473919500000	16.04188625000000	1.17735818100000	5.42473919500000	6.89967931200000	6.88554708100000
5.48435171400000	16.07467741000000	1.17349044500000	5.48435171400000	6.90120215800000	6.88556270000000
5.54396423200000	16.10546295000000	1.17144027900000	5.54396423200000	6.89918037300000	6.88563702100000
5.60357675100000	16.15599005000000	1.16914510500000	5.60357675100000	6.90073877700000	6.88554189000000
5.66318927000000	16.19254944000000	1.16771664500000	5.66318927000000	6.90076274400000	6.88552351400000
5.72280178800000	16.22413203000000	1.16559328600000	5.72280178800000	6.90060408600000	6.88548017000000
5.78241430700000	16.29404603000000	1.16157471300000	5.78241430700000	6.90158502000000	6.88554620800000
5.84202682600000	16.32753239000000	1.16105557700000	5.84202682600000	6.90149479600000	6.88554106400000
5.90163934400000	16.32342369000000	1.16180081000000	5.90163934400000	6.90168787900000	6.88546268900000
5.96125186300000	16.31523553000000	1.16263484500000	5.96125186300000	6.90005738000000	6.88558014300000
6.02086438200000	16.32889268000000	1.16232086000000	6.02086438200000	6.90052290500000	6.88562139800000
6.08047690000000	16.33161833000000	1.16277346200000	6.08047690000000	6.90169437000000	6.88548515400000
6.14008941900000	16.33866946000000	1.16291283800000	6.14008941900000	6.90151544100000	6.88535537300000
6.19970193700000	16.34430126000000	1.16228248800000	6.19970193700000	6.90185677900000	6.88535255200000
6.25931445600000	16.33985987000000	1.16265622300000	6.25931445600000	6.90162551400000	6.88544341000000
6.31892697500000	16.33998285000000	1.16118892000000	6.31892697500000	6.90124881300000	6.88542675000000
6.37853949300000	16.33168602000000	1.16226291100000	6.37853949300000	6.90106306800000	6.88544806300000
6.43815201200000	16.34869322000000	1.16043755000000	6.43815201200000	6.90152580800000	6.88529797200000
6.49776453100000	16.39693106000000	1.15752219000000	6.49776453100000	6.90198649900000	6.88539625400000
6.55737704900000	16.40289309000000	1.15715564600000	6.55737704900000	6.90146347900000	6.88544121300000
6.61698956800000	16.41001381000000	1.15597231200000	6.61698956800000	6.90127362600000	6.88540112600000
6.67660208600000	16.42620170000000	1.15466561000000	6.67660208600000	6.90184387700000	6.88538467000000
6.73621460500000	16.44950065000000	1.15457781100000	6.73621460500000	6.90182257200000	6.88537377900000
6.79582712400000	16.47231844000000	1.15388872900000	6.79582712400000	6.90075594100000	6.88554085400000
6.85543964200000	16.48301530000000	1.15287046700000	6.85543964200000	6.90207612200000	6.88540967400000
6.91505216100000	16.49563231000000	1.15266346500000	6.91505216100000	6.90145944700000	6.88539984000000
6.97466468000000	16.49707783000000	1.15246778800000	6.97466468000000	6.90070131700000	6.88566837800000
7.03427719800000	16.55519658000000	1.15055429800000	7.03427719800000	6.90314058800000	6.88562421000000
7.09388971700000	16.60851527000000	1.14717612700000	7.09388971700000	6.90575363700000	6.88564033300000
7.15350223500000	16.63005045000000	1.14577577000000	7.15350223500000	6.90622858800000	6.88571772800000
7.21311475400000	16.62117796000000	1.14624802100000	7.21311475400000	6.90348692200000	6.88588526400000
7.27272727300000	16.61576631000000	1.14551849000000	7.27272727300000	6.90182153900000	6.88598672100000
7.33233979100000	16.61519673000000	1.14474668000000	7.33233979100000	6.90069344200000	6.88600217900000
7.39195231000000	16.62990474000000	1.14043836000000	7.39195231000000	6.89940083700000	6.88695605800000
7.45156482900000	16.62722947000000	1.13496920600000	7.45156482900000	6.89550818600000	6.88765283600000
7.51117734700000	16.62503456000000	1.13586813400000	7.51117734700000	6.89939323600000	6.88691024500000
7.57078986600000	16.62618745000000	1.13569362000000	7.57078986600000	6.89742342300000	6.88708550200000
7.63040238500000	16.62587913000000	1.13844610300000	7.63040238500000	6.89561092300000	6.88678371200000
7.69001490300000	16.60356418000000	1.13936838300000	7.69001490300000	6.89109569200000	6.88687898200000
7.74962742200000	16.60227133000000	1.13893475100000	7.74962742200000	6.88993880900000	6.88717367000000
7.80923994000000	16.61309093000000	1.13912897800000	7.80923994000000	6.89073574900000	6.88684707100000
7.86885245900000	16.61842017000000	1.13978905700000	7.86885245900000	6.88752369800000	6.88658450800000
7.92846497800000	16.62677370000000	1.14079207200000	7.92846497800000	6.88945489700000	6.88674913900000
7.98807749600000	16.63097802000000	1.14109055100000	7.98807749600000	6.88984765000000	6.88646686000000
8.04769001500000	16.63044131000000	1.14042463700000	8.04769001500000	6.89146760600000	6.88623856900000
8.10730253400000	16.63869517000000	1.14153462100000	8.10730253400000	6.89359406400000	6.88591793800000
8.16691505200000	16.63175218000000	1.14272431900000	8.16691505200000	6.89102927200000	6.88616580200000
8.22652757100000	16.63128319000000	1.14440250100000	8.22652757100000	6.89313663200000	6.88609715200000
8.28614008900000	16.64254146000000	1.14546638100000	8.28614008900000	6.89475578100000	6.88619667600000
8.34575260800000	16.62854981000000	1.14546781300000	8.34575260800000	6.89448070800000	6.88612589200000
8.40536512700000	16.64223292000000	1.14588558800000	8.40536512700000	6.89745837300000	6.88597983000000
8.46497764500000	16.63094712000000	1.14580343100000	8.46497764500000	6.89593135500000	6.88589926400000
8.52459016400000	16.64296729000000	1.14564802800000	8.52459016400000	6.90093852500000	6.88582353700000
8.58420268300000	16.66485144000000	1.14329749000000	8.58420268300000	6.89950982800000	6.88589354100000
8.64381520100000	16.71601854000000	1.13986972100000	8.64381520100000	6.89959145300000	6.88570163600000
8.70342772000000	16.75124055000000	1.13711392000000	8.70342772000000	6.90102378100000	6.88562683100000
8.76304023800000	16.76802395000000	1.13673554300000	8.76304023800000	6.90096409000000	6.88568187600000
8.82265275700000	16.77842055000000	1.13649253200000	8.82265275700000	6.90132192900000	6.88571245000000
8.88226527600000	16.79276289000000	1.13688743900000	8.88226527600000	6.90192696800000	6.88555567800000
8.94187779400000	16.79328866000000	1.13697937900000	8.94187779400000	6.90333624800000	6.88572247800000
9.00149031300000	16.79524464000000	1.13712235300000	9.00149031300000	6.90562006300000	6.88549832000000
9.06110283200000	16.78047452000000	1.13667154700000	9.06110283200000	6.90389119900000	6.88529580800000
9.12071535000000	16.79576517000000	1.13676336200000	9.12071535000000	6.90382279700000	6.88542470200000
9.18032786900000	16.78899912000000	1.13726961000000	9.18032786900000	6.90293828200000	6.88531080300000
9.23994038700000	16.78477305000000	1.13494868700000	9.23994038700000	6.90111255100000	6.88553752100000
9.29955290600000	16.82088898000000	1.13225107100000	9.29955290600000	6.90459528100000	6.88532241900000
9.35916542500000	16.84607708000000	1.13087251500000	9.35916542500000	6.90278271400000	6.88552981900000
9.41877794300000	16.86628829000000	1.13009756000000	9.41877794300000	6.90216824400000	6.88572922300000
9.47839046200000	16.87903508000000	1.13072893400000	9.47839046200000	6.90128378700000	6.88550747700000
9.53800298100000	16.92270198000000	1.12700095700000	9.53800298100000	6.90178539500000	6.88544543100000
9.59761549900000	16.93346115000000	1.12718580700000	9.59761549900000	6.90128539400000	6.88557408300000
9.65722801800000	16.93763320000000	1.12666060100000	9.65722801800000	6.90108647500000	6.88546096600000
9.71684053700000	16.99008646000000	1.12288234800000	9.71684053700000	6.90260962300000	6.88551573900000
9.77645305500000	17.01151206000000	1.12193357100000	9.77645305500000	6.90108201200000	6.88559627700000
9.83606557400000	17.01903583000000	1.12137557200000	9.83606557400000	6.90184456300000	6.88566057600000
9.89567809200000	17.03455221000000	1.11967079200000	9.89567809200000	6.90206647500000	6.88558452100000
9.95529061100000	17.05970433000000	1.11932010900000	9.95529061100000	6.90177177000000	6.88563520100000
10.01490313000000	17.06902808000000	1.11846537700000	10.01490313000000	6.90261686600000	6.88559395500000
10.07451565000000	17.08668003000000	1.11774805600000	10.07451565000000	6.90369788200000	6.88556871400000
10.13412817000000	17.08619925000000	1.11804223800000	10.13412817000000	6.90391047800000	6.88551657200000
10.19374069000000	17.09006433000000	1.11835596300000	10.19374069000000	6.90334243200000	6.88554707000000
10.25335320000000	17.08994157000000	1.11926399400000	10.25335320000000	6.90393820400000	6.88557819500000
10.31296572000000	17.08870965000000	1.11915073800000	10.31296572000000	6.90343513000000	6.88548801600000
10.37257824000000	17.10225661000000	1.11749061800000	10.37257824000000	6.90332732500000	6.88555563900000
10.43219076000000	17.14677173000000	1.11639330200000	10.43219076000000	6.90521436100000	6.88548530700000
10.49180328000000	17.14850535000000	1.11603802500000	10.49180328000000	6.90476530300000	6.88567792600000
10.55141580000000	17.14463098000000	1.11601049200000	10.55141580000000	6.90411060500000	6.88552371600000
10.61102832000000	17.13724421000000	1.11573348900000	10.61102832000000	6.90230385500000	6.88559467900000
10.67064083000000	17.14119548000000	1.11540753200000	10.67064083000000	6.90245715100000	6.88551193800000
