mass_B			ExtMarker		
t	x	y	t	x	y
0	30.44652997	0	0	1.535617588	0
0.02547576	30.44624002	0	0.02547576	1.526540722	0
0.05095152	30.44508519	0	0.05095152	1.501416069	0
0.076427279	30.44111168	0	0.076427279	1.466439221	0
0.101903039	30.43118099	0	0.101903039	1.451680195	0
0.127378799	30.41486801	0	0.127378799	1.43065807	0
0.152854559	30.35555058	0	0.152854559	1.453694257	0
0.178330319	30.33079754	0	0.178330319	1.462068171	0
0.203806079	30.27701171	0	0.203806079	1.453604331	0
0.229281838	30.22359654	0	0.229281838	1.460311109	0
0.254757598	30.127444	0	0.254757598	1.461038981	0
0.280233358	30.06021909	0	0.280233358	1.451101157	0
0.305709118	29.97306566	0	0.305709118	1.408486279	0
0.331184878	29.94541539	0	0.331184878	1.381553243	0
0.356660637	29.91027343	0	0.356660637	1.381578003	0
0.382136397	29.85618025	0	0.382136397	1.382843635	0
0.407612157	29.8468456	0	0.407612157	1.382142827	0
0.433087917	29.81853295	0	0.433087917	1.37818367	0
0.458563677	29.77203296	0	0.458563677	1.364385069	0
0.484039437	29.73488645	0	0.484039437	1.364989799	0
0.509515196	29.6838902	0	0.509515196	1.371425148	0
0.534990956	29.63520146	0	0.534990956	1.360464634	0
0.560466716	29.59492883	0	0.560466716	1.354510547	0
0.585942476	29.5614716	0	0.585942476	1.344770933	0
0.611418236	29.52911775	0	0.611418236	1.307659164	0
0.636893995	29.52097958	0	0.636893995	1.304290345	0
0.662369755	29.48913768	0	0.662369755	1.303569324	0
0.687845515	29.48376295	0	0.687845515	1.294866492	0
0.713321275	29.48446663	0	0.713321275	1.297657049	0
0.738797035	29.47335513	0	0.738797035	1.297279581	0
0.764272794	29.47626266	0	0.764272794	1.29950455	0
0.789748554	29.47913151	0	0.789748554	1.306479344	0
0.815224314	29.48492124	0	0.815224314	1.304749414	0
0.840700074	29.48611802	0	0.840700074	1.297525959	0
0.866175834	29.48659489	0	0.866175834	1.300372187	0
0.891651594	29.48354741	0	0.891651594	1.312411983	0
0.917127353	29.4879487	0	0.917127353	1.319307644	0
0.942603113	29.50175603	0	0.942603113	1.327019739	0
0.968078873	29.62323447	0	0.968078873	1.385366366	0
0.993554633	29.67500902	0	0.993554633	1.419813283	0
1.019030393	29.85092245	0	1.019030393	1.375365223	0
1.044506152	29.87937335	0	1.044506152	1.381458609	0
1.069981912	29.90469629	0	1.069981912	1.40622081	0
1.095457672	29.92346244	0	1.095457672	1.410442241	0
1.120933432	29.93089949	0	1.120933432	1.408995782	0
1.146409192	29.9178003	0	1.146409192	1.40162136	0
1.171884951	29.90625199	0	1.171884951	1.396876982	0
1.197360711	29.90862109	0	1.197360711	1.391877129	0
1.222836471	29.896468	0	1.222836471	1.375601299	0
1.248312231	29.91133512	0	1.248312231	1.368557912	0
1.273787991	29.91650865	0	1.273787991	1.371777446	0
1.299263751	29.92237335	0	1.299263751	1.375700643	0
1.32473951	29.92543887	0	1.32473951	1.382838425	0
1.35021527	29.92845158	0	1.35021527	1.386775398	0
1.37569103	29.92980769	0	1.37569103	1.388383892	0
1.40116679	29.93273798	0	1.40116679	1.389273453	0
1.42664255	29.93140384	0	1.42664255	1.389327501	0
1.452118309	29.93174648	0	1.452118309	1.391704796	0
1.477594069	29.93332796	0	1.477594069	1.391948859	0
1.503069829	29.93759551	0	1.503069829	1.392821015	0
1.528545589	29.93771718	0	1.528545589	1.397275385	0
1.554021349	29.93763288	0	1.554021349	1.403682933	0
1.579497109	29.93747991	0	1.579497109	1.399184485	0
1.604972868	29.93897197	0	1.604972868	1.402680045	0
1.630448628	29.93640271	0	1.630448628	1.400191918	0
1.655924388	29.93902406	0	1.655924388	1.368609008	0
1.681400148	29.93574165	0	1.681400148	1.370682903	0
1.706875908	29.94676297	0	1.706875908	1.381739508	0
1.732351667	29.94435707	0	1.732351667	1.388411534	0
1.757827427	29.94245963	0	1.757827427	1.394961723	0
1.783303187	29.9449768	0	1.783303187	1.399036575	0
1.808778947	29.94556708	0	1.808778947	1.400841708	0
1.834254707	29.94951357	0	1.834254707	1.396881702	0
1.859730466	29.9837215	0	1.859730466	1.393453801	0
1.885206226	30.00612316	0	1.885206226	1.39017869	0
1.910681986	29.98488972	0	1.910681986	1.385601237	0
1.936157746	29.93883568	0	1.936157746	1.370464403	0
1.961633506	29.90810485	0	1.961633506	1.340350943	0
