mass_B			mass_A		
t	x	y	t	x	y
0	34.89348037	0	0	20.13702073	0
0.059612519	34.88817643	0	0.059612519	20.13571684	0
0.119225037	34.8808083	0	0.119225037	20.13342912	0
0.178837556	34.8876631	0	0.178837556	20.1348029	0
0.238450075	34.89153054	0	0.238450075	20.13245238	0
0.298062593	34.88955005	0	0.298062593	20.12891606	0
0.357675112	34.89084177	0	0.357675112	20.12374945	0
0.41728763	34.89037853	0	0.41728763	20.12647913	0
0.476900149	34.88971272	0	0.476900149	20.12665338	0
0.536512668	34.88827339	0	0.536512668	20.11441746	0
0.596125186	34.89023962	0	0.596125186	20.07089799	0
0.655737705	34.8799741	0	0.655737705	20.03494819	0
0.715350224	34.8172153	0	0.715350224	20.01440028	0
0.774962742	34.7638985	0	0.774962742	19.96005901	0
0.834575261	34.70065659	0	0.834575261	19.84750447	0
0.894187779	34.59620844	0	0.894187779	19.58961698	0
0.953800298	34.55602749	0	0.953800298	19.3592622	0
1.013412817	34.48374878	0	1.013412817	19.13989648	0
1.073025335	34.24319874	0	1.073025335	18.91619831	0
1.132637854	34.24202349	0	1.132637854	18.88251948	0
1.192250373	34.27322691	0	1.192250373	18.77191098	0
1.251862891	34.35504151	0	1.251862891	18.69580181	0
1.31147541	34.36576728	0	1.31147541	18.68233894	0
1.371087928	34.34225205	0	1.371087928	18.70052424	0
1.430700447	34.36062597	0	1.430700447	18.69762593	0
1.490312966	34.30070844	0	1.490312966	18.69237059	0
1.549925484	34.21316228	0	1.549925484	18.70015773	0
1.609538003	34.1002963	0	1.609538003	18.68111472	0
1.669150522	34.00775387	0	1.669150522	18.66872496	0
1.72876304	33.96128682	0	1.72876304	18.61043195	0
1.788375559	33.87186046	0	1.788375559	18.60779089	0
1.847988077	33.83742442	0	1.847988077	18.62171205	0
1.907600596	33.8275938	0	1.907600596	18.62046252	0
1.967213115	33.80986186	0	1.967213115	18.6032933	0
2.026825633	33.81380862	0	2.026825633	18.60496446	0
2.086438152	33.83079782	0	2.086438152	18.6192964	0
2.146050671	33.83027394	0	2.146050671	18.60588459	0
2.205663189	33.69321919	0	2.205663189	18.61374453	0
2.265275708	33.71793426	0	2.265275708	18.58472812	0
2.324888227	33.72695465	0	2.324888227	18.55751742	0
2.384500745	33.72940963	0	2.384500745	18.56009437	0
2.444113264	33.71982556	0	2.444113264	18.55177667	0
2.503725782	33.71243748	0	2.503725782	18.54995925	0
2.563338301	33.68902904	0	2.563338301	18.5482186	0
2.62295082	33.67311164	0	2.62295082	18.54865221	0
2.682563338	33.60968358	0	2.682563338	18.54836583	0
2.742175857	33.56854363	0	2.742175857	18.54202186	0
2.801788376	33.5447891	0	2.801788376	18.5342699	0
2.861400894	33.54550068	0	2.861400894	18.54368105	0
2.921013413	33.53096367	0	2.921013413	18.54440501	0
2.980625931	33.50579205	0	2.980625931	18.53125888	0
3.04023845	33.4917853	0	3.04023845	18.52593615	0
3.099850969	33.47878337	0	3.099850969	18.49183759	0
3.159463487	33.48538989	0	3.159463487	18.48020903	0
3.219076006	33.49541245	0	3.219076006	18.47425565	0
3.278688525	33.48345187	0	3.278688525	18.46639386	0
3.338301043	33.47970194	0	3.338301043	18.4625533	0
3.397913562	33.48175977	0	3.397913562	18.47484833	0
3.45752608	33.45558409	0	3.45752608	18.47167162	0
3.517138599	33.45567271	0	3.517138599	18.47465414	0
3.576751118	33.40633262	0	3.576751118	18.47700714	0
3.636363636	33.34457379	0	3.636363636	18.47926043	0
3.695976155	33.22303868	0	3.695976155	18.4806315	0
3.755588674	33.15932489	0	3.755588674	18.47608747	0
3.815201192	33.05547243	0	3.815201192	18.47195627	0
3.874813711	33.09485645	0	3.874813711	18.47161311	0
3.93442623	33.06387324	0	3.93442623	18.4754096	0
3.994038748	33.08084674	0	3.994038748	18.47647217	0
4.053651267	33.07046674	0	4.053651267	18.4730381	0
4.113263785	33.07511658	0	4.113263785	18.46914158	0
4.172876304	33.05947157	0	4.172876304	18.4751058	0
4.232488823	33.00240886	0	4.232488823	18.47196276	0
4.292101341	32.94673661	0	4.292101341	18.4720597	0
