mass_B			mass_A		
t	x	y	t	x	y
0	29.21272862	0	0	22.46005231	0
0.059612519	29.21324409	0	0.059612519	22.45956792	0
0.119225037	29.21277795	0	0.119225037	22.46005739	0
0.178837556	29.21507286	0	0.178837556	22.45924514	0
0.238450075	29.21213897	0	0.238450075	22.45832534	0
0.298062593	29.20215992	0	0.298062593	22.45178063	0
0.357675112	29.16067392	0	0.357675112	22.44255324	0
0.41728763	29.08763238	0	0.41728763	22.41817231	0
0.476900149	29.0471353	0	0.476900149	22.38054324	0
0.536512668	29.03708929	0	0.536512668	22.37412202	0
0.596125186	29.08366885	0	0.596125186	22.32342765	0
0.655737705	29.03840852	0	0.655737705	22.29358459	0
0.715350224	28.94818477	0	0.715350224	22.27041333	0
0.774962742	28.98534299	0	0.774962742	22.21241968	0
0.834575261	28.97570789	0	0.834575261	22.18943395	0
0.894187779	28.92296412	0	0.894187779	22.12610143	0
0.953800298	28.93209119	0	0.953800298	22.09581969	0
1.013412817	28.9154663	0	1.013412817	22.08304128	0
1.073025335	28.89812529	0	1.073025335	22.0780977	0
1.132637854	28.9072418	0	1.132637854	22.08028564	0
1.192250373	28.91280225	0	1.192250373	22.08173677	0
1.251862891	28.92791893	0	1.251862891	22.08699618	0
1.31147541	28.92544492	0	1.31147541	22.08450127	0
1.371087928	28.88158102	0	1.371087928	22.08992702	0
1.430700447	28.90531641	0	1.430700447	22.0923581	0
1.490312966	28.89833257	0	1.490312966	22.09748617	0
1.549925484	28.89185522	0	1.549925484	22.09569736	0
1.609538003	28.86088402	0	1.609538003	22.08951229	0
1.669150522	28.76747665	0	1.669150522	22.08273429	0
1.72876304	28.7321615	0	1.72876304	22.07402671	0
1.788375559	28.72717723	0	1.788375559	22.07763642	0
1.847988077	28.72419964	0	1.847988077	22.07834792	0
1.907600596	28.7454635	0	1.907600596	22.08587408	0
1.967213115	28.75159943	0	1.967213115	22.0880266	0
2.026825633	28.75428203	0	2.026825633	22.09259166	0
2.086438152	28.75405953	0	2.086438152	22.09453102	0
2.146050671	28.7483044	0	2.146050671	22.09396472	0
2.205663189	28.75177009	0	2.205663189	22.09833408	0
2.265275708	28.75268052	0	2.265275708	22.09901177	0
2.324888227	28.75111585	0	2.324888227	22.10279782	0
2.384500745	28.75199583	0	2.384500745	22.10054533	0
2.444113264	28.751897	0	2.444113264	22.09743569	0
2.503725782	28.75024985	0	2.503725782	22.09835529	0
2.563338301	28.74418158	0	2.563338301	22.09611384	0
2.62295082	28.73708449	0	2.62295082	22.09446378	0
2.682563338	28.73047948	0	2.682563338	22.09221501	0
2.742175857	28.73292087	0	2.742175857	22.09013631	0
2.801788376	28.71965125	0	2.801788376	22.09095902	0
2.861400894	28.70098402	0	2.861400894	22.08908761	0
2.921013413	28.68543222	0	2.921013413	22.09303335	0
2.980625931	28.67493197	0	2.980625931	22.09368113	0
3.04023845	28.66923656	0	3.04023845	22.09362041	0
3.099850969	28.6610636	0	3.099850969	22.08986631	0
3.159463487	28.66028077	0	3.159463487	22.09093466	0
3.219076006	28.65041351	0	3.219076006	22.08835563	0
3.278688525	28.6607449	0	3.278688525	22.08931602	0
3.338301043	28.65757049	0	3.338301043	22.08885862	0
3.397913562	28.65927624	0	3.397913562	22.08862368	0
3.45752608	28.65632266	0	3.45752608	22.08945832	0
3.517138599	28.65610351	0	3.517138599	22.086806	0
3.576751118	28.656699	0	3.576751118	22.0881648	0
3.636363636	28.65594881	0	3.636363636	22.08684579	0
3.695976155	28.6100455	0	3.695976155	22.07657486	0
3.755588674	28.5490101	0	3.755588674	22.06641235	0
3.815201192	28.52240185	0	3.815201192	22.06540639	0
3.874813711	28.5215445	0	3.874813711	22.06919747	0
3.93442623	28.52756479	0	3.93442623	22.07688689	0
3.994038748	28.54036093	0	3.994038748	22.08073719	0
4.053651267	28.55391613	0	4.053651267	22.08727318	0
4.113263785	28.59015215	0	4.113263785	22.08935377	0
4.172876304	28.60932444	0	4.172876304	22.09197533	0
4.232488823	28.64451857	0	4.232488823	22.09449847	0
4.292101341	28.65180131	0	4.292101341	22.09665945	0
4.35171386	28.66359177	0	4.35171386	22.09548161	0
4.411326379	28.61828555	0	4.411326379	22.08989485	0
4.470938897	28.59196244	0	4.470938897	22.08679332	0
4.530551416	28.59763421	0	4.530551416	22.08747219	0
4.590163934	28.58639032	0	4.590163934	22.08738799	0
4.649776453	28.58814478	0	4.649776453	22.08649792	0
