mass_B			ExtMarker		
t	x	y	t	x	y
0	112.5227701	0	0	43.460198	0
0.018682509	112.5292806	0	0.018682509	43.46237815	0
0.037365019	112.5244499	0	0.037365019	43.46509508	0
0.056047528	112.5229655	0	0.056047528	43.46389813	0
0.074730038	112.5228255	0	0.074730038	43.46572518	0
0.093412547	112.521712	0	0.093412547	43.46351863	0
0.112095057	112.5213779	0	0.112095057	43.46448069	0
0.130777566	112.5231633	0	0.130777566	43.46325703	0
0.149460076	112.5214982	0	0.149460076	43.46310664	0
0.168142585	112.5242147	0	0.168142585	43.46191673	0
0.186825094	112.5211352	0	0.186825094	43.45931335	0
0.205507604	112.5229943	0	0.205507604	43.46348299	0
0.224190113	112.5217234	0	0.224190113	43.47406907	0
0.242872623	112.5180438	0	0.242872623	43.46837809	0
0.261555132	112.5230479	0	0.261555132	43.46338663	0
0.280237642	112.5201092	0	0.280237642	43.46363384	0
0.298920151	112.5246119	0	0.298920151	43.46271432	0
0.31760266	112.5233338	0	0.31760266	43.47243055	0
0.33628517	112.5237216	0	0.33628517	43.46917581	0
0.354967679	112.5217938	0	0.354967679	43.46162008	0
0.373650189	112.5202396	0	0.373650189	43.46799755	0
0.392332698	112.5174641	0	0.392332698	43.46805297	0
0.411015208	112.5239377	0	0.411015208	43.46018476	0
0.429697717	112.5220027	0	0.429697717	43.46749741	0
0.448380226	112.5234573	0	0.448380226	43.46440862	0
0.467062736	112.5199753	0	0.467062736	43.45828864	0
0.485745245	112.5222342	0	0.485745245	43.45620796	0
0.504427755	112.5221378	0	0.504427755	43.45519692	0
0.523110264	112.5271049	0	0.523110264	43.46335389	0
0.541792774	112.5283809	0	0.541792774	43.46440883	0
0.560475283	112.5350311	0	0.560475283	43.46922704	0
0.579157793	112.5331824	0	0.579157793	43.46754831	0
0.597840302	112.5316441	0	0.597840302	43.46825997	0
0.616522811	112.5308717	0	0.616522811	43.46650417	0
0.635205321	112.5316627	0	0.635205321	43.46408548	0
0.65388783	112.5288175	0	0.65388783	43.4679669	0
0.67257034	112.533018	0	0.67257034	43.46418544	0
0.691252849	112.5363503	0	0.691252849	43.4825234	0
0.709935359	112.5318838	0	0.709935359	43.47179283	0
0.728617868	112.5280385	0	0.728617868	43.46282925	0
0.747300377	112.5287145	0	0.747300377	43.46672594	0
0.765982887	112.5308046	0	0.765982887	43.46204836	0
0.784665396	112.5332727	0	0.784665396	43.46518542	0
0.803347906	112.535975	0	0.803347906	43.47066469	0
0.822030415	112.5331788	0	0.822030415	43.46432769	0
0.840712925	112.5262731	0	0.840712925	43.46031851	0
0.859395434	112.5279991	0	0.859395434	43.46199445	0
0.878077943	112.5301226	0	0.878077943	43.45992818	0
0.896760453	112.5307678	0	0.896760453	43.46519011	0
0.915442962	112.5352262	0	0.915442962	43.46356236	0
0.934125472	112.5326115	0	0.934125472	43.46377069	0
0.952807981	112.5368616	0	0.952807981	43.46344281	0
0.971490491	112.5381545	0	0.971490491	43.46437536	0
0.990173	112.5341826	0	0.990173	43.46425322	0
1.008855509	112.5282744	0	1.008855509	43.46391182	0
1.027538019	112.53413	0	1.027538019	43.4612193	0
1.046220528	112.5306825	0	1.046220528	43.46931758	0
1.064903038	112.5294902	0	1.064903038	43.46433432	0
1.083585547	112.5280281	0	1.083585547	43.46270542	0
1.102268057	112.5282307	0	1.102268057	43.46899789	0
1.120950566	112.5304781	0	1.120950566	43.46172201	0
1.139633076	112.5369105	0	1.139633076	43.46620704	0
1.158315585	112.5297995	0	1.158315585	43.46715962	0
1.176998094	112.532759	0	1.176998094	43.47456096	0
1.195680604	112.5328259	0	1.195680604	43.47447036	0
1.214363113	112.5342629	0	1.214363113	43.46938278	0
1.233045623	112.5309927	0	1.233045623	43.46578598	0
1.251728132	112.526966	0	1.251728132	43.47017675	0
1.270410642	112.5300087	0	1.270410642	43.47103487	0
1.289093151	112.5308644	0	1.289093151	43.47118924	0
1.30777566	112.5273412	0	1.30777566	43.46777661	0
1.32645817	112.5258422	0	1.32645817	43.46538455	0
1.345140679	112.5266809	0	1.345140679	43.46994968	0
1.363823189	112.5297782	0	1.363823189	43.46631957	0
1.382505698	112.5313995	0	1.382505698	43.46821369	0
1.401188208	112.5293562	0	1.401188208	43.46477879	0
1.419870717	112.5284387	0	1.419870717	43.47284552	0
1.438553226	112.5323163	0	1.438553226	43.47271577	0
1.457235736	112.5318325	0	1.457235736	43.47569387	0
1.475918245	112.5251052	0	1.475918245	43.47698072	0
1.494600755	112.5132057	0	1.494600755	43.47105371	0
1.513283264	112.4833948	0	1.513283264	43.45754512	0
1.531965774	112.4734513	0	1.531965774	43.44684196	0
1.550648283	112.4692722	0	1.550648283	43.43550458	0
1.569330793	112.465354	0	1.569330793	43.44602773	0
1.588013302	112.4829895	0	1.588013302	43.44677811	0
1.606695811	112.5055471	0	1.606695811	43.46123873	0
1.625378321	112.5068568	0	1.625378321	43.46652431	0
1.64406083	112.477462	0	1.64406083	43.44880809	0
1.66274334	112.4655857	0	1.66274334	43.44164961	0
1.681425849	112.3616051	0	1.681425849	43.42973219	0
1.700108359	112.2240685	0	1.700108359	43.43030231	0
1.718790868	112.2037016	0	1.718790868	43.42958835	0
1.737473377	112.2224964	0	1.737473377	43.43482915	0
1.756155887	112.2263946	0	1.756155887	43.44359801	0
1.774838396	112.2356351	0	1.774838396	43.4546052	0
1.793520906	112.2555356	0	1.793520906	43.47668457	0
1.812203415	112.2671772	0	1.812203415	43.49669783	0
1.830885925	112.2710731	0	1.830885925	43.591134	0
1.849568434	112.2975613	0	1.849568434	43.78602933	0
1.868250943	112.3088842	0	1.868250943	43.72418718	0
1.886933453	112.2997051	0	1.886933453	43.71301111	0
1.905615962	112.2931774	0	1.905615962	43.71755495	0
1.924298472	112.3020669	0	1.924298472	43.72183615	0
1.942980981	112.2802117	0	1.942980981	43.70680454	0
1.961663491	112.2320179	0	1.961663491	43.68237716	0
1.980346	112.2219378	0	1.980346	43.64225217	0
1.99902851	112.2156487	0	1.99902851	43.61871898	0
2.017711019	112.1828898	0	2.017711019	43.59200805	0
2.036393528	112.0320856	0	2.036393528	43.62530441	0
2.055076038	111.9432735	0	2.055076038	43.64300843	0
2.073758547	111.7861501	0	2.073758547	43.53298291	0
2.092441057	111.7359465	0	2.092441057	43.40607279	0
2.111123566	111.7125322	0	2.111123566	43.36878562	0
2.129806076	111.5987059	0	2.129806076	43.35303732	0
2.148488585	111.4606991	0	2.148488585	43.36702288	0
2.167171094	111.312947	0	2.167171094	43.28840975	0
2.185853604	111.229954	0	2.185853604	43.16506427	0
2.204536113	111.1464741	0	2.204536113	43.09221743	0
2.223218623	111.0545185	0	2.223218623	43.02661612	0
2.241901132	110.9843065	0	2.241901132	42.97842733	0
2.260583642	110.9402738	0	2.260583642	42.97142697	0
2.279266151	110.8800899	0	2.279266151	42.93731613	0
2.29794866	110.7646204	0	2.29794866	42.92628679	0
2.31663117	110.7050217	0	2.31663117	42.90580612	0
2.335313679	110.665525	0	2.335313679	42.87361415	0
2.353996189	110.5807928	0	2.353996189	42.85169783	0
2.372678698	110.3475591	0	2.372678698	42.69083534	0
2.391361208	110.1250032	0	2.391361208	42.534845	0
2.410043717	110.0177933	0	2.410043717	42.43457426	0
2.428726227	109.82673	0	2.428726227	42.3295886	0
2.447408736	109.6846627	0	2.447408736	42.2403001	0
2.466091245	109.4425398	0	2.466091245	42.17648946	0
2.484773755	109.2615927	0	2.484773755	42.16153001	0
2.503456264	109.2053962	0	2.503456264	42.16753549	0
2.522138774	109.0784797	0	2.522138774	42.16634319	0
2.540821283	109.0419411	0	2.540821283	42.18759501	0
2.559503793	109.0095869	0	2.559503793	42.18545083	0
2.578186302	109.0482146	0	2.578186302	42.17954542	0
2.596868811	109.1286501	0	2.596868811	42.22335302	0
2.615551321	109.3401576	0	2.615551321	42.22543574	0
2.63423383	109.4012875	0	2.63423383	42.239566	0
2.65291634	109.3592137	0	2.65291634	42.23532282	0
2.671598849	109.3521003	0	2.671598849	42.2396273	0
2.690281359	109.3414119	0	2.690281359	42.24071949	0
2.708963868	109.3425007	0	2.708963868	42.23951522	0
2.727646377	109.3295723	0	2.727646377	42.24147857	0
2.746328887	109.3033173	0	2.746328887	42.22086382	0
2.765011396	109.2926612	0	2.765011396	42.22320994	0
2.783693906	109.3149919	0	2.783693906	42.22647999	0
2.802376415	109.3283156	0	2.802376415	42.22932704	0
2.821058925	109.3221768	0	2.821058925	42.2280951	0
2.839741434	109.3207619	0	2.839741434	42.22609893	0
2.858423944	109.330325	0	2.858423944	42.23212201	0
2.877106453	109.3359059	0	2.877106453	42.22902387	0
2.895788962	109.3297068	0	2.895788962	42.22271214	0
2.914471472	109.2633876	0	2.914471472	42.20544564	0
2.933153981	109.1312714	0	2.933153981	42.1932025	0
2.951836491	109.0144554	0	2.951836491	42.16909948	0
2.970519	108.9777715	0	2.970519	42.18164372	0
2.98920151	108.8261436	0	2.98920151	42.12260862	0
3.007884019	108.7390614	0	3.007884019	42.12535944	0
3.026566528	108.7588674	0	3.026566528	42.14663597	0
3.045249038	108.8051968	0	3.045249038	42.18237197	0
3.063931547	108.8196818	0	3.063931547	42.19964301	0
3.082614057	108.8262429	0	3.082614057	42.20105188	0
3.101296566	108.8682069	0	3.101296566	42.21566288	0
3.119979076	108.8843059	0	3.119979076	42.22463222	0
3.138661585	108.8707062	0	3.138661585	42.21787034	0
3.157344094	108.8621509	0	3.157344094	42.22439904	0
