mass_C			mass_A		
t	x	y	t	x	y
0.00000000000000	24.71909725000000	-1.26505103700000	0.00000000000000	3.16453710200000	3.44762210800000
0.06128577557000	24.73953737000000	-1.26416253200000	0.06128577557000	3.16184795900000	3.44643602900000
0.12257155110000	24.78767327000000	-1.26434819300000	0.12257155110000	3.16213343400000	3.44605492600000
0.18385732670000	24.84425138000000	-1.26221172900000	0.18385732670000	3.16111590500000	3.44665674300000
0.24514310230000	24.91092812000000	-1.25911500300000	0.24514310230000	3.16134614700000	3.44658697900000
0.30642887790000	24.99810739000000	-1.25707381200000	0.30642887790000	3.16228780200000	3.44611436100000
0.36771465340000	25.06849043000000	-1.25444361000000	0.36771465340000	3.16191295300000	3.44633722100000
0.42900042900000	25.17036354000000	-1.25559143300000	0.42900042900000	3.16195542100000	3.44635268000000
0.49028620460000	25.22959983000000	-1.25374860400000	0.49028620460000	3.16239629700000	3.44626052000000
0.55157198010000	25.31700444000000	-1.24975161100000	0.55157198010000	3.16324024800000	3.44660116700000
0.61285775570000	25.39399053000000	-1.24825397600000	0.61285775570000	3.16079233000000	3.44673572800000
0.67414353130000	25.41130307000000	-1.25101050200000	0.67414353130000	3.15541690800000	3.44675314800000
0.73542930690000	25.44100512000000	-1.25084240500000	0.73542930690000	3.14893922200000	3.44690897000000
0.79671508240000	25.49289554000000	-1.25089433000000	0.79671508240000	3.14581896500000	3.44704271700000
0.85800085800000	25.54529002000000	-1.25105914900000	0.85800085800000	3.14527734100000	3.44733989100000
0.91928663360000	25.56093822000000	-1.24879775800000	0.91928663360000	3.14708761100000	3.44734135200000
0.98057240910000	25.62537600000000	-1.24635206600000	0.98057240910000	3.14409155100000	3.44728858200000
1.04185818500000	25.63787384000000	-1.25089873400000	1.04185818500000	3.14207637700000	3.44745791000000
1.10314396000000	25.68943485000000	-1.24671691000000	1.10314396000000	3.14538059000000	3.44707190200000
1.16442973600000	25.76543170000000	-1.24444842600000	1.16442973600000	3.14717758700000	3.44708659500000
1.22571551100000	25.83625894000000	-1.24289215300000	1.22571551100000	3.15018743500000	3.44710360400000
1.28700128700000	25.89431464000000	-1.24201975700000	1.28700128700000	3.15145826300000	3.44754873800000
1.34828706300000	25.95161981000000	-1.24248386900000	1.34828706300000	3.14803353800000	3.44726489900000
1.40957283800000	26.03806995000000	-1.24008238000000	1.40957283800000	3.15098356500000	3.44719724300000
1.47085861400000	26.11163799000000	-1.23863035300000	1.47085861400000	3.15320561300000	3.44734834600000
1.53214438900000	26.19151042000000	-1.23473698600000	1.53214438900000	3.15243597400000	3.44736157200000
1.59343016500000	26.29206583000000	-1.23461201600000	1.59343016500000	3.15639814200000	3.44744294000000
1.65471594000000	26.37532173000000	-1.23332252600000	1.65471594000000	3.15672776100000	3.44790810900000
1.71600171600000	26.43880384000000	-1.23054977700000	1.71600171600000	3.15675529500000	3.44774800500000
1.77728749200000	26.48717693000000	-1.23310337400000	1.77728749200000	3.15443991800000	3.44796697300000
