"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
10.5447	0.0669341	0.163369	0.192256	-0.0879009	0.116788	0.0646887	0.248215	-0.0465936	-2.40658	-12.8175	-11.7494	-13.4279	-13.1225	-0.0258282	-84.2375		
10.5453	0.0669341	0.163369	-0.112926	-0.0879009	0.116788	0.0646887	-0.0569624	0.25859	-2.40658	-12.3595	-11.9017	-12.97	-12.8175	-0.0258282	-62.1067		
10.546	0.0669341	0.163369	-0.112926	-0.0879009	-0.188406	0.0646887	-0.0569624	-0.0465936	-2.40019	-12.3595	-11.9017	-13.1227	-12.665	-0.0258282	-55.69		
10.5467	-0.238233	-0.141814	-0.112926	-0.0879009	-0.188406	-0.240481	-0.36214	-0.0465936	-2.40019	-12.512	-11.9017	-13.5805	-12.97	-0.0259896	-65.6195		
10.5473	-0.238233	-0.141814	-0.112926	-0.0879009	-0.188406	-0.240481	-0.0569624	-0.0465936	-2.40658	-12.665	-11.9017	-13.5805	-13.2751	-0.0258282	-60.8889		
10.548	0.0669341	0.163369	0.192256	0.217291	0.116788	0.0646887	-0.0569624	0.25859	-2.40658	-12.97	-11.5967	-13.1227	-12.97	-0.0256667	-61.1934		
10.5487	-0.238233	-0.141814	-0.112926	-0.0879009	-0.188406	-0.240481	-0.36214	-0.0465936	-2.40658	-12.97	-11.9017	-12.97	-12.97	-0.026151	-61.6383		
10.5493	-0.238233	-0.446974	-0.418085	-0.393072	-0.493577	-0.240481	-0.36214	-0.351758	-2.40658	-12.8175	-12.2072	-13.1227	-13.1225	-0.0263125	-61.8023		
10.55	-0.238233	-0.141814	-0.418085	-0.0879009	-0.188406	-0.240481	-0.36214	-0.351758	-2.40658	-12.665	-12.0545	-13.2753	-12.97	-0.0263125	-61.8023		
10.5507	-0.238233	-0.446974	-0.112926	-0.393072	-0.188406	-0.240481	-0.36214	-0.351758	-2.40658	-12.97	-11.7494	-13.1227	-12.665	-0.0264739	-61.6383		
10.5513	0.0669341	-0.141814	-0.112926	-0.0879009	-0.188406	-0.240481	-0.0569624	-0.0465936	-2.41296	-13.1225	-11.9017	-13.1227	-12.665	-0.0263125	-61.3339		
10.552	0.0669341	0.163369	-0.112926	0.217291	0.116788	-0.240481	-0.0569624	-0.0465936	-2.41843	-13.1225	-12.3595	-13.5805	-13.2751	-0.0264739	-61.6383		
10.5527	0.0669341	0.163369	-0.112926	0.217291	0.421958	0.0646887	-0.0569624	0.25859	-2.41296	-13.2751	-12.3595	-13.4279	-13.2751	-0.026151	-61.9428		
10.5533	0.0669341	0.163369	0.192256	0.217291	0.421958	0.369879	0.248215	0.25859	-2.40658	-13.1225	-11.9017	-13.5805	-12.97	-0.026151	-61.6383		
10.554	0.0669341	0.163369	0.192256	-0.0879009	0.116788	0.0646887	-0.0569624	-0.0465936	-2.40658	-13.2751	-12.3595	-14.038	-13.2751	-0.0267967	-61.6383		
10.5547	0.0669341	-0.141814	-0.112926	-0.0879009	-0.188406	-0.240481	-0.36214	-0.351758	-2.40658	-13.4276	-12.6646	-13.7327	-13.5805	-0.0270389	-62.1067		
