"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
9.6607	0.0834138	-0.133459	-0.11719	-0.158887	-0.18412	-0.0286882	0.0805664	0.0215608	0.630879	-12.8176	-11.5965	-12.9698	-12.5122	0.0128076	-28.5243		
9.6613	0.0834138	0.171707	0.187996	0.146281	0.121059	-0.0286882	0.0805664	0.0215608	0.636994	-12.3595	-11.4441	-13.1224	-12.6649	0.0123615	-77.2128		
9.662	-0.221761	-0.133459	-0.11719	-0.158887	-0.18412	-0.0286882	-0.224609	0.0215608	0.636994	-12.0544	-11.4441	-12.8172	-12.5122	0.012489	-47.9088		
9.6627	-0.221761	-0.133459	-0.11719	-0.158887	-0.18412	-0.0286882	-0.224609	0.0215608	0.636994	-12.3595	-11.7494	-12.8172	-12.3596	0.0128076	-60.1242		
9.6633	0.0834138	0.171707	0.187996	0.146281	0.121059	-0.0286882	0.0805664	0.0215608	0.630879	-12.3595	-11.5965	-12.6646	-12.5122	0.0123615	-59.6694		
9.664	0.0834138	0.171707	0.187996	0.146281	0.121059	0.276487	0.0805664	0.0215608	0.630879	-12.2069	-11.4441	-12.512	-12.5122	0.0126164	-57.5252		
9.6647	0.0834138	0.171707	0.187996	-0.158887	0.121059	-0.0286882	0.0805664	0.0215608	0.630879	-12.3595	-11.5965	-12.8172	-12.5122	0.0128076	-58.2832		
9.6653	0.0834138	-0.133459	-0.11719	-0.158887	0.121059	-0.0286882	-0.224609	0.0215608	0.630879	-12.512	-11.5965	-12.9698	-12.5122	0.0123615	-58.2832		
9.666	-0.221761	-0.133459	-0.11719	-0.158887	-0.18412	-0.0286882	-0.224609	0.0215608	0.636994	-12.6646	-11.7494	-13.275	-12.5122	0.0120429	-58.5864		
9.6667	0.0834138	-0.133459	-0.11719	0.146281	0.121059	-0.0286882	0.0805664	0.0215608	0.636994	-12.512	-11.7494	-13.1224	-12.3596	0.012489	-58.4348		
9.6673	-0.221761	-0.133459	-0.11719	-0.158887	0.121059	-0.0286882	0.0805664	-0.283608	0.630879	-12.0544	-11.4441	-12.9698	-12.3596	0.0126164	-58.1316		
