"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
9.9347	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.410362	-0.435802	-1.51589	-13.733	-12.2072	-13.4279	-12.512	-0.024694	-24.7178		
9.9353	0.021164	0.0909467	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50363	-13.1225	-12.0545	-13.4279	-12.512	-0.0253251	-84.069		
9.936	0.021164	-0.214231	-0.175573	-0.444941	0.0321376	-0.0524941	-0.105189	-0.130614	-1.49768	-12.3595	-11.9017	-13.5805	-12.97	-0.0250096	-49.744		
9.9367	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.410362	-0.130614	-1.50363	-12.665	-11.9017	-13.5805	-13.1225	-0.0248518	-62.7197		
9.9373	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.105189	-0.130614	-1.50995	-12.8175	-11.9017	-13.4279	-12.665	-0.0250096	-62.7197		
9.938	0.021164	0.0909467	0.129593	-0.139759	0.0321376	-0.0524941	0.199984	0.174551	-1.50995	-12.665	-11.9017	-13.1227	-12.8175	-0.0250096	-60.1103		
9.9387	0.021164	-0.214231	-0.175573	-0.139759	0.0321376	-0.357668	-0.105189	-0.130614	-1.50995	-12.512	-12.2072	-13.2753	-12.8175	-0.0254829	-61.3438		
9.9393	-0.284014	-0.214231	-0.175573	-0.139759	0.0321376	-0.357668	-0.105189	-0.130614	-1.50995	-12.8175	-11.9017	-13.2753	-12.8175	-0.0254829	-61.0354		
9.94	-0.284014	-0.214231	-0.175573	-0.139759	0.0321376	-0.357668	-0.105189	-0.130614	-1.51589	-12.97	-11.9017	-13.4279	-13.1225	-0.0253251	-61.0354		
9.9407	-0.284014	-0.519408	-0.480763	-0.444941	-0.273022	-0.357668	-0.105189	-0.435802	-1.50995	-12.97	-12.0545	-13.5805	-13.1225	-0.0256407	-61.1778		
9.9413	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.105189	-0.130614	-1.50363	-13.1225	-11.9017	-13.2753	-13.1225	-0.0257985	-61.0354		
9.942	0.021164	0.0909467	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50363	-13.2751	-11.7494	-13.1227	-13.1225	-0.0256407	-61.0354		
9.9427	0.021164	0.0909467	-0.175573	-0.139759	-0.273022	-0.0524941	-0.105189	-0.130614	-1.50995	-13.2751	-11.5967	-13.2753	-13.1225	-0.0256407	-60.8931		
9.9433	0.021164	0.0909467	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.51589	-13.4276	-12.3595	-13.4279	-13.2751	-0.0254829	-60.8931		
9.944	0.021164	-0.214231	-0.175573	-0.139759	-0.273022	-0.0524941	-0.105189	-0.130614	-1.50995	-13.2751	-12.8173	-13.4279	-13.4276	-0.0257985	-61.1778		
9.9447	-0.284014	0.0909467	0.129593	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50995	-13.1225	-12.5123	-13.5805	-13.4276	-0.0259563	-61.3438		
9.9453	0.021164	0.0909467	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50995	-12.97	-12.3595	-13.4279	-13.4276	-0.0259563	-61.1778		
9.946	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.0524941	-0.105189	-0.130614	-1.50995	-12.97	-12.2072	-13.4279	-13.2751	-0.0257985	-61.3438		
9.9467	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.105189	-0.130614	-1.50995	-12.97	-12.0545	-13.5805	-13.1225	-0.0254829	-61.0354		
9.9473	-0.284014	-0.214231	-0.175573	-0.444941	-0.273022	-0.357668	-0.105189	-0.130614	-1.51589	-12.8175	-12.2072	-13.4279	-12.97	-0.0253251	-60.7271		
9.948	-0.284014	-0.519408	-0.175573	-0.444941	-0.273022	-0.357668	-0.410362	-0.435802	-1.50995	-13.1225	-12.3595	-13.4279	-13.4276	-0.0256407	-60.8931		
9.9487	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.105189	-0.435802	-1.50995	-13.4276	-12.3595	-13.7327	-13.2751	-0.0254829	-61.0354		
9.9493	0.021164	0.0909467	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50995	-13.2751	-11.9017	-13.5805	-12.97	-0.0250096	-60.7271		
9.95	0.021164	-0.214231	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50995	-12.665	-11.9017	-13.4279	-13.2751	-0.0245362	-60.1103		
9.9507	0.021164	0.0909467	0.129593	0.165399	0.0321376	0.25268	0.199984	0.174551	-1.51589	-12.97	-12.5123	-13.8853	-13.733	-0.024694	-60.4187		
9.9513	0.021164	-0.214231	0.129593	-0.139759	-0.273022	-0.0524941	-0.105189	-0.130614	-1.51589	-13.4276	-12.2072	-13.7327	-13.4276	-0.0251674	-60.8931		
9.952	-0.284014	-0.519408	-0.175573	-0.444941	-0.578202	-0.357668	-0.410362	-0.435802	-1.51589	-12.97	-11.9017	-13.2753	-13.1225	-0.0253251	-60.7271		
9.9527	-0.284014	-0.214231	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.51589	-12.8175	-12.0545	-13.5805	-12.97	-0.0248518	-61.0354		
9.9533	0.021164	0.0909467	-0.175573	0.165399	0.0321376	-0.0524941	-0.105189	-0.130614	-1.51589	-12.97	-11.9017	-13.4279	-12.8175	-0.0242206	-61.0354		
9.954	0.021164	0.0909467	-0.175573	0.165399	0.0321376	-0.0524941	-0.105189	-0.130614	-1.51589	-12.512	-11.7494	-13.1227	-12.97	-0.0243784	-60.8931		
9.9547	0.021164	-0.214231	-0.175573	-0.139759	-0.273022	-0.0524941	-0.105189	-0.130614	-1.50995	-12.665	-11.9017	-12.97	-12.97	-0.0250096	-61.0354		
9.9553	0.021164	-0.214231	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50995	-12.97	-11.9017	-12.97	-12.8175	-0.0248518	-61.0354		
9.956	0.021164	0.0909467	-0.175573	0.165399	0.0321376	-0.0524941	0.199984	0.174551	-1.50995	-12.512	-11.5967	-12.8174	-12.8175	-0.0245362	-60.8931		
9.9567	0.021164	-0.214231	-0.175573	0.165399	0.0321376	-0.0524941	-0.105189	0.174551	-1.50995	-12.512	-11.7494	-12.6648	-12.665	-0.0245362	-60.8931		
9.9573	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.0524941	-0.105189	-0.130614	-1.50995	-12.97	-11.7494	-12.97	-12.665	-0.0245362	-60.7271		
9.958	0.021164	-0.214231	-0.175573	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.51589	-13.1225	-11.7494	-13.2753	-13.1225	-0.0248518	-60.8931		
9.9587	0.021164	0.0909467	-0.175573	0.165399	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50995	-12.97	-11.9017	-13.2753	-13.1225	-0.024694	-61.0354		
9.9593	-0.284014	0.0909467	-0.175573	-0.139759	-0.273022	-0.357668	-0.105189	-0.130614	-1.50995	-12.665	-12.0545	-13.4279	-12.97	-0.024694	-61.0354		
9.96	-0.284014	-0.214231	-0.480763	-0.139759	-0.273022	-0.357668	-0.410362	-0.435802	-1.50995	-12.8175	-12.0545	-13.4279	-13.1225	-0.0251674	-60.7271		
9.9607	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.105189	-0.435802	-1.50995	-13.1225	-12.2072	-13.4279	-13.1225	-0.0253251	-60.7271		
9.9613	0.021164	-0.214231	0.129593	0.165399	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50363	-12.97	-12.3595	-13.2753	-13.1225	-0.0253251	-61.0354		
9.962	0.021164	0.0909467	0.129593	-0.139759	0.0321376	-0.0524941	-0.105189	-0.130614	-1.50995	-12.8175	-11.9017	-13.2753	-12.97	-0.0253251	-60.8931		
9.9627	0.021164	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.105189	-0.130614	-1.50995	-12.97	-12.2072	-13.7327	-12.97	-0.0256407	-60.8931		
9.9633	-0.284014	-0.214231	-0.175573	-0.139759	-0.273022	-0.357668	-0.105189	-0.130614	-1.50995	-12.97	-12.5123	-13.5805	-13.4276	-0.0256407	-60.8931		
